"record_id","record_type","parent_id","revision","revision_of","supersedes","superseded_by","volume","expose","unit","source_lines","source_locator","authority_sha256","source_reading","target_reading","status","raw_cursor","substantive_cursor","target_tex_sha256","target_pdf_sha256","evidence_sha256","release_state"
"SGA2-X-C26-NDE3@1","unit_status","","1","","","","SGA2","X","Corollary 2.6 editor note 3","3456","printed117-118;physical101-102;running93-94","C2F899E92A904E312B550C6452A117FF23D30AF984B2254A0961D2DF0DACD042","one complete long ndetext editor note","complete source-aligned English editor note","producer_pass_pending_independent_review","3457","3458","9D0A5373889DB323F804DA0C21A22405E93988743E310D1328C0E31F6356EDD5","33B82F41791672BA26C0237A25B2A8D9B8807AE38C9060B66943A021887D1B0C","3EB5BBEE73D8BA6F76664AA0E1CFC7516331E935D7CA22E67F73AB4EC6E5332E","internal_not_for_release"
"SGA2-X-C26-NDE3-SOURCE@1","source_binding","SGA2-X-C26-NDE3@1","1","","","","SGA2","X","exact line3456 replay","3456","printed117-118;physical101-102;running93-94","C2F899E92A904E312B550C6452A117FF23D30AF984B2254A0961D2DF0DACD042","2145-byte no-EOL authority line","byte-exact no-EOL and CRLF replay retained","source_replay_checked","3457","3458","9D0A5373889DB323F804DA0C21A22405E93988743E310D1328C0E31F6356EDD5","33B82F41791672BA26C0237A25B2A8D9B8807AE38C9060B66943A021887D1B0C","C5F8286F8A860C2BA1F892B9CBAEF882C810C72AADB23BFAA2667B86EF9A3581","internal_not_for_release"
"SGA2-X-C26-NDE3-BOUNDARY@1","boundary_control","SGA2-X-C26-NDE3@1","1","","","","SGA2","X","line boundary","3454-3458","line3454 prior body;line3456 included;blank3457 excluded;line3458 next substantive","C2F899E92A904E312B550C6452A117FF23D30AF984B2254A0961D2DF0DACD042","blank3457 follows the note","raw cursor3457;substantive cursor3458","boundary_checked","3457","3458","9D0A5373889DB323F804DA0C21A22405E93988743E310D1328C0E31F6356EDD5","33B82F41791672BA26C0237A25B2A8D9B8807AE38C9060B66943A021887D1B0C","B600EB6B1BAF517ED71AB3DDBD97E4AA64C5BBEFA169DAD6A6935C1A59174BF9","internal_not_for_release"
"SGA2-X-C26-NDE3-SOURCE-PAGES@1","visual_source_control","SGA2-X-C26-NDE3@1","1","","","","SGA2","X","two source pages","3456","printed117-118;physical101-102;running93-94","C2F899E92A904E312B550C6452A117FF23D30AF984B2254A0961D2DF0DACD042","note begins on physical101 and continues at foot of physical102","both page renders visually checked and retained rights-gated","source_visual_checked","3457","3458","9D0A5373889DB323F804DA0C21A22405E93988743E310D1328C0E31F6356EDD5","33B82F41791672BA26C0237A25B2A8D9B8807AE38C9060B66943A021887D1B0C","70EA3E1FBDB313FDD2F832170D35457AA0BA38A2F1E93FF61C12F99411B813E3","internal_not_for_release"
"SGA2-X-C26-NDE3-CANDIDATE-PRESENCE@1","comparison_presence","SGA2-X-C26-NDE3@1","1","","","","SGA2","X","jcreinhold full deferred footnote","3456;candidate256;candidate541-559","candidate line256 footnote call and lines541-559 definition","C2F899E92A904E312B550C6452A117FF23D30AF984B2254A0961D2DF0DACD042","candidate contains complete note","no omission adverse ID;candidate comparison-only","comparison_presence_corrected","3457","3458","9D0A5373889DB323F804DA0C21A22405E93988743E310D1328C0E31F6356EDD5","33B82F41791672BA26C0237A25B2A8D9B8807AE38C9060B66943A021887D1B0C","F77D553CC5E6E08B6064FB1599702678302D536FBF272417344E347AC64DA659","internal_not_for_release"
"SGA2-X-C26-NDE3-S1@1","sentence_comparison","SGA2-X-C26-NDE3@1","1","","","","SGA2","X","relative theorem derivation","3456","sentence1;printed117;physical101;running93","C2F899E92A904E312B550C6452A117FF23D30AF984B2254A0961D2DF0DACD042","joined to X.3.3 and criteria XII.2.4 and XII.3.4","Combined with Proposition 3.3 and criteria XII.2.4 and XII.3.4","sentence_source_checked","3457","3458","9D0A5373889DB323F804DA0C21A22405E93988743E310D1328C0E31F6356EDD5","33B82F41791672BA26C0237A25B2A8D9B8807AE38C9060B66943A021887D1B0C","3EB5BBEE73D8BA6F76664AA0E1CFC7516331E935D7CA22E67F73AB4EC6E5332E","internal_not_for_release"
"SGA2-X-C26-NDE3-S2@1","sentence_comparison","SGA2-X-C26-NDE3@1","1","","","","SGA2","X","relative setup","3456","sentence2;printed117;physical101;running93","C2F899E92A904E312B550C6452A117FF23D30AF984B2254A0961D2DF0DACD042","projective flat f;connected noetherian schemes;effective relatively ample relative Cartier divisor","projective and flat f;connected noetherian schemes;effective relatively ample relative Cartier divisor on X","sentence_source_checked","3457","3458","9D0A5373889DB323F804DA0C21A22405E93988743E310D1328C0E31F6356EDD5","33B82F41791672BA26C0237A25B2A8D9B8807AE38C9060B66943A021887D1B0C","3EB5BBEE73D8BA6F76664AA0E1CFC7516331E935D7CA22E67F73AB4EC6E5332E","internal_not_for_release"
"SGA2-X-C26-NDE3-S3@1","sentence_comparison","SGA2-X-C26-NDE3@1","1","","","","SGA2","X","depth2 connectedness surjectivity","3456","sentence3;printed117;physical101;running93","C2F899E92A904E312B550C6452A117FF23D30AF984B2254A0961D2DF0DACD042","fiber depth at every closed point at least2 implies connected D and surjective i_U","same quantifiers threshold connectedness and map direction","sentence_source_checked","3457","3458","9D0A5373889DB323F804DA0C21A22405E93988743E310D1328C0E31F6356EDD5","33B82F41791672BA26C0237A25B2A8D9B8807AE38C9060B66943A021887D1B0C","3EB5BBEE73D8BA6F76664AA0E1CFC7516331E935D7CA22E67F73AB4EC6E5332E","internal_not_for_release"
"SGA2-X-C26-NDE3-S4@1","sentence_comparison","SGA2-X-C26-NDE3@1","1","","","","SGA2","X","depth3 purity isomorphism","3456","sentence4;printed117;physical101;running93","C2F899E92A904E312B550C6452A117FF23D30AF984B2254A0961D2DF0DACD042","fiber depth along D_s at least3 and pure local rings imply i_X isomorphism","same locus threshold purity example and conclusion","sentence_source_checked","3457","3458","9D0A5373889DB323F804DA0C21A22405E93988743E310D1328C0E31F6356EDD5","33B82F41791672BA26C0237A25B2A8D9B8807AE38C9060B66943A021887D1B0C","3EB5BBEE73D8BA6F76664AA0E1CFC7516331E935D7CA22E67F73AB4EC6E5332E","internal_not_for_release"
"SGA2-X-C26-NDE3-S5@1","sentence_comparison","SGA2-X-C26-NDE3@1","1","","","","SGA2","X","Bost primary citation","3456","sentence5;printed117-118;physical101-102;running93-94","C2F899E92A904E312B550C6452A117FF23D30AF984B2254A0961D2DF0DACD042","Bost title journal volume pages Theorems1.1 and2.1","source-controlled citation retained with English punctuation","sentence_source_checked","3457","3458","9D0A5373889DB323F804DA0C21A22405E93988743E310D1328C0E31F6356EDD5","33B82F41791672BA26C0237A25B2A8D9B8807AE38C9060B66943A021887D1B0C","3EB5BBEE73D8BA6F76664AA0E1CFC7516331E935D7CA22E67F73AB4EC6E5332E","internal_not_for_release"
"SGA2-X-C26-NDE3-S6@1","sentence_comparison","SGA2-X-C26-NDE3@1","1","","","","SGA2","X","geometric surface case","3456","sentence6;printed118;physical102;running94","C2F899E92A904E312B550C6452A117FF23D30AF984B2254A0961D2DF0DACD042","merely smooth geometrically connected projective surface;D nef with square greater than0","merely smooth projective surface;connected D;surjection;nef with self-intersection greater than0","sentence_source_checked","3457","3458","9D0A5373889DB323F804DA0C21A22405E93988743E310D1328C0E31F6356EDD5","33B82F41791672BA26C0237A25B2A8D9B8807AE38C9060B66943A021887D1B0C","3EB5BBEE73D8BA6F76664AA0E1CFC7516331E935D7CA22E67F73AB4EC6E5332E","internal_not_for_release"
"SGA2-X-C26-NDE3-S7@1","sentence_comparison","SGA2-X-C26-NDE3@1","1","","","","SGA2","X","arithmetic surface case","3456","sentence7;printed118;physical102;running94","C2F899E92A904E312B550C6452A117FF23D30AF984B2254A0961D2DF0DACD042","arithmetic X over O_K;Bost improves Ihara;projection map inverse induced by P","same hypotheses citations and two inverse map directions","sentence_source_checked","3457","3458","9D0A5373889DB323F804DA0C21A22405E93988743E310D1328C0E31F6356EDD5","33B82F41791672BA26C0237A25B2A8D9B8807AE38C9060B66943A021887D1B0C","3EB5BBEE73D8BA6F76664AA0E1CFC7516331E935D7CA22E67F73AB4EC6E5332E","internal_not_for_release"
"SGA2-X-C26-NDE3-MAP-IU@1","formula_symbol_comparison","SGA2-X-C26-NDE3@1","1","","","","SGA2","X","first fundamental-group map","3456","sentence3;printed117;physical101;running93","C2F899E92A904E312B550C6452A117FF23D30AF984B2254A0961D2DF0DACD042","i_U:pi_1(D) to pi_1(U) surjective","same direction and surjectivity displayed","formula_source_checked","3457","3458","9D0A5373889DB323F804DA0C21A22405E93988743E310D1328C0E31F6356EDD5","33B82F41791672BA26C0237A25B2A8D9B8807AE38C9060B66943A021887D1B0C","3EB5BBEE73D8BA6F76664AA0E1CFC7516331E935D7CA22E67F73AB4EC6E5332E","internal_not_for_release"
"SGA2-X-C26-NDE3-MAP-IX@1","formula_symbol_comparison","SGA2-X-C26-NDE3@1","1","","","","SGA2","X","special-case fundamental-group map","3456","sentence4;printed117;physical101;running93","C2F899E92A904E312B550C6452A117FF23D30AF984B2254A0961D2DF0DACD042","i_X is an isomorphism","same special-case map and conclusion","formula_source_checked","3457","3458","9D0A5373889DB323F804DA0C21A22405E93988743E310D1328C0E31F6356EDD5","33B82F41791672BA26C0237A25B2A8D9B8807AE38C9060B66943A021887D1B0C","3EB5BBEE73D8BA6F76664AA0E1CFC7516331E935D7CA22E67F73AB4EC6E5332E","internal_not_for_release"
