"file","bytes","sha256","role"
"B3_UPLOADER_READY_SUMMARY.csv","815","5da377bd741b4d798687ae7feab10436666bf15e6bca466385e6274f894ca795","R3 212df branch-advance source-backed payload artifact"
"BRANCH_212DF_R3_RELEVANT_TREE.csv","1512460","5578951a73cb1e131c3dfa8d624a55d4db4d93343bf1334d45d96da4d07b819a","R3 212df branch-advance source-backed payload artifact"
"BRANCH_DELTA_C7FB_TO_212DF_RELEVANT.csv","5919","9c10b0f71f632e0e9943a0da979a0bff0533594caa7723ea0a6979cdad3ff653","R3 212df branch-advance source-backed payload artifact"
"PACKAGE_VALIDATION.json","1018","90c929d5f94f6068e0267a7f8ee25f62aaea2c2bdbe664d792036fd513d90dce","R3 212df branch-advance source-backed payload artifact"
"R3_212DF_BLOCKERS_GAPS_NEXT_ACTIONS.csv","3419","b6797bd7020d432ce3b9055d37e6458347509ec52d99581f49a6df6d825a48f7","R3 212df branch-advance source-backed payload artifact"
"R3_212DF_DO_NOT_USE_GATE_BOUNDARY_MATRIX.csv","1305","ee4337f1e2019537e882c664974135f5944de438059aa9aeb8a1dae5be3486bd","R3 212df branch-advance source-backed payload artifact"
"R3_212DF_FABLE_SOURCE_USE_ADVERSE_LEDGER.csv","3404","ca938d877d95bbf363a1f63ab79ddb8bf30e168c2fc57300aad0ccd30b840917","R3 212df branch-advance source-backed payload artifact"
"R3_212DF_GATE_ROLLUP.csv","3439","54b97d64fb8395a46dbdc2c382d0cb91c32200a67ce9adf8efea01e4d139ed2f","R3 212df branch-advance source-backed payload artifact"
"R3_212DF_SOURCE_GATED_PRETRANSLATION_INTERLINEAR_ROWS.csv","176828","3a9284b3dc0638ff765a0627aa140e74f805fb6a7398ca46f02c1a0c7a02d354","R3 212df branch-advance source-backed payload artifact"
"R3_212DF_SOURCE_USE_LABEL_ROWS.csv","87842","989d8376553056815d03dc7783c700e19f27de98ccb6fc0184825737c3a3bc61","R3 212df branch-advance source-backed payload artifact"
"R3_212DF_SOURCE_WITNESS_RECOVERY_ROWS.csv","18843","33c88b3a080f7eee0266618b7083102878638401105883730994adff6774a632","R3 212df branch-advance source-backed payload artifact"
"README.md","1975","627e0a12339509d3321e8978205b0dee767aad84f2286494abc13e89221b5508","R3 212df branch-advance source-backed payload artifact"
