"name","bytes","sha256"
"01_kimi_drop_batches_2_4_web_chunk_001.zip","52763454","94b9f322bee44644b1366e5b18e4950c803066a1e8063213ff0b5de4707a2352"
"02_kimi_drop_batches_2_4_web_chunk_002.zip","286692564","996b8a255f431f79363cfaa64946d85da84ae726844e9f4afaa167b959ac2181"
"03_kimi_drop_batches_2_4_web_chunk_003.zip","411745114","95c4248d748cde22f8317a20a051e21a5d0aef06fc98fcfb407df350a36cf4af"
"04_kimi_drop_batches_2_4_web_chunk_004.zip","408830932","8ca77ad23b9d4f163acbc354a539e5c1e7a9f7490f8ca3de8f1598aef9d8dd6b"
"05_kimi_drop_batches_2_4_web_chunk_005.zip","401793732","6ef3c2655fbbb9cff3ae81a1a30aabd50c1c83245ddc0192519dd787b207a169"
"06_kimi_drop_batches_2_4_web_chunk_006.zip","58923475","79bd2c93cac6b553b250b155c4e2a21ec2a9c7e700fd9aaa7e6fe50eed0fcb89"
"07_kimi_more_complete_new_only_chunk_001.zip","408329405","ae81def6a63ea6e1146761c613b7b3addb8d3d0c2caa2a991dbd361c9d30e731"
"08_kimi_more_complete_new_only_chunk_002.zip","410062929","f2be89faca8110833df8044f4cd3da503a00cd926da683c8710bb6bf3d5fc901"
"09_kimi_more_complete_new_only_chunk_003.zip","252836779","842ea1ce30d8fa0b5d43f1b00702744184fb6c538cbd28bc411bf4e252f955fb"
"10_kimi_more_complete_new_only_chunk_004.zip","410374290","2739dba8d210b979fa09e954cd443a00a40e789df5624cf2255e0eb6ab85204a"
"11_kimi_more_complete_new_only_chunk_005.zip","421256159","1a4793e7108334e5b891490222c746481c05431ee63a348c0836401a296a8f71"
"12_kimi_more_complete_new_only_chunk_006.zip","414716592","c3137e408d48cd1599833e96efda91e33b53ec081ce476f7f40a4c1967fad59f"
"13_kimi_more_complete_new_only_chunk_007.zip","420695908","9732d99dc987a3f5f5ed3cffb20d1bf456ef9db9fda3c962d088c49fe096f0e5"
"14_kimi_more_complete_new_only_chunk_008.zip","421821567","fdbd2b09d40e091e202df461e6445ba6a272a4e302d27cae3b02e767f3539e6f"
"15_kimi_more_complete_new_only_chunk_009.zip","424837753","1c917bfafa5f3d812dd11b73c576d153ea294f8dc2fbafb6d162fb1b4e65c5c5"
"16_kimi_more_complete_new_only_chunk_010.zip","425715095","682b4196299ec48747ba1328e1bd5b23eeca78d7f643fa9a40f7e61e1bc961c7"
"17_kimi_more_complete_new_only_chunk_011.zip","418395390","4531c5af108ac6b34ad26691e0331bc5cb33f938ec8f4236787b4cea931ccd85"
"18_cleanup5_001_006_new_only_chunk_001.zip","54288137","d6fccbb221fc95a93150fd4fcfd7db6126f5b94f70b61e41975001368bd94f85"
"19_kimi_more_intermittent_delta_after_web11_chunk_001.zip","199791171","10ea4686db02275714f35ed2950eaea26365323e6b2d995a9e743b5f073f19dc"
"20_kimi_continue_5_26_812_delta_chunk_001.zip","193807718","1848fbee00d619e726d47bd121af2f851a6eb8a2321bf5c6698b9dcfd21f3220"
"21_sga_clear_1_4_001.zip","201085387","fe7a4435982eadd6a37d6c34820ae6b36247257a2e5c76c342763c76dcee1488"
"22_cleanup7_kimi_intermittent_delta_processed_current_package_chunk_001.zip","11002447","4c7ca10f687e7c1544f31e66fad1983294db07faf063a90fc7c6ab01ec1be58c"
"23_cleanup8_gauss_processed_current_package_chunk_001.zip","13101990","8d3871a3ba632557e555aba64a8c1f4fc2ba91069be6243756e1375e7cefe2a4"
"24_cleanup8_downloadsafe_bundle_chunk_001.zip","187298451","54b7d5acbf46a68b7b3a3b555cf224b75f2e693f9cd5ce1de4fd32165cf546c3"
"25_results_current_zenodo_v17_lean_no_scans_chunk_001.zip","56613207","a613818dc0faf358325ab83bfed2cba30da825e330aa4be80816f50c8f201558"
"26_results_cleanup6_partial_downloads_chunk_001.zip","345690872","9ce4e41acc485dc653aff60e583c38d02320af1c950f62b09ba12155367274e0"
"27_source_non_euro_central_asia_50pdf_chunk_001.zip","412663746","c5c73e492ca73f6011030e9cc50556d3e4bb9ba8dcfd942a7b626678e7528a4c"
"28_source_non_euro_central_asia_50pdf_chunk_002.zip","417498494","5dfb528d2f4957bfb4256bad18fbb501989a87ed61091b2792f379ec26ca7a51"
"29_source_non_euro_central_asia_50pdf_chunk_003.zip","56857591","507426a9d4088373fd79edfa56332b29edfdab0e5c1ce79b8b0c7951ea5ee5c2"
"30_kimi7_nonscan_refined_for_web_CLEAN_chunk_001.zip","172490284","59427cbc4a28a701dc0f8fe6307a197ed227bfcebaba11bd99aac34286d8a324"
"31_kimi5_corrected_delta_non_eu_kimi5_corrected_non_eu_plus_progress_delta_chunk_001.zip","389146307","acfed81913c8f29b509b1b2181781a5c24594c88ed9455a3df0b25e01c2d48c1"
"32_kimi5_corrected_delta_non_eu_kimi5_corrected_non_eu_plus_progress_delta_chunk_002.zip","416027627","f9d8693593f8af1ede183b5a81265a6e455321e35033fc06f84dcb01f6220d4b"
"33_kimi5_corrected_delta_non_eu_kimi5_corrected_non_eu_plus_progress_delta_chunk_003.zip","411029764","ef1070f050d73e55707c880b373a750d35397fd6a308a5c5d66bd998b05224e7"
"34_kimi5_corrected_delta_non_eu_kimi5_corrected_non_eu_plus_progress_delta_chunk_004.zip","412160759","e8b81400fdd15b9678623d136c5e27ea4b7b1e51380397a455ffd24f36b3007a"
"35_kimi5_corrected_delta_non_eu_kimi5_corrected_non_eu_plus_progress_delta_chunk_005.zip","45076767","2cb21ef8c19b1aaf5d982d8eddedd95ea128a5d44e17577b568ec62587b3c535"
"36_sga_translation_handoff_1_7_compact_under_512mb.zip","414297056","a039b880a22dc90414f33269237a3f51792b85e78e41276ddb498d3c281a1f47"
"37_sga_translation_batch_003_cumulative_sga4_expose_I_6_to_7.zip","11550109","cbc19026f054a937344848c81c88a7bb148da06772de70f1595b0318f1be86af"
"38_sga_translation_current_combined_reader_pdf.zip","888149","4ac3a93a714e070731e6dee6dd44790634f5da5a97b8b3b3d08fd0f7f4be1c4a"
"39_cleanup9_kimi5_001_005_redo_processed_current_package_CLEANED.zip","114335543","f8d732d91f2683026ac1c5b2aa106355f6916cf090cb8690ef7969fa23f9d5ef"
"40_kimi7_continue_nonscan_delta_for_web_chunk_001.zip","141642603","6efc9cfc5310498f808e8f4edf021a4c62edace3c9227b9af1e845f618891503"
