language_code,language_name,repo,path,url,reason,detail
bs,Bosnian,karel-brinda/tp-zpevnik,songs/01_folk/Greenhorni____Rovnou_tady_rovnou.tex,https://github.com/karel-brinda/tp-zpevnik/blob/ec865f2d68879a9f5ff8d62038efb7aabc21af63/songs/01_folk/Greenhorni____Rovnou_tady_rovnou.tex,blocked_obvious_nonmath_path,template/song/presentation path pattern
bs,Bosnian,JanHerca/urantiapedia,input/tex/bible-cs/017_Esther.tex,https://github.com/JanHerca/urantiapedia/blob/4a0960e4aa2a6d65c8d8d513397ad2d4177758ff/input/tex/bible-cs/017_Esther.tex,blocked_missing_or_unclear_license_metadata,
bs,Bosnian,JindrazPrahy/DvojkarskyZpevnik,songy/MalyRytir.tex,https://github.com/JindrazPrahy/DvojkarskyZpevnik/blob/ee3d86652d9907e9a2f8be6d9acb4604fadbceec/songy/MalyRytir.tex,blocked_obvious_nonmath_path,template/song/presentation path pattern
bs,Bosnian,Mihalei/Text-Summarization-Final-Project,Sažimanje teksta zasnovano na modelima dubokog učenja/zavrsni.tex,https://github.com/Mihalei/Text-Summarization-Final-Project/blob/866e7ef885a5b0fd796bfc9b03df1b46d28d56f3/Sažimanje teksta zasnovano na modelima dubokog učenja/zavrsni.tex,blocked_missing_or_unclear_license_metadata,
bs,Bosnian,lunar-starlight/Diploma,src/razširitve.tex,https://github.com/lunar-starlight/Diploma/blob/411be01f47a99f0d38707ac34e3045698eba8a9c/src/razširitve.tex,raw_download_failed,UnicodeEncodeError
bs,Bosnian,Tomaz12345/Kombinatorika2-zapiski,main/kombinatorika2-zapiski.tex,https://github.com/Tomaz12345/Kombinatorika2-zapiski/blob/5860ecd87858a411b684d8a3dd548a325038e559/main/kombinatorika2-zapiski.tex,blocked_missing_or_unclear_license_metadata,
bs,Bosnian,kkumer/simetrije,predgovor.tex,https://github.com/kkumer/simetrije/blob/86e0c527cf5e873c63896d9bf5e95fe62bf15814/predgovor.tex,blocked_no_target_language_marker_in_source,grupa; teorija grupa
bs,Bosnian,ipaljak/hio-izborne-2020,pripreme/dan2/totoro/editorial_totoro.tex,https://github.com/ipaljak/hio-izborne-2020/blob/47ed9747bbd7be3509b1243f1b1df7676e097da5/pripreme/dan2/totoro/editorial_totoro.tex,blocked_missing_or_unclear_license_metadata,
bs,Bosnian,PavleSekesan/TeorijaGrupa,TeorijaGrupa.tex,https://github.com/PavleSekesan/TeorijaGrupa/blob/69b67ed7d48f576c3f7d0dedeeacc6fae405ac0d/TeorijaGrupa.tex,blocked_missing_or_unclear_license_metadata,
bs,Bosnian,PavleSekesan/TeorijaGrupa,main.tex,https://github.com/PavleSekesan/TeorijaGrupa/blob/69b67ed7d48f576c3f7d0dedeeacc6fae405ac0d/main.tex,blocked_missing_or_unclear_license_metadata,
hsb,Upper Sorbian,tetrapharmakon/yoneda-in-tongues,src/hsb.tex,https://github.com/tetrapharmakon/yoneda-in-tongues/blob/b4eca649eca630fca61e9feb19ce270f8954264e/src/hsb.tex,blocked_missing_or_unclear_license_metadata,
hsb,Upper Sorbian,yannisl/phd,languages/bassah-vah.tex,https://github.com/yannisl/phd/blob/7f27c209b75ca98c6e6b7a21297dce202aaa0b3c/languages/bassah-vah.tex,blocked_missing_or_unclear_license_metadata,
hsb,Upper Sorbian,ZalozbaDev/poster_language_technologies,04_language_research.tex,https://github.com/ZalozbaDev/poster_language_technologies/blob/8b886c3f3ec000a319e397b78e00add1539af36e/04_language_research.tex,blocked_source_body_below_minimum_bytes,487
hsb,Upper Sorbian,dawidpawliczek4/aisd-solutions,lista2/tex/z4.tex,https://github.com/dawidpawliczek4/aisd-solutions/blob/452676de7a38ef49ee4fdcc82395e2ccfcd7d802/lista2/tex/z4.tex,blocked_missing_or_unclear_license_metadata,
hsb,Upper Sorbian,KarolKozlowski22/MMFI_projekt,presentation/main.tex,https://github.com/KarolKozlowski22/MMFI_projekt/blob/3fedea1ec517aedbd47a63d61b4a8cc69f12208e/presentation/main.tex,blocked_obvious_nonmath_path,template/song/presentation path pattern
hsb,Upper Sorbian,Agrabski/C-equals-1,Papers/WUT-Master-Thesis/tex/8-dalsza.tex,https://github.com/Agrabski/C-equals-1/blob/55e5bc51440d56cbede216e94ec3d5dd371c472e/Papers/WUT-Master-Thesis/tex/8-dalsza.tex,blocked_missing_or_unclear_license_metadata,
hsb,Upper Sorbian,Smitchelld/Quill,docs/dokumentacja.tex,https://github.com/Smitchelld/Quill/blob/225bb58e881c09fc1c7a7fb77604c820a1a7e3a1/docs/dokumentacja.tex,blocked_missing_or_unclear_license_metadata,
hsb,Upper Sorbian,szymbaramichal/WasteFree,docs/dokumentacja_projektowa/dokumentacja_projektowa.tex,https://github.com/szymbaramichal/WasteFree/blob/5f0d8b2c6ba317268524453cea75e27bdce9d8c0/docs/dokumentacja_projektowa/dokumentacja_projektowa.tex,blocked_no_target_language_marker_in_source,modul; grupa; inwariant
dsb,Lower Sorbian,yannisl/phd,languages/bassah-vah.tex,https://github.com/yannisl/phd/blob/7f27c209b75ca98c6e6b7a21297dce202aaa0b3c/languages/bassah-vah.tex,blocked_missing_or_unclear_license_metadata,
dsb,Lower Sorbian,ZalozbaDev/poster_language_technologies,04_language_research.tex,https://github.com/ZalozbaDev/poster_language_technologies/blob/8b886c3f3ec000a319e397b78e00add1539af36e/04_language_research.tex,blocked_source_body_below_minimum_bytes,487
dsb,Lower Sorbian,,,,github_code_search_failed,"pśikład: RuntimeError: HTTP 403: API rate limit exceeded for user ID 208192274. If you reach out to GitHub Support for help, please include the request ID 069C:2893BD:43A953F:3F52441:6A499481 and timestamp 2026-07-04 23:17:21 UTC. For more on scraping GitHub and how it may affect your rights, please review our Terms of Service (https://docs.github.com/en/site-policy/github-terms/github-terms-of-service) (https://api.github.com/search/code?page=1&per_page=5&q=%22p%C5%9Bik%C5%82ad%22+extension%3Atex)"
dsb,Lower Sorbian,,,,github_code_search_failed,"kružk: RuntimeError: HTTP 403: API rate limit exceeded for user ID 208192274. If you reach out to GitHub Support for help, please include the request ID 06F3:372003:41EC8C7:3DA2C4D:6A499482 and timestamp 2026-07-04 23:17:22 UTC. For more on scraping GitHub and how it may affect your rights, please review our Terms of Service (https://docs.github.com/en/site-policy/github-terms/github-terms-of-service) (https://api.github.com/search/code?page=1&per_page=5&q=%22kru%C5%BEk%22+extension%3Atex)"
dsb,Lower Sorbian,,,,github_code_search_failed,"inwariant: RuntimeError: HTTP 403: API rate limit exceeded for user ID 208192274. If you reach out to GitHub Support for help, please include the request ID 06B8:359649:42804D1:3E40F9E:6A499482 and timestamp 2026-07-04 23:17:23 UTC. For more on scraping GitHub and how it may affect your rights, please review our Terms of Service (https://docs.github.com/en/site-policy/github-terms/github-terms-of-service) (https://api.github.com/search/code?page=1&per_page=5&q=%22inwariant%22+extension%3Atex)"
