"lane","target_language_or_access_target","source_title","source_author_or_owner","topic_tags","evidence_tier","source_type","source_url","local_path","license_or_access_signal","sha256_or_other_hash","byte_count","source_language","is_target_language_witness","is_source_level_tex_or_archive","is_pdf_docx_or_text_fallback","upload_policy","gap_or_blocker_note","non_claim_boundary","source_witness_row_id"
"Malay-Indonesian","Indonesian","neliti_weyl_algebra_noether_prime_ring","media.neliti.com","ring;Noether;prime;ideal;polynomial;proof","B_PDF_TEXT_EXTRACTED","pdf_text_extracted","https://media.neliti.com/media/publications/246767-aljabar-weyl-contoh-gelanggang-noether-d-a0525230.pdf","C:\Users\memo_\Documents\Codex\2026-06-09\could-you-look-online-for-me\work\noether-slavic-canonical\sources\non_slavic_reference_corpus\20260629T023522Z_r7_east_southeast_asia_pacific_closure\malay_indonesian_alignment\copied_prior_evidence\neliti_weyl_algebra_noether_prime_ring.pdf","not_established_in_local_capture","BBC6D32ACEC9BE1F0CDB72B02BF16B0AC52DD87C4BD6BA1ECDDABCCEDB26140D","126271","Indonesian","true","false","true","manifest_only_no_raw_source_body_payload_for_language_lane","no_tex_or_source_archive_in_local_capture","source_canon_provenance_only_no_translation_no_term_approval_no_native_review_no_license_clearance_no_gate_promotion","MI-ID-PROOF-01"
"Malay-Indonesian","Indonesian","uin_alauddin_struktur_aljabar_teori_ring","repositori.uin-alauddin.ac.id","ring;ideal;homomorphism;polynomial;proof","B_PDF_TEXT_EXTRACTED","pdf_text_extracted","https://repositori.uin-alauddin.ac.id/23785/2/Struktur%20Aljabar%20-%20Teori%20Ring.pdf","C:\Users\memo_\Documents\Codex\2026-06-09\could-you-look-online-for-me\work\noether-slavic-canonical\sources\non_slavic_reference_corpus\20260629T023522Z_r7_east_southeast_asia_pacific_closure\malay_indonesian_alignment\copied_prior_evidence\uin_alauddin_struktur_aljabar_teori_ring.pdf","not_established_in_local_capture","A827A870E62C7EBB5EA1CEDA21FB36581E8252ECB6EAD205F17C6D8E07A5CC31","920565","Indonesian","true","false","true","manifest_only_no_raw_source_body_payload_for_language_lane","no_tex_or_source_archive_in_local_capture","source_canon_provenance_only_no_translation_no_term_approval_no_native_review_no_license_clearance_no_gate_promotion","MI-ID-PROOF-02"
"Malay-Indonesian","Indonesian","um_surabaya_pid_ufd_noetherian_ring","journal.um-surabaya.ac.id","Noetherian;PID;UFD;ideal;ring;proof","B_PDF_TEXT_EXTRACTED","pdf_text_extracted","https://journal.um-surabaya.ac.id/matematika/article/download/2319/2127/8538","C:\Users\memo_\Documents\Codex\2026-06-09\could-you-look-online-for-me\work\noether-slavic-canonical\sources\non_slavic_reference_corpus\20260629T023522Z_r7_east_southeast_asia_pacific_closure\malay_indonesian_alignment\copied_prior_evidence\um_surabaya_pid_ufd_noetherian_ring.pdf","not_established_in_local_capture","9ACB315B58FFFF952A1F409CA7AE4CDC4EEE395CD665AC682F2628E541F08541","862747","Indonesian","true","false","true","manifest_only_no_raw_source_body_payload_for_language_lane","no_tex_or_source_archive_in_local_capture","source_canon_provenance_only_no_translation_no_term_approval_no_native_review_no_license_clearance_no_gate_promotion","MI-ID-PROOF-03"
"Malay-Indonesian","Indonesian","unhas_prime_maximal_ideals_polynomial_rings","journal.unhas.ac.id","prime_ideal;maximal_ideal;polynomial;ring;proof","B_PDF_TEXT_EXTRACTED","pdf_text_extracted","https://journal.unhas.ac.id/index.php/jmsk/article/download/3431/1967/6825","C:\Users\memo_\Documents\Codex\2026-06-09\could-you-look-online-for-me\work\noether-slavic-canonical\sources\non_slavic_reference_corpus\20260629T023522Z_r7_east_southeast_asia_pacific_closure\malay_indonesian_alignment\copied_prior_evidence\unhas_prime_maximal_ideals_polynomial_rings.pdf","not_established_in_local_capture","18CFDBE1D8CAD27EDA19A6DAB1E9D258EF4F7874407D3746A8CBD6BFBBDEF16A","307931","Indonesian","true","false","true","manifest_only_no_raw_source_body_payload_for_language_lane","no_tex_or_source_archive_in_local_capture","source_canon_provenance_only_no_translation_no_term_approval_no_native_review_no_license_clearance_no_gate_promotion","MI-ID-PROOF-04"
"Malay-Indonesian","Indonesian","walisongo_artin_ring_ideal_homomorphism_factor_ring","journal.walisongo.ac.id","Artin;ring;ideal;homomorphism;factor_ring;proof","B_PDF_TEXT_EXTRACTED","pdf_text_extracted","https://journal.walisongo.ac.id/index.php/square/article/download/17610/5821","C:\Users\memo_\Documents\Codex\2026-06-09\could-you-look-online-for-me\work\noether-slavic-canonical\sources\non_slavic_reference_corpus\20260629T023522Z_r7_east_southeast_asia_pacific_closure\malay_indonesian_alignment\copied_prior_evidence\walisongo_artin_ring_ideal_homomorphism_factor_ring.pdf","not_established_in_local_capture","04D26A349D7DDCEFBC4CF83F9D8B10E5A79BDFA68A023ADE6AA6CE26A05046E9","232204","Indonesian","true","false","true","manifest_only_no_raw_source_body_payload_for_language_lane","no_tex_or_source_archive_in_local_capture","source_canon_provenance_only_no_translation_no_term_approval_no_native_review_no_license_clearance_no_gate_promotion","MI-ID-PROOF-05"
"Malay-Indonesian","Indonesian","indonesia_unipasby_gelanggang_s_prima_penuh_2025","jurnal.unipasby.ac.id","ring;ideal;prime;subring;proof","B_PDF_TEXT_EXTRACTED","pdf_text_extracted","https://jurnal.unipasby.ac.id/buana_matematika/article/download/10284/6250","C:\Users\memo_\Documents\Codex\2026-06-09\could-you-look-online-for-me\work\noether-slavic-canonical\sources\non_slavic_reference_corpus\20260629T040330Z_malay_indonesian_official_terminology_higher_algebra_expansion\downloaded_pdfs\indonesia_unipasby_gelanggang_s_prima_penuh_2025.pdf","explicit_local_text_CC-BY-SA","B6D2CCBA134E19715D6B8907F2DC48FE562BF3580E737C0039A03CE1F5009788","646965","Indonesian","true","false","true","manifest_only_no_raw_source_body_payload_for_language_lane","no_tex_or_source_archive_in_local_capture","source_canon_provenance_only_no_translation_no_term_approval_no_native_review_no_license_clearance_no_gate_promotion","MI-ID-SPEC-01"
"Malay-Indonesian","Indonesian","indonesia_unpatti_ring_prima_semiprima_2013","ejournal.unpatti.ac.id","ring;prime;semiprime;integral_domain;proof","B_PDF_TEXT_EXTRACTED","pdf_text_extracted","https://ejournal.unpatti.ac.id/ppr_iteminfo_lnk.php?id=658","C:\Users\memo_\Documents\Codex\2026-06-09\could-you-look-online-for-me\work\noether-slavic-canonical\sources\non_slavic_reference_corpus\20260629T040330Z_malay_indonesian_official_terminology_higher_algebra_expansion\downloaded_pdfs\indonesia_unpatti_ring_prima_semiprima_2013.pdf","not_established_in_local_capture","24B389157A2440A7464280DC66CDE66D0A43E3B98297003F130AEC99C5F195BD","350296","Indonesian","true","false","true","manifest_only_no_raw_source_body_payload_for_language_lane","no_tex_or_source_archive_in_local_capture","source_canon_provenance_only_no_translation_no_term_approval_no_native_review_no_license_clearance_no_gate_promotion","MI-ID-SPEC-02"
"Malay-Indonesian","Indonesian","indonesia_unram_semeton_noetherian_module_2025","eigen.unram.ac.id","module;Noetherian;submodule;ideal;ring","B_PDF_TEXT_EXTRACTED","pdf_text_extracted","https://eigen.unram.ac.id/index.php/semeton/article/download/263/164","C:\Users\memo_\Documents\Codex\2026-06-09\could-you-look-online-for-me\work\noether-slavic-canonical\sources\non_slavic_reference_corpus\20260629T040330Z_malay_indonesian_official_terminology_higher_algebra_expansion\downloaded_pdfs\indonesia_unram_semeton_noetherian_module_2025.pdf","explicit_local_text_CC-BY-SA","5EAE5820AFA39D1BC042277ED6C271D123746492942C85F4B2832625DF949F70","1299997","Indonesian","true","false","true","manifest_only_no_raw_source_body_payload_for_language_lane","no_tex_or_source_archive_in_local_capture","source_canon_provenance_only_no_translation_no_term_approval_no_native_review_no_license_clearance_no_gate_promotion","MI-ID-SPEC-03"
"Malay-Indonesian","Indonesian","indonesia_glosarium_matematika_1993_wikimedia_mirror","upload.wikimedia.org","glossary;ring;ideal;module;invariant;covariant;determinant;resultant","B_PDF_TEXT_EXTRACTED","glossary_pdf_text_extracted","https://upload.wikimedia.org/wikipedia/commons/b/b6/Glosarium_Matematika_%281993%29.pdf","C:\Users\memo_\Documents\Codex\2026-06-09\could-you-look-online-for-me\work\noether-slavic-canonical\sources\non_slavic_reference_corpus\20260629T040330Z_malay_indonesian_official_terminology_higher_algebra_expansion\downloaded_pdfs\indonesia_glosarium_matematika_1993_wikimedia_mirror.pdf","mirror_captured_license_not_asserted","217BAE2EE8F6256279549B47244BDD69AD6746A690D2807C5730A9CC682741BA","25401347","Indonesian","false","false","true","manifest_only_no_raw_source_body_payload_for_language_lane","official_repository_timed_out_mirror_only_not_proof_prose","source_canon_provenance_only_no_translation_no_term_approval_no_native_review_no_license_clearance_no_gate_promotion","MI-ID-GLOS-01"
"Malay-Indonesian","Indonesian","indonesia_glosarium_matematika_2008_wikimedia_mirror","upload.wikimedia.org","glossary;ring;ideal;module;invariant;covariant;determinant;resultant","B_PDF_TEXT_EXTRACTED","glossary_pdf_text_extracted","https://upload.wikimedia.org/wikipedia/commons/b/b1/Glosarium_Matematika_%282008%29.pdf","C:\Users\memo_\Documents\Codex\2026-06-09\could-you-look-online-for-me\work\noether-slavic-canonical\sources\non_slavic_reference_corpus\20260629T040330Z_malay_indonesian_official_terminology_higher_algebra_expansion\downloaded_pdfs\indonesia_glosarium_matematika_2008_wikimedia_mirror.pdf","mirror_captured_license_not_asserted","D1407FD49C0AF0F7025F16406B9610430778A4F32F1A77BCE2EFA2A25F699B2A","11427806","Indonesian","false","false","true","manifest_only_no_raw_source_body_payload_for_language_lane","official_repository_timed_out_mirror_only_not_proof_prose","source_canon_provenance_only_no_translation_no_term_approval_no_native_review_no_license_clearance_no_gate_promotion","MI-ID-GLOS-02"
