"previous_package","relative_path","exists","expected_sha256","actual_sha256","ok"
"C:\Users\memo_\Documents\Codex\2026-07-04\noether-r6-indigenous-creole-sign\outputs\R6_8E491924_CURRENT_HEAD_SOURCE_START_CONTINUATION_20260706","b3/B3_ROUTE.csv","True","b39f1aab697a920f729fd0115fc55bad8709b1ba75af1d66f161b31abd56e62e","b39f1aab697a920f729fd0115fc55bad8709b1ba75af1d66f161b31abd56e62e","True"
"C:\Users\memo_\Documents\Codex\2026-07-04\noether-r6-indigenous-creole-sign\outputs\R6_8E491924_CURRENT_HEAD_SOURCE_START_CONTINUATION_20260706","blockers/R6_8E491924_EXACT_BLOCKERS_AND_NEXT_ACTIONS.csv","True","2fe29dddaf02e67f5e79a8afc2bccb7604c9b642369eb4e4e4b2e678ca6cafe7","2fe29dddaf02e67f5e79a8afc2bccb7604c9b642369eb4e4e4b2e678ca6cafe7","True"
"C:\Users\memo_\Documents\Codex\2026-07-04\noether-r6-indigenous-creole-sign\outputs\R6_8E491924_CURRENT_HEAD_SOURCE_START_CONTINUATION_20260706","branch-current/R6_8E491924_BRANCH_CHECK_AND_VISIBLE_INPUTS.csv","True","dbfe56cfc9b8017aa521e646af4ad2db9ac9c2ab7c2cedf267fc5ecdf9b0b55c","dbfe56cfc9b8017aa521e646af4ad2db9ac9c2ab7c2cedf267fc5ecdf9b0b55c","True"
"C:\Users\memo_\Documents\Codex\2026-07-04\noether-r6-indigenous-creole-sign\outputs\R6_8E491924_CURRENT_HEAD_SOURCE_START_CONTINUATION_20260706","branch-current/R6_8E491924_LOCAL_8E_NAMED_FILE_HITS.csv","True","8cd52980ac3ce6f5377d477acc2e634c4cd48c4de9f86e38c7d04e402eeab039","8cd52980ac3ce6f5377d477acc2e634c4cd48c4de9f86e38c7d04e402eeab039","True"
"C:\Users\memo_\Documents\Codex\2026-07-04\noether-r6-indigenous-creole-sign\outputs\R6_8E491924_CURRENT_HEAD_SOURCE_START_CONTINUATION_20260706","ethics/R6_8E491924_ETHICS_AUTHORITY_CONTINUATION_MAP.csv","True","46c7e40c6c05e381c4b133f7b3dd74bfc9377f7fd05e26928dbb16c1900a6d3c","46c7e40c6c05e381c4b133f7b3dd74bfc9377f7fd05e26928dbb16c1900a6d3c","True"
"C:\Users\memo_\Documents\Codex\2026-07-04\noether-r6-indigenous-creole-sign\outputs\R6_8E491924_CURRENT_HEAD_SOURCE_START_CONTINUATION_20260706","fable/R6_8E491924_SOURCE_USE_ADVERSE_EVIDENCE_LEDGER.csv","True","1f0a08af7ae911af4bbf1594d7992c813d913283a3696d561788ab4bba03fd8e","1f0a08af7ae911af4bbf1594d7992c813d913283a3696d561788ab4bba03fd8e","True"
"C:\Users\memo_\Documents\Codex\2026-07-04\noether-r6-indigenous-creole-sign\outputs\R6_8E491924_CURRENT_HEAD_SOURCE_START_CONTINUATION_20260706","input-verification/R6_8E491924_PRIOR_9BBC_RECONCILIATION_SHA_VERIFY.csv","True","1aca8684be9701db9a41ebcb76907efc9582594ceb7bbfd88b67db34e4283a27","1aca8684be9701db9a41ebcb76907efc9582594ceb7bbfd88b67db34e4283a27","True"
"C:\Users\memo_\Documents\Codex\2026-07-04\noether-r6-indigenous-creole-sign\outputs\R6_8E491924_CURRENT_HEAD_SOURCE_START_CONTINUATION_20260706","logs/LOGBOOK_EXCERPT_20260706.md","True","7588efb28fb1037e7673d75bd411661086902b11b53fffd6007d31be32e6355a","7588efb28fb1037e7673d75bd411661086902b11b53fffd6007d31be32e6355a","True"
"C:\Users\memo_\Documents\Codex\2026-07-04\noether-r6-indigenous-creole-sign\outputs\R6_8E491924_CURRENT_HEAD_SOURCE_START_CONTINUATION_20260706","MANIFEST.csv","True","3930c0544172d605b32b7cba2165e281cc4b8e930c8c7917f81c83f95266c74a","3930c0544172d605b32b7cba2165e281cc4b8e930c8c7917f81c83f95266c74a","True"
"C:\Users\memo_\Documents\Codex\2026-07-04\noether-r6-indigenous-creole-sign\outputs\R6_8E491924_CURRENT_HEAD_SOURCE_START_CONTINUATION_20260706","R6_8E491924_CURRENT_HEAD_SOURCE_START_CONTINUATION_COUNTS.csv","True","c72ca828ed1c1324332f3d6cee7f874d35eb2f5fd9d9a7778c919c9538d70e55","c72ca828ed1c1324332f3d6cee7f874d35eb2f5fd9d9a7778c919c9538d70e55","True"
