"file","bytes","last_write_time_utc","sha256","gate"
"NOETHER_R6_ACCESS_AUTHORITY_MAP_20260704.md","13009","2026-07-04T04:00:33.9903594Z","f63e620c6cc8e4ac1677d6903d1e36cddccb58a80d7771e8dfeadcdbe3444b60","support_metadata_only_no_promotion"
"NOETHER_R6_ACCESS_SOURCE_SLICE_QUEUE_20260704.csv","3793","2026-07-04T06:25:33.9533584Z","1c5def19376466ddbc0855606585ba3944438eb151d9e6077cadad941273e755","support_metadata_only_no_promotion"
"NOETHER_R6_BLOCKED_ROW_SOURCE_GATE_SLICE_02_20260704.md","9318","2026-07-04T04:10:28.2168388Z","283baaf9cd1ce042d638154c41337042fba6605d8f49104574923a83aab45e1f","support_metadata_only_no_promotion"
"NOETHER_R6_CORPUS_ACCESS_SUPPORT_NOTES_20260704.md","9214","2026-07-04T04:00:34.0021977Z","32ae95f0fb8b6cd6a9ced29eae030f149a014a3a7bb57a98070775ff21ee3898","support_metadata_only_no_promotion"
"NOETHER_R6_CORPUS_SUPPORT_SLICE_01_EVIDENCE_ROWS_20260704.md","11083","2026-07-04T04:10:28.2148292Z","de4181b40fbc6b81aab698d6c9f283399fca0a0364d5fb9c9277ed0258f123db","support_metadata_only_no_promotion"
"NOETHER_R6_DURABILITY_AND_AUTHORITY_REFRESH_20260704.md","7920","2026-07-04T05:42:36.5388086Z","5527b15f0ea37b81615ce2789d5fe006b3b7593d6861c2106a7999c1db8cfefe","support_metadata_only_no_promotion"
"NOETHER_R6_DURABLE_RUN_LOG_20260704.md","15378","2026-07-04T06:25:33.9493575Z","6d6ccd3b22bf35dec2b3afa8b71405be89c359ea904ca67e5e55a470032a0c7b","support_metadata_only_no_promotion"
"NOETHER_R6_GATE_STATE_20260704.json","3305","2026-07-04T06:25:33.9513567Z","6c91fcb34b12c390579fe5adf31cd443883877fed50faec26079a034bf48acec","support_metadata_only_no_promotion"
"NOETHER_R6_OCR_ACCESSIBILITY_VISUAL_SOURCE_ROUTING_20260704.md","11507","2026-07-04T06:25:33.9463546Z","454be3c3e0fd1ba016bac792023a8c6cca6adfc236721392906f2e2fb56fafa7","support_metadata_only_no_promotion"
"NOETHER_R6_OCR_ACCESSIBILITY_VISUAL_SOURCE_ROUTING_MATRIX_20260704.csv","3320","2026-07-04T06:25:33.9473550Z","70e980571778c4496022e3adb130019d6f6dfe78f530b6401e511eaf7c776f6c","support_metadata_only_no_promotion"
"NOETHER_R6_REVIEWER_ROUTE_PREPARATION_SLICE_03_20260704.md","5388","2026-07-04T04:14:36.2545283Z","92dacfa675e4517d4003e1c702b10a69cb7e40883608bd819b74688b24c5adde","support_metadata_only_no_promotion"
"NOETHER_R6_SOURCE_REVIEWER_ETHICS_MATRIX_20260704.csv","6803","2026-07-04T04:00:34.0011617Z","9f55c3dd685172797d8ad529065a91dcff111df182665f62e4c247d79c118120","support_metadata_only_no_promotion"
"NOETHER_R6_WHOLE_LANE_COMPLETION_RECORD_20260704.md","3363","2026-07-04T04:14:36.2585460Z","ed699f80dc43ebca22877278b1f2e0753ff757c5b50443f80e51251957c773b1","support_metadata_only_no_promotion"
"NOETHER_R6_WHOLE_ROUTE_COVERAGE_LEDGER_20260704.md","7831","2026-07-04T04:14:36.2505120Z","8a559c22a20a811fa99692c9e09bfb42f934ca87cfd611ecb02bd15cea0c6a89","support_metadata_only_no_promotion"
"NOETHER_R6_ZENODO_CURRENT_READER_INTEGRATION_FIXPASS_20260704.md","8190","2026-07-04T05:17:36.6169614Z","e05b9e6bf1f7a3e7d323bc8f19d273e897cf7e8f335cf3d7bbb3898e0541e997","support_metadata_only_no_promotion"
"NOETHER_R6_ZENODO_CURRENT_READER_INTEGRATION_MANIFEST_20260704.json","6261","2026-07-04T06:25:33.9553578Z","cc5c272d65f18925c9611ffd7bc01997b8b73d3ca096f62a9691288b142aae80","support_metadata_only_no_promotion"
