file,role,full_reader_page_or_scope,sha256,bytes,visual_review
evidence/render/CONTACT_SHEET_01.png,contact sheet,contact sheet for pages349--362,56D3D8357F6E9A164E048EC19A465ED54D8C0BC964F484CF2F7F0EEFA76C72E2,526776,PASS; visually inspected 2026-07-18
evidence/render/CONTACT_SHEET_02.png,contact sheet,contact sheet for pages349--362,51C5A0213A90E24915EAF7BCB4C4C90B3E9FD85719B3826395913AC99AFA32C5,541857,PASS; visually inspected 2026-07-18
evidence/render/CONTACT_SHEET_03.png,contact sheet,contact sheet for pages349--362,948C8C228C50D42BD94849E5D955F4E93668C2C2FB37675575A15EFC3471630C,617797,PASS; visually inspected 2026-07-18
evidence/render/CONTACT_SHEET_04.png,contact sheet,contact sheet for pages349--362,E786059DC16C84DF3CA4E3888C7E4F4D374DF032D7262086117EB11B0CF8DF29,309977,PASS; visually inspected 2026-07-18
evidence/render/full_reader_pages349_362/full_reader_page_349.png,full-resolution page render,349,73D60782E542D23D7422FD660981A1783E8C503398E2D7DA6F8C69D0461026E3,389524,PASS; visually inspected 2026-07-18
evidence/render/full_reader_pages349_362/full_reader_page_350.png,full-resolution page render,350,5DADD77994C3638664E15623D9350C48114B36B745434A78EAA2B6DB7FA3D093,455512,PASS; visually inspected 2026-07-18
evidence/render/full_reader_pages349_362/full_reader_page_351.png,full-resolution page render,351,BFA1C0BA8A3191E45B9ACEB39F730103BE52169205D1993B923D7BA81435874A,400060,PASS; visually inspected 2026-07-18
evidence/render/full_reader_pages349_362/full_reader_page_352.png,full-resolution page render,352,6F855A562F20BC3C1845ACB77A9AE461C5570065B8B585F37B5B70F574B0F950,269002,PASS; visually inspected 2026-07-18
evidence/render/full_reader_pages349_362/full_reader_page_353.png,full-resolution page render,353,C46535DC43464CA9224E7E504F8A9C5182EA70AF4DEE42DEEA3AD26FC92A6B4E,256958,PASS; visually inspected 2026-07-18
evidence/render/full_reader_pages349_362/full_reader_page_354.png,full-resolution page render,354,C28F09854448F9F133D0FB4D6CCD2955BA6CFABCD21CDE0564BC6DAA8005C7D3,434717,PASS; visually inspected 2026-07-18
evidence/render/full_reader_pages349_362/full_reader_page_355.png,full-resolution page render,355,EADB63D489CADA885A8803D38505044EA3133C8C672B39D7B2323D668D3C03FC,450732,PASS; visually inspected 2026-07-18
evidence/render/full_reader_pages349_362/full_reader_page_356.png,full-resolution page render,356,7159E35139FA5EE93513E2AB984AC39D1291FAF31D84AB6CE24B9B7F01523E6B,423793,PASS; visually inspected 2026-07-18
evidence/render/full_reader_pages349_362/full_reader_page_357.png,full-resolution page render,357,9CCBED0C7082E13EF37E47F7ED6623FE16F8A5B43AC703401430B3B0F2996734,474130,PASS; visually inspected 2026-07-18
evidence/render/full_reader_pages349_362/full_reader_page_358.png,full-resolution page render,358,2133E972F7BAD0C2CFEAADD6181D391B6BCBE5BCEB5EA20F80A11A6506B69BEB,362233,PASS; visually inspected 2026-07-18
evidence/render/full_reader_pages349_362/full_reader_page_359.png,full-resolution page render,359,20E74628FFF56373D30B57FC0506A7A43234345AFE3737E3801420EBDEC9D441,458062,PASS; visually inspected 2026-07-18
evidence/render/full_reader_pages349_362/full_reader_page_360.png,full-resolution page render,360,8D996DA83BC3DD7C10763E93D91C2A6676C7D3B75B2F2C95756FFBB4ACC80110,394093,PASS; visually inspected 2026-07-18
evidence/render/full_reader_pages349_362/full_reader_page_361.png,full-resolution page render,361,AC9FEC34EF1C7903A01F0FECE361F1ABB55C0D8B5682CCD6285EAD326FE89A5A,463398,PASS; visually inspected 2026-07-18
evidence/render/full_reader_pages349_362/full_reader_page_362.png,full-resolution page render,362,54D48FE4178C64C365A2FA3735D8D0F41A9E6FCC3A6A74168CC2B3D1F13E414D,366511,PASS; visually inspected 2026-07-18
