visual_id,root_id,relative_path,bytes,sha256,width_px,height_px,color_mode,image_format,pixel_scope,modified_local,parent_pdf_sha256,parent_pdf_index_0based,parent_pdf_physical_page_1based,book_folio,page_resolution_method,page_resolution_confidence,expose,linked_tex_file,linked_tex_sha256,parent_page_rotation_deg,parent_scan_width_px,parent_scan_height_px,parent_scan_effective_dpi_x,parent_scan_effective_dpi_y,generator_root_id,generator_script,generator_script_sha256,generator_match_method,generator_source_class,generator_timestamp_utc,generator_tool,generator_execution_sha256,evidence_class,bbox_fx0,bbox_fy0,bbox_fx1,bbox_fy1,render_parameter,provenance_description,manual_review_link,qa_disposition,read_count,first_read_timestamp,last_read_timestamp,read_session_labels,duplicate_instance_count,publication_disposition
SGA7I-VIS-00001,claude_history,z45_diag.png,36038,00014B7837CBF721DC3979173A6C740D69BBC512DDC3D4854CA12AF4C3355858,5864,1330,L,PNG,targeted_region_or_detail,2026-07-28T22:10:27,9CD40FF06EB1E488AF385A56899D4F492492A06A1E2E3C0ED6876B82E3E3603F,45,46,34,numeric_filename_inference,medium_filename_inference,VI,expose_VI_body.tex,1EBB034E07D18C557462CF109DFBB9F105351CAC7E19923B6B4865A58EF58E48,0,2221,3460,360.0,360.0,claude_history,crop38f.py,564B778EE9F314D14832E183EFF9B4068060F03C5171A9EC0617A400E028E7EF,nearest_preceding_90s,controlling_540_page_scan,,,,targeted_crop,,,,,,,review_log_page_link,generated_working_evidence_not_individually_claimed_reviewed,0,,,,1,rights_blocked_not_public
SGA7I-VIS-00002,claude_history,c318_PQ2.png,20115,0007547AA48446E1603BC92C66F80F1C803181999D378B3BB85D712691D08608,5850,690,L,PNG,targeted_region_or_detail,2026-07-30T17:29:48,9CD40FF06EB1E488AF385A56899D4F492492A06A1E2E3C0ED6876B82E3E3603F,318,319,307,numeric_filename_inference,medium_filename_inference,VIII,expose_VIII_body.tex,6CB4CF45A5328F19D6A4831FE1DEF19E19932BAEB533ABF5CC984E5FE205BE71,0,2195,3495,360.0,360.0,claude_current,crop7.py,6D1D73782F2B2490D4E75EBECF6600238812E43FD23CF199229CF92A649B3660,nearest_preceding_90s,non_image_helper,,,,targeted_crop,,,,,11000,,no_individual_review_link_recovered,generated_working_evidence_not_individually_claimed_reviewed,0,,,,1,rights_blocked_not_public
SGA7I-VIS-00003,claude_history,crop_113_aftrdiag2.png,134866,00095021A0F1C5A381189CBD593000CECDC8B1914444C9DF6FAEEEBAA1AAB4A9,3601,598,L,PNG,targeted_region_or_detail,2026-07-29T13:39:47,9CD40FF06EB1E488AF385A56899D4F492492A06A1E2E3C0ED6876B82E3E3603F,113,114,102,numeric_filename_inference,medium_filename_inference,VI,expose_VI_body.tex,1EBB034E07D18C557462CF109DFBB9F105351CAC7E19923B6B4865A58EF58E48,0,2221,3460,360.0,360.0,claude_history,crop_f265_e.py,755F64DEC9B190B016245A06D9090680170AC517F542E1F2F3F090FBB0AE43DA,output_pattern,controlling_540_page_scan,,,,targeted_crop,,,,,,,no_individual_review_link_recovered,generated_working_evidence_not_individually_claimed_reviewed,0,,,,1,rights_blocked_not_public
SGA7I-VIS-00004,claude_history,c155_q.png,17672,000E74993505368C47CC93E694E87E7DB1851E61BBCBA44FB987509A6A75A7B3,7650,393,L,PNG,targeted_region_or_detail,2026-07-30T11:29:13,9CD40FF06EB1E488AF385A56899D4F492492A06A1E2E3C0ED6876B82E3E3603F,155,156,144,numeric_filename_inference,medium_filename_inference,VII,expose_VII_body.tex,78F816BF7B5FCD8A74D16740473E367C8F00D6A0C2A998A16B281BD294F4321D,0,2221,3460,360.0,360.0,claude_current,crop_171.py,EB1FA513C9159EF5138C180CE805D7E9F0CA03A6BC551D197BD4C9D030396895,nearest_preceding_90s,controlling_540_page_scan,,,,targeted_crop,,,,,,,no_individual_review_link_recovered,generated_working_evidence_not_individually_claimed_reviewed,0,,,,1,rights_blocked_not_public
SGA7I-VIS-00005,claude_current,c475_cor4.png,34612,000FD0ACAE4FB34E734F5FA6A644947DEA94B308CF754D757AC482F5761DE2BE,6230,381,L,PNG,targeted_region_or_detail,2026-07-30T18:35:36,9CD40FF06EB1E488AF385A56899D4F492492A06A1E2E3C0ED6876B82E3E3603F,475,476,464,numeric_filename_inference,medium_filename_inference,IX,expose_IX_body.tex,B6DC4BA91E2684B0761542CF9CD580DD46564071E035454A8861D88125006F8B,0,2169,3460,360.0,360.0,claude_current,crop_pass8.py,3923BE2F6FC2F699CBA74492695793C0B000A176025EA1256C4A769D449688CC,nearest_preceding_90s,controlling_540_page_scan,,,,targeted_crop,,,,,,,no_individual_review_link_recovered,generated_working_evidence_not_individually_claimed_reviewed,0,,,,1,rights_blocked_not_public
SGA7I-VIS-00006,claude_current,z330_titleB.png,20197,0011054C1BF787B518215E375C6B802DE95539108AF4C45C79C7D3C90969C774,8100,574,L,PNG,targeted_region_or_detail,2026-07-30T17:26:27,9CD40FF06EB1E488AF385A56899D4F492492A06A1E2E3C0ED6876B82E3E3603F,330,331,319,numeric_filename_inference,medium_filename_inference,IX,expose_IX_body.tex,B6DC4BA91E2684B0761542CF9CD580DD46564071E035454A8861D88125006F8B,0,2195,3495,360.0,360.0,claude_current,crop2.py,5D204B384AF3081FDF2147CFE6101469A52B5DC886B8B7647B230E8F98D5DAC6,nearest_preceding_90s,non_image_helper,,,,targeted_crop,,,,,,,no_individual_review_link_recovered,generated_working_evidence_not_individually_claimed_reviewed,0,,,,1,rights_blocked_not_public
SGA7I-VIS-00007,claude_current,k448_912b.png,11816,0012C14955625B042E865289A240A9933ED669C8EF972789C95420E4DE07944E,6900,1192,L,PNG,targeted_region_or_detail,2026-07-30T18:38:27,9CD40FF06EB1E488AF385A56899D4F492492A06A1E2E3C0ED6876B82E3E3603F,448,449,437,numeric_filename_inference,medium_filename_inference,IX,expose_IX_body.tex,B6DC4BA91E2684B0761542CF9CD580DD46564071E035454A8861D88125006F8B,0,2178,3460,360.0,360.0,claude_current,crop_pass10.py,79545B5D45AF6D61DEDA6306EC2BC56012E874A57A0C407D4F3C603D8F79A843,nearest_preceding_90s,controlling_540_page_scan,,,,targeted_crop,,,,,,,no_individual_review_link_recovered,generated_working_evidence_not_individually_claimed_reviewed,0,,,,1,rights_blocked_not_public
SGA7I-VIS-00008,claude_current,c9452_452_a_1026.png,20462,00168EDE6BD45A13294769AD41927D50B0DAF359C714C2419D8D6665B1242D96,6501,517,L,PNG,targeted_region_or_detail,2026-07-30T18:29:35,9CD40FF06EB1E488AF385A56899D4F492492A06A1E2E3C0ED6876B82E3E3603F,452,453,441,numeric_filename_inference,medium_filename_inference,IX,expose_IX_body.tex,B6DC4BA91E2684B0761542CF9CD580DD46564071E035454A8861D88125006F8B,0,2178,3460,360.0,360.0,claude_current,crop_j9452.py,F6BA90B51D4EF057EBEAF35A804F6B440FABC1CA5D4E15EFEDC3C11CF0A8AEC9,output_pattern,controlling_540_page_scan,,,,targeted_crop,,,,,6500,,no_individual_review_link_recovered,generated_working_evidence_not_individually_claimed_reviewed,0,,,,1,rights_blocked_not_public
SGA7I-VIS-00009,claude_history,c_98_f.png,210156,00218C05391D7591C7E30560478B4A91D4424EEEFE4900F0BF330063AF75344D,4200,906,L,PNG,targeted_region_or_detail,2026-07-29T13:15:52,9CD40FF06EB1E488AF385A56899D4F492492A06A1E2E3C0ED6876B82E3E3603F,98,99,87,numeric_filename_inference,medium_filename_inference,VI,expose_VI_body.tex,1EBB034E07D18C557462CF109DFBB9F105351CAC7E19923B6B4865A58EF58E48,0,2265,3486,360.0,360.0,claude_history,crop_f498.py,0320E08B9CC7C0801826F05D162D03FE99FDC9C43DC1AF8996949FAC9429F2C6,nearest_preceding_90s,controlling_540_page_scan,,,,targeted_crop,0.0,0.32,1.0,0.46,4200,,no_individual_review_link_recovered,generated_working_evidence_not_individually_claimed_reviewed,0,,,,1,rights_blocked_not_public
SGA7I-VIS-00010,claude_history,e46_47_hence.png,7760,0021EBB3972689EC83F61BF925235FBF8625427F7029B93B90A62CA791C6C6BC,2601,228,L,PNG,targeted_region_or_detail,2026-07-28T22:46:11,9CD40FF06EB1E488AF385A56899D4F492492A06A1E2E3C0ED6876B82E3E3603F,46,47,35,numeric_filename_inference,medium_filename_inference,VI,expose_VI_body.tex,1EBB034E07D18C557462CF109DFBB9F105351CAC7E19923B6B4865A58EF58E48,0,2265,3486,360.0,360.0,claude_history,batch207.py,A87163296ECA4E4781B1F28D942F2699ABA1297981E4ADACAAECFD7A9D8E6630,nearest_preceding_90s,controlling_540_page_scan,,,,other,,,,,,,review_log_page_link,generated_working_evidence_not_individually_claimed_reviewed,0,,,,1,rights_blocked_not_public
SGA7I-VIS-00011,claude_current,raw197_b.png,86483,00291DF1B4A5C786F3CAE15BC9D7596C837F95692345A83823F6500717EDED01,6960,749,L,PNG,targeted_region_or_detail,2026-07-30T12:05:29,9CD40FF06EB1E488AF385A56899D4F492492A06A1E2E3C0ED6876B82E3E3603F,197,198,186,numeric_filename_inference,medium_filename_inference,VII,expose_VII_body.tex,78F816BF7B5FCD8A74D16740473E367C8F00D6A0C2A998A16B281BD294F4321D,0,2221,3460,360.0,360.0,claude_history,crop_f264_d.py,0430CC4C4A13A179A79F1FAA40655424379D8D280A4F9F9668E69B204638DAE6,output_pattern,controlling_540_page_scan,,,,targeted_crop,,,,,2600,,no_individual_review_link_recovered,generated_working_evidence_not_individually_claimed_reviewed,0,,,,1,rights_blocked_not_public
SGA7I-VIS-00012,claude_history,p122_objX.png,6871,00383AACC11753F02771EB2BC7A25D0FE3EED568B71D396A7CA6D64C9F954620,2773,509,L,PNG,targeted_region_or_detail,2026-07-29T14:16:22,9CD40FF06EB1E488AF385A56899D4F492492A06A1E2E3C0ED6876B82E3E3603F,122,123,111,explicit_page_filename,high,VI,expose_VI_body.tex,1EBB034E07D18C557462CF109DFBB9F105351CAC7E19923B6B4865A58EF58E48,0,2221,3486,360.0,360.0,,,,unresolved,unresolved,,,,unknown,,,,,,,no_individual_review_link_recovered,generated_working_evidence_not_individually_claimed_reviewed,0,,,,1,rights_blocked_not_public
SGA7I-VIS-00013,claude_current,raw1235_235_supz.png,21505,003AF9748DBC8AE5F5BD83A4EBED485C2A028EA9AE41A4AD1145E5CD4D6812CB,1867,914,RGB,PNG,targeted_region_or_detail,2026-07-30T12:28:46,9CD40FF06EB1E488AF385A56899D4F492492A06A1E2E3C0ED6876B82E3E3603F,235,236,224,numeric_filename_inference,medium_filename_inference,VIII,expose_VIII_body.tex,6CB4CF45A5328F19D6A4831FE1DEF19E19932BAEB533ABF5CC984E5FE205BE71,0,2221,3460,360.0,360.0,claude_current,crop_raw_i1235.py,80F0952F731AE77DC52BE015A8D28F217C60E139533818BA561BFA20F0E82873,output_pattern,controlling_540_page_scan,,,,targeted_crop,,,,,,,no_individual_review_link_recovered,generated_working_evidence_not_individually_claimed_reviewed,0,,,,1,rights_blocked_not_public
SGA7I-VIS-00014,claude_current,c354_l6b.png,23692,003D6706EB5A758878BF95E2B785AA356FF3C49B01B77AA2ADF657D2234827B0,8100,503,L,PNG,targeted_region_or_detail,2026-07-30T17:44:32,9CD40FF06EB1E488AF385A56899D4F492492A06A1E2E3C0ED6876B82E3E3603F,354,355,343,numeric_filename_inference,medium_filename_inference,IX,expose_IX_body.tex,B6DC4BA91E2684B0761542CF9CD580DD46564071E035454A8861D88125006F8B,0,2195,3495,360.0,360.0,claude_current,crop_e.py,3D63AB3637B3FA74F0D91C8700802508A3E82A8D709A211EDBA24321BBF5CB5E,nearest_preceding_90s,source_or_derived_dynamic_input,,,,targeted_crop,,,,,,,no_individual_review_link_recovered,generated_working_evidence_not_individually_claimed_reviewed,0,,,,1,rights_blocked_not_public
SGA7I-VIS-00015,claude_history,j6401_e.png,82858,0046B369F6283F0DCBF467041282618D2A418FD6093A7ECAC6540A77B6B5D701,13442,1667,L,PNG,targeted_region_or_detail,2026-07-30T18:19:32,9CD40FF06EB1E488AF385A56899D4F492492A06A1E2E3C0ED6876B82E3E3603F,,,,unresolved,unresolved,unmapped_front_matter_or_unresolved,,,,,,,,claude_history,txt_j5382.py,63FD5410808D3F123885300DCD2EC846DF57763BF922E2E0690C5599DC25C9C8,nearest_preceding_90s,controlling_540_page_scan,,,,other,,,,,,,no_individual_review_link_recovered,generated_working_evidence_not_individually_claimed_reviewed,0,,,,1,rights_blocked_not_public
SGA7I-VIS-00016,claude_history,c8446_446_b_iso.png,108454,00475BF10566CFD806DEB4EA90FF5DCCC05CDAE8C4F67E4380DD20ED79A506F6,3600,764,L,PNG,targeted_region_or_detail,2026-07-30T18:25:22,9CD40FF06EB1E488AF385A56899D4F492492A06A1E2E3C0ED6876B82E3E3603F,446,447,435,numeric_filename_inference,medium_filename_inference,IX,expose_IX_body.tex,B6DC4BA91E2684B0761542CF9CD580DD46564071E035454A8861D88125006F8B,0,2178,3460,360.0,360.0,claude_history,crop_j8442.py,0061CCE836995C9A7EB71B531201FA7FF42C40C85741CECA7A130A19F8CDD18E,nearest_preceding_90s,controlling_540_page_scan,,,,targeted_crop,,,,,3200,,no_individual_review_link_recovered,generated_working_evidence_not_individually_claimed_reviewed,0,,,,1,rights_blocked_not_public
