visual_id,source_session_labels,root_id,relative_path,timestamp
SGA7I-VIS-00116,current_pass;history_pass,claude_history,v18_full.png,2026-07-28T20:10:10.619Z
SGA7I-VIS-00164,current_pass,claude_current,z48_leftdiamond.png,2026-07-30T09:57:21.684Z
SGA7I-VIS-00877,current_pass,claude_current,p12.png,2026-07-30T10:51:24.580Z
SGA7I-VIS-00935,current_pass,claude_current,mine_p87.png,2026-07-30T15:19:17.060Z
SGA7I-VIS-01238,current_pass,claude_current,p166.png,2026-07-30T10:22:34.830Z
SGA7I-VIS-02073,current_pass;history_pass,claude_history,v19_full.png,2026-07-28T20:15:40.818Z
SGA7I-VIS-02477,current_pass,claude_current,p352.png,2026-07-30T15:55:07.426Z
SGA7I-VIS-04152,history_pass,claude_history,q18_521.png,2026-07-29T11:00:56.177Z
SGA7I-VIS-04214,current_pass,claude_current,p165.png,2026-07-30T10:22:21.442Z
SGA7I-VIS-04694,current_pass,claude_current,p52.png,2026-07-30T15:12:55.680Z
SGA7I-VIS-04957,current_pass,claude_current,z329_all.png,2026-07-30T16:24:52.921Z
SGA7I-VIS-05398,current_pass,claude_current,mine_p22.png,2026-07-30T15:18:33.373Z
SGA7I-VIS-05409,history_pass,claude_history,q16_rows.png,2026-07-29T11:00:23.484Z
SGA7I-VIS-06143,current_pass;history_pass,claude_history,x18_right.png,2026-07-28T20:13:53.779Z
SGA7I-VIS-06887,current_pass,claude_current,p170.png,2026-07-30T11:12:13.739Z
SGA7I-VIS-07078,current_pass,claude_current,z112_overk2.png,2026-07-30T10:11:33.088Z
SGA7I-VIS-07331,history_pass,claude_history,r18_521.png,2026-07-29T11:01:37.143Z
SGA7I-VIS-07883,current_pass,claude_current,z48b_middlerow.png,2026-07-30T10:01:33.340Z
SGA7I-VIS-08350,current_pass,claude_current,z329_bottom.png,2026-07-30T16:25:45.132Z
SGA7I-VIS-08374,current_pass;history_pass,claude_history,hironoka2.png,2026-07-28T19:33:52.315Z
SGA7I-VIS-08386,current_pass,claude_current,r172_full.png,2026-07-30T10:19:39.376Z
SGA7I-VIS-08993,current_pass;history_pass,claude_history,x18_left.png,2026-07-28T20:13:20.639Z
SGA7I-VIS-09065,current_pass;history_pass,claude_history,y19_diag.png,2026-07-28T20:17:35.829Z
SGA7I-VIS-09828,history_pass,claude_history,s51_sq2.png,2026-07-29T11:16:26.853Z
SGA7I-VIS-10458,current_pass,claude_current,p15.png,2026-07-30T10:33:42.636Z
SGA7I-VIS-10951,current_pass;history_pass,claude_history,hironoka.png,2026-07-28T19:33:07.240Z
SGA7I-VIS-11953,current_pass,claude_current,z329_lower.png,2026-07-30T16:25:06.096Z
SGA7I-VIS-12306,current_pass;history_pass,claude_history,x19_diag.png,2026-07-28T20:16:39.334Z
SGA7I-VIS-12844,current_pass,claude_current,r112_full.png,2026-07-30T10:09:22.148Z
SGA7I-VIS-12868,current_pass,claude_current,p241.png,2026-07-30T10:46:37.362Z
SGA7I-VIS-12975,current_pass,claude_current,z112_overk.png,2026-07-30T10:10:56.837Z
SGA7I-VIS-14232,current_pass;history_pass,claude_history,v18_R.png,2026-07-28T20:11:04.523Z
