root_id,script_basename,bytes,sha256,modified_local,source_class,generator_kind,page_candidates,render_candidates
claude_current,ascii188.py,1023,77764B6FE4A5062A93415D178DABE04A7765D8264D1D7FE7CF42EC4CB508F1C1,2026-07-30T11:45:33,controlling_540_page_scan,other,,
claude_current,ascii2_j7430.py,1127,5367DDFCC6143F6E31687FFF45914C20D49A1FD0F20D06E91D006209F4F21922,2026-07-30T18:19:28,controlling_540_page_scan,other,430,
claude_current,ascii_j7430.py,1197,B575E511A03B1927138C257E129C41C48774D860D791F32A4414F0E43EAD1DE0,2026-07-30T18:18:20,controlling_540_page_scan,other,430,
claude_current,balance.py,545,B2B500A3B6CD0E860AD63F9CAE716A1EDC90451A46B435CE8110C2BA86AD10B1,2026-07-30T12:44:28,non_image_helper,other,,
claude_current,batch1.py,370,02A16E77C0F6671BDDC6F59C52D2D6FC256437D1A425B9D80C7C6F90792D0405,2026-07-30T18:11:29,non_image_helper,other,428,
claude_current,batch10.py,220,0FFFE4F196312407FF5EFE0AA6492AC57FFAC819AD197A681650C3F16E8B399A,2026-07-30T18:18:40,non_image_helper,other,428,2000;2200;2400
claude_current,batch11.py,94,EC468156DBDC89729AC98FA8D8F4D2D69C38231F349E097699886E5337FCC196,2026-07-30T18:19:10,non_image_helper,other,428,1200
claude_current,batch12.py,643,661C0BE78961F8B219A6BF24F899FFDE6B39FE43ACF0A176311AF771C4E199C2,2026-07-30T18:20:00,non_image_helper,other,429,2400
claude_current,batch13.py,95,E9487183BCBFD0175E9E1E5896E621F035795CA2957CB9BE5E9B887730747734,2026-07-30T18:20:31,non_image_helper,other,429,2000
claude_current,batch14.py,93,81BB054B114E03267C424F1FBDCD1722128E3565EA31990A24EC87F8F4B045A1,2026-07-30T18:22:05,non_image_helper,other,430,2400
claude_current,batch15.py,217,486810801C751989AC7EA086B77A1C83816FAD8C3BB5F81716953FFDCD0E5D61,2026-07-30T18:23:27,non_image_helper,other,429,2000;2400
