archive_member_path,visual_id,root_id,relative_path,bytes,sha256,width_px,height_px,color_mode,image_format,pixel_scope,modified_local,parent_pdf_sha256,parent_pdf_index_0based,parent_pdf_physical_page_1based,book_folio,page_resolution_method,page_resolution_confidence,expose,linked_tex_file,linked_tex_sha256,parent_page_rotation_deg,parent_scan_width_px,parent_scan_height_px,parent_scan_effective_dpi_x,parent_scan_effective_dpi_y,generator_root_id,generator_script,generator_script_sha256,generator_match_method,generator_source_class,generator_timestamp_utc,generator_tool,generator_execution_sha256,evidence_class,bbox_fx0,bbox_fy0,bbox_fx1,bbox_fy1,render_parameter,provenance_description,manual_review_link,qa_disposition,read_count,first_read_timestamp,last_read_timestamp,read_session_labels,duplicate_instance_count,publication_disposition
images/SGA7I-VIS-04152_q18_521.png,SGA7I-VIS-04152,claude_history,q18_521.png,138550,4869AA9986B06591299A3E7C37F1429D1AC456BD78257540DC13F5C5E7DEA967,33316,3461,L,PNG,targeted_region_or_detail,2026-07-29T13:00:13,9CD40FF06EB1E488AF385A56899D4F492492A06A1E2E3C0ED6876B82E3E3603F,29,30,18,exact_session_generator_command,high,I,expose_I_body.tex,9C67987E9ED7DFC3A13511BDDDD0D2657DA9A2E6756442FE431A1B6E1FCAB503,0,2221,3460,360.0,360.0,session_log_exact,inline_session_command,6D0E059F18C534EEBC426AC041E26C2BBAF813ECEDE82666B081FF5167B1E09F,exact_session_generator_command,controlling_540_page_scan,2026-07-29T10:59:57.675Z,Bash,6D0E059F18C534EEBC426AC041E26C2BBAF813ECEDE82666B081FF5167B1E09F,targeted_crop,0.05,0.545,0.95,0.605,6000,exact sequence 5.2.1,review_log_page_link,opened_in_session_and_page_named_in_review_log,1,2026-07-29T11:00:56.177Z,2026-07-29T11:00:56.177Z,history_pass,1,candidate_targeted_excerpt_pending_rights_review
images/SGA7I-VIS-05409_q16_rows.png,SGA7I-VIS-05409,claude_history,q16_rows.png,160002,5E7D918D82F8863FAD1EBDB1DF467F91591331E5ECCE0BF0CDF94D620BDB931A,24062,5191,L,PNG,targeted_region_or_detail,2026-07-29T13:00:06,9CD40FF06EB1E488AF385A56899D4F492492A06A1E2E3C0ED6876B82E3E3603F,27,28,16,exact_session_generator_command,high,I,expose_I_body.tex,9C67987E9ED7DFC3A13511BDDDD0D2657DA9A2E6756442FE431A1B6E1FCAB503,0,2221,3460,360.0,360.0,session_log_exact,inline_session_command,6D0E059F18C534EEBC426AC041E26C2BBAF813ECEDE82666B081FF5167B1E09F,exact_session_generator_command,controlling_540_page_scan,2026-07-29T10:59:57.675Z,Bash,6D0E059F18C534EEBC426AC041E26C2BBAF813ECEDE82666B081FF5167B1E09F,targeted_crop,0.2,0.7,0.85,0.79,6000,two cohomology rows,no_individual_review_link_recovered,opened_in_source_audit_session,1,2026-07-29T11:00:23.484Z,2026-07-29T11:00:23.484Z,history_pass,1,candidate_targeted_excerpt_pending_rights_review
images/SGA7I-VIS-06143_x18_right.png,SGA7I-VIS-06143,claude_history,x18_right.png,98805,6A944A4444C6C9EAE0CA7FC77B3550681C3CDF80560691984CD5680EC19BD58D,14396,4885,L,PNG,targeted_region_or_detail,2026-07-28T22:13:07,9CD40FF06EB1E488AF385A56899D4F492492A06A1E2E3C0ED6876B82E3E3603F,18,19,7,exact_session_generator_command,high,I,expose_I_body.tex,9C67987E9ED7DFC3A13511BDDDD0D2657DA9A2E6756442FE431A1B6E1FCAB503,0,2265,3486,360.0,360.0,session_log_exact,inline_session_command,D699A81068ED5FA06AAA28F49E46348C21834084D8046BF752740D69993A3E98,exact_session_generator_command,controlling_540_page_scan,2026-07-28T20:12:42.486Z,Bash,D699A81068ED5FA06AAA28F49E46348C21834084D8046BF752740D69993A3E98,targeted_crop,0.52,0.228,0.96,0.325,5200,right diagram crop,review_log_page_link,opened_in_session_and_page_named_in_review_log,1,2026-07-28T20:13:53.779Z,2026-07-28T20:13:53.779Z,current_pass;history_pass,1,candidate_targeted_excerpt_pending_rights_review
images/SGA7I-VIS-07078_z112_overk2.png,SGA7I-VIS-07078,claude_current,z112_overk2.png,70509,7B822463BCC5EF477F522865AC96BCB2B1499D968EA16D30344F88D1B89E9C3B,15548,2441,L,PNG,targeted_region_or_detail,2026-07-30T12:11:24,9CD40FF06EB1E488AF385A56899D4F492492A06A1E2E3C0ED6876B82E3E3603F,112,113,101,exact_session_generator_command,high,VI,expose_VI_body.tex,1EBB034E07D18C557462CF109DFBB9F105351CAC7E19923B6B4865A58EF58E48,0,2221,3486,360.0,360.0,session_log_exact,inline_session_command,3BF5D1FE1006A976C4402B79CD4515C1E0AA8A41702808EDDD25D80971F695C6,exact_session_generator_command,controlling_540_page_scan,2026-07-30T10:11:21.490Z,Bash,3BF5D1FE1006A976C4402B79CD4515C1E0AA8A41702808EDDD25D80971F695C6,targeted_crop,0.14,0.708,0.42,0.736,9000,second ambiguous over-k mark,no_individual_review_link_recovered,opened_in_source_audit_session,1,2026-07-30T10:11:33.088Z,2026-07-30T10:11:33.088Z,current_pass,1,candidate_targeted_excerpt_pending_rights_review
images/SGA7I-VIS-07331_r18_521.png,SGA7I-VIS-07331,claude_history,r18_521.png,133697,801FAAB3120D89BF43A00EE5E6C8FB75DDF7F3AC0158302CA3A7FC4B183B1E5B,34427,3278,L,PNG,targeted_region_or_detail,2026-07-29T13:01:22,9CD40FF06EB1E488AF385A56899D4F492492A06A1E2E3C0ED6876B82E3E3603F,29,30,18,exact_session_generator_command,high,I,expose_I_body.tex,9C67987E9ED7DFC3A13511BDDDD0D2657DA9A2E6756442FE431A1B6E1FCAB503,0,2221,3460,360.0,360.0,session_log_exact,inline_session_command,BE26740386B3A878F3D17A7ABA7A44C6FE189EA05C3ABD0B7AE8F707E2666F06,exact_session_generator_command,controlling_540_page_scan,2026-07-29T11:01:13.121Z,Bash,BE26740386B3A878F3D17A7ABA7A44C6FE189EA05C3ABD0B7AE8F707E2666F06,targeted_crop,0.05,0.63,0.95,0.685,6200,adjacent exact sequence row,review_log_page_link,opened_in_session_and_page_named_in_review_log,1,2026-07-29T11:01:37.143Z,2026-07-29T11:01:37.143Z,history_pass,1,candidate_targeted_excerpt_pending_rights_review
images/SGA7I-VIS-08350_z329_bottom.png,SGA7I-VIS-08350,claude_current,z329_bottom.png,73079,918B20D0FA498EDF3626160F299491E3DF9EFD444C72C601CCD1588293AF9723,2400,935,L,PNG,targeted_region_or_detail,2026-07-30T18:25:38,9CD40FF06EB1E488AF385A56899D4F492492A06A1E2E3C0ED6876B82E3E3603F,329,330,318,exact_session_generator_command,high,IX,expose_IX_body.tex,B6DC4BA91E2684B0761542CF9CD580DD46564071E035454A8861D88125006F8B,0,2221,3460,360.0,360.0,session_log_exact,inline_session_command,2C2BDB0F3D59B6436C41DBBD94566E2A1EA0257AE6BA82C15934417DE6D73045,exact_session_generator_command,controlling_540_page_scan,2026-07-30T16:25:22.759Z,Bash,2C2BDB0F3D59B6436C41DBBD94566E2A1EA0257AE6BA82C15934417DE6D73045,targeted_crop,0.3,0.565,0.78,0.685,9000,bottom formula and diagram region,review_log_page_link,opened_in_session_and_page_named_in_review_log,1,2026-07-30T16:25:45.132Z,2026-07-30T16:25:45.132Z,current_pass,1,candidate_targeted_excerpt_pending_rights_review
images/SGA7I-VIS-08993_x18_left.png,SGA7I-VIS-08993,claude_history,x18_left.png,121197,9C74434E78327549F2053DCD0E8546D0E1284E346B03577A07A8A788CDFB52A1,15705,4885,L,PNG,targeted_region_or_detail,2026-07-28T22:12:50,9CD40FF06EB1E488AF385A56899D4F492492A06A1E2E3C0ED6876B82E3E3603F,18,19,7,exact_session_generator_command,high,I,expose_I_body.tex,9C67987E9ED7DFC3A13511BDDDD0D2657DA9A2E6756442FE431A1B6E1FCAB503,0,2265,3486,360.0,360.0,session_log_exact,inline_session_command,D699A81068ED5FA06AAA28F49E46348C21834084D8046BF752740D69993A3E98,exact_session_generator_command,controlling_540_page_scan,2026-07-28T20:12:42.486Z,Bash,D699A81068ED5FA06AAA28F49E46348C21834084D8046BF752740D69993A3E98,targeted_crop,0.04,0.228,0.52,0.325,5200,left diagram crop,review_log_page_link,opened_in_session_and_page_named_in_review_log,1,2026-07-28T20:13:20.639Z,2026-07-28T20:13:20.639Z,current_pass;history_pass,1,candidate_targeted_excerpt_pending_rights_review
images/SGA7I-VIS-09065_y19_diag.png,SGA7I-VIS-09065,claude_history,y19_diag.png,159886,9DC9822B8D2EF8394CFA9BA32FC80EB7EE0E15FF9CF2C5949BA0A67C34199602,17967,6498,L,PNG,targeted_region_or_detail,2026-07-28T22:17:20,9CD40FF06EB1E488AF385A56899D4F492492A06A1E2E3C0ED6876B82E3E3603F,19,20,8,exact_session_generator_command,high,I,expose_I_body.tex,9C67987E9ED7DFC3A13511BDDDD0D2657DA9A2E6756442FE431A1B6E1FCAB503,0,2221,3460,360.0,360.0,session_log_exact,inline_session_command,645852FFAC69163056AACCF502D331035C6CBB2153A8B550FE5790529AC57B40,exact_session_generator_command,controlling_540_page_scan,2026-07-28T20:17:05.722Z,Bash,645852FFAC69163056AACCF502D331035C6CBB2153A8B550FE5790529AC57B40,targeted_crop,0.22,0.495,0.78,0.625,5200,diagram crop,review_log_page_link,opened_in_session_and_page_named_in_review_log,1,2026-07-28T20:17:35.829Z,2026-07-28T20:17:35.829Z,current_pass;history_pass,1,candidate_targeted_excerpt_pending_rights_review
images/SGA7I-VIS-09828_s51_sq2.png,SGA7I-VIS-09828,claude_history,s51_sq2.png,119943,AB0C450DEBB46E596F7FCF5557EABF74CB874E2ADD4815643D22B1ED47FD4152,16819,5576,L,PNG,targeted_region_or_detail,2026-07-29T13:16:16,9CD40FF06EB1E488AF385A56899D4F492492A06A1E2E3C0ED6876B82E3E3603F,51,52,40,exact_session_generator_command,high,VI,expose_VI_body.tex,1EBB034E07D18C557462CF109DFBB9F105351CAC7E19923B6B4865A58EF58E48,0,2221,3460,360.0,360.0,session_log_exact,inline_session_command,310332018D519888D91DBE386CE8F9623977062CA386C70A4496301C995B8728,exact_session_generator_command,controlling_540_page_scan,2026-07-29T11:16:04.420Z,Bash,310332018D519888D91DBE386CE8F9623977062CA386C70A4496301C995B8728,targeted_crop,0.28,0.615,0.75,0.715,5800,commutative square crop,review_log_page_link,opened_in_session_and_page_named_in_review_log,1,2026-07-29T11:16:26.853Z,2026-07-29T11:16:26.853Z,history_pass,1,candidate_targeted_excerpt_pending_rights_review
images/SGA7I-VIS-12306_x19_diag.png,SGA7I-VIS-12306,claude_history,x19_diag.png,118959,D6AF376AEEA7F6D46B8A4B7C85490C674D9F98918064692587D6D6352550A63D,19003,4844,L,PNG,targeted_region_or_detail,2026-07-28T22:16:25,9CD40FF06EB1E488AF385A56899D4F492492A06A1E2E3C0ED6876B82E3E3603F,19,20,8,exact_session_generator_command,high,I,expose_I_body.tex,9C67987E9ED7DFC3A13511BDDDD0D2657DA9A2E6756442FE431A1B6E1FCAB503,0,2221,3460,360.0,360.0,session_log_exact,inline_session_command,9CD8BA79E0E9C8DAF6FE3F5348D73EE1AD5205D16E6924F7C65F9BBC472EB71E,exact_session_generator_command,controlling_540_page_scan,2026-07-28T20:16:12.699Z,Bash,9CD8BA79E0E9C8DAF6FE3F5348D73EE1AD5205D16E6924F7C65F9BBC472EB71E,targeted_crop,0.2,0.315,0.75,0.405,5600,diagram crop,review_log_page_link,opened_in_session_and_page_named_in_review_log,1,2026-07-28T20:16:39.334Z,2026-07-28T20:16:39.334Z,current_pass;history_pass,1,candidate_targeted_excerpt_pending_rights_review
