visual_id,sha256,canonical_root_id,canonical_relative_path,alias_root_id,alias_relative_path,bytes
SGA7I-VIS-00221,03FCCA3812CBEE597A2A4A243F5700377E24F099D6AAFA7B9BAE441360D59F50,claude_history,dg216_223.png,claude_history,h2222_223.png,582629
SGA7I-VIS-00293,05347E00D49B7AE2E62DA390F358DD4A80DFFB5C600F30EC681A51A5529ABB06,claude_current,j2338_339.png,claude_history,j1338_339.png,546504
SGA7I-VIS-00368,06A73F874787201F438B3B927B6700AAC07874958A36E852C6A5B873A491CFD0,claude_current,h1194_194.png,claude_history,dg189_194.png,442466
SGA7I-VIS-00466,083B59C24438512B2CBA713B081F4960EC770CE4673296EF669CE1E172A9C7C9,claude_current,i5301_301.png,claude_current,i7301_301.png,561122
SGA7I-VIS-00656,0BB1A985AEA7FC5E497318C001B4C543513FF122F659BE1268FA17CFB5EDA3B7,claude_current,j1330_331.png,claude_current,j2330_331.png,416894
SGA7I-VIS-00787,0DBF3FF9B1330166BC7D4DFEA242F85FC221B407FD4ECB5DA51A07663F0221B2,claude_history,dg189_196.png,claude_history,h1196_196.png,528137
SGA7I-VIS-00958,108C0B8AB074649E1B5788F78709E784E6C6921440B822BB74425610C0ADDEA0,claude_history,dg216_219.png,claude_history,h2218_219.png,637331
SGA7I-VIS-01178,143FE6138CC5170738CA739F4472D2C906F5F2D222DCD740398524CEA9C409B2,claude_history,dg171_172.png,claude_history,g2172_172.png,495282
SGA7I-VIS-01179,1445FA0267215D67B085263D767B60CFFC77DFA27BCE2A5A26985892CA37A58A,claude_current,h1202_202.png,claude_history,dg198_202.png,587106
SGA7I-VIS-01199,149F1EC6549C63DD14261D4D3558A2C128E4C71532C075C3C7F40F5D8E2E4309,claude_history,dg216_221.png,claude_history,h2220_221.png,528487
SGA7I-VIS-01464,197B12977577049BDA0DBD9A1476182181C15E44135D2F639A3E5303C9EC012F,claude_current,j1334_334.png,claude_current,j2334_334.png,569878
SGA7I-VIS-01481,19CB114B9D7696989D575D8C3374CCFCD467D0C46C2A3AE43C77F302CB4F639D,claude_current,g2166_166.png,claude_history,dg162_166.png,459972
SGA7I-VIS-01568,1B660B99201EAE549BE6D5EF2140AB8576378049C26CF9B2DB621AD948C78F2F,claude_current,j1330_330.png,claude_current,j2330_330.png,526762
SGA7I-VIS-01772,1F3AC44B9B77BA7196DADDE0A816DDA30C92C8B5050C312624E70BFBFD5988B6,claude_current,i6321_321.png,claude_current,i8321_321.png,613282
SGA7I-VIS-02010,2377D39C5EF91843F8D40F651021E9E7AB97359B9973999AC865283BC631B002,claude_current,h2210_211.png,claude_history,dg207_211.png,452954
SGA7I-VIS-02149,25D4EC130D8928FA2D473798512821B374F694B25A9899E0B7795A96A8A676B2,claude_current,h1204_205.png,claude_history,dg198_205.png,481676
SGA7I-VIS-02353,292AB0B75193A55AF0CCC0FB1D211D00EFD344DD35278AC8E5321C22AA841AF8,claude_current,i6315_315.png,claude_current,i8315_315.png,373288
SGA7I-VIS-02482,2BAE4AD8D8DD1C6E67DAF448DB4DAC2D661FC4224F5F7135A30AADBEDD046013,claude_current,h2210_210.png,claude_history,dg207_210.png,483340
SGA7I-VIS-02628,2EB6552EF19968E3B05C6196461D28DC6FA968C4FFAD6A871F222A4E1BAAAEE0,claude_current,j1334_335.png,claude_current,j2334_335.png,539704
SGA7I-VIS-02670,2F56CA2987FD0B34596F6B332A30ADCAE1F660AE897AAC93C98D9C004E566666,claude_history,dg162_168.png,claude_history,g2168_168.png,503148
SGA7I-VIS-02847,325610D196D9B109D05FE766E73B6344E0326A32C40ECA2D0DBE83D6FDFEF3CC,claude_current,g4186_187.png,claude_history,dg180_187.png,637156
SGA7I-VIS-02968,345C7971745442A018ED1DA62ACBB41E40FB2F185A0C58F96810700AA981B1E9,claude_current,ctx_433.png,claude_current,j8432_433.png,544435
SGA7I-VIS-03144,376EBFC6558B021CD091B04EFA2B1B1273992D563F66F20390754748975701E1,claude_current,h1200_201.png,claude_history,dg198_201.png,491677
SGA7I-VIS-03297,39E2901914B3EF85E8D6798B20DD52F7A39ED87F2B6BBFA0EDA391870AAC2C9B,claude_current,h2228_228.png,claude_history,dg225_228.png,352564
SGA7I-VIS-03346,3AB7F5E8BE66B0F61F17E386F1E6B99D2403AB0CE1CA840E5A798F09CE9D4AE6,claude_current,h1208_209.png,claude_history,dg207_209.png,623611
SGA7I-VIS-03506,3DC851A02A6A614E3D3ED56D325D0E64381AAE01FC8FC7DCA3728CCA00E92D66,claude_history,dg216_220.png,claude_history,h2220_220.png,533410
SGA7I-VIS-03583,3ED2FEC19B68E34A62A4F8056915AE4ABA65CF270E950A815BBFBDBD1951272B,claude_current,g2164_165.png,claude_history,dg162_165.png,518919
SGA7I-VIS-03676,407A13BE7869B883EE570A60030222862B06A56586AF211FB7655BE3CFD4242E,claude_current,j2340_340.png,claude_history,j1340_340.png,532661
SGA7I-VIS-03731,417802DCB2EF9235C7216FE283A93E807E391E5F2A29395643A1DDCEFAB9374A,claude_current,i6321_322.png,claude_current,i8321_322.png,622992
SGA7I-VIS-03849,43489955A4A70B242A422DED033B4F6D777D9C4F789EBB366E4E43FA12B4ACA4,claude_current,g1148_149.png,claude_history,dg144_149.png,624129
SGA7I-VIS-03849,43489955A4A70B242A422DED033B4F6D777D9C4F789EBB366E4E43FA12B4ACA4,claude_current,g1148_149.png,claude_history,f8148_149.png,624129
SGA7I-VIS-03925,448DC2EAC270D59F5A01041C6279AE47D6A9EA0E9E243489D975597FF38511A0,claude_current,j1332_332.png,claude_current,j2332_332.png,569850
SGA7I-VIS-03998,45A2A149395820AA4CFBBCBAD7D0BD9DF3B9E2967EEF57342D7B901DCF4EFAED,claude_history,dg198_198.png,claude_history,h1198_198.png,481980
SGA7I-VIS-04233,4A11F6322580BAC34FAA9031AC255DDC7572BE41D92A573E0C443313DB167265,claude_current,i8309_310.png,claude_history,i5309_310.png,597079
SGA7I-VIS-04293,4B25BFB5490846B0C66424EEA2742AB5C7AD2F42E8789BC2A896171564EF9622,claude_current,j2338_338.png,claude_history,j1338_338.png,428157
SGA7I-VIS-04379,4CAA9000C9157B8F6F929AC254B85323AB2E02FBE364C6F78C57F72411DDFA2B,claude_current,i6319_319.png,claude_current,i8319_319.png,548595
SGA7I-VIS-04401,4D5203AB08F350A8C79119DA53D6EA52F01D23A6591C091111FE40289FC27B48,claude_history,dg153_155.png,claude_history,f8154_155.png,552784
SGA7I-VIS-04401,4D5203AB08F350A8C79119DA53D6EA52F01D23A6591C091111FE40289FC27B48,claude_history,dg153_155.png,claude_history,g1154_155.png,552784
SGA7I-VIS-04552,4FABB57FB6EB370FB0DED642B2F2D5F9E6C4951C88E6C5E78BE04262E98562E4,claude_history,dg198_199.png,claude_history,h1198_199.png,513747
SGA7I-VIS-04559,4FC34829C149FFDF494654954AECA487449754BCACB7B416DE3FFF098C2313D2,claude_current,g1160_160.png,claude_history,dg153_160.png,595624
SGA7I-VIS-04559,4FC34829C149FFDF494654954AECA487449754BCACB7B416DE3FFF098C2313D2,claude_current,g1160_160.png,claude_history,f8160_160.png,595624
