"current_head","base_head","status","path","category","arabic_lane_use"
"25b9a6df17e374b5fb25c3599c1caf384dcf228c","41b39c18f3b65376166fa6ad3226e9bebc92c44d","A","coordination/non-slavic-core-41b39c18-r6-8a-branch-visibility-route-20260707/NON_SLAVIC_CORE_41B39C18_R6_8A_BRANCH_VISIBILITY_ROUTE_20260707/B3_HANDOFF_READY_41B.md","r6-adjacent-context-only","adjacent/do-not-import context"
"25b9a6df17e374b5fb25c3599c1caf384dcf228c","41b39c18f3b65376166fa6ad3226e9bebc92c44d","A","coordination/non-slavic-core-41b39c18-r6-8a-branch-visibility-route-20260707/NON_SLAVIC_CORE_41B39C18_R6_8A_BRANCH_VISIBILITY_ROUTE_20260707/B3_HANDOFF_SENT_41B.md","r6-adjacent-context-only","adjacent/do-not-import context"
"25b9a6df17e374b5fb25c3599c1caf384dcf228c","41b39c18f3b65376166fa6ad3226e9bebc92c44d","A","coordination/non-slavic-core-41b39c18-r6-8a-branch-visibility-route-20260707/NON_SLAVIC_CORE_41B39C18_R6_8A_BRANCH_VISIBILITY_ROUTE_20260707/B3_R6_8A_REPLAY_SUMMARY_41B.csv","r6-adjacent-context-only","adjacent/do-not-import context"
"25b9a6df17e374b5fb25c3599c1caf384dcf228c","41b39c18f3b65376166fa6ad3226e9bebc92c44d","A","coordination/non-slavic-core-41b39c18-r6-8a-branch-visibility-route-20260707/NON_SLAVIC_CORE_41B39C18_R6_8A_BRANCH_VISIBILITY_ROUTE_20260707/B3_R6_8A_ROOTS_41B.csv","r6-adjacent-context-only","adjacent/do-not-import context"
"25b9a6df17e374b5fb25c3599c1caf384dcf228c","41b39c18f3b65376166fa6ad3226e9bebc92c44d","A","coordination/non-slavic-core-41b39c18-r6-8a-branch-visibility-route-20260707/NON_SLAVIC_CORE_41B39C18_R6_8A_BRANCH_VISIBILITY_ROUTE_20260707/BRANCH_COMMITS_8A7F_TO_41B.csv","r6-adjacent-context-only","adjacent/do-not-import context"
"25b9a6df17e374b5fb25c3599c1caf384dcf228c","41b39c18f3b65376166fa6ad3226e9bebc92c44d","A","coordination/non-slavic-core-41b39c18-r6-8a-branch-visibility-route-20260707/NON_SLAVIC_CORE_41B39C18_R6_8A_BRANCH_VISIBILITY_ROUTE_20260707/BRANCH_COMPARE_8A7F_TO_41B.csv","r6-adjacent-context-only","adjacent/do-not-import context"
"25b9a6df17e374b5fb25c3599c1caf384dcf228c","41b39c18f3b65376166fa6ad3226e9bebc92c44d","A","coordination/non-slavic-core-41b39c18-r6-8a-branch-visibility-route-20260707/NON_SLAVIC_CORE_41B39C18_R6_8A_BRANCH_VISIBILITY_ROUTE_20260707/CHILD_PACKET_VALIDATION_41B.csv","r6-adjacent-context-only","adjacent/do-not-import context"
"25b9a6df17e374b5fb25c3599c1caf384dcf228c","41b39c18f3b65376166fa6ad3226e9bebc92c44d","A","coordination/non-slavic-core-41b39c18-r6-8a-branch-visibility-route-20260707/NON_SLAVIC_CORE_41B39C18_R6_8A_BRANCH_VISIBILITY_ROUTE_20260707/EIGHT_LANE_SOURCE_GATE_CARRYFORWARD_41B.csv","r6-adjacent-context-only","adjacent/do-not-import context"
"25b9a6df17e374b5fb25c3599c1caf384dcf228c","41b39c18f3b65376166fa6ad3226e9bebc92c44d","A","coordination/non-slavic-core-41b39c18-r6-8a-branch-visibility-route-20260707/NON_SLAVIC_CORE_41B39C18_R6_8A_BRANCH_VISIBILITY_ROUTE_20260707/EXACT_BLOCKERS_AND_RECOVERY_ROWS_41B.csv","r6-adjacent-context-only","adjacent/do-not-import context"
"25b9a6df17e374b5fb25c3599c1caf384dcf228c","41b39c18f3b65376166fa6ad3226e9bebc92c44d","A","coordination/non-slavic-core-41b39c18-r6-8a-branch-visibility-route-20260707/NON_SLAVIC_CORE_41B39C18_R6_8A_BRANCH_VISIBILITY_ROUTE_20260707/FABLE_SOURCE_USE_ADVERSE_LEDGER_41B.csv","r6-adjacent-context-only","adjacent/do-not-import context"
