SL2-invariance of the binary-quadratic discriminant ac - b^2, AND that it generates the full ring of SL2-invariants of the binary quadratic form a x^2 + 2b xy + c y^2 (a "Gordan-style" complete-generation theorem), claimed to be fully ℚ-polynomial and ring/decide-checkable.	import Mathlib open scoped Matrix /-- New coefficients of the binary quadratic form `a x² + 2b xy + c y²` after the linear substitution `(x,y) ↦ (p x + q y, r x + s y)`. -/ namespace BinaryQuadratic variable {R : Type*} [CommRing R] def a' (a b c p q r s : R) : R := a*p^2 + 2*b*p*r + c*r^2 def b' (a b c p q r s : R) : R := a*p*q + b*(p*s + q*r) + c*r*s def c' (a b c p q r s : R) : R := a*q^2 + 2*b*q*s + c*s^2 /-- The discriminant-style invariant `ac - b²` is *relatively* invariant: it scales by the square of the substitution determinant. Pure ℚ/commutative-ring polynomial identity, `ring`. -/ theorem discr_relative_invariance (a b c p q r s : R) : (a' a b c p q r s) * (c' a b c p q r s) - (b' a b c p q r s)^2 = (a*c - b^2) * (p*s - q*r)^2 := by simp only [a', b', c']; ring /-- Genuine SL2-invariance: when the substitution matrix `!![p,q;r,s]` lies in `SL₂ R` (i.e. `p*s - q*r = 1`), the invariant `ac - b²` is preserved exactly. -/ theorem discr_SL2_invariant (a b c : R) (M : Matrix.SpecialLinearGroup (Fin 2) R) (p q r s : R) (hp : (M : Matrix (Fin 2) (Fin 2) R) 0 0 = p) (hq : (M : Matrix (Fin 2) (Fin 2) R) 0 1 = q) (hr : (M : Matrix (Fin 2) (Fin 2) R) 1 0 = r) (hs : (M : Matrix (Fin 2) (Fin 2) R) 1 1 = s) : (a' a b c p q r s) * (c' a b c p q r s) - (b' a b c p q r s)^2 = a*c - b^2 := by have hdet : p * s - q * r = 1 := by have := M.2 -- det = 1 -- det of a 2×2 special-linear matrix is p*s - q*r simpa [Matrix.det_fin_two, hp, hq, hr, hs, mul_comm] using this rw [discr_relative_invariance, hdet]; ring end BinaryQuadratic /- SCOPE NOTE: the above (invariance) is the cheap, `ring`-checkable gap and is the real target. The CLAIMED second half — that `ac - b²` *generates the whole* SL2-invariant ring, `(MvPolynomial (Fin 3) ℚ)^{SL₂} = ℚ[ac - b²]` — is a genuinely HARD theorem (a structure-of- invariants / grading argument), is NOT `ring`/`decide`-checkable, and should NOT be bundled in. -/
Christoffel symbols of an explicit 2D fundamental form (Bianchi Ch. III §43): purely algebraic definitions of Γ^k_ij from E, F, G and their derivatives, plus the symmetry Γ^k_ij = Γ^k_ji.	import Mathlib open scoped Matrix namespace Bianchi2D /-- The 2D metric (first fundamental form) as a `Fin 2 → Fin 2` matrix of smooth coefficient functions on the plane: `g 0 0 = E`, `g 0 1 = g 1 0 = F`, `g 1 1 = G`. We require it symmetric pointwise. -/ structure FundForm where g : Fin 2 → Fin 2 → (ℝ × ℝ → ℝ) symm : ∀ i j p, g i j p = g j i p diff : ∀ i j, Differentiable ℝ (g i j) /-- Partial derivative of a coefficient function in coordinate direction `d` (0 = x, 1 = y), via the directional derivative along the standard basis vector. -/ noncomputable def partialD (f : ℝ × ℝ → ℝ) (d : Fin 2) (p : ℝ × ℝ) : ℝ := fderiv ℝ f p (Pi.single d 1 0, Pi.single d 1 1) -- direction e_d in ℝ×ℝ /-- Christoffel symbol of the FIRST kind `[ij,k] = ½(∂_i g_{jk} + ∂_j g_{ik} − ∂_k g_{ij})`. -/ noncomputable def christoffelFirst (Φ : FundForm) (i j k : Fin 2) (p : ℝ × ℝ) : ℝ := (1/2) * ( partialD (Φ.g j k) i p + partialD (Φ.g i k) j p - partialD (Φ.g i j) k p ) /-- Symmetry of the first-kind Christoffel symbols in the lower indices `i, j`. This is the load-bearing lemma; the proof is essentially `ring` after `Φ.symm`. -/ theorem christoffelFirst_symm (Φ : FundForm) (i j k : Fin 2) (p : ℝ × ℝ) : christoffelFirst Φ i j k p = christoffelFirst Φ j i k p := by unfold christoffelFirst -- ∂_k g_{ij} = ∂_k g_{ji} since g_{ij} = g_{ji} as functions have : Φ.g i j = Φ.g j i := funext fun q => Φ.symm i j q rw [this] ring /-- Christoffel symbol of the SECOND kind `Γ^k_{ij} = Σ_l (g⁻¹)_{kl} [ij,l]`, using the pointwise inverse of the metric matrix. -/ noncomputable def christoffelSecond (Φ : FundForm) (k i j : Fin 2) (p : ℝ × ℝ) : ℝ := ∑ l : Fin 2, (Matrix.of (fun a b => Φ.g a b p))⁻¹ k l * christoffelFirst Φ i j l p /-- Symmetry `Γ^k_{ij} = Γ^k_{ji}`, inherited from the first-kind symmetry. -/ theorem christoffelSecond_symm (Φ : FundForm) (k i j : Fin 2) (p : ℝ × ℝ) : christoffelSecond Φ k i j p = christoffelSecond Φ k j i p := by unfold christoffelSecond refine Finset.sum_congr rfl ?_ intro l _ rw [christoffelFirst_symm Φ i j l p] end Bianchi2D
Weber cubic with roots f^8, -f_1^8, -f_2^8 — abstract polynomial identity: for a,b,c with a^8 = b^8 + c^8 and abc = sqrt(2), the cubic x^3 - (a^8 b^8 + a^8 c^8 - b^8 c^8) x - 16 has roots a^8, -b^8, -c^8 and discriminant 4*gamma3^2.	import Mathlib open Cubic /-- Weber's cubic over the f^8 / gamma_3 relations, as an abstract algebraic identity. Take `A = a^8`, `B = b^8`, `C = c^8`. Hypotheses: `A = B + C` (i.e. a^8 = b^8 + c^8) and `A * B * C = 16` (i.e. (abc)^8 = (√2)^8 = 16). Then the monic cubic `x^3 - (A*B + A*C - B*C) x - 16` factors with roots `A, -B, -C`, and its discriminant equals `4 * γ₃^2` where `γ₃ := (A+B)*(A+C)*(B-C)/2` is half the Vandermonde of the roots. -/ theorem weber_f8_cubic {K : Type*} [Field K] (A B C : K) (hsum : A = B + C) (hprod : A * B * C = 16) : -- (1) factorization: A, -B, -C are the roots (Cubic.mk (1 : K) 0 (-(A*B + A*C - B*C)) (-16)).toPoly = (Polynomial.X - Polynomial.C A) * (Polynomial.X - Polynomial.C (-B)) * (Polynomial.X - Polynomial.C (-C)) -- (2) discriminant equals 4 * γ₃² with γ₃ = (A+B)(A+C)(B-C)/2 ∧ (Cubic.mk (1 : K) 0 (-(A*B + A*C - B*C)) (-16)).discr = 4 * (((A + B) * (A + C) * (B - C)) / 2) ^ 2 := by subst hsum refine ⟨?_, ?_⟩ · -- expand toPoly and match coefficients; uses A*B*C = 16 for the constant term simp only [Cubic.toPoly] ring_nf -- close the constant term using hprod : (B+C)*B*C = 16 nlinarith [hprod] -- or: linear_combination / ring after rewriting the constant · -- discr is a pure polynomial in coefficients; identity holds under A = B+C alone simp only [Cubic.discr] ring 
A packaged named bijection ConjClasses (Equiv.Perm (Fin n)) ≃ Nat.Partition n (conjugacy classes of S_n correspond to partitions of n).	import Mathlib open Equiv Equiv.Perm /-- Conjugacy classes of the symmetric group `S_n` are in bijection with partitions of `n`. -/ noncomputable def conjClassesEquivPartition (n : ℕ) : ConjClasses (Equiv.Perm (Fin n)) ≃ Nat.Partition n where -- forward: a conjugacy class maps to the common `Equiv.Perm.partition` -- of its members, transported along `Fintype.card (Fin n) = n`. -- Well-defined by `Equiv.Perm.partition_eq_of_isConj`. toFun c := by refine (Fintype.card_fin n ▸ ?_ : (Fintype.card (Fin n)).Partition) exact ConjClasses.lift (· : Equiv.Perm (Fin n)) Equiv.Perm.partition (fun _ _ h => Equiv.Perm.partition_eq_of_isConj.mp h) c -- inverse: realize a partition by a product of disjoint cycles of the -- prescribed lengths (THE MISSING CONSTRUCTION; not currently in Mathlib), -- then take its conjugacy class. invFun p := ConjClasses.mk (partitionToPerm n p) left_inv := by -- injectivity, via the reverse of `partition_eq_of_isConj` sorry right_inv := by -- surjectivity: `(partitionToPerm n p).partition = p` sorry /-- The missing realization map: from a partition of `n`, build a permutation of `Fin n` whose `Equiv.Perm.partition` is that partition. Mathlib currently has no such construction nor a surjectivity lemma for `Equiv.Perm.partition`; supplying this (and the proof `(partitionToPerm n p).partition = p`) is the real content of the target. -/ noncomputable def partitionToPerm (n : ℕ) (p : Nat.Partition n) : Equiv.Perm (Fin n) := sorry
Perfect field criterion in characteristic p: for a field K with ExpChar K p, PerfectField K ↔ Frobenius (x ↦ x^p) is surjective. (Steinitz S11 perfect/imperfect dichotomy, tied to Mathlib's PerfectField/PerfectRing API.)	import Mathlib.FieldTheory.Perfect import Mathlib.Algebra.CharP.Frobenius open Function /-- Steinitz S11 perfect-field criterion: for a field `K` of exponential characteristic `p`, `K` is perfect iff the Frobenius map `x ↦ x ^ p` is surjective. -/ theorem perfectField_iff_surjective_frobenius (K : Type*) [Field K] (p : ℕ) [ExpChar K p] : PerfectField K ↔ Surjective (frobenius K p) := by constructor · intro _ exact surjective_frobenius K p · intro h have : PerfectRing K p := PerfectRing.ofSurjective K p h exact PerfectRing.toPerfectField K p /-- Literal `x ↦ x ^ p` phrasing (defeq to the Frobenius version). -/ theorem perfectField_iff_surjective_pow (K : Type*) [Field K] (p : ℕ) [ExpChar K p] : PerfectField K ↔ Surjective (fun x : K => x ^ p) := perfectField_iff_surjective_frobenius K p
Gauss/Sylvester generalization of Wilson's theorem: the product of all units of ZMod N equals ±1 (Gauss's sharp form: −1 iff (ZMod N)ˣ is cyclic, i.e. N ∈ {1,2,4,p^k,2p^k}; +1 otherwise).	import Mathlib open Finset -- Weak (cheap) form: product of all units of ZMod N is ±1. theorem prod_units_zmod_eq_pm_one (N : ℕ) [NeZero N] : (∏ u : (ZMod N)ˣ, (u : ZMod N)) = 1 ∨ (∏ u : (ZMod N)ˣ, (u : ZMod N)) = -1 := by -- ∏_{u} (u : ZMod N) = (↑) (∏_{u} u) since (ZMod N → coe) is a monoid hom on units -- and ∏_{u : G} u = (-1)^(card/2)-style via Finset.prod_ninvolution with g = (·⁻¹), c = -1. sorry -- Sharp (moderate) Gauss form, the actually-citable statement: -- the product is -1 iff the unit group is cyclic. theorem prod_units_zmod_eq_neg_one_iff_isCyclic (N : ℕ) [NeZero N] : (∏ u : (ZMod N)ˣ, (u : ZMod N)) = -1 ↔ IsCyclic (ZMod N)ˣ := by sorry
Sylvester's law of nullity / rank inequality: rank A + rank B - n ≤ rank (A * B) (additive lower bound on the rank of a matrix product), equivalently rank A + rank B ≤ rank (A * B) + n where n is the shared inner dimension.	import Mathlib open Matrix Module /-- Sylvester's rank inequality (additive lower bound on the rank of a product). For `A : Matrix l m R` and `B : Matrix m n R` over a field, the rank of the product is at least the sum of the ranks minus the inner dimension `card m`. -/ theorem Matrix.rank_add_rank_sub_card_le_rank_mul {l m n : Type*} [Fintype l] [Fintype m] [Fintype n] {R : Type*} [Field R] (A : Matrix l m R) (B : Matrix m n R) : A.rank + B.rank ≤ (A * B).rank + Fintype.card m := by sorry
Sylvester catalecticant forward implication: for a binary form of degree 2n that is a sum of n powers of linear forms, the Hankel/catalecticant determinant det(a_{i+j})_{0≤i,j≤n} vanishes.	import Mathlib open Matrix BigOperators /-- Catalecticant / Hankel matrix of a length-`(2n+1)` coefficient sequence `a : Fin (2*n+1) → K`, namely `C i j = a (i + j)`. -/ def catalecticant {K : Type*} [CommRing K] (n : ℕ) (a : Fin (2 * n + 1) → K) : Matrix (Fin (n + 1)) (Fin (n + 1)) K := fun i j => a (Fin.castLE (by omega) (Fin.castAdd 0 i + Fin.castAdd 0 j)) -- (index plumbing: i + j ≤ 2n, so it lands in Fin (2n+1); any equivalent -- coercion of `(i : ℕ) + (j : ℕ)` into `Fin (2*n+1)` is fine) /-- Sylvester's forward implication, coefficient-level (moment / power-sum) form. If the coefficients are a sum of `n` `k`-th powers, `a k = ∑_{l < n} c l * (x l) ^ k`, then the `(n+1)×(n+1)` catalecticant determinant vanishes. -/ theorem catalecticant_det_eq_zero_of_sum_powers {K : Type*} [Field K] (n : ℕ) (x c : Fin n → K) (a : Fin (2 * n + 1) → K) (ha : ∀ k : Fin (2 * n + 1), a k = ∑ l : Fin n, c l * (x l) ^ (k : ℕ)) : (catalecticant n a).det = 0 := by -- Proof outline (all lemmas exist in current Mathlib): -- 1. Let V : Matrix (Fin n) (Fin (n+1)) K := fun l j => (x l) ^ (j : ℕ) -- and D : Matrix (Fin n) (Fin n) K := Matrix.diagonal c. -- 2. Show catalecticant n a = Vᵀ * D * V by `Matrix.ext`; each entry is -- ∑ l, (x l)^i * c l * (x l)^j = ∑ l, c l * (x l)^(i+j) = a (i+j) (uses `ha`). -- 3. rank (Vᵀ * D * V) ≤ rank ((D * V)) ≤ rank V ≤ n (`Matrix.rank_mul_le`, -- `Matrix.rank_le_card_height` with row index `Fin n`). -- 4. n < n + 1, so the square matrix is not of full rank, hence ¬ IsUnit, -- hence det = 0 (`Matrix.isUnit_iff_isUnit_det`, `Matrix.rank_of_isUnit`/contrapositive, -- valid over a field). sorry
Number of primitive roots mod p = φ(p−1) (Jordan, Traité §50): the count of generators of (ZMod p)ˣ, i.e. units of multiplicative order p−1, equals Euler's totient of p−1.	open scoped Classical in /-- Number of primitive roots mod p (generators of (ZMod p)ˣ, i.e. units of order p−1) equals φ(p−1). -/ theorem card_primitiveRoots_zmod_prime {p : ℕ} (hp : p.Prime) : haveI : Fact p.Prime := ⟨hp⟩ {u : (ZMod p)ˣ | orderOf u = p - 1}.card = (p - 1).totient := by haveI : Fact p.Prime := ⟨hp⟩ haveI : IsCyclic (ZMod p)ˣ := ZMod.isCyclic_units_prime hp -- card of the unit group is p - 1 have hcard : Fintype.card (ZMod p)ˣ = p - 1 := by rw [ZMod.card_units_eq_totient, Nat.totient_prime hp] -- generators are exactly the elements whose order equals the group order have := IsCyclic.card_orderOf_eq_totient (α := (ZMod p)ˣ) (d := Fintype.card (ZMod p)ˣ) (dvd_refl _) simpa [hcard] using this
Order of the affine line group x ↦ ax+b over the prime field 𝔽_p equals p(p−1) (Jordan, Traité §420). The group is {(a,b) : a ∈ (ZMod p)ˣ, b ∈ ZMod p} under composition, i.e. the semidirect product (ZMod p) ⋊ (ZMod p)ˣ.	import Mathlib open scoped Classical /-- The affine line group over 𝔽_p, modeled as the semidirect product of additive translations `ZMod p` by the scaling action of the units `(ZMod p)ˣ`. The action sends a unit `a` to multiplication by `a` on `ZMod p` (an additive automorphism). -/ noncomputable def affineLineGroupHom (p : ℕ) [Fact p.Prime] : (ZMod p)ˣ →* MulAut (Multiplicative (ZMod p)) := -- a ↦ (additive) multiplication-by-a automorphism of ZMod p -- (concretely built from `Units.mulLeft`/`DistribMulAction`); details elided. sorry /-- **Order of the affine line group `x ↦ a·x + b` over `𝔽_p` is `p·(p−1)`.** (Jordan, *Traité des substitutions*, §420.) -/ theorem card_affineLineGroup (p : ℕ) [Fact p.Prime] : Nat.card (Multiplicative (ZMod p) ⋊[affineLineGroupHom p] (ZMod p)ˣ) = p * (p - 1) := by rw [SemidirectProduct.card] -- Nat.card (Multiplicative (ZMod p)) = p -- Nat.card (ZMod p)ˣ = p - 1 (via ZMod.card_units_eq_totient, Nat.totient_prime) sorry /- Cheaper, action-free variant: just count the underlying set of affine maps as a product type. Fully discharged by existing lemmas. -/ example (p : ℕ) [Fact p.Prime] : Nat.card ((ZMod p)ˣ × ZMod p) = p * (p - 1) := by rw [Nat.card_prod] -- Nat.card (ZMod p)ˣ = p - 1 ; Nat.card (ZMod p) = p sorry
