relative_path,rule,rule_occurrence_in_file,line
french_canon/CONTINUATION_HANDOFF.md,internal_working_tree_segment,1,17
french_canon/CONTINUATION_HANDOFF.md,windows_user_home,1,31
french_canon/LOGBOOK.md,internal_working_tree_segment,1,1648
french_canon/LOGBOOK.md,windows_user_home,1,13
french_canon/STATUS.md,internal_working_tree_segment,1,386
french_canon/STATUS.md,internal_working_tree_segment,2,457
french_canon/STATUS.md,windows_absolute_root,1,771
french_canon/controls/AUTHORITY_SHA256.csv,windows_user_home,1,2
french_canon/controls/AUTHORITY_SHA256.csv,windows_user_home,2,3
french_canon/controls/AUTHORITY_SHA256.csv,windows_user_home,3,4
french_canon/controls/AUTHORITY_SHA256.csv,windows_user_home,4,5
french_canon/controls/AUTHORITY_SHA256.csv,windows_user_home,5,6
french_canon/controls/AUTHORITY_SHA256.csv,windows_user_home,6,7
french_canon/controls/AUTHORITY_SHA256.csv,windows_user_home,7,8
french_canon/controls/AUTHORITY_SHA256.csv,windows_user_home,8,9
french_canon/controls/CONTINUATION_STATE_20260802_P69.json,internal_working_tree_segment,1,71
french_canon/controls/CONTINUATION_STATE_20260802_P69.json,windows_user_home,1,71
french_canon/controls/CONTINUATION_STATE_20260802_P70.json,internal_working_tree_segment,1,101
french_canon/controls/CONTINUATION_STATE_20260802_P70.json,windows_user_home,1,101
french_canon/controls/CONTINUATION_STATE_20260802_P71.json,internal_working_tree_segment,1,48
french_canon/controls/CONTINUATION_STATE_20260802_P71.json,windows_user_home,1,48
french_canon/controls/CONTINUATION_STATE_20260802_P72.json,internal_working_tree_segment,1,50
french_canon/controls/CONTINUATION_STATE_20260802_P72.json,windows_user_home,1,50
french_canon/controls/CONTINUATION_STATE_20260802_P74.json,internal_working_tree_segment,1,64
french_canon/controls/CONTINUATION_STATE_20260802_P74.json,windows_user_home,1,64
french_canon/controls/CONTINUATION_STATE_20260802_P74.json,windows_user_home,2,98
french_canon/controls/CONTINUATION_STATE_20260802_P75.json,internal_working_tree_segment,1,57
french_canon/controls/CONTINUATION_STATE_20260802_P75.json,windows_user_home,1,57
french_canon/controls/CONTINUATION_STATE_20260802_P75.json,windows_user_home,2,91
french_canon/controls/EGA1_PRINTED69_70_SECTION751_753_DIRECT_AUTHORITY_IMAGES.json,authority_pdf_to_filename_hash_locator,1,4
french_canon/controls/EGA1_PRINTED69_SECTION742_745_DIRECT_AUTHORITY_IMAGES.json,authority_pdf_to_filename_hash_locator,1,4
french_canon/controls/EGA1_PRINTED70_71_PROP754_DIRECT_AUTHORITY_IMAGES.json,authority_pdf_to_filename_hash_locator,1,4
french_canon/controls/EGA1_PRINTED71_72_PROP755_763_DIRECT_AUTHORITY_IMAGES.json,authority_pdf_to_filename_hash_locator,1,4
