relative_path,bytes,sha256,license,methodology_doi,replication_doi
ARCHIVE_CONTROL_IDENTITIES.json,940,DB2D38A83B387C04146F4C686C1352D25846AC0E670C45427C0732A111EB108C,CC0-1.0,10.5281/zenodo.21124403,10.5281/zenodo.20461174
ARCHIVE_SNAPSHOT_STATUS.md,6147,50BC54BF3A1F496EA1511D6DBFB15ED423791C61C1771A0D08BFD784E06F9AF1,CC0-1.0,10.5281/zenodo.21124403,10.5281/zenodo.20461174
ORIGINAL_PUBLIC_MANIFEST.csv,449185,E22506B28C3C6AD6D2EBF6CAE5E8B53D8E1C9A0E0A8800073792CD7A512B2FD4,CC0-1.0,10.5281/zenodo.21124403,10.5281/zenodo.20461174
PRIVACY_ACTION_LEDGER.csv,114233,D826EF095CE99ED86FA7947AAA0436D1F092B831193A11EDABE5F96C07760A70,CC0-1.0,10.5281/zenodo.21124403,10.5281/zenodo.20461174
PRIVACY_VALIDATION.json,921,059E00DFD6B20ACB87CA159A1887FEF860E340C0566D71424A641E8E44CB4920,CC0-1.0,10.5281/zenodo.21124403,10.5281/zenodo.20461174
README.md,518,411A5DD77C631D2C9DAD0DD7F0E5E1C78FC822D48A9CFC0C3A5FC65CF44A74A6,CC0-1.0,10.5281/zenodo.21124403,10.5281/zenodo.20461174
archive_controls/ARCHIVE_PROACTIVE_PRIVACY_AND_SUBSTANTIVE_UPDATE_REQUIREMENT_20260802.md,3818,098B41A98D9BE38E67316F5F34E4E2FE8F72613231268FC66C07801809C8613E,CC0-1.0,10.5281/zenodo.21124403,10.5281/zenodo.20461174
archive_controls/PROJECT_LOGBOOK_METHODOLOGY_REPLICATION_DOI_REQUIREMENT_20260802.md,2242,864DC6B0183161DFA289D6A25DDE268D09E5187C3C4102C854F05422B86DF2AA,CC0-1.0,10.5281/zenodo.21124403,10.5281/zenodo.20461174
provenance/french_canon/CONTINUATION_HANDOFF.md,16890,796549151B52C9F068D71F964E17E8D5FD6DFB2FA6033FF3C66267EB11E31495,CC0-1.0,10.5281/zenodo.21124403,10.5281/zenodo.20461174
provenance/french_canon/LOGBOOK.md,132522,8959E757BF1A33E8268A32ABAB2BC1A3A5E3CBC9CF70741CD7142DB5539A219E,CC0-1.0,10.5281/zenodo.21124403,10.5281/zenodo.20461174
