reader,source_label,target_id,pdf_destination,printed_value,printed_page,source_relpath,source_line,source_sha256,status
ega0,0.1.0.1,ega3.ega0.target.sha256.85a989b3084ee27dace0acb562b6acd4626f4ce24c7174e3bea78e38d18147a4,subsection*.4,1.0,3,ega0/ega0-1.tex,10,1FEC1B0BF5C558633512545C460F97BEEA7789FC77BBA709AEBB693C5C2113F7,active_aux_alias
ega0,0.1.0.2,ega3.ega0.target.sha256.85a989b3084ee27dace0acb562b6acd4626f4ce24c7174e3bea78e38d18147a4,subsection*.4,1.0,3,ega0/ega0-1.tex,20,1FEC1B0BF5C558633512545C460F97BEEA7789FC77BBA709AEBB693C5C2113F7,active_aux_alias
ega0,0.1.0.3,ega3.ega0.target.sha256.85a989b3084ee27dace0acb562b6acd4626f4ce24c7174e3bea78e38d18147a4,subsection*.4,1.0,3,ega0/ega0-1.tex,30,1FEC1B0BF5C558633512545C460F97BEEA7789FC77BBA709AEBB693C5C2113F7,active_aux_alias
ega0,0.1.0.4,ega3.ega0.target.sha256.85a989b3084ee27dace0acb562b6acd4626f4ce24c7174e3bea78e38d18147a4,subsection*.4,1.0,3,ega0/ega0-1.tex,36,1FEC1B0BF5C558633512545C460F97BEEA7789FC77BBA709AEBB693C5C2113F7,active_aux_alias
ega0,0.1.0.5,ega3.ega0.target.sha256.85a989b3084ee27dace0acb562b6acd4626f4ce24c7174e3bea78e38d18147a4,subsection*.4,1.0,3,ega0/ega0-1.tex,42,1FEC1B0BF5C558633512545C460F97BEEA7789FC77BBA709AEBB693C5C2113F7,active_aux_alias
ega0,0.1.0.6,ega3.ega0.target.sha256.85a989b3084ee27dace0acb562b6acd4626f4ce24c7174e3bea78e38d18147a4,subsection*.4,1.0,3,ega0/ega0-1.tex,60,1FEC1B0BF5C558633512545C460F97BEEA7789FC77BBA709AEBB693C5C2113F7,active_aux_alias
ega0,0.1.0.7,ega3.ega0.target.sha256.85a989b3084ee27dace0acb562b6acd4626f4ce24c7174e3bea78e38d18147a4,subsection*.4,1.0,3,ega0/ega0-1.tex,69,1FEC1B0BF5C558633512545C460F97BEEA7789FC77BBA709AEBB693C5C2113F7,active_aux_alias
ega0,0.1.1.1,ega3.ega0.target.sha256.8846471e35a2d793b26665add14ac83d4dcfbbde3b250ffc4de7275aa47eefa5,subsection*.5,1.1,4,ega0/ega0-1.tex,80,1FEC1B0BF5C558633512545C460F97BEEA7789FC77BBA709AEBB693C5C2113F7,active_aux_alias
ega0,0.1.1.2,ega3.ega0.target.sha256.8846471e35a2d793b26665add14ac83d4dcfbbde3b250ffc4de7275aa47eefa5,subsection*.5,1.1,4,ega0/ega0-1.tex,99,1FEC1B0BF5C558633512545C460F97BEEA7789FC77BBA709AEBB693C5C2113F7,active_aux_alias
ega0,0.1.2.1,ega3.ega0.target.sha256.184c4bfb242457208233bb5443dafe4ac621cc64592335e53dfde01a0cbc16e4,subsection*.6,1.2,4,ega0/ega0-1.tex,109,1FEC1B0BF5C558633512545C460F97BEEA7789FC77BBA709AEBB693C5C2113F7,active_aux_alias
ega0,0.1.2.2,ega3.ega0.target.sha256.184c4bfb242457208233bb5443dafe4ac621cc64592335e53dfde01a0cbc16e4,subsection*.6,1.2,4,ega0/ega0-1.tex,115,1FEC1B0BF5C558633512545C460F97BEEA7789FC77BBA709AEBB693C5C2113F7,active_aux_alias
ega0,0.1.2.3,ega3.ega0.target.sha256.184c4bfb242457208233bb5443dafe4ac621cc64592335e53dfde01a0cbc16e4,subsection*.6,1.2,4,ega0/ega0-1.tex,147,1FEC1B0BF5C558633512545C460F97BEEA7789FC77BBA709AEBB693C5C2113F7,active_aux_alias
ega0,0.1.2.4,ega3.ega0.target.sha256.184c4bfb242457208233bb5443dafe4ac621cc64592335e53dfde01a0cbc16e4,subsection*.6,1.2,4,ega0/ega0-1.tex,165,1FEC1B0BF5C558633512545C460F97BEEA7789FC77BBA709AEBB693C5C2113F7,active_aux_alias
ega0,0.1.2.5,ega3.ega0.target.sha256.184c4bfb242457208233bb5443dafe4ac621cc64592335e53dfde01a0cbc16e4,subsection*.6,1.2,5,ega0/ega0-1.tex,184,1FEC1B0BF5C558633512545C460F97BEEA7789FC77BBA709AEBB693C5C2113F7,active_aux_alias
ega0,0.1.2.6,ega3.ega0.target.sha256.184c4bfb242457208233bb5443dafe4ac621cc64592335e53dfde01a0cbc16e4,subsection*.6,1.2,5,ega0/ega0-1.tex,189,1FEC1B0BF5C558633512545C460F97BEEA7789FC77BBA709AEBB693C5C2113F7,active_aux_alias
ega0,0.1.2.7,ega3.ega0.target.sha256.184c4bfb242457208233bb5443dafe4ac621cc64592335e53dfde01a0cbc16e4,subsection*.6,1.2,5,ega0/ega0-1.tex,200,1FEC1B0BF5C558633512545C460F97BEEA7789FC77BBA709AEBB693C5C2113F7,active_aux_alias
ega0,0.1.2.8,ega3.ega0.target.sha256.184c4bfb242457208233bb5443dafe4ac621cc64592335e53dfde01a0cbc16e4,subsection*.6,1.2,5,ega0/ega0-1.tex,211,1FEC1B0BF5C558633512545C460F97BEEA7789FC77BBA709AEBB693C5C2113F7,active_aux_alias
ega0,0.1.3.1,ega3.ega0.target.sha256.e4cf2474d0d8eea20d024d45b1c56a871dd1e04e02b9962dc13e4294c1fbdff6,subsection*.7,1.3,5,ega0/ega0-1.tex,222,1FEC1B0BF5C558633512545C460F97BEEA7789FC77BBA709AEBB693C5C2113F7,active_aux_alias
ega0,0.1.3.2,ega3.ega0.target.sha256.e4cf2474d0d8eea20d024d45b1c56a871dd1e04e02b9962dc13e4294c1fbdff6,subsection*.7,1.3,5,ega0/ega0-1.tex,235,1FEC1B0BF5C558633512545C460F97BEEA7789FC77BBA709AEBB693C5C2113F7,active_aux_alias
ega0,0.1.3.3,ega3.ega0.target.sha256.e4cf2474d0d8eea20d024d45b1c56a871dd1e04e02b9962dc13e4294c1fbdff6,subsection*.7,1.3,5,ega0/ega0-1.tex,254,1FEC1B0BF5C558633512545C460F97BEEA7789FC77BBA709AEBB693C5C2113F7,active_aux_alias
ega0,0.1.3.4,ega3.ega0.target.sha256.e4cf2474d0d8eea20d024d45b1c56a871dd1e04e02b9962dc13e4294c1fbdff6,subsection*.7,1.3,5,ega0/ega0-1.tex,269,1FEC1B0BF5C558633512545C460F97BEEA7789FC77BBA709AEBB693C5C2113F7,active_aux_alias
ega0,0.1.3.5,ega3.ega0.target.sha256.e4cf2474d0d8eea20d024d45b1c56a871dd1e04e02b9962dc13e4294c1fbdff6,subsection*.7,1.3,6,ega0/ega0-1.tex,278,1FEC1B0BF5C558633512545C460F97BEEA7789FC77BBA709AEBB693C5C2113F7,active_aux_alias
ega0,0.1.4.1,ega3.ega0.target.sha256.a65e8c656da584ef1214023e4b9bb10e1a4d10cb77528079a1632d0b1b2a7bfb,subsection*.8,1.4,6,ega0/ega0-1.tex,296,1FEC1B0BF5C558633512545C460F97BEEA7789FC77BBA709AEBB693C5C2113F7,active_aux_alias
ega0,0.1.4.2,ega3.ega0.target.sha256.a65e8c656da584ef1214023e4b9bb10e1a4d10cb77528079a1632d0b1b2a7bfb,subsection*.8,1.4,6,ega0/ega0-1.tex,328,1FEC1B0BF5C558633512545C460F97BEEA7789FC77BBA709AEBB693C5C2113F7,active_aux_alias
ega0,0.1.4.3,ega3.ega0.target.sha256.a65e8c656da584ef1214023e4b9bb10e1a4d10cb77528079a1632d0b1b2a7bfb,subsection*.8,1.4,6,ega0/ega0-1.tex,350,1FEC1B0BF5C558633512545C460F97BEEA7789FC77BBA709AEBB693C5C2113F7,active_aux_alias
ega0,0.1.4.4,ega3.ega0.target.sha256.a65e8c656da584ef1214023e4b9bb10e1a4d10cb77528079a1632d0b1b2a7bfb,subsection*.8,1.4,6,ega0/ega0-1.tex,362,1FEC1B0BF5C558633512545C460F97BEEA7789FC77BBA709AEBB693C5C2113F7,active_aux_alias
ega0,0.1.4.5,ega3.ega0.target.sha256.a65e8c656da584ef1214023e4b9bb10e1a4d10cb77528079a1632d0b1b2a7bfb,subsection*.8,1.4,6,ega0/ega0-1.tex,370,1FEC1B0BF5C558633512545C460F97BEEA7789FC77BBA709AEBB693C5C2113F7,active_aux_alias
ega0,0.1.4.6,ega3.ega0.target.sha256.a65e8c656da584ef1214023e4b9bb10e1a4d10cb77528079a1632d0b1b2a7bfb,subsection*.8,1.4,7,ega0/ega0-1.tex,403,1FEC1B0BF5C558633512545C460F97BEEA7789FC77BBA709AEBB693C5C2113F7,active_aux_alias
ega0,0.1.5.1,ega3.ega0.target.sha256.d0473b85ab1f331be99676b809e25267262ffba122c6f781da5805766a390a3e,subsection*.9,1.5,7,ega0/ega0-1.tex,418,1FEC1B0BF5C558633512545C460F97BEEA7789FC77BBA709AEBB693C5C2113F7,active_aux_alias
ega0,0.1.5.2,ega3.ega0.target.sha256.d0473b85ab1f331be99676b809e25267262ffba122c6f781da5805766a390a3e,subsection*.9,1.5,7,ega0/ega0-1.tex,432,1FEC1B0BF5C558633512545C460F97BEEA7789FC77BBA709AEBB693C5C2113F7,active_aux_alias
ega0,0.1.5.3,ega3.ega0.target.sha256.d0473b85ab1f331be99676b809e25267262ffba122c6f781da5805766a390a3e,subsection*.9,1.5,7,ega0/ega0-1.tex,453,1FEC1B0BF5C558633512545C460F97BEEA7789FC77BBA709AEBB693C5C2113F7,active_aux_alias
ega0,0.1.5.4,ega3.ega0.target.sha256.d0473b85ab1f331be99676b809e25267262ffba122c6f781da5805766a390a3e,subsection*.9,1.5,8,ega0/ega0-1.tex,469,1FEC1B0BF5C558633512545C460F97BEEA7789FC77BBA709AEBB693C5C2113F7,active_aux_alias
ega0,0.1.5.5,ega3.ega0.target.sha256.d0473b85ab1f331be99676b809e25267262ffba122c6f781da5805766a390a3e,subsection*.9,1.5,8,ega0/ega0-1.tex,491,1FEC1B0BF5C558633512545C460F97BEEA7789FC77BBA709AEBB693C5C2113F7,active_aux_alias
ega0,0.1.5.6,ega3.ega0.target.sha256.d0473b85ab1f331be99676b809e25267262ffba122c6f781da5805766a390a3e,subsection*.9,1.5,8,ega0/ega0-1.tex,503,1FEC1B0BF5C558633512545C460F97BEEA7789FC77BBA709AEBB693C5C2113F7,active_aux_alias
ega0,0.1.5.7,ega3.ega0.target.sha256.d0473b85ab1f331be99676b809e25267262ffba122c6f781da5805766a390a3e,subsection*.9,1.5,8,ega0/ega0-1.tex,539,1FEC1B0BF5C558633512545C460F97BEEA7789FC77BBA709AEBB693C5C2113F7,active_aux_alias
ega0,0.1.5.8,ega3.ega0.target.sha256.d0473b85ab1f331be99676b809e25267262ffba122c6f781da5805766a390a3e,subsection*.9,1.5,9,ega0/ega0-1.tex,559,1FEC1B0BF5C558633512545C460F97BEEA7789FC77BBA709AEBB693C5C2113F7,active_aux_alias
ega0,0.1.6.1,ega3.ega0.target.sha256.61f60ddaef66d50463061e13d4227c2e322d9766478a6501b266fb7f34f4d632,subsection*.10,1.6,9,ega0/ega0-1.tex,568,1FEC1B0BF5C558633512545C460F97BEEA7789FC77BBA709AEBB693C5C2113F7,active_aux_alias
ega0,0.1.6.2,ega3.ega0.target.sha256.61f60ddaef66d50463061e13d4227c2e322d9766478a6501b266fb7f34f4d632,subsection*.10,1.6,9,ega0/ega0-1.tex,580,1FEC1B0BF5C558633512545C460F97BEEA7789FC77BBA709AEBB693C5C2113F7,active_aux_alias
ega0,0.1.7.1,ega3.ega0.target.sha256.5274b75b9629636a2b4bc0a38c6bf65827476fbcf0aa04c3e970db9311f55e71,subsection*.11,1.7,9,ega0/ega0-1.tex,605,1FEC1B0BF5C558633512545C460F97BEEA7789FC77BBA709AEBB693C5C2113F7,active_aux_alias
ega0,0.1.7.2,ega3.ega0.target.sha256.5274b75b9629636a2b4bc0a38c6bf65827476fbcf0aa04c3e970db9311f55e71,subsection*.11,1.7,9,ega0/ega0-1.tex,611,1FEC1B0BF5C558633512545C460F97BEEA7789FC77BBA709AEBB693C5C2113F7,active_aux_alias
