archive_path	origin_root	origin_relative_path_or_locator	bytes	sha256	lineage	witness_role	accepted_state	authority_role
batch06_current/pdf/cleaned_original_language_23.pdf	C:\Users\__LOCAL_ACCOUNT__\Documents\Chat Interl Src\translations\Deligne\deligne_batch06_first29_cleanup_and_translation_package	cleaned_original_language_pdfs_001_029\23_Real_homotopy_theory_of_Kaehler_manifolds.pdf	236722	6A380D1818501CBE5578649EC5527AA40E13F570952BCF103B0059456D8D66ED	CURRENT_CLEANED_RECOMBINED_BRANCH	RAW_PRIOR_CLEANED_ENGLISH_PDF	ZERO_ACCEPTED	NONE_COMPARISON_ROUTING_ONLY
batch06_current/pdf/compiled_source_Paper_23.pdf	C:\Users\__LOCAL_ACCOUNT__\Documents\Chat Interl Src\translations\Deligne\deligne_batch06_first29_cleanup_and_translation_package	compiled_source_pdfs_001_029_pass2\Paper_23.pdf	209649	B55AFDA98BD001630CFD47B79B0ABE1552B6749D07E4B501D0803AB19A18112C	CURRENT_COMPILED_SOURCE_BRANCH	RAW_PRIOR_COMPILED_ENGLISH_PDF	ZERO_ACCEPTED	NONE_COMPARISON_ROUTING_ONLY
batch06_current/provenance/01_cleaned_original_language_papers_001_029_manifest_D023.csv	C:\Users\__LOCAL_ACCOUNT__\Documents\Chat Interl Src\translations\Deligne\deligne_batch06_first29_cleanup_and_translation_package	reports/cleaned_original_language_papers_001_029_manifest.csv#D023_ROW	322	08277B9F62505813274D7F07EA4897B88C8B9DC731A56F3E8A4CFD9C9AE9369E	CURRENT_BATCH06_REPORT_LINEAGE	DERIVED_EXACT_D023_REPORT_ROW	ZERO_ACCEPTED	NONE_COMPARISON_ROUTING_ONLY
batch06_current/provenance/02_cleaned_source_segment_compile_status_001_029_D023.csv	C:\Users\__LOCAL_ACCOUNT__\Documents\Chat Interl Src\translations\Deligne\deligne_batch06_first29_cleanup_and_translation_package	reports/cleaned_source_segment_compile_status_001_029.csv#D023_ROW	78	364896A47B79DA773E9B5A4CD5F2F4A26957FB4CCAB6D21BC5B256FF585F9990	CURRENT_BATCH06_REPORT_LINEAGE	DERIVED_EXACT_D023_REPORT_ROW	ZERO_ACCEPTED	NONE_COMPARISON_ROUTING_ONLY
batch06_current/provenance/03_deligne_bilingual_status_batch06_D023.csv	C:\Users\__LOCAL_ACCOUNT__\Documents\Chat Interl Src\translations\Deligne\deligne_batch06_first29_cleanup_and_translation_package	reports/deligne_bilingual_status_batch06.csv#D023_ROW	282	BE1FBCCC01BEC5B96AA2CE077BE5C2216F3E090FB72D6463C45FF90E4D26B95F	CURRENT_BATCH06_REPORT_LINEAGE	DERIVED_EXACT_D023_REPORT_ROW	ZERO_ACCEPTED	NONE_COMPARISON_ROUTING_ONLY
batch06_current/provenance/04_deligne_translation_status_batch06_D023.csv	C:\Users\__LOCAL_ACCOUNT__\Documents\Chat Interl Src\translations\Deligne\deligne_batch06_first29_cleanup_and_translation_package	reports/deligne_translation_status_batch06.csv#D023_ROW	197	1A5589D93B602BB1D1DBAA483DAF40C12BC4881983D975E5C8CC2F4B8A831E2F	CURRENT_BATCH06_REPORT_LINEAGE	DERIVED_EXACT_D023_REPORT_ROW	ZERO_ACCEPTED	NONE_COMPARISON_ROUTING_ONLY
batch06_current/tex/Paper_23_cleaned.tex	C:\Users\__LOCAL_ACCOUNT__\Documents\Chat Interl Src\translations\Deligne\deligne_batch06_first29_cleanup_and_translation_package	source_tex_cleaned_001_029\Paper_23.tex	97123	E58B007F0CC5C3C045B8703E7A24B9C173B5DFA654276B73C84B49B83799D556	CURRENT_CLEANED_TEX_BRANCH	RAW_PRIOR_ENGLISH_TEX_CANDIDATE	ZERO_ACCEPTED	NONE_COMPARISON_ROUTING_ONLY
diagram_witness/contact/D023_contact.jpg	C:\Users\__LOCAL_ACCOUNT__\Documents\Chat Interl Src\deligne restart\_zips_from_sweep\Deligne_Diagram_Witness_Aid_D021_D045_20260608.zip	C:\Users\__LOCAL_ACCOUNT__\Documents\Chat Interl Src\deligne restart\_zips_from_sweep\Deligne_Diagram_Witness_Aid_D021_D045_20260608.zip#Deligne_Diagram_Witness_Aid_D021_D045_20260608/Contact/D023_contact.jpg	2038169	D0B4FBB57B5733C8E47891A976DB6CCDBDFE6BC67849D405DCE74AD4BD2FEBD5	D021_D045_DIAGRAM_CARRIER_D023_SUBSET	RAW_D023_CONTACT_SHEET_WITNESS	ZERO_ACCEPTED	NONE_COMPARISON_ROUTING_ONLY
diagram_witness/images/D023_p001_diag01.png	C:\Users\__LOCAL_ACCOUNT__\Documents\Chat Interl Src\deligne restart\_zips_from_sweep\Deligne_Diagram_Witness_Aid_D021_D045_20260608.zip	C:\Users\__LOCAL_ACCOUNT__\Documents\Chat Interl Src\deligne restart\_zips_from_sweep\Deligne_Diagram_Witness_Aid_D021_D045_20260608.zip#Deligne_Diagram_Witness_Aid_D021_D045_20260608/Images/D023_Real_homotopy_theory_of_Kahler_manifolds/D023_p001_diag01.png	12429	00A613515D5ED78AFDBA32FBC1E3A664ACC7B7C67421C4DB61A3985473A40B2D	D021_D045_DIAGRAM_CARRIER_D023_SUBSET	RAW_D023_DIAGRAM_OR_FORMULA_CROP_WITNESS	ZERO_ACCEPTED	NONE_COMPARISON_ROUTING_ONLY
diagram_witness/images/D023_p001_diag02.png	C:\Users\__LOCAL_ACCOUNT__\Documents\Chat Interl Src\deligne restart\_zips_from_sweep\Deligne_Diagram_Witness_Aid_D021_D045_20260608.zip	C:\Users\__LOCAL_ACCOUNT__\Documents\Chat Interl Src\deligne restart\_zips_from_sweep\Deligne_Diagram_Witness_Aid_D021_D045_20260608.zip#Deligne_Diagram_Witness_Aid_D021_D045_20260608/Images/D023_Real_homotopy_theory_of_Kahler_manifolds/D023_p001_diag02.png	81824	C72C324CAE4A3DBF76E0A55032A73CCE829720DD1DD8C19B1C8520066AC0F219	D021_D045_DIAGRAM_CARRIER_D023_SUBSET	RAW_D023_DIAGRAM_OR_FORMULA_CROP_WITNESS	ZERO_ACCEPTED	NONE_COMPARISON_ROUTING_ONLY
