"dest","local_git_oid","local_sha256","bytes","root"
"uploader-transfer/non-slavic-core-32e14f17-ce79-olp-330-b3-route-20260707/NON_SLAVIC_CORE_32E14F17_CE79_OLP_330_B3_ROUTE_20260707/B3_HANDOFF_BOUNDARY_ROWS_32E14F17.csv","605fce4a96a7e6e010ff22f91fbdeb061254b194","c63732af75f1bb0dbea81739429df6b1eca6494df1e19b7c764965ad85fede98","601","NON_SLAVIC_CORE_32E14F17_CE79_OLP_330_B3_ROUTE_20260707"
"uploader-transfer/non-slavic-core-32e14f17-ce79-olp-330-b3-route-20260707/NON_SLAVIC_CORE_32E14F17_CE79_OLP_330_B3_ROUTE_20260707/B3_HANDOFF_SENT_32E14F17.md","ac152be152bac7b04312453d9c48acc153c958f8","274fdd297b6bc0766d5c3bddceca4b6a859d048ea94d739752c4be9b792a7148","737","NON_SLAVIC_CORE_32E14F17_CE79_OLP_330_B3_ROUTE_20260707"
"uploader-transfer/non-slavic-core-32e14f17-ce79-olp-330-b3-route-20260707/NON_SLAVIC_CORE_32E14F17_CE79_OLP_330_B3_ROUTE_20260707/BRANCH_READBACK_ROWS_32E14F17.csv","1cd63cd720224b86aa1dd12b9f808819f95f9800","a32cc851e415e1ed8c29fffd2472771da1f676bddec6fb8462b2440ab9061ff7","625","NON_SLAVIC_CORE_32E14F17_CE79_OLP_330_B3_ROUTE_20260707"
"uploader-transfer/non-slavic-core-32e14f17-ce79-olp-330-b3-route-20260707/NON_SLAVIC_CORE_32E14F17_CE79_OLP_330_B3_ROUTE_20260707/CHILD_PACKET_INVENTORY_32E14F17.csv","cac10b47a0ce2af0e048a9b9ce9e20241d4608dd","54c0560db047d4f1aa6a2df72d278036aaf4315a3f87ab929e40eae9551cdc83","4559","NON_SLAVIC_CORE_32E14F17_CE79_OLP_330_B3_ROUTE_20260707"
"uploader-transfer/non-slavic-core-32e14f17-ce79-olp-330-b3-route-20260707/NON_SLAVIC_CORE_32E14F17_CE79_OLP_330_B3_ROUTE_20260707/EIGHT_LANE_ROUTING_ROWS_32E14F17.csv","24f23ffb91e1d0cb65cf918021c9c9f7ecfe1747","869478a298f0c85e8c3f6ad9a9baab8a217a244dc325832e1b253249c431804b","2497","NON_SLAVIC_CORE_32E14F17_CE79_OLP_330_B3_ROUTE_20260707"
"uploader-transfer/non-slavic-core-32e14f17-ce79-olp-330-b3-route-20260707/NON_SLAVIC_CORE_32E14F17_CE79_OLP_330_B3_ROUTE_20260707/EXACT_BLOCKER_RECOVERY_ROWS_32E14F17.csv","1570d348a8ac3e06bebde234f1c8a70c6b618f64","746896fb0a80056b42dc8cd0dd4897ca6950100e20f86c4b2030785e9d69c753","1732","NON_SLAVIC_CORE_32E14F17_CE79_OLP_330_B3_ROUTE_20260707"
"uploader-transfer/non-slavic-core-32e14f17-ce79-olp-330-b3-route-20260707/NON_SLAVIC_CORE_32E14F17_CE79_OLP_330_B3_ROUTE_20260707/LOCAL_VALIDATION_ROWS_32E14F17.csv","dd667870170048c57d47f9d74d2d21f5c6d26259","3cf6243fa15d802fefd237025d07d501113166e2f8738512707bcbe0cdc651b4","1406","NON_SLAVIC_CORE_32E14F17_CE79_OLP_330_B3_ROUTE_20260707"
"uploader-transfer/non-slavic-core-32e14f17-ce79-olp-330-b3-route-20260707/NON_SLAVIC_CORE_32E14F17_CE79_OLP_330_B3_ROUTE_20260707/README.md","345d1cca3e006934e0ceba434d70dab2635c0970","7f7e4702c012030304e52e894e5e0dc4522b1ef78ec37d248c0d7007b65f3451","989","NON_SLAVIC_CORE_32E14F17_CE79_OLP_330_B3_ROUTE_20260707"
"uploader-transfer/non-slavic-core-32e14f17-ce79-olp-330-b3-route-20260707/NON_SLAVIC_CORE_32E14F17_CE79_OLP_330_B3_ROUTE_20260707/SOURCE_USE_GAP_FABLE_ADVERSE_ROWS_32E14F17.csv","572be907a6573e5fd8c0aaff5806b0c67e7cc74b","160304bb5fd927fff34a70cad42d774152f1461d85f557df27bd2ae3389523f7","2366","NON_SLAVIC_CORE_32E14F17_CE79_OLP_330_B3_ROUTE_20260707"
"uploader-transfer/non-slavic-core-32e14f17-ce79-olp-330-b3-route-20260707/NON_SLAVIC_CORE_32E14F17_CE79_OLP_330_B3_ROUTE_20260707/SUMMARY.json","f881c0301471fbf84b80e6c41fab981030476aaf","90492c345694d663afc5c11bd8f6d2dfe8f4ac39d17605cea5fbf87019367655","979","NON_SLAVIC_CORE_32E14F17_CE79_OLP_330_B3_ROUTE_20260707"
"uploader-transfer/non-slavic-core-32e14f17-ce79-olp-330-b3-route-20260707/NON_SLAVIC_CORE_32E14F17_CE79_OLP_330_B3_ROUTE_20260707/MANIFEST.csv","9674eae77ee8cf0a648c158bcf0460854b529c97","92e502fce18a6b32f4a97c4397fc41d7d51bb96b3781138c0cd74fac94b824e4","1805","NON_SLAVIC_CORE_32E14F17_CE79_OLP_330_B3_ROUTE_20260707"
"uploader-transfer/non-slavic-core-32e14f17-ce79-olp-330-b3-route-20260707/NON_SLAVIC_CORE_32E14F17_CE79_OLP_330_B3_ROUTE_20260707/SHA256SUMS.txt","c4e019ed0741bcd8e98ab68c8c824e1d14a5944a","63a44c975a1a9cdb00e1b9fb86911bcf7e489f84259d80577aa8c06698612254","989","NON_SLAVIC_CORE_32E14F17_CE79_OLP_330_B3_ROUTE_20260707"
