"package_id","row_id","source_category","target_family","language_access_target","source_title","source_format","original_source_url","original_local_path","package_relative_path","bytes","sha256","expected_sha256_or_other_hash","hash_match","source_use_label","license_or_access_signal","ethics_authority_note","allowed_use","blocked_use","provenance_artifact"
"indigenous-creole-sign-source-bodies-20260705","ACTIVE-GOAL-LOGBOOK","active_goal_logbook","package-generated","indigenous-creole-sign","ACTIVE_GOAL_AND_LOGBOOK_20260705.md","package_metadata","","","ACTIVE_GOAL_AND_LOGBOOK_20260705.md","1752","7c21d9049852f500532e26a2d7f11680c2f78f6c939f841d086903788f344fe1","","not_checked_no_hex_expected_hash","provenance_metadata_logbook_no_source_authority_claim","generated package metadata","package root metadata","local provenance/source-body corpus review and B3 transfer packaging only","no native-review claim; no accepted terminology; no source-authority promotion; no license clearance claim; no translation completion claim; no pilot; no generalized interlanguage claim","ACTIVE_GOAL_AND_LOGBOOK_20260705.md"
"indigenous-creole-sign-source-bodies-20260705","BLOCKER-ETHICS-ROWS","blocker_ethics_rows","blocker/ethics evidence","indigenous-creole-sign","BLOCKER_ETHICS_ROWS.csv","blocker_ethics_csv","","","blocker-ethics\BLOCKER_ETHICS_ROWS.csv","33714","c30c02c4938bab465fa89477fea962938098cfa7ca4727e2889f1019a7d1326d","","not_checked_no_hex_expected_hash","blocker_ethics_rows_no_gate_promotion","generated package metadata","Blocker/ethics rows; no gate promotion","local provenance/source-body corpus review and B3 transfer packaging only","no native-review claim; no accepted terminology; no source-authority promotion; no license clearance claim; no translation completion claim; no pilot; no generalized interlanguage claim","BLOCKER_ETHICS_ROWS.csv"
"indigenous-creole-sign-source-bodies-20260705","BLOCKER-NOETHER_R6_BLOCKED_ROW_SOURCE_GATE_SLICE_02_20260704.md","blocker_ethics_rows","blocker/ethics evidence","indigenous-creole-sign","NOETHER_R6_BLOCKED_ROW_SOURCE_GATE_SLICE_02_20260704.md","blocker_table_or_summary","","","blocker-ethics\NOETHER_R6_BLOCKED_ROW_SOURCE_GATE_SLICE_02_20260704.md","11274","7c0ea96f0e5d689b3a31691b1aa9ef0ff73a59125b862df708aed8df7473c89b","","not_checked_no_hex_expected_hash","blocker_ethics_rows_no_gate_promotion","R6 local artifact; no license clearance claimed","metadata/source body copied for package separation and transfer review only","local provenance/source-body corpus review and B3 transfer packaging only","no native-review claim; no accepted terminology; no source-authority promotion; no license clearance claim; no translation completion claim; no pilot; no generalized interlanguage claim","NOETHER_R6_BLOCKED_ROW_SOURCE_GATE_SLICE_02_20260704.md"
"indigenous-creole-sign-source-bodies-20260705","BLOCKER-NOETHER_R6_GAP_TRANSITION_REQUIREMENTS_AUDIT_20260704.csv","blocker_ethics_rows","blocker/ethics evidence","indigenous-creole-sign","NOETHER_R6_GAP_TRANSITION_REQUIREMENTS_AUDIT_20260704.csv","blocker_table_or_summary","","","blocker-ethics\NOETHER_R6_GAP_TRANSITION_REQUIREMENTS_AUDIT_20260704.csv","102639","9da0260c1f315a33dd02d3e9d9cf582566655e29820fb276e045f14ec6fcaaf0","","not_checked_no_hex_expected_hash","blocker_ethics_rows_no_gate_promotion","R6 local artifact; no license clearance claimed","metadata/source body copied for package separation and transfer review only","local provenance/source-body corpus review and B3 transfer packaging only","no native-review claim; no accepted terminology; no source-authority promotion; no license clearance claim; no translation completion claim; no pilot; no generalized interlanguage claim","NOETHER_R6_GAP_TRANSITION_REQUIREMENTS_AUDIT_20260704.csv"
"indigenous-creole-sign-source-bodies-20260705","BLOCKER-NOETHER_R6_GAP_TRANSITION_REQUIREMENTS_AUDIT_20260704.md","blocker_ethics_rows","blocker/ethics evidence","indigenous-creole-sign","NOETHER_R6_GAP_TRANSITION_REQUIREMENTS_AUDIT_20260704.md","blocker_table_or_summary","","","blocker-ethics\NOETHER_R6_GAP_TRANSITION_REQUIREMENTS_AUDIT_20260704.md","3738","13c5e2f8100e61cd59e2d90d9c13d15ac8f269f6f9afbee2c90e9e5e61a55755","","not_checked_no_hex_expected_hash","blocker_ethics_rows_no_gate_promotion","R6 local artifact; no license clearance claimed","metadata/source body copied for package separation and transfer review only","local provenance/source-body corpus review and B3 transfer packaging only","no native-review claim; no accepted terminology; no source-authority promotion; no license clearance claim; no translation completion claim; no pilot; no generalized interlanguage claim","NOETHER_R6_GAP_TRANSITION_REQUIREMENTS_AUDIT_20260704.md"
"indigenous-creole-sign-source-bodies-20260705","SOURCE-ARCHIVE-TEX-STATUS","source_archive_tex_status","source archive status","indigenous-creole-sign","SOURCE_ARCHIVE_TEX_STATUS.csv","status_csv","","","blocker-ethics\SOURCE_ARCHIVE_TEX_STATUS.csv","402","4fae7abdf6a64470bf9e9d90d829ffdb93489c1f172e1e213f5eb85b187d639a","","not_checked_no_hex_expected_hash","blocker_ethics_rows_no_gate_promotion","generated package metadata","TeX/source archive status, not a source body claim","local provenance/source-body corpus review and B3 transfer packaging only","no native-review claim; no accepted terminology; no source-authority promotion; no license clearance claim; no translation completion claim; no pilot; no generalized interlanguage claim","SOURCE_ARCHIVE_TEX_STATUS.csv"
"indigenous-creole-sign-source-bodies-20260705","GEN-DRAFT-NOETHER_R6_COVERED_ROW_DRAFT_RENDERINGS_REGISTER_FORMULA_SCAFFOLDS_20260705.csv","generated_draft_noncanonical_support","covered Kreyol/Bislama draft support","Kreyol and Bislama only","NOETHER_R6_COVERED_ROW_DRAFT_RENDERINGS_REGISTER_FORMULA_SCAFFOLDS_20260705.csv","generated_draft_table_or_summary","","","generated-draft\NOETHER_R6_COVERED_ROW_DRAFT_RENDERINGS_REGISTER_FORMULA_SCAFFOLDS_20260705.csv","5014","b6a439ec4161b9f9201ff621b52594e96457f135ce9d5cce5526a42fb0ffc101","","not_checked_no_hex_expected_hash","generated_draft_noncanonical_support_no_authority_claim","R6 local artifact; no license clearance claimed","metadata/source body copied for package separation and transfer review only","local provenance/source-body corpus review and B3 transfer packaging only","no native-review claim; no accepted terminology; no source-authority promotion; no license clearance claim; no translation completion claim; no pilot; no generalized interlanguage claim","NOETHER_R6_COVERED_ROW_DRAFT_RENDERINGS_REGISTER_FORMULA_SCAFFOLDS_20260705.csv"
"indigenous-creole-sign-source-bodies-20260705","GEN-DRAFT-NOETHER_R6_COVERED_ROW_DRAFT_RENDERINGS_REGISTER_FORMULA_SCAFFOLDS_20260705.md","generated_draft_noncanonical_support","covered Kreyol/Bislama draft support","Kreyol and Bislama only","NOETHER_R6_COVERED_ROW_DRAFT_RENDERINGS_REGISTER_FORMULA_SCAFFOLDS_20260705.md","generated_draft_table_or_summary","","","generated-draft\NOETHER_R6_COVERED_ROW_DRAFT_RENDERINGS_REGISTER_FORMULA_SCAFFOLDS_20260705.md","966","d8efa81af97e9b4cc3b82572337adba20be1d55ab6c42b811bbf532995cf5f9a","","not_checked_no_hex_expected_hash","generated_draft_noncanonical_support_no_authority_claim","R6 local artifact; no license clearance claimed","metadata/source body copied for package separation and transfer review only","local provenance/source-body corpus review and B3 transfer packaging only","no native-review claim; no accepted terminology; no source-authority promotion; no license clearance claim; no translation completion claim; no pilot; no generalized interlanguage claim","NOETHER_R6_COVERED_ROW_DRAFT_RENDERINGS_REGISTER_FORMULA_SCAFFOLDS_20260705.md"
"indigenous-creole-sign-source-bodies-20260705","GEN-DRAFT-NOETHER_R6_DRAFT_SUPPORT_INTERLINEAR_SCAFFOLDS_COVERED_ROWS_20260705.csv","generated_draft_noncanonical_support","covered Kreyol/Bislama draft support","Kreyol and Bislama only","NOETHER_R6_DRAFT_SUPPORT_INTERLINEAR_SCAFFOLDS_COVERED_ROWS_20260705.csv","generated_draft_table_or_summary","","","generated-draft\NOETHER_R6_DRAFT_SUPPORT_INTERLINEAR_SCAFFOLDS_COVERED_ROWS_20260705.csv","4308","74c7d1a98cfc73555a6c8bd4806e7fe230a53e0919c4cddadfe0ad168d9dd6e0","","not_checked_no_hex_expected_hash","generated_draft_noncanonical_support_no_authority_claim","R6 local artifact; no license clearance claimed","metadata/source body copied for package separation and transfer review only","local provenance/source-body corpus review and B3 transfer packaging only","no native-review claim; no accepted terminology; no source-authority promotion; no license clearance claim; no translation completion claim; no pilot; no generalized interlanguage claim","NOETHER_R6_DRAFT_SUPPORT_INTERLINEAR_SCAFFOLDS_COVERED_ROWS_20260705.csv"
"indigenous-creole-sign-source-bodies-20260705","GEN-DRAFT-NOETHER_R6_DRAFT_SUPPORT_INTERLINEAR_SCAFFOLDS_COVERED_ROWS_20260705.md","generated_draft_noncanonical_support","covered Kreyol/Bislama draft support","Kreyol and Bislama only","NOETHER_R6_DRAFT_SUPPORT_INTERLINEAR_SCAFFOLDS_COVERED_ROWS_20260705.md","generated_draft_table_or_summary","","","generated-draft\NOETHER_R6_DRAFT_SUPPORT_INTERLINEAR_SCAFFOLDS_COVERED_ROWS_20260705.md","820","a302e1dbeb6fc9dc46d39fd02b6cfa3763429c160efcc7cf15aefd7ce652b5cb","","not_checked_no_hex_expected_hash","generated_draft_noncanonical_support_no_authority_claim","R6 local artifact; no license clearance claimed","metadata/source body copied for package separation and transfer review only","local provenance/source-body corpus review and B3 transfer packaging only","no native-review claim; no accepted terminology; no source-authority promotion; no license clearance claim; no translation completion claim; no pilot; no generalized interlanguage claim","NOETHER_R6_DRAFT_SUPPORT_INTERLINEAR_SCAFFOLDS_COVERED_ROWS_20260705.md"
