scope,file,pages,bytes,sha256,actionable_hit_total,actionable_hits,codex_false_positive_hits,near_blank_pages_after_prune
new-this-round,10-14 English Translation - Robert of Chester and Karpinski.pdf,28,153435,ab7f70c78e2e77e00f8ebcdff4629628c5d0f04f47b4026ffa82b462cbc341a3,0,"{""oemtitleo"": 0, ""columnrule"": 0, ""tcb_internal"": 0, ""latex_key_leak"": 0, ""html_404"": 0, ""local_path"": 0, ""agent_labels"": 0, ""replacement_char"": 0, ""square_text"": 0}",6,[]
new-this-round,10-15 English Translation - Omar Khayyam - Treatise on Algebra.pdf,15,125405,28df2cbc08fde1734eb7d1caccb5a9f7766aa8e1f7bb334394bf8976c7df8990,0,"{""oemtitleo"": 0, ""columnrule"": 0, ""tcb_internal"": 0, ""latex_key_leak"": 0, ""html_404"": 0, ""local_path"": 0, ""agent_labels"": 0, ""replacement_char"": 0, ""square_text"": 0}",0,[]
new-this-round,10-16 English Translation - Rosen - Algebra of Mohammed Ben Musa.pdf,42,262909,f0bfdfcba0d7ae02671778ab70b1c5b213aed685d392b1577b07c13341468a68,0,"{""oemtitleo"": 0, ""columnrule"": 0, ""tcb_internal"": 0, ""latex_key_leak"": 0, ""html_404"": 0, ""local_path"": 0, ""agent_labels"": 0, ""replacement_char"": 0, ""square_text"": 0}",0,[]
new-this-round,60-04 Islamic Original - Omar Khayyam - Treatise on Algebra.pdf,15,125405,28df2cbc08fde1734eb7d1caccb5a9f7766aa8e1f7bb334394bf8976c7df8990,0,"{""oemtitleo"": 0, ""columnrule"": 0, ""tcb_internal"": 0, ""latex_key_leak"": 0, ""html_404"": 0, ""local_path"": 0, ""agent_labels"": 0, ""replacement_char"": 0, ""square_text"": 0}",0,[]
new-this-round,70-05 Reference Text - Smith-Karpinski - Numerals.pdf,23,137031,85f0c92c8da8bc9ff3bce3057078bef6bfc03daae27eed26458c472fd4d7f61b,0,"{""oemtitleo"": 0, ""columnrule"": 0, ""tcb_internal"": 0, ""latex_key_leak"": 0, ""html_404"": 0, ""local_path"": 0, ""agent_labels"": 0, ""replacement_char"": 0, ""square_text"": 0}",0,[]
cumulative-actually-fixed,10-11 English Translation - al-Kashi - Miftah al-Hisab.pdf,30,209117,05196c4ccb4c153a52d4b1009ed09cc9de3c838c85c2fdf264e647a70764dfe0,0,"{""oemtitleo"": 0, ""columnrule"": 0, ""tcb_internal"": 0, ""latex_key_leak"": 0, ""html_404"": 0, ""local_path"": 0, ""agent_labels"": 0, ""replacement_char"": 0, ""square_text"": 0}",0,[]
cumulative-actually-fixed,10-12 English Translation - al-Khwarizmi - Algebra.pdf,30,205664,ca295669ca84c4b3d88dc60d809f5161b9311b4a8332ca0b6cf7a8f66c72bc39,0,"{""oemtitleo"": 0, ""columnrule"": 0, ""tcb_internal"": 0, ""latex_key_leak"": 0, ""html_404"": 0, ""local_path"": 0, ""agent_labels"": 0, ""replacement_char"": 0, ""square_text"": 0}",0,[]
cumulative-actually-fixed,10-14 English Translation - Robert of Chester and Karpinski.pdf,28,153435,ab7f70c78e2e77e00f8ebcdff4629628c5d0f04f47b4026ffa82b462cbc341a3,0,"{""oemtitleo"": 0, ""columnrule"": 0, ""tcb_internal"": 0, ""latex_key_leak"": 0, ""html_404"": 0, ""local_path"": 0, ""agent_labels"": 0, ""replacement_char"": 0, ""square_text"": 0}",6,[]
cumulative-actually-fixed,10-15 English Translation - Omar Khayyam - Treatise on Algebra.pdf,15,125405,28df2cbc08fde1734eb7d1caccb5a9f7766aa8e1f7bb334394bf8976c7df8990,0,"{""oemtitleo"": 0, ""columnrule"": 0, ""tcb_internal"": 0, ""latex_key_leak"": 0, ""html_404"": 0, ""local_path"": 0, ""agent_labels"": 0, ""replacement_char"": 0, ""square_text"": 0}",0,[]
cumulative-actually-fixed,10-16 English Translation - Rosen - Algebra of Mohammed Ben Musa.pdf,42,262909,f0bfdfcba0d7ae02671778ab70b1c5b213aed685d392b1577b07c13341468a68,0,"{""oemtitleo"": 0, ""columnrule"": 0, ""tcb_internal"": 0, ""latex_key_leak"": 0, ""html_404"": 0, ""local_path"": 0, ""agent_labels"": 0, ""replacement_char"": 0, ""square_text"": 0}",0,[]
