residual_id,candidate_id,pattern_kind,source_relpath,source_line,source_column,source_offset,source_end_offset,visible_tex,normalized_visible,locator_token,volume_hint,target_label,target_id,baseline_pdf_destination,candidate_target_count,candidate_target_labels,classification,disposition,resolution_basis,source_sha256,source_span_sha256,context
ega4.reference.residual.sha256.28dda3cedcbba1789f6f98a7a08f9d7534d82c0f8da8f6721dc8023e938a3133,ega4.reference.candidate.sha256.28dda3cedcbba1789f6f98a7a08f9d7534d82c0f8da8f6721dc8023e938a3133,explicit_sref,components/01_section41_dimension_of_algebraic_preschemes.tex,27,251,1198,1216,\sref[0]{0.14.1.2},\sref[0]{0.14.1.2},0.14.1.2,0,,,,0,,external_or_unavailable_volume_reference,positive_residual,explicit target is outside the standalone EGA-IV reader,D7E8D8C7038B3024518B9460ACA9A2F1B50757C3D71F84B0B89BB368C978CD4C,E0D85D633F5C61454D47D4EE14D2518D289666C21474A20F79B6306026BB52DE,"inition} We shall see in \sref{IV.5.2.2} that Definition \sref{IV.4.1.1} depends only apparently on the base field $k$ over which $X$ is locally of finite type, and that the number $\dim(X)$ so defined agrees with the dimension of the underlying space of $X$ \sref[0]{0.14.1.2}. Evidently, \[ \dim(X)=\dim(X_{\mathrm{red}}). \] Each $\kappa(x)$ is an extension of finite type of $k$ \sref[I]{I.6.3.3}, hence has finite transcendence degree over $k$. If $X$ is of finite type over $k$ and nonempty, it is Noetherian \sref[I]{I.6.3.7}, he"
ega4.reference.residual.sha256.3d5372ac152f3b94583778cfdad47d7d192fb10e5b54464855ff4d26d9371bf2,ega4.reference.candidate.sha256.3d5372ac152f3b94583778cfdad47d7d192fb10e5b54464855ff4d26d9371bf2,explicit_sref,components/01_section41_dimension_of_algebraic_preschemes.tex,33,56,1323,1340,\sref[I]{I.6.3.3},\sref[I]{I.6.3.3},6.3.3,I,,,,0,,external_or_unavailable_volume_reference,positive_residual,explicit target is outside the standalone EGA-IV reader,D7E8D8C7038B3024518B9460ACA9A2F1B50757C3D71F84B0B89BB368C978CD4C,992B003E3CBDCADD27776B38181DF7852E22D437FA9BCB117EE924018F96D456,"which $X$ is locally of finite type, and that the number $\dim(X)$ so defined agrees with the dimension of the underlying space of $X$ \sref[0]{0.14.1.2}. Evidently, \[ \dim(X)=\dim(X_{\mathrm{red}}). \] Each $\kappa(x)$ is an extension of finite type of $k$ \sref[I]{I.6.3.3}, hence has finite transcendence degree over $k$. If $X$ is of finite type over $k$ and nonempty, it is Noetherian \sref[I]{I.6.3.7}, hence has only finitely many irreducible components; consequently $\dim(X)$ is finite and nonnegative. Definition \sref{IV.4.1"
ega4.reference.residual.sha256.9500e70253f41997ab6fd964ee59bd54e4fe69d3967b2eaa70baf6823dc1eb26,ega4.reference.candidate.sha256.9500e70253f41997ab6fd964ee59bd54e4fe69d3967b2eaa70baf6823dc1eb26,explicit_sref,components/01_section41_dimension_of_algebraic_preschemes.tex,34,66,1455,1472,\sref[I]{I.6.3.7},\sref[I]{I.6.3.7},6.3.7,I,,,,0,,external_or_unavailable_volume_reference,positive_residual,explicit target is outside the standalone EGA-IV reader,D7E8D8C7038B3024518B9460ACA9A2F1B50757C3D71F84B0B89BB368C978CD4C,CF8F5A4CF4295F134C02E9C106E8E33D4A6A718F28AA81B825365DAE28F930A3,"X$ \sref[0]{0.14.1.2}. Evidently, \[ \dim(X)=\dim(X_{\mathrm{red}}). \] Each $\kappa(x)$ is an extension of finite type of $k$ \sref[I]{I.6.3.3}, hence has finite transcendence degree over $k$. If $X$ is of finite type over $k$ and nonempty, it is Noetherian \sref[I]{I.6.3.7}, hence has only finitely many irreducible components; consequently $\dim(X)$ is finite and nonnegative. Definition \sref{IV.4.1.1} gives \[ \dim(\emptyset)=-\infty. \] If $(X_\alpha)$ denotes the family of reduced closed sub-preschemes of $X$ whose underlyin"
ega4.reference.residual.sha256.92d06c44ee18f80f28aaafe40ff12f5f39004707aea3c63689f17656a16fe9c6,ega4.reference.candidate.sha256.92d06c44ee18f80f28aaafe40ff12f5f39004707aea3c63689f17656a16fe9c6,explicit_sref,components/01_section41_dimension_of_algebraic_preschemes.tex,40,138,1779,1796,\sref[I]{I.5.2.1},\sref[I]{I.5.2.1},5.2.1,I,,,,0,,external_or_unavailable_volume_reference,positive_residual,explicit target is outside the standalone EGA-IV reader,D7E8D8C7038B3024518B9460ACA9A2F1B50757C3D71F84B0B89BB368C978CD4C,47F0D9083D81C9099E8ABD305BFC9D05D1C1178BAB95E8380F8E3C506CE2F08A,"onents; consequently $\dim(X)$ is finite and nonnegative. Definition \sref{IV.4.1.1} gives \[ \dim(\emptyset)=-\infty. \] If $(X_\alpha)$ denotes the family of reduced closed sub-preschemes of $X$ whose underlying spaces are the irreducible components of $X$ \sref[I]{I.5.2.1}, then clearly \begin{equation} \dim(X)=\sup_\alpha\dim(X_\alpha). \tag{4.1.1.2} \label{IV.4.1.1.2} \end{equation} The calculation of the dimension is thus reduced to the case of integral preschemes locally of finite type over $k$. Finally, \begin{equation} \d"
ega4.reference.residual.sha256.f898b23bd6cef9e76ff231949f53bd9e26ed6a5660fa417ce00baa528fa8176a,ega4.reference.candidate.sha256.f898b23bd6cef9e76ff231949f53bd9e26ed6a5660fa417ce00baa528fa8176a,explicit_sref,components/01_section41_dimension_of_algebraic_preschemes.tex,95,104,3508,3527,\sref[II]{II.6.2.2},\sref[II]{II.6.2.2},6.2.2,II,,,,0,,external_or_unavailable_volume_reference,positive_residual,explicit target is outside the standalone EGA-IV reader,D7E8D8C7038B3024518B9460ACA9A2F1B50757C3D71F84B0B89BB368C978CD4C,B42946D3138F8E62553D04036433D503BF33BCD9A216E3EEF12A94284F04525C,"$ is an extension of $\kappa(y)$, and therefore \[ \operatorname{tr.deg}_k\kappa(y) \leq \operatorname{tr.deg}_k\kappa(x) \leq \dim(X). \] This proves (i). \emph{(ii)} If $x$ is a maximal point of $X$, then $\kappa(x)$ is a finite extension of $\kappa(f(x))$ \sref[II]{II.6.2.2}, and hence has the same transcendence degree over $k$. On considering the reduced closed sub-prescheme of $Y$ whose underlying space is $\overline{\{f(x)\}}$, we are reduced to the following corollary. \end{proof} \begin{corollary}[4.1.2.1] \phantomsection \"
ega4.reference.residual.sha256.ab35305cc0fefdf908c00aed8f12e48342894ae56d8aa0f7becca7bb639ef67a,ega4.reference.candidate.sha256.ab35305cc0fefdf908c00aed8f12e48342894ae56d8aa0f7becca7bb639ef67a,explicit_sref,components/01_section41_dimension_of_algebraic_preschemes.tex,163,194,6223,6240,\sref[0]{0.2.1.6},\sref[0]{0.2.1.6},0.2.1.6,0,,,,0,,external_or_unavailable_volume_reference,positive_residual,explicit target is outside the standalone EGA-IV reader,D7E8D8C7038B3024518B9460ACA9A2F1B50757C3D71F84B0B89BB368C978CD4C,E290A2E0B584DE5097B679AD9335BE677EBE4430039F2E9F91A5FEACED2BEDCA,"itions follows immediately from (i), (ii), and \sref{IV.1.5.4}(v). To prove necessity, choose a dense open subset $U$ of $X$ that is the union of pairwise disjoint irreducible affine open subsets $U_i$ $(1\leq i\leq m)$, each containing a maximal point of $X$ \sref[0]{0.2.1.6}. We may further suppose that $X$ is reduced; if $X$ is affine, we may of course take $U=X$. \oldpage[IV-2]{54} The same argument as in \sref{IV.4.1.2.1} shows that, if $\dim(U_i)=n_i$, there exists a $k$-morphism \[ g_i:U_i\longrightarrow\mathbf{V}_k^{n_i}"
ega4.reference.residual.sha256.a42ff23d817c8859f04551f2cdf1b5edf039fdc9dec1b0729e7b81d7cfa2d190,ega4.reference.candidate.sha256.a42ff23d817c8859f04551f2cdf1b5edf039fdc9dec1b0729e7b81d7cfa2d190,explicit_sref,components/01_section41_dimension_of_algebraic_preschemes.tex,172,47,6549,6569,\sref[II]{II.6.1.10},\sref[II]{II.6.1.10},6.1.10,II,,,,0,,external_or_unavailable_volume_reference,positive_residual,explicit target is outside the standalone EGA-IV reader,D7E8D8C7038B3024518B9460ACA9A2F1B50757C3D71F84B0B89BB368C978CD4C,93BB215B60B36EB3DC5CB81E5A201446E472BA83C5C57ED1DE0FF01E2656A029,"$X$ is affine, we may of course take $U=X$. \oldpage[IV-2]{54} The same argument as in \sref{IV.4.1.2.1} shows that, if $\dim(U_i)=n_i$, there exists a $k$-morphism \[ g_i:U_i\longrightarrow\mathbf{V}_k^{n_i} \] that is finite and dominant, hence surjective \sref[II]{II.6.1.10}. Set \[ n=\dim(X)=\sup_i n_i. \] For every $n_i$ there is a morphism \[ h_i:\mathbf{V}_k^{n_i}\longrightarrow\mathbf{V}_k^n \] which is the closed immersion corresponding to the canonical homomorphism \[ k[T_1,\ldots,T_n]\longrightarrow k[T_1,\ldots,T_{n_i}]"
ega4.reference.residual.sha256.21f77e9c7dcc212cb6b3e889ffeadb044c26f2da5a4e60fd53ce29788d7bf748,ega4.reference.candidate.sha256.21f77e9c7dcc212cb6b3e889ffeadb044c26f2da5a4e60fd53ce29788d7bf748,explicit_sref,components/01_section41_dimension_of_algebraic_preschemes.tex,241,1,8305,8323,\sref[I]{I.3.5.2} ,\sref[I]{I.3.5.2},3.5.2,I,,,,0,,external_or_unavailable_volume_reference,positive_residual,explicit target is outside the standalone EGA-IV reader,D7E8D8C7038B3024518B9460ACA9A2F1B50757C3D71F84B0B89BB368C978CD4C,D9D2D82348F608ABE7333CA3BD48B12CB07A8728C8BB613847697B9D2200915B,"U$ is an everywhere dense open subset of $X$, then \[ u^{-1}(U)=U\otimes_k K \] is dense in $X\otimes_k K$ \sref{IV.2.3.10}. If \[ g:U\longrightarrow\mathbf{V}_k^n \] is finite and surjective, then so is \[ g_{(K)}:U\otimes_k K\longrightarrow\mathbf{V}_K^n \] \sref[I]{I.3.5.2} and \sref[II]{II.6.1.5}. The corollary follows. \end{proof} \begin{corollary}[4.1.5] \phantomsection \label{IV.4.1.5} Let $X$ and $Y$ be two preschemes locally of finite type over a field $k$. Then \[ \dim(X\times_k Y)=\dim(X)+\dim(Y). \] \end{corollary} \be"
ega4.reference.residual.sha256.4e8c094e7848504a6bc09f9c85eadae9e66f6dfb87d53566d63945bd4a7a45c4,ega4.reference.candidate.sha256.4e8c094e7848504a6bc09f9c85eadae9e66f6dfb87d53566d63945bd4a7a45c4,explicit_sref,components/01_section41_dimension_of_algebraic_preschemes.tex,241,23,8327,8346,\sref[II]{II.6.1.5},\sref[II]{II.6.1.5},6.1.5,II,,,,0,,external_or_unavailable_volume_reference,positive_residual,explicit target is outside the standalone EGA-IV reader,D7E8D8C7038B3024518B9460ACA9A2F1B50757C3D71F84B0B89BB368C978CD4C,5A8407BA898AC959119172756118412C51285843DD1C35539E8C2D6B704E3EF3,"nse open subset of $X$, then \[ u^{-1}(U)=U\otimes_k K \] is dense in $X\otimes_k K$ \sref{IV.2.3.10}. If \[ g:U\longrightarrow\mathbf{V}_k^n \] is finite and surjective, then so is \[ g_{(K)}:U\otimes_k K\longrightarrow\mathbf{V}_K^n \] \sref[I]{I.3.5.2} and \sref[II]{II.6.1.5}. The corollary follows. \end{proof} \begin{corollary}[4.1.5] \phantomsection \label{IV.4.1.5} Let $X$ and $Y$ be two preschemes locally of finite type over a field $k$. Then \[ \dim(X\times_k Y)=\dim(X)+\dim(Y). \] \end{corollary} \begin{proof} It is enough"
ega4.reference.residual.sha256.dd2123ac4d5b56b11aa3c1f9d9b1c656d263049a649f2aa5133cc4b3f650f22d,ega4.reference.candidate.sha256.dd2123ac4d5b56b11aa3c1f9d9b1c656d263049a649f2aa5133cc4b3f650f22d,explicit_sref,components/01_section41_dimension_of_algebraic_preschemes.tex,277,26,9135,9153,\sref[I]{I.3.5.2} ,\sref[I]{I.3.5.2},3.5.2,I,,,,0,,external_or_unavailable_volume_reference,positive_residual,explicit target is outside the standalone EGA-IV reader,D7E8D8C7038B3024518B9460ACA9A2F1B50757C3D71F84B0B89BB368C978CD4C,D9D2D82348F608ABE7333CA3BD48B12CB07A8728C8BB613847697B9D2200915B,"4.1.2}, we may suppose that there exist finite surjective $k$-morphisms \[ f:X\longrightarrow\mathbf{V}_k^m, \qquad g:Y\longrightarrow\mathbf{V}_k^n. \] The product morphism \[ f\times g:X\times_k Y\longrightarrow\mathbf{V}_k^{m+n} \] is finite and surjective \sref[I]{I.3.5.2} and \sref[II]{II.6.1.5}, and the result follows. \end{proof}"
