generated_utc,previous_frontier,frontier,change_status,path,payload_group,git_object_sha,claim_boundary
2026-07-07T08:23:01Z,6034c6b4126af7268d61e39ddb2e84d4842202f0,9737e10cb240ce55f402f7af0ee0308d5c1a8d87,A,coordination/non-slavic-core-6034c6b4-19b2-second-wave-visibility-route-20260707/NON_SLAVIC_CORE_6034C6B4_19B2_SECOND_WAVE_VISIBILITY_ROUTE_20260707/B3_HANDOFF_SENT_6034C6B4.md,non_slavic_core_6034_second_wave_visibility_route,9f164414e896e4bd63bd41539730eb2ac0ef281e,source-use/provenance/gap/draft/non-canonical support only; no community-consent/native-review/approval/license/gate/source-certification/final/bridge-pilot/translation-completion claims
2026-07-07T08:23:01Z,6034c6b4126af7268d61e39ddb2e84d4842202f0,9737e10cb240ce55f402f7af0ee0308d5c1a8d87,A,coordination/non-slavic-core-6034c6b4-19b2-second-wave-visibility-route-20260707/NON_SLAVIC_CORE_6034C6B4_19B2_SECOND_WAVE_VISIBILITY_ROUTE_20260707/B3_PACKAGE_ROOT_SUMMARY_6034C6B4.csv,non_slavic_core_6034_second_wave_visibility_route,d710a7c1f873e5c54b696682dc9f9f3ae3221777,source-use/provenance/gap/draft/non-canonical support only; no community-consent/native-review/approval/license/gate/source-certification/final/bridge-pilot/translation-completion claims
2026-07-07T08:23:01Z,6034c6b4126af7268d61e39ddb2e84d4842202f0,9737e10cb240ce55f402f7af0ee0308d5c1a8d87,A,coordination/non-slavic-core-6034c6b4-19b2-second-wave-visibility-route-20260707/NON_SLAVIC_CORE_6034C6B4_19B2_SECOND_WAVE_VISIBILITY_ROUTE_20260707/B3_PACKAGE_SUMMARY_6034C6B4.csv,non_slavic_core_6034_second_wave_visibility_route,78f943f4ab93a09a0a069653d197d3d0f24a3d4a,source-use/provenance/gap/draft/non-canonical support only; no community-consent/native-review/approval/license/gate/source-certification/final/bridge-pilot/translation-completion claims
2026-07-07T08:23:01Z,6034c6b4126af7268d61e39ddb2e84d4842202f0,9737e10cb240ce55f402f7af0ee0308d5c1a8d87,A,coordination/non-slavic-core-6034c6b4-19b2-second-wave-visibility-route-20260707/NON_SLAVIC_CORE_6034C6B4_19B2_SECOND_WAVE_VISIBILITY_ROUTE_20260707/BRANCH_COMPARE_SUMMARY_6034C6B4.csv,non_slavic_core_6034_second_wave_visibility_route,8947b757c1fe2288bcb307e38d74eac4df68659c,source-use/provenance/gap/draft/non-canonical support only; no community-consent/native-review/approval/license/gate/source-certification/final/bridge-pilot/translation-completion claims
2026-07-07T08:23:01Z,6034c6b4126af7268d61e39ddb2e84d4842202f0,9737e10cb240ce55f402f7af0ee0308d5c1a8d87,A,coordination/non-slavic-core-6034c6b4-19b2-second-wave-visibility-route-20260707/NON_SLAVIC_CORE_6034C6B4_19B2_SECOND_WAVE_VISIBILITY_ROUTE_20260707/CHILD_LANE_PACKET_INVENTORY_6034C6B4.csv,non_slavic_core_6034_second_wave_visibility_route,0d2a193bfd47bbfdc1cc8ad8a83649fd41c944ce,source-use/provenance/gap/draft/non-canonical support only; no community-consent/native-review/approval/license/gate/source-certification/final/bridge-pilot/translation-completion claims
2026-07-07T08:23:01Z,6034c6b4126af7268d61e39ddb2e84d4842202f0,9737e10cb240ce55f402f7af0ee0308d5c1a8d87,A,coordination/non-slavic-core-6034c6b4-19b2-second-wave-visibility-route-20260707/NON_SLAVIC_CORE_6034C6B4_19B2_SECOND_WAVE_VISIBILITY_ROUTE_20260707/CHILD_PACKET_CSV_ROW_COUNTS_6034C6B4.csv,non_slavic_core_6034_second_wave_visibility_route,2dd378697698880fc21483e0b489eacf35c8dc47,source-use/provenance/gap/draft/non-canonical support only; no community-consent/native-review/approval/license/gate/source-certification/final/bridge-pilot/translation-completion claims
2026-07-07T08:23:01Z,6034c6b4126af7268d61e39ddb2e84d4842202f0,9737e10cb240ce55f402f7af0ee0308d5c1a8d87,A,coordination/non-slavic-core-6034c6b4-19b2-second-wave-visibility-route-20260707/NON_SLAVIC_CORE_6034C6B4_19B2_SECOND_WAVE_VISIBILITY_ROUTE_20260707/EIGHT_LANE_ROUTING_STATUS_6034C6B4.csv,non_slavic_core_6034_second_wave_visibility_route,fa0ffce7a8bef8407216240a1d8edee24d276b8a,source-use/provenance/gap/draft/non-canonical support only; no community-consent/native-review/approval/license/gate/source-certification/final/bridge-pilot/translation-completion claims
2026-07-07T08:23:01Z,6034c6b4126af7268d61e39ddb2e84d4842202f0,9737e10cb240ce55f402f7af0ee0308d5c1a8d87,A,coordination/non-slavic-core-6034c6b4-19b2-second-wave-visibility-route-20260707/NON_SLAVIC_CORE_6034C6B4_19B2_SECOND_WAVE_VISIBILITY_ROUTE_20260707/EXACT_BLOCKER_RECOVERY_ROWS_6034C6B4.csv,non_slavic_core_6034_second_wave_visibility_route,c45079ca0b7a8165c49c876c9111c58eeebd1dea,source-use/provenance/gap/draft/non-canonical support only; no community-consent/native-review/approval/license/gate/source-certification/final/bridge-pilot/translation-completion claims
2026-07-07T08:23:01Z,6034c6b4126af7268d61e39ddb2e84d4842202f0,9737e10cb240ce55f402f7af0ee0308d5c1a8d87,A,coordination/non-slavic-core-6034c6b4-19b2-second-wave-visibility-route-20260707/NON_SLAVIC_CORE_6034C6B4_19B2_SECOND_WAVE_VISIBILITY_ROUTE_20260707/MANIFEST.csv,non_slavic_core_6034_second_wave_visibility_route,91caf95f41887b840f384c021881e02f82a1fb9a,source-use/provenance/gap/draft/non-canonical support only; no community-consent/native-review/approval/license/gate/source-certification/final/bridge-pilot/translation-completion claims
2026-07-07T08:23:01Z,6034c6b4126af7268d61e39ddb2e84d4842202f0,9737e10cb240ce55f402f7af0ee0308d5c1a8d87,A,coordination/non-slavic-core-6034c6b4-19b2-second-wave-visibility-route-20260707/NON_SLAVIC_CORE_6034C6B4_19B2_SECOND_WAVE_VISIBILITY_ROUTE_20260707/PACKET_MANIFEST_REPLAY_6034C6B4.csv,non_slavic_core_6034_second_wave_visibility_route,61c28956eae22e6dabd5d9efd944e73fd86e2a2d,source-use/provenance/gap/draft/non-canonical support only; no community-consent/native-review/approval/license/gate/source-certification/final/bridge-pilot/translation-completion claims
2026-07-07T08:23:01Z,6034c6b4126af7268d61e39ddb2e84d4842202f0,9737e10cb240ce55f402f7af0ee0308d5c1a8d87,A,coordination/non-slavic-core-6034c6b4-19b2-second-wave-visibility-route-20260707/NON_SLAVIC_CORE_6034C6B4_19B2_SECOND_WAVE_VISIBILITY_ROUTE_20260707/README.md,non_slavic_core_6034_second_wave_visibility_route,e90a86565ea5b906a5a188d258a13bb6129b6a41,source-use/provenance/gap/draft/non-canonical support only; no community-consent/native-review/approval/license/gate/source-certification/final/bridge-pilot/translation-completion claims
