"filename","bytes","sha256","role","source_control_file","current_surface_state"
"00_Noether_German_Cumulative_WorkingSourceControl_P02_P04S07_20260718.pdf","2649969","3F3509AFAE1ED034FAF9989D2B1FAE6C372FFE2E3B780B837C1D9ED417C0D92B","current_german_cumulative_pdf","50_Noether_P02_P04S06S07EN_SHA256_20260719.csv","retained_current_content"
"00_Noether_German_Cumulative_WorkingSourceControl_P02_P04S07_20260718.tex","2152414","8851AF561D7C40B2295DB5D4108684A06015756B9B6FDD7CCE67466E0F7F8134","current_german_cumulative_tex","50_Noether_P02_P04S06S07EN_SHA256_20260719.csv","retained_current_content"
"01e_Noether_Paper04_Section03_English_R823_SourceChecked_20260718.pdf","335273","1672EB5FEA41CBE9CE4272F60E780153721E68CDC53C96FB7EA45C4FBC0DA9F3","bounded_reader_paper04_section03","25_Noether_P04S3_P25Chinese_P24Japanese_P27KoreanVisual_SHA256_20260718.csv","retained_current_content"
"01f_Noether_Paper04_Section04_English_R823_SourceChecked_20260718.pdf","262759","2DCE02526EAB5C28D65042B4B1E0533186CA94D10B51DEF714BEE50DE7722EE8","bounded_reader_paper04_section04_english","33_Noether_P04S4S5_P23Japanese_P29KoreanU01U02_SHA256_20260718.csv","retained_current_content"
"01g_Noether_Paper04_Section05_English_R823_SourceChecked_20260718.pdf","279036","41E8C1FAA1A2B2305C1A72E7C07A10901DA44AEF07321C045BA2CAF86F9F3D7C","bounded_reader_paper04_section05_english","33_Noether_P04S4S5_P23Japanese_P29KoreanU01U02_SHA256_20260718.csv","retained_current_content"
"01h_Noether_Paper04_Section06_English_R823_SourceChecked_20260718.pdf","289603","FC68D48F04C8CA95DE548987E7A1F8D4D5A8248AC6B8750CFEEB85C29DB0940C","bounded_reader_pdf","41_Noether_P04S6_SHA256_20260718.csv","retained_current_content"
"01i_Noether_Paper04_Section07_English_SourceAudited_WorkingCheckpoint_20260719.pdf","311246","657894B2F36996FD5AC543113E32C5C7D8B723C8959ECB9E482673D7C97E6CF5","paper04_section07_english_bounded_pdf","50_Noether_P02_P04S06S07EN_SHA256_20260719.csv","retained_current_content"
"01i_Noether_Paper04_Section07_English_SourceAudited_WorkingCheckpoint_20260719.tex","14273","55F55AF1A09AE756B449FF119EF98EFB5E9B7AB15E52A9F49A330BFA8AFDB7F3","paper04_section07_english_editable_tex","50_Noether_P02_P04S06S07EN_SHA256_20260719.csv","retained_current_content"
"01j_Noether_Paper04_Section08_English_SourceAudited_WorkingCheckpoint_20260719.pdf","328554","779B24EFD7B81006BC5A1994E49A7778422EAEE158320650FA50913F4A9858A3","paper04_section08_bounded_reader_pdf","section08_additive_20260719","new_section08_candidate"
"01j_Noether_Paper04_Section08_English_SourceAudited_WorkingCheckpoint_20260719.tex","17228","5D579A47B0736102E0AB842A3CD0E1FF2232940226F608CBB33FCF88668CA22A","paper04_section08_editable_translation_tex","section08_additive_20260719","new_section08_candidate"
"03b_Noether_Paper26_SimplifiedChinese_R823_WorkingTranslation_20260718.pdf","55082","7F9BA67D232134BDCBE78EB7A3FA4CBD698CB11DBD1B57EC0339036C452E3008","direct_reader_pdf_26_zh_hans","13_Noether_CJK_Papers26_36_DirectPDF_SHA256_20260718.csv","retained_current_content"
"03c_Noether_Paper26_TraditionalChinese_R823_WorkingTranslation_20260718.pdf","80456","18083A34236E694EF742AA805016C1709FA727883C3D28C0C30000A44024BB55","direct_reader_pdf_26_zh_hant","13_Noether_CJK_Papers26_36_DirectPDF_SHA256_20260718.csv","retained_current_content"
"03d_Noether_Paper26_Japanese_R823_WorkingTranslation_20260718.pdf","75649","BF79AD4D725F3D15F145FFC2FD7254226F5DDE2AFCC6BE781DEF3CCE84CF7E97","direct_reader_pdf_26_ja","13_Noether_CJK_Papers26_36_DirectPDF_SHA256_20260718.csv","retained_current_content"
"03e_Noether_Paper26_Korean_R823_WorkingTranslation_20260718.pdf","47665","CFED2AE4D5A2FD60317E575277C1C23375783E75F81D484F98FC29419D00EBE0","direct_reader_pdf_26_ko","13_Noether_CJK_Papers26_36_DirectPDF_SHA256_20260718.csv","retained_current_content"
"03f_Noether_Paper36_SimplifiedChinese_R823_WorkingTranslation_20260718.pdf","35451","58645B1554B9E4FDF72D0D658B45527030991A37A14D164558E8B251BEDE83BF","direct_reader_pdf_36_zh_hans","13_Noether_CJK_Papers26_36_DirectPDF_SHA256_20260718.csv","retained_current_content"
"03g_Noether_Paper36_TraditionalChinese_R823_WorkingTranslation_20260718.pdf","58424","749B51162BD3FD850C33685736633B945515F63EA8219542343762700C333096","direct_reader_pdf_36_zh_hant","13_Noether_CJK_Papers26_36_DirectPDF_SHA256_20260718.csv","retained_current_content"
"03h_Noether_Paper36_Japanese_R823_WorkingTranslation_20260718.pdf","61643","4C526A4FBA54A86AC618A03B3281449958FE9F8759DF87AD90195C7C0799D7E9","direct_reader_pdf_36_ja","13_Noether_CJK_Papers26_36_DirectPDF_SHA256_20260718.csv","retained_current_content"
"03i_Noether_Paper36_Korean_R823_WorkingTranslation_20260718.pdf","33378","7BE16832DB180EEE3726C908EAEA4BDD6D669EB9F20BC66C4E824790F824209C","direct_reader_pdf_36_ko","13_Noether_CJK_Papers26_36_DirectPDF_SHA256_20260718.csv","retained_current_content"
"03q_Noether_Paper25_SimplifiedChinese_P31Reconciled_20260718.pdf","208117","7762F68FF167DAE239D55670E64001BC1979FEB71C9B648C29E34C54C21FC4C7","bounded_reader_paper25_zh_hans_cn","25_Noether_P04S3_P25Chinese_P24Japanese_P27KoreanVisual_SHA256_20260718.csv","retained_current_content"
"03r_Noether_Paper25_TraditionalChinese_Controlled_P31Reconciled_20260718.pdf","215573","55EC6115116AF900A59D4EB846A51148395FADCE240E1D51565698621F9F7D56","bounded_reader_paper25_controlled_zh_hant","25_Noether_P04S3_P25Chinese_P24Japanese_P27KoreanVisual_SHA256_20260718.csv","retained_current_content"
"03s_Noether_Paper23_Japanese_P31Reconciled_20260718.pdf","270267","2D39C6B9D9E81CC38E29A6FB9A354EC489BF13455CC5D96AAF67CAB9FCCEB748","bounded_reader_paper23_japanese","33_Noether_P04S4S5_P23Japanese_P29KoreanU01U02_SHA256_20260718.csv","retained_current_content"
"03t_Noether_Paper29_Korean_U01_P31Reconciled_20260718.pdf","68477","509AFF874A21B2FA0D4098330A80FF4FCB9800D84837C9BAF86A439777D2C676","bounded_reader_paper29_korean_u01","33_Noether_P04S4S5_P23Japanese_P29KoreanU01U02_SHA256_20260718.csv","retained_current_content"
"03u_Noether_Paper29_Korean_U02_P31Reconciled_20260718.pdf","66423","EE0A0ED2E150A5EC48945EA7E47C3F394667F288FF5E933BB00DDF193FBE8988","bounded_reader_paper29_korean_u02","33_Noether_P04S4S5_P23Japanese_P29KoreanU01U02_SHA256_20260718.csv","retained_current_content"
"03v_Noether_Paper37_Chinese_zh-Hans-CN_P31Reconciled_20260718.pdf","283494","86C7274D137A51469F91D6939D3F3583BFB982CFE69ACE264064A473DA62405A","reader_pdf","38_Noether_P37Chinese_P29KoreanU03_SHA256_20260718.csv","retained_current_content"
"03v_Noether_Paper37_Chinese_zh-Hans-CN_P31Reconciled_20260718.tex","20235","A4A0A97E548840915650FE813AED8FC120D2ABE79F3FA76F9ADF35D5EDAB1B0C","editable_tex","38_Noether_P37Chinese_P29KoreanU03_SHA256_20260718.csv","retained_current_content"
"03w_Noether_Paper37_Chinese_zh-Hant-controlled_P31Reconciled_20260718.pdf","292373","35ADCF5A0B9FD5AEEAD16F7E126DFB89B1A9D4BB509FE9661A268C6B897AC36A","reader_pdf","38_Noether_P37Chinese_P29KoreanU03_SHA256_20260718.csv","retained_current_content"
"03w_Noether_Paper37_Chinese_zh-Hant-controlled_P31Reconciled_20260718.tex","20389","FC2493ADE14D66835C0EBAAD7C84C78AFFD33A357594F45384CD518C94F32012","editable_tex","38_Noether_P37Chinese_P29KoreanU03_SHA256_20260718.csv","retained_current_content"
"03x_Noether_Paper29_Korean_U03_P31Reconciled_20260718.pdf","52700","4E6DEC776EE572EFCC97138F21D0AE98ABA5A8F3DD4E3362E1BD2808A23D7A19","bounded_reader_pdf","38_Noether_P37Chinese_P29KoreanU03_SHA256_20260718.csv","retained_current_content"
"03x_Noether_Paper29_Korean_U03_P31Reconciled_20260718.tex","2139","0DFEE79E2DF3A81005BDAF8488E108D9E324703133D0B9548F5A54933975CC60","editable_tex","38_Noether_P37Chinese_P29KoreanU03_SHA256_20260718.csv","retained_current_content"
"03y_Noether_Paper21_Japanese_P31Reconciled_20260718.pdf","175540","BC9F967A46E75BC905F2ED2BBA5F12634C1E62E05F5FFF5F6E941BB31D0E524F","bounded_reader_pdf","46_Noether_P21JA_P29KOU04_SHA256_20260718.csv","retained_current_content"
"03y_Noether_Paper21_Japanese_P31Reconciled_20260718.tex","11566","C8766BF85B516A356649AF5C72CC6B0C09FBDA00078C49DE4E47217907F15F42","editable_translation_tex","46_Noether_P21JA_P29KOU04_SHA256_20260718.csv","retained_current_content"
"03z_Noether_Paper29_Korean_U04_P31Reconciled_20260718.pdf","48680","5AD0B7D710C82B686EA2F67820F2CA29400205E31CD7D7EA1169A530E46CC5DE","bounded_reader_pdf","46_Noether_P21JA_P29KOU04_SHA256_20260718.csv","retained_current_content"
"03z_Noether_Paper29_Korean_U04_P31Reconciled_20260718.tex","2056","A967222517ABF3392BA10B2CF166EDCDF455F13E5D5C29A00A9A49E609ECE9A4","editable_translation_tex","46_Noether_P21JA_P29KOU04_SHA256_20260718.csv","retained_current_content"
"13_Noether_CJK_Papers26_36_DirectPDF_SHA256_20260718.csv","1943","76535FC2535A00107969B157F62D911D89AC35BB97B53396098E28F046C5C610","superseded_incremental_checksum_control","13_Noether_CJK_Papers26_36_DirectPDF_SHA256_20260718.csv","historical_control_index_consolidated"
"21_Noether_Paper04_Section03_English_SourceEvidence_20260718.zip","2003110","8B437CF467A7FA2BF0EFB755D2017D5357479FA502D794AF596612FA15F2C50F","editable_source_and_audit_evidence_paper04_section03","25_Noether_P04S3_P25Chinese_P24Japanese_P27KoreanVisual_SHA256_20260718.csv","retained_current_content"
"22_Noether_Paper25_Chinese_P31Reconciled_SourceEvidence_20260718.zip","5332640","C9EDB497342B8B6A29872480A871D9827C3EB7E31549E8188A26DA9D44E53E6B","editable_target_source_decisions_render_and_audit_evidence_paper25_chinese","25_Noether_P04S3_P25Chinese_P24Japanese_P27KoreanVisual_SHA256_20260718.csv","retained_current_content"
"23_Noether_Paper27_Korean_VisualEvidence_20260718.zip","464701","51274D536C9102EAC5CB4DA0B6CED17929577D28425AEAAC7F2685B864EE5541","visual_evidence_paper27_korean_with_rights_split","25_Noether_P04S3_P25Chinese_P24Japanese_P27KoreanVisual_SHA256_20260718.csv","retained_current_content"
"24_Noether_Paper24_Japanese_VisualEvidence_20260718.zip","13328647","A56E7B57F8FE18BEB7D910EABFF2C24F33406D143AE07DB4BB7756D8B4520073","visual_evidence_paper24_japanese_open_project_generated_renders","25_Noether_P04S3_P25Chinese_P24Japanese_P27KoreanVisual_SHA256_20260718.csv","retained_current_content"
"25_Noether_P04S3_P25Chinese_P24Japanese_P27KoreanVisual_SHA256_20260718.csv","1946","B101806DE07C7AB349C3912214532C31562199527C16BD8C48027911A54EACED","superseded_incremental_checksum_control","25_Noether_P04S3_P25Chinese_P24Japanese_P27KoreanVisual_SHA256_20260718.csv","historical_control_index_consolidated"
"26_Noether_Paper04_Section04_English_SourceEvidence_20260718.zip","935465","3713581A54CB4AE9F6AD8182D06125D3AEE0CF58EA1B34E2457E3186C2B36F84","editable_source_and_audit_evidence_paper04_section04","33_Noether_P04S4S5_P23Japanese_P29KoreanU01U02_SHA256_20260718.csv","retained_current_content"
"27_Noether_Paper04_Section05_English_SourceEvidence_20260718.zip","1837775","AAB7948EF4BD033C968212F0F0FB1C79D914F124B0494F6D6FE487603FE417F5","editable_source_and_audit_evidence_paper04_section05","33_Noether_P04S4S5_P23Japanese_P29KoreanU01U02_SHA256_20260718.csv","retained_current_content"
"28_Noether_Paper23_Japanese_P31Reconciled_SourceEvidence_20260718.zip","370002","720A8C18DF2C653992D3D9D5169369CD06E706849575A836BE1F2DCA55D1999F","editable_source_and_audit_evidence_paper23_japanese","33_Noether_P04S4S5_P23Japanese_P29KoreanU01U02_SHA256_20260718.csv","retained_current_content"
"29_Noether_Paper29_Korean_U01_U02_SourceEvidence_20260718.zip","562137","3C32F97DF803DEC083A7AD059B80D202A289F2E7B7ECEA328735CC67DE2468FA","editable_source_and_audit_evidence_paper29_korean_u01_u02","33_Noether_P04S4S5_P23Japanese_P29KoreanU01U02_SHA256_20260718.csv","retained_current_content"
"30_Noether_Paper23_Japanese_VisualEvidence_20260718.zip","3106137","B4154EF295C46D181FA22220B575114E1F39A6BC4FBEBE99BEF70A6000FDE51E","visual_evidence_paper23_japanese_open_project_renders","33_Noether_P04S4S5_P23Japanese_P29KoreanU01U02_SHA256_20260718.csv","retained_current_content"
"31_Noether_Paper29_Korean_U01_VisualEvidence_20260718.zip","1037376","061A0DBE6A5DA724B1E53B23F604EB33C4F46D6921A6967A5E4BDA70E977AE76","visual_evidence_paper29_korean_u01_rights_split","33_Noether_P04S4S5_P23Japanese_P29KoreanU01U02_SHA256_20260718.csv","retained_current_content"
