"current_head","prior_frontier","status","branch_path","scope","route","r3_authority_effect","r3_lane_action","source_use_label","claims_guard"
"e58a9ef51299cd4ac39263ec88ec697fd379ae91","81db4ba945379e7c267ac6b5049f207e5746e65e","A","interlanguage-sidecar/rtl-persianate-arabic-81db4ba9-source-gated-micro-evidence-20260706/R3_81DB4BA9_SOURCE_GATED_MICRO_EVIDENCE_20260706T095432Z/B3_UPLOADER_READY_SUMMARY.csv","r3_arabic_persianate_linear_algebra","branch_visible_r3_packet","R3 81DB source-gated/text-scan packet is branch-visible; no new bridge, review, license, gate, or completion authority by implication.","refresh E58 routing and recovery from branch-visible R3 packet","branch-delta-provenance","no_bridge_no_cross_gate_merge_no_native_review_no_approval_no_license_no_gate_no_final_no_translation_completion"
"e58a9ef51299cd4ac39263ec88ec697fd379ae91","81db4ba945379e7c267ac6b5049f207e5746e65e","A","interlanguage-sidecar/rtl-persianate-arabic-81db4ba9-source-gated-micro-evidence-20260706/R3_81DB4BA9_SOURCE_GATED_MICRO_EVIDENCE_20260706T095432Z/MANIFEST.csv","r3_arabic_persianate_linear_algebra","branch_visible_r3_packet","R3 81DB source-gated/text-scan packet is branch-visible; no new bridge, review, license, gate, or completion authority by implication.","refresh E58 routing and recovery from branch-visible R3 packet","branch-delta-provenance","no_bridge_no_cross_gate_merge_no_native_review_no_approval_no_license_no_gate_no_final_no_translation_completion"
"e58a9ef51299cd4ac39263ec88ec697fd379ae91","81db4ba945379e7c267ac6b5049f207e5746e65e","A","interlanguage-sidecar/rtl-persianate-arabic-81db4ba9-source-gated-micro-evidence-20260706/R3_81DB4BA9_SOURCE_GATED_MICRO_EVIDENCE_20260706T095432Z/PACKAGE_VALIDATION.json","r3_arabic_persianate_linear_algebra","branch_visible_r3_packet","R3 81DB source-gated/text-scan packet is branch-visible; no new bridge, review, license, gate, or completion authority by implication.","refresh E58 routing and recovery from branch-visible R3 packet","branch-delta-provenance","no_bridge_no_cross_gate_merge_no_native_review_no_approval_no_license_no_gate_no_final_no_translation_completion"
"e58a9ef51299cd4ac39263ec88ec697fd379ae91","81db4ba945379e7c267ac6b5049f207e5746e65e","A","interlanguage-sidecar/rtl-persianate-arabic-81db4ba9-source-gated-micro-evidence-20260706/R3_81DB4BA9_SOURCE_GATED_MICRO_EVIDENCE_20260706T095432Z/R3_81DB4BA9_BLOCKERS_ACTIVE_RECOVERY_SEARCHES.csv","r3_arabic_persianate_linear_algebra","branch_visible_r3_packet","R3 81DB source-gated/text-scan packet is branch-visible; no new bridge, review, license, gate, or completion authority by implication.","refresh E58 routing and recovery from branch-visible R3 packet","branch-delta-provenance","no_bridge_no_cross_gate_merge_no_native_review_no_approval_no_license_no_gate_no_final_no_translation_completion"
"e58a9ef51299cd4ac39263ec88ec697fd379ae91","81db4ba945379e7c267ac6b5049f207e5746e65e","A","interlanguage-sidecar/rtl-persianate-arabic-81db4ba9-source-gated-micro-evidence-20260706/R3_81DB4BA9_SOURCE_GATED_MICRO_EVIDENCE_20260706T095432Z/R3_81DB4BA9_DELTA_FROM_9D7DB086.csv","r3_arabic_persianate_linear_algebra","branch_visible_r3_packet","R3 81DB source-gated/text-scan packet is branch-visible; no new bridge, review, license, gate, or completion authority by implication.","refresh E58 routing and recovery from branch-visible R3 packet","branch-delta-provenance","no_bridge_no_cross_gate_merge_no_native_review_no_approval_no_license_no_gate_no_final_no_translation_completion"
"e58a9ef51299cd4ac39263ec88ec697fd379ae91","81db4ba945379e7c267ac6b5049f207e5746e65e","A","interlanguage-sidecar/rtl-persianate-arabic-81db4ba9-source-gated-micro-evidence-20260706/R3_81DB4BA9_SOURCE_GATED_MICRO_EVIDENCE_20260706T095432Z/R3_81DB4BA9_FABLE_SOURCE_USE_ADVERSE_LEDGER.csv","r3_arabic_persianate_linear_algebra","branch_visible_r3_packet","R3 81DB source-gated/text-scan packet is branch-visible; no new bridge, review, license, gate, or completion authority by implication.","refresh E58 routing and recovery from branch-visible R3 packet","branch-delta-provenance","no_bridge_no_cross_gate_merge_no_native_review_no_approval_no_license_no_gate_no_final_no_translation_completion"
"e58a9ef51299cd4ac39263ec88ec697fd379ae91","81db4ba945379e7c267ac6b5049f207e5746e65e","A","interlanguage-sidecar/rtl-persianate-arabic-81db4ba9-source-gated-micro-evidence-20260706/R3_81DB4BA9_SOURCE_GATED_MICRO_EVIDENCE_20260706T095432Z/R3_81DB4BA9_FORMULA_NEIGHBORING_USAGE_NOTES.csv","r3_arabic_persianate_linear_algebra","branch_visible_r3_packet","R3 81DB source-gated/text-scan packet is branch-visible; no new bridge, review, license, gate, or completion authority by implication.","refresh E58 routing and recovery from branch-visible R3 packet","branch-delta-provenance","no_bridge_no_cross_gate_merge_no_native_review_no_approval_no_license_no_gate_no_final_no_translation_completion"
"e58a9ef51299cd4ac39263ec88ec697fd379ae91","81db4ba945379e7c267ac6b5049f207e5746e65e","A","interlanguage-sidecar/rtl-persianate-arabic-81db4ba9-source-gated-micro-evidence-20260706/R3_81DB4BA9_SOURCE_GATED_MICRO_EVIDENCE_20260706T095432Z/R3_81DB4BA9_LANGUAGE_BOUNDARY_GUARDS.csv","r3_arabic_persianate_linear_algebra","branch_visible_r3_packet","R3 81DB source-gated/text-scan packet is branch-visible; no new bridge, review, license, gate, or completion authority by implication.","refresh E58 routing and recovery from branch-visible R3 packet","branch-delta-provenance","no_bridge_no_cross_gate_merge_no_native_review_no_approval_no_license_no_gate_no_final_no_translation_completion"
"e58a9ef51299cd4ac39263ec88ec697fd379ae91","81db4ba945379e7c267ac6b5049f207e5746e65e","A","interlanguage-sidecar/rtl-persianate-arabic-81db4ba9-source-gated-micro-evidence-20260706/R3_81DB4BA9_SOURCE_GATED_MICRO_EVIDENCE_20260706T095432Z/R3_81DB4BA9_LANGUAGE_GATE_STATUS.csv","r3_arabic_persianate_linear_algebra","branch_visible_r3_packet","R3 81DB source-gated/text-scan packet is branch-visible; no new bridge, review, license, gate, or completion authority by implication.","refresh E58 routing and recovery from branch-visible R3 packet","branch-delta-provenance","no_bridge_no_cross_gate_merge_no_native_review_no_approval_no_license_no_gate_no_final_no_translation_completion"
"e58a9ef51299cd4ac39263ec88ec697fd379ae91","81db4ba945379e7c267ac6b5049f207e5746e65e","A","interlanguage-sidecar/rtl-persianate-arabic-81db4ba9-source-gated-micro-evidence-20260706/R3_81DB4BA9_SOURCE_GATED_MICRO_EVIDENCE_20260706T095432Z/R3_81DB4BA9_LITERAL_SOURCE_BODY_CANON_INDEX.csv","r3_arabic_persianate_linear_algebra","branch_visible_r3_packet","R3 81DB source-gated/text-scan packet is branch-visible; no new bridge, review, license, gate, or completion authority by implication.","refresh E58 routing and recovery from branch-visible R3 packet","branch-delta-provenance","no_bridge_no_cross_gate_merge_no_native_review_no_approval_no_license_no_gate_no_final_no_translation_completion"
