"branch_head","claim","value","evidence_basis"
"32e14f174bd9436bfa31dd5488d712cab56af345","mapping","zero_or_false","No direct reviewer/source-return evidence changed counts in this pass."
"32e14f174bd9436bfa31dd5488d712cab56af345","translation","zero_or_false","No direct reviewer/source-return evidence changed counts in this pass."
"32e14f174bd9436bfa31dd5488d712cab56af345","approval","zero_or_false","No direct reviewer/source-return evidence changed counts in this pass."
"32e14f174bd9436bfa31dd5488d712cab56af345","native_review","zero_or_false","No direct reviewer/source-return evidence changed counts in this pass."
"32e14f174bd9436bfa31dd5488d712cab56af345","accepted_terminology","zero_or_false","No direct reviewer/source-return evidence changed counts in this pass."
"32e14f174bd9436bfa31dd5488d712cab56af345","license_clearance","zero_or_false","No direct reviewer/source-return evidence changed counts in this pass."
"32e14f174bd9436bfa31dd5488d712cab56af345","gate_promotion","zero_or_false","No direct reviewer/source-return evidence changed counts in this pass."
"32e14f174bd9436bfa31dd5488d712cab56af345","source_certification","zero_or_false","No direct reviewer/source-return evidence changed counts in this pass."
"32e14f174bd9436bfa31dd5488d712cab56af345","final_status","zero_or_false","No direct reviewer/source-return evidence changed counts in this pass."
"32e14f174bd9436bfa31dd5488d712cab56af345","bridge_pilot","zero_or_false","No direct reviewer/source-return evidence changed counts in this pass."
"32e14f174bd9436bfa31dd5488d712cab56af345","translation_completion","zero_or_false","No direct reviewer/source-return evidence changed counts in this pass."
