"dest","expected_sha256","actual_sha256","status"
"uploader-transfer/non-slavic-core-32e14f17-ce79-olp-330-b3-route-20260707/NON_SLAVIC_CORE_32E14F17_CE79_OLP_330_B3_ROUTE_20260707/B3_HANDOFF_BOUNDARY_ROWS_32E14F17.csv","c63732af75f1bb0dbea81739429df6b1eca6494df1e19b7c764965ad85fede98","c63732af75f1bb0dbea81739429df6b1eca6494df1e19b7c764965ad85fede98","ok"
"uploader-transfer/non-slavic-core-32e14f17-ce79-olp-330-b3-route-20260707/NON_SLAVIC_CORE_32E14F17_CE79_OLP_330_B3_ROUTE_20260707/B3_HANDOFF_SENT_32E14F17.md","274fdd297b6bc0766d5c3bddceca4b6a859d048ea94d739752c4be9b792a7148","274fdd297b6bc0766d5c3bddceca4b6a859d048ea94d739752c4be9b792a7148","ok"
"uploader-transfer/non-slavic-core-32e14f17-ce79-olp-330-b3-route-20260707/NON_SLAVIC_CORE_32E14F17_CE79_OLP_330_B3_ROUTE_20260707/BRANCH_READBACK_ROWS_32E14F17.csv","a32cc851e415e1ed8c29fffd2472771da1f676bddec6fb8462b2440ab9061ff7","a32cc851e415e1ed8c29fffd2472771da1f676bddec6fb8462b2440ab9061ff7","ok"
"uploader-transfer/non-slavic-core-32e14f17-ce79-olp-330-b3-route-20260707/NON_SLAVIC_CORE_32E14F17_CE79_OLP_330_B3_ROUTE_20260707/CHILD_PACKET_INVENTORY_32E14F17.csv","54c0560db047d4f1aa6a2df72d278036aaf4315a3f87ab929e40eae9551cdc83","54c0560db047d4f1aa6a2df72d278036aaf4315a3f87ab929e40eae9551cdc83","ok"
"uploader-transfer/non-slavic-core-32e14f17-ce79-olp-330-b3-route-20260707/NON_SLAVIC_CORE_32E14F17_CE79_OLP_330_B3_ROUTE_20260707/EIGHT_LANE_ROUTING_ROWS_32E14F17.csv","869478a298f0c85e8c3f6ad9a9baab8a217a244dc325832e1b253249c431804b","869478a298f0c85e8c3f6ad9a9baab8a217a244dc325832e1b253249c431804b","ok"
"uploader-transfer/non-slavic-core-32e14f17-ce79-olp-330-b3-route-20260707/NON_SLAVIC_CORE_32E14F17_CE79_OLP_330_B3_ROUTE_20260707/EXACT_BLOCKER_RECOVERY_ROWS_32E14F17.csv","746896fb0a80056b42dc8cd0dd4897ca6950100e20f86c4b2030785e9d69c753","746896fb0a80056b42dc8cd0dd4897ca6950100e20f86c4b2030785e9d69c753","ok"
"uploader-transfer/non-slavic-core-32e14f17-ce79-olp-330-b3-route-20260707/NON_SLAVIC_CORE_32E14F17_CE79_OLP_330_B3_ROUTE_20260707/LOCAL_VALIDATION_ROWS_32E14F17.csv","3cf6243fa15d802fefd237025d07d501113166e2f8738512707bcbe0cdc651b4","3cf6243fa15d802fefd237025d07d501113166e2f8738512707bcbe0cdc651b4","ok"
"uploader-transfer/non-slavic-core-32e14f17-ce79-olp-330-b3-route-20260707/NON_SLAVIC_CORE_32E14F17_CE79_OLP_330_B3_ROUTE_20260707/README.md","7f7e4702c012030304e52e894e5e0dc4522b1ef78ec37d248c0d7007b65f3451","7f7e4702c012030304e52e894e5e0dc4522b1ef78ec37d248c0d7007b65f3451","ok"
"uploader-transfer/non-slavic-core-32e14f17-ce79-olp-330-b3-route-20260707/NON_SLAVIC_CORE_32E14F17_CE79_OLP_330_B3_ROUTE_20260707/SOURCE_USE_GAP_FABLE_ADVERSE_ROWS_32E14F17.csv","160304bb5fd927fff34a70cad42d774152f1461d85f557df27bd2ae3389523f7","160304bb5fd927fff34a70cad42d774152f1461d85f557df27bd2ae3389523f7","ok"
"uploader-transfer/non-slavic-core-32e14f17-ce79-olp-330-b3-route-20260707/NON_SLAVIC_CORE_32E14F17_CE79_OLP_330_B3_ROUTE_20260707/SUMMARY.json","90492c345694d663afc5c11bd8f6d2dfe8f4ac39d17605cea5fbf87019367655","90492c345694d663afc5c11bd8f6d2dfe8f4ac39d17605cea5fbf87019367655","ok"
"uploader-transfer/non-slavic-core-32e14f17-ce79-olp-330-b3-route-20260707/NON_SLAVIC_CORE_32E14F17_CE79_OLP_330_B3_ROUTE_20260707/MANIFEST.csv","92e502fce18a6b32f4a97c4397fc41d7d51bb96b3781138c0cd74fac94b824e4","92e502fce18a6b32f4a97c4397fc41d7d51bb96b3781138c0cd74fac94b824e4","ok"
"uploader-transfer/non-slavic-core-32e14f17-ce79-olp-330-b3-route-20260707/NON_SLAVIC_CORE_32E14F17_CE79_OLP_330_B3_ROUTE_20260707/SHA256SUMS.txt","63a44c975a1a9cdb00e1b9fb86911bcf7e489f84259d80577aa8c06698612254","63a44c975a1a9cdb00e1b9fb86911bcf7e489f84259d80577aa8c06698612254","ok"
