"row_id","language_code","language","search_term","repository","repository_url","path","blob_url","repo_license_spdx","repo_license_name","license_access_signal","blocked_reason","blocked_detail","topic_tags","target_language_marker_terms","local_artifact_path","candidate_manifest_path","candidate_manifest_sha256","blocked_manifest_path","blocked_manifest_sha256","promotion_decision","blocker_effect","rate_limit_effect","authority_boundary"
"dsb_github_tex_retry_01","dsb","Lower Sorbian","dolnoserb","yannisl/phd","https://github.com/yannisl/phd","languages/bassah-vah.tex","https://github.com/yannisl/phd/blob/7f27c209b75ca98c6e6b7a21297dce202aaa0b3c/languages/bassah-vah.tex","","","blocked_missing_or_unclear_license_metadata","blocked_missing_or_unclear_license_metadata","",,,"C:\Users\memo_\Documents\Codex\2026-07-04\noether-slavic-canonical-baseline\noether-slavic-source-canon\20260704\NOETHER_SLAVIC_SOURCE_CANON_GITHUB_TEX_20260705T0255Z","C:\Users\memo_\Documents\Codex\2026-07-04\noether-slavic-canonical-baseline\noether-slavic-source-canon\20260704\NOETHER_SLAVIC_SOURCE_CANON_GITHUB_TEX_20260705T0255Z\manifests\GITHUB_TEX_TARGET_LANGUAGE_CANDIDATES.csv","F87D20681CE5B8CA73A9FE20EC704F908EC1B4E1142BF3EBA0EB531D1B843E7B","C:\Users\memo_\Documents\Codex\2026-07-04\noether-slavic-canonical-baseline\noether-slavic-source-canon\20260704\NOETHER_SLAVIC_SOURCE_CANON_GITHUB_TEX_20260705T0255Z\manifests\GITHUB_TEX_BLOCKED_OR_NOT_UPLOADED.csv","42BC95905A97091F49416189D3FABC83CEAD4144B5285B5780EBF4269E52AB24","no_promotion_no_payload_or_authority_signal","lower_sorbian_fulltext_or_source_blocker_remains_open","prior_rate_limit_ambiguity_resolved_by_this_retry","source-canon GitHub TeX retry evidence only; no native review, canonical approval, license clearance, accepted correction, source promotion, or translation completion"
"dsb_github_tex_retry_02","dsb","Lower Sorbian","dolnoserb","ZalozbaDev/poster_language_technologies","https://github.com/ZalozbaDev/poster_language_technologies","04_language_research.tex","https://github.com/ZalozbaDev/poster_language_technologies/blob/8b886c3f3ec000a319e397b78e00add1539af36e/04_language_research.tex","CC-BY-4.0","Creative Commons Attribution 4.0 International","open_license_metadata","blocked_no_algebra_topic_signal_in_source","dolnoserb",,,"C:\Users\memo_\Documents\Codex\2026-07-04\noether-slavic-canonical-baseline\noether-slavic-source-canon\20260704\NOETHER_SLAVIC_SOURCE_CANON_GITHUB_TEX_20260705T0255Z","C:\Users\memo_\Documents\Codex\2026-07-04\noether-slavic-canonical-baseline\noether-slavic-source-canon\20260704\NOETHER_SLAVIC_SOURCE_CANON_GITHUB_TEX_20260705T0255Z\manifests\GITHUB_TEX_TARGET_LANGUAGE_CANDIDATES.csv","F87D20681CE5B8CA73A9FE20EC704F908EC1B4E1142BF3EBA0EB531D1B843E7B","C:\Users\memo_\Documents\Codex\2026-07-04\noether-slavic-canonical-baseline\noether-slavic-source-canon\20260704\NOETHER_SLAVIC_SOURCE_CANON_GITHUB_TEX_20260705T0255Z\manifests\GITHUB_TEX_BLOCKED_OR_NOT_UPLOADED.csv","42BC95905A97091F49416189D3FABC83CEAD4144B5285B5780EBF4269E52AB24","no_promotion_no_payload_or_authority_signal","lower_sorbian_fulltext_or_source_blocker_remains_open","prior_rate_limit_ambiguity_resolved_by_this_retry","source-canon GitHub TeX retry evidence only; no native review, canonical approval, license clearance, accepted correction, source promotion, or translation completion"
"dsb_github_tex_retry_03","dsb","Lower Sorbian","kružk","alanmatzumiya/pySpectralPDE","https://github.com/alanmatzumiya/pySpectralPDE","docs/bibliograph/bibliography.tex","https://github.com/alanmatzumiya/pySpectralPDE/blob/c5e2a019312fb8f9bc193b04b07b7815e6ed4032/docs/bibliograph/bibliography.tex","","","blocked_missing_or_unclear_license_metadata","blocked_missing_or_unclear_license_metadata","",,,"C:\Users\memo_\Documents\Codex\2026-07-04\noether-slavic-canonical-baseline\noether-slavic-source-canon\20260704\NOETHER_SLAVIC_SOURCE_CANON_GITHUB_TEX_20260705T0255Z","C:\Users\memo_\Documents\Codex\2026-07-04\noether-slavic-canonical-baseline\noether-slavic-source-canon\20260704\NOETHER_SLAVIC_SOURCE_CANON_GITHUB_TEX_20260705T0255Z\manifests\GITHUB_TEX_TARGET_LANGUAGE_CANDIDATES.csv","F87D20681CE5B8CA73A9FE20EC704F908EC1B4E1142BF3EBA0EB531D1B843E7B","C:\Users\memo_\Documents\Codex\2026-07-04\noether-slavic-canonical-baseline\noether-slavic-source-canon\20260704\NOETHER_SLAVIC_SOURCE_CANON_GITHUB_TEX_20260705T0255Z\manifests\GITHUB_TEX_BLOCKED_OR_NOT_UPLOADED.csv","42BC95905A97091F49416189D3FABC83CEAD4144B5285B5780EBF4269E52AB24","no_promotion_no_payload_or_authority_signal","lower_sorbian_fulltext_or_source_blocker_remains_open","prior_rate_limit_ambiguity_resolved_by_this_retry","source-canon GitHub TeX retry evidence only; no native review, canonical approval, license clearance, accepted correction, source promotion, or translation completion"
"dsb_github_tex_retry_04","dsb","Lower Sorbian","kružk","PrimeFoldTheory/foundations","https://github.com/PrimeFoldTheory/foundations","paper/legacy/old_module1/old_Mod1v2.tex","https://github.com/PrimeFoldTheory/foundations/blob/8efecdabac05d8847dd8f89bd1f471bb9cf4c77a/paper/legacy/old_module1/old_Mod1v2.tex","OTHER","Other","blocked_missing_or_unclear_license_metadata","blocked_missing_or_unclear_license_metadata","OTHER",,,"C:\Users\memo_\Documents\Codex\2026-07-04\noether-slavic-canonical-baseline\noether-slavic-source-canon\20260704\NOETHER_SLAVIC_SOURCE_CANON_GITHUB_TEX_20260705T0255Z","C:\Users\memo_\Documents\Codex\2026-07-04\noether-slavic-canonical-baseline\noether-slavic-source-canon\20260704\NOETHER_SLAVIC_SOURCE_CANON_GITHUB_TEX_20260705T0255Z\manifests\GITHUB_TEX_TARGET_LANGUAGE_CANDIDATES.csv","F87D20681CE5B8CA73A9FE20EC704F908EC1B4E1142BF3EBA0EB531D1B843E7B","C:\Users\memo_\Documents\Codex\2026-07-04\noether-slavic-canonical-baseline\noether-slavic-source-canon\20260704\NOETHER_SLAVIC_SOURCE_CANON_GITHUB_TEX_20260705T0255Z\manifests\GITHUB_TEX_BLOCKED_OR_NOT_UPLOADED.csv","42BC95905A97091F49416189D3FABC83CEAD4144B5285B5780EBF4269E52AB24","no_promotion_no_payload_or_authority_signal","lower_sorbian_fulltext_or_source_blocker_remains_open","prior_rate_limit_ambiguity_resolved_by_this_retry","source-canon GitHub TeX retry evidence only; no native review, canonical approval, license clearance, accepted correction, source promotion, or translation completion"
"dsb_github_tex_retry_05","dsb","Lower Sorbian","kružk","alanmatzumiya/alanmatzumiya.github.io","https://github.com/alanmatzumiya/alanmatzumiya.github.io","assets/portfolio/master/thesis-docs/bibliograph/bibliography.tex","https://github.com/alanmatzumiya/alanmatzumiya.github.io/blob/efdd6129ac2fb78094af57f626c12c1be0cf15b8/assets/portfolio/master/thesis-docs/bibliograph/bibliography.tex","","","blocked_missing_or_unclear_license_metadata","blocked_missing_or_unclear_license_metadata","",,,"C:\Users\memo_\Documents\Codex\2026-07-04\noether-slavic-canonical-baseline\noether-slavic-source-canon\20260704\NOETHER_SLAVIC_SOURCE_CANON_GITHUB_TEX_20260705T0255Z","C:\Users\memo_\Documents\Codex\2026-07-04\noether-slavic-canonical-baseline\noether-slavic-source-canon\20260704\NOETHER_SLAVIC_SOURCE_CANON_GITHUB_TEX_20260705T0255Z\manifests\GITHUB_TEX_TARGET_LANGUAGE_CANDIDATES.csv","F87D20681CE5B8CA73A9FE20EC704F908EC1B4E1142BF3EBA0EB531D1B843E7B","C:\Users\memo_\Documents\Codex\2026-07-04\noether-slavic-canonical-baseline\noether-slavic-source-canon\20260704\NOETHER_SLAVIC_SOURCE_CANON_GITHUB_TEX_20260705T0255Z\manifests\GITHUB_TEX_BLOCKED_OR_NOT_UPLOADED.csv","42BC95905A97091F49416189D3FABC83CEAD4144B5285B5780EBF4269E52AB24","no_promotion_no_payload_or_authority_signal","lower_sorbian_fulltext_or_source_blocker_remains_open","prior_rate_limit_ambiguity_resolved_by_this_retry","source-canon GitHub TeX retry evidence only; no native review, canonical approval, license clearance, accepted correction, source promotion, or translation completion"
"dsb_github_tex_retry_06","dsb","Lower Sorbian","inwariant","dawidpawliczek4/aisd-solutions","https://github.com/dawidpawliczek4/aisd-solutions","lista2/tex/z4.tex","https://github.com/dawidpawliczek4/aisd-solutions/blob/452676de7a38ef49ee4fdcc82395e2ccfcd7d802/lista2/tex/z4.tex","","","blocked_missing_or_unclear_license_metadata","blocked_missing_or_unclear_license_metadata","",,,"C:\Users\memo_\Documents\Codex\2026-07-04\noether-slavic-canonical-baseline\noether-slavic-source-canon\20260704\NOETHER_SLAVIC_SOURCE_CANON_GITHUB_TEX_20260705T0255Z","C:\Users\memo_\Documents\Codex\2026-07-04\noether-slavic-canonical-baseline\noether-slavic-source-canon\20260704\NOETHER_SLAVIC_SOURCE_CANON_GITHUB_TEX_20260705T0255Z\manifests\GITHUB_TEX_TARGET_LANGUAGE_CANDIDATES.csv","F87D20681CE5B8CA73A9FE20EC704F908EC1B4E1142BF3EBA0EB531D1B843E7B","C:\Users\memo_\Documents\Codex\2026-07-04\noether-slavic-canonical-baseline\noether-slavic-source-canon\20260704\NOETHER_SLAVIC_SOURCE_CANON_GITHUB_TEX_20260705T0255Z\manifests\GITHUB_TEX_BLOCKED_OR_NOT_UPLOADED.csv","42BC95905A97091F49416189D3FABC83CEAD4144B5285B5780EBF4269E52AB24","no_promotion_no_payload_or_authority_signal","lower_sorbian_fulltext_or_source_blocker_remains_open","prior_rate_limit_ambiguity_resolved_by_this_retry","source-canon GitHub TeX retry evidence only; no native review, canonical approval, license clearance, accepted correction, source promotion, or translation completion"
"dsb_github_tex_retry_07","dsb","Lower Sorbian","inwariant","KarolKozlowski22/MMFI_projekt","https://github.com/KarolKozlowski22/MMFI_projekt","presentation/main.tex","https://github.com/KarolKozlowski22/MMFI_projekt/blob/3fedea1ec517aedbd47a63d61b4a8cc69f12208e/presentation/main.tex","","","blocked_missing_or_unclear_license_metadata","blocked_obvious_nonmath_path","template/song/presentation path pattern",,,"C:\Users\memo_\Documents\Codex\2026-07-04\noether-slavic-canonical-baseline\noether-slavic-source-canon\20260704\NOETHER_SLAVIC_SOURCE_CANON_GITHUB_TEX_20260705T0255Z","C:\Users\memo_\Documents\Codex\2026-07-04\noether-slavic-canonical-baseline\noether-slavic-source-canon\20260704\NOETHER_SLAVIC_SOURCE_CANON_GITHUB_TEX_20260705T0255Z\manifests\GITHUB_TEX_TARGET_LANGUAGE_CANDIDATES.csv","F87D20681CE5B8CA73A9FE20EC704F908EC1B4E1142BF3EBA0EB531D1B843E7B","C:\Users\memo_\Documents\Codex\2026-07-04\noether-slavic-canonical-baseline\noether-slavic-source-canon\20260704\NOETHER_SLAVIC_SOURCE_CANON_GITHUB_TEX_20260705T0255Z\manifests\GITHUB_TEX_BLOCKED_OR_NOT_UPLOADED.csv","42BC95905A97091F49416189D3FABC83CEAD4144B5285B5780EBF4269E52AB24","no_promotion_no_payload_or_authority_signal","lower_sorbian_fulltext_or_source_blocker_remains_open","prior_rate_limit_ambiguity_resolved_by_this_retry","source-canon GitHub TeX retry evidence only; no native review, canonical approval, license clearance, accepted correction, source promotion, or translation completion"
"dsb_github_tex_retry_08","dsb","Lower Sorbian","inwariant","Agrabski/C-equals-1","https://github.com/Agrabski/C-equals-1","Papers/WUT-Master-Thesis/tex/8-dalsza.tex","https://github.com/Agrabski/C-equals-1/blob/55e5bc51440d56cbede216e94ec3d5dd371c472e/Papers/WUT-Master-Thesis/tex/8-dalsza.tex","","","blocked_missing_or_unclear_license_metadata","blocked_missing_or_unclear_license_metadata","",,,"C:\Users\memo_\Documents\Codex\2026-07-04\noether-slavic-canonical-baseline\noether-slavic-source-canon\20260704\NOETHER_SLAVIC_SOURCE_CANON_GITHUB_TEX_20260705T0255Z","C:\Users\memo_\Documents\Codex\2026-07-04\noether-slavic-canonical-baseline\noether-slavic-source-canon\20260704\NOETHER_SLAVIC_SOURCE_CANON_GITHUB_TEX_20260705T0255Z\manifests\GITHUB_TEX_TARGET_LANGUAGE_CANDIDATES.csv","F87D20681CE5B8CA73A9FE20EC704F908EC1B4E1142BF3EBA0EB531D1B843E7B","C:\Users\memo_\Documents\Codex\2026-07-04\noether-slavic-canonical-baseline\noether-slavic-source-canon\20260704\NOETHER_SLAVIC_SOURCE_CANON_GITHUB_TEX_20260705T0255Z\manifests\GITHUB_TEX_BLOCKED_OR_NOT_UPLOADED.csv","42BC95905A97091F49416189D3FABC83CEAD4144B5285B5780EBF4269E52AB24","no_promotion_no_payload_or_authority_signal","lower_sorbian_fulltext_or_source_blocker_remains_open","prior_rate_limit_ambiguity_resolved_by_this_retry","source-canon GitHub TeX retry evidence only; no native review, canonical approval, license clearance, accepted correction, source promotion, or translation completion"
"dsb_github_tex_retry_09","dsb","Lower Sorbian","matematika","matfyz/statnice","https://github.com/matfyz/statnice","bc/Matematika.tex","https://github.com/matfyz/statnice/blob/bfd3e27806de61d752d69309ca2cd786c4055a83/bc/Matematika.tex","","","blocked_missing_or_unclear_license_metadata","blocked_missing_or_unclear_license_metadata","",,,"C:\Users\memo_\Documents\Codex\2026-07-04\noether-slavic-canonical-baseline\noether-slavic-source-canon\20260704\NOETHER_SLAVIC_SOURCE_CANON_GITHUB_TEX_20260705T0255Z","C:\Users\memo_\Documents\Codex\2026-07-04\noether-slavic-canonical-baseline\noether-slavic-source-canon\20260704\NOETHER_SLAVIC_SOURCE_CANON_GITHUB_TEX_20260705T0255Z\manifests\GITHUB_TEX_TARGET_LANGUAGE_CANDIDATES.csv","F87D20681CE5B8CA73A9FE20EC704F908EC1B4E1142BF3EBA0EB531D1B843E7B","C:\Users\memo_\Documents\Codex\2026-07-04\noether-slavic-canonical-baseline\noether-slavic-source-canon\20260704\NOETHER_SLAVIC_SOURCE_CANON_GITHUB_TEX_20260705T0255Z\manifests\GITHUB_TEX_BLOCKED_OR_NOT_UPLOADED.csv","42BC95905A97091F49416189D3FABC83CEAD4144B5285B5780EBF4269E52AB24","no_promotion_no_payload_or_authority_signal","lower_sorbian_fulltext_or_source_blocker_remains_open","prior_rate_limit_ambiguity_resolved_by_this_retry","source-canon GitHub TeX retry evidence only; no native review, canonical approval, license clearance, accepted correction, source promotion, or translation completion"
"dsb_github_tex_retry_10","dsb","Lower Sorbian","matematika","zenwor/silabus","https://github.com/zenwor/silabus","matematika/matematika.tex","https://github.com/zenwor/silabus/blob/b60496515dfdd49660e3b441c3311a17a45a1bdf/matematika/matematika.tex","MIT","MIT License","open_license_metadata","blocked_no_target_language_marker_in_source","algebra; matematika",,,"C:\Users\memo_\Documents\Codex\2026-07-04\noether-slavic-canonical-baseline\noether-slavic-source-canon\20260704\NOETHER_SLAVIC_SOURCE_CANON_GITHUB_TEX_20260705T0255Z","C:\Users\memo_\Documents\Codex\2026-07-04\noether-slavic-canonical-baseline\noether-slavic-source-canon\20260704\NOETHER_SLAVIC_SOURCE_CANON_GITHUB_TEX_20260705T0255Z\manifests\GITHUB_TEX_TARGET_LANGUAGE_CANDIDATES.csv","F87D20681CE5B8CA73A9FE20EC704F908EC1B4E1142BF3EBA0EB531D1B843E7B","C:\Users\memo_\Documents\Codex\2026-07-04\noether-slavic-canonical-baseline\noether-slavic-source-canon\20260704\NOETHER_SLAVIC_SOURCE_CANON_GITHUB_TEX_20260705T0255Z\manifests\GITHUB_TEX_BLOCKED_OR_NOT_UPLOADED.csv","42BC95905A97091F49416189D3FABC83CEAD4144B5285B5780EBF4269E52AB24","no_promotion_no_payload_or_authority_signal","lower_sorbian_fulltext_or_source_blocker_remains_open","prior_rate_limit_ambiguity_resolved_by_this_retry","source-canon GitHub TeX retry evidence only; no native review, canonical approval, license clearance, accepted correction, source promotion, or translation completion"
