"filename","local_path","bytes","sha256","entries","last_write_time","role"
"Noether_R372_LocalCodex_R371_P30p34_37_SourceAudit_NoPatch_20260630.zip","C:\Users\Floris\Documents\Papors\Chatnotes\CHat translates and clean\Noether Multilingual\Noether_R372_LocalCodex_R371_P30p34_37_SourceAudit_NoPatch_20260630.zip","11682995","5056653F1570842DAB7953D4F12E24C5FC43BFE5F747C9FE8ED4CB0CB91E21E9","11","2026-06-30T23:53:06","no_patch_source_audit_or_survival_support"
"Noether_R373_LocalCodex_R371_P30p38_40_SourceAudit_NoPatch_20260630.zip","C:\Users\Floris\Documents\Papors\Chatnotes\CHat translates and clean\Noether Multilingual\Noether_R373_LocalCodex_R371_P30p38_40_SourceAudit_NoPatch_20260630.zip","9555596","88E8CD3A2FEC291DE555FC04D3EF514908C7360122E8E5F1EA8DE189EBF847EE","11","2026-06-30T23:59:20","no_patch_source_audit_or_survival_support"
"Noether_R374_LocalCodex_R371_P30p41_43_SourceAudit_NoPatch_20260630.zip","C:\Users\Floris\Documents\Papors\Chatnotes\CHat translates and clean\Noether Multilingual\Noether_R374_LocalCodex_R371_P30p41_43_SourceAudit_NoPatch_20260630.zip","25094722","2E5820AAD74A54EB2426E8F2BB528620A65A1A2AC13C944E6F0E8D1BE22EFD50","21","2026-07-01T00:05:49","no_patch_source_audit_or_survival_support"
"Noether_R375_LocalCodex_R371_P30p46_SatzI_SourceStyleFix_20260630.zip","C:\Users\Floris\Documents\Papors\Chatnotes\CHat translates and clean\Noether Multilingual\Noether_R375_LocalCodex_R371_P30p46_SatzI_SourceStyleFix_20260630.zip","25980647","92CDDB1FC57EB70270D86A6AC3E7990F33C9A87B344278CA6DAD2991C1B46660","26","2026-07-01T00:10:00","intermediate_source_fix_or_audit_support"
"Noether_R376_LocalCodex_R375_P30p47_49_SourceFixes_20260701.zip","C:\Users\Floris\Documents\Papors\Chatnotes\CHat translates and clean\Noether Multilingual\Noether_R376_LocalCodex_R375_P30p47_49_SourceFixes_20260701.zip","25615213","2000CFE27F63525D1D95DE190F6FFD9E815241EA9DA0FBC6F4DFC82F92D4D1B2","26","2026-07-01T00:17:43","intermediate_source_fix_or_audit_support"
"Noether_R377_LocalCodex_R376_P30p50_52_SourceFixes_20260701.zip","C:\Users\Floris\Documents\Papors\Chatnotes\CHat translates and clean\Noether Multilingual\Noether_R377_LocalCodex_R376_P30p50_52_SourceFixes_20260701.zip","25143283","08C756B05DD940838228E475541C408E367F88CA1D35076DD439D06B6777AE44","27","2026-07-01T00:25:42","intermediate_source_fix_or_audit_support"
"Noether_R378_LocalCodex_R377_WebR278_P30p53_55_SourceFixes_20260701.zip","C:\Users\Floris\Documents\Papors\Chatnotes\CHat translates and clean\Noether Multilingual\Noether_R378_LocalCodex_R377_WebR278_P30p53_55_SourceFixes_20260701.zip","28320544","ECC4AF95F10544D8F95148744D0C04EF7759695EE6495EA27C8E007ED423261E","31","2026-07-01T00:37:32","intermediate_source_fix_or_audit_support"
"Noether_R379_LocalCodex_R378_P30p56_58_SourceFixes_20260701.zip","C:\Users\Floris\Documents\Papors\Chatnotes\CHat translates and clean\Noether Multilingual\Noether_R379_LocalCodex_R378_P30p56_58_SourceFixes_20260701.zip","25451410","7D72D50AF8D26409B47006C0A771BB87DA98C594AAFB7EB9271C3E38A63895DD","28","2026-07-01T00:49:05","intermediate_source_fix_or_audit_support"
"Noether_R380_LocalCodex_R379_P30p59_61_SourceFixes_20260701.zip","C:\Users\Floris\Documents\Papors\Chatnotes\CHat translates and clean\Noether Multilingual\Noether_R380_LocalCodex_R379_P30p59_61_SourceFixes_20260701.zip","25542884","DEEB8B4DEB978516CD0D8AE46B8FE9D1ED4C68AFF68B1F2060B674B9A11BF46B","29","2026-07-01T00:59:19","intermediate_source_fix_or_audit_support"
"Noether_R381_LocalCodex_R380_P31p82_86_SourceFixes_20260701.zip","C:\Users\Floris\Documents\Papors\Chatnotes\CHat translates and clean\Noether Multilingual\Noether_R381_LocalCodex_R380_P31p82_86_SourceFixes_20260701.zip","22171201","E544F11538C546710F32750B3B672EB9D9631A097E533401813EF954CBF77255","22","2026-07-01T01:11:45","intermediate_source_fix_or_audit_support"
"Noether_R382_LocalCodex_R381_P31p87_SourceFixes_20260701.zip","C:\Users\Floris\Documents\Papors\Chatnotes\CHat translates and clean\Noether Multilingual\Noether_R382_LocalCodex_R381_P31p87_SourceFixes_20260701.zip","44976150","AAD221CFF77B6B51A3C971EC42C91F9198BF1B4E2085FAD96767823986635E58","23","2026-07-01T01:14:32","intermediate_source_fix_or_audit_support"
"Noether_R383_LocalCodex_R382_P31p88_89_SourceFixes_20260701.zip","C:\Users\Floris\Documents\Papors\Chatnotes\CHat translates and clean\Noether Multilingual\Noether_R383_LocalCodex_R382_P31p88_89_SourceFixes_20260701.zip","54299765","08F65A5536F318CD5ABEE7367CCE56A7F4F22A2EE0DF3AA2580A0D9405F505A1","19","2026-07-01T01:20:08","intermediate_source_fix_or_audit_support"
"Noether_R384_LocalCodex_R383_P31p90_SourceFixes_20260701.zip","C:\Users\Floris\Documents\Papors\Chatnotes\CHat translates and clean\Noether Multilingual\Noether_R384_LocalCodex_R383_P31p90_SourceFixes_20260701.zip","60967545","FBCFC373DF3174E6E9B3896CAB91847A900F3308EC99DA53889B5FA328773D13","18","2026-07-01T01:24:18","intermediate_source_fix_or_audit_support"
"Noether_R385_LocalCodex_R384_P31p91_SourceFixes_20260701.zip","C:\Users\Floris\Documents\Papors\Chatnotes\CHat translates and clean\Noether Multilingual\Noether_R385_LocalCodex_R384_P31p91_SourceFixes_20260701.zip","67247830","CC2FA3AD46BC1D09F565A5C150FAEDB6DC0D4613EDD4C93918F0882273128C15","18","2026-07-01T01:28:25","intermediate_source_fix_or_audit_support"
"Noether_R386_LocalCodex_R385_P31p92_SourceFixes_20260701.zip","C:\Users\Floris\Documents\Papors\Chatnotes\CHat translates and clean\Noether Multilingual\Noether_R386_LocalCodex_R385_P31p92_SourceFixes_20260701.zip","72722786","01F343419424C450FDA97F7DE6238E83B503098E158BD43E368A5D021DC17BEE","31","2026-07-01T01:34:33","intermediate_source_fix_or_audit_support"
"Noether_R387_LocalCodex_R386_P31p93_SourceFixes_20260701.zip","C:\Users\Floris\Documents\Papors\Chatnotes\CHat translates and clean\Noether Multilingual\Noether_R387_LocalCodex_R386_P31p93_SourceFixes_20260701.zip","78231694","762EE3BB672374682EEEB391D112DA2BD044BA78E527F49F83EC9B8246DE7C74","44","2026-07-01T01:38:22","intermediate_source_fix_or_audit_support"
"Noether_R388_LocalCodex_R387_P31p94_SourceFixes_20260701.zip","C:\Users\Floris\Documents\Papors\Chatnotes\CHat translates and clean\Noether Multilingual\Noether_R388_LocalCodex_R387_P31p94_SourceFixes_20260701.zip","84607486","4876636F89CE7260FD5E897F4AD4CCB19545D4B22046881AB5733615121C0083","56","2026-07-01T01:41:36","intermediate_source_fix_or_audit_support"
"Noether_R389_LocalCodex_R388_P31p95_SourceFixes_20260701.zip","C:\Users\Floris\Documents\Papors\Chatnotes\CHat translates and clean\Noether Multilingual\Noether_R389_LocalCodex_R388_P31p95_SourceFixes_20260701.zip","89804715","38607BF3F73D8A78B5F62109B06320314D11A5B0845193E285671CA208F6BC9F","68","2026-07-01T01:45:24","intermediate_source_fix_or_audit_support"
"Noether_R390_LocalCodex_R389_P31p96_SourceFixes_20260701.zip","C:\Users\Floris\Documents\Papors\Chatnotes\CHat translates and clean\Noether Multilingual\Noether_R390_LocalCodex_R389_P31p96_SourceFixes_20260701.zip","95237431","68607EFA07ECCF09D705F2363404A59956F55DCADD43E58DC38EBD0F342B0386","80","2026-07-01T01:48:41","intermediate_source_fix_or_audit_support"
"Noether_R391_LocalCodex_R390_P31p97_SourceFixes_20260701.zip","C:\Users\Floris\Documents\Papors\Chatnotes\CHat translates and clean\Noether Multilingual\Noether_R391_LocalCodex_R390_P31p97_SourceFixes_20260701.zip","101601207","39547FC218678CD066EB8EA9B10378DB9DD3F94D1C1BBB2E1678D63040203B50","92","2026-07-01T01:52:49","intermediate_source_fix_or_audit_support"
"Noether_R392_LocalCodex_R391_P31p98_SourceFixes_20260701.zip","C:\Users\Floris\Documents\Papors\Chatnotes\CHat translates and clean\Noether Multilingual\Noether_R392_LocalCodex_R391_P31p98_SourceFixes_20260701.zip","110153572","4EBC5FA72F117397EDD0B7AF9D8BACC258CF45FD4161B6FBD93C196BDCA00791","111","2026-07-01T02:00:33","intermediate_source_fix_or_audit_support"
"Noether_R393_LocalCodex_R392_P31p99_SourceFixes_20260701.zip","C:\Users\Floris\Documents\Papors\Chatnotes\CHat translates and clean\Noether Multilingual\Noether_R393_LocalCodex_R392_P31p99_SourceFixes_20260701.zip","119686260","D7466C18236B9DB195C884992C24FE46719CF1CBB6D656B96563DA511556B21A","129","2026-07-01T02:04:31","intermediate_source_fix_or_audit_support"
"Noether_R394_LocalCodex_R393_P31p100_SourceFixes_20260701.zip","C:\Users\Floris\Documents\Papors\Chatnotes\CHat translates and clean\Noether Multilingual\Noether_R394_LocalCodex_R393_P31p100_SourceFixes_20260701.zip","130434299","0C74D3291C65D90EE1EAF9A096A8D6AEDDD8056D0E0C313FBC442A3737D7B77E","148","2026-07-01T02:09:07","intermediate_source_fix_or_audit_support"
"Noether_R395_LocalCodex_R394_P31p101_SourceFixes_20260701.zip","C:\Users\Floris\Documents\Papors\Chatnotes\CHat translates and clean\Noether Multilingual\Noether_R395_LocalCodex_R394_P31p101_SourceFixes_20260701.zip","140407129","45084018A751681644C8B8D833D42EEC722C07A32B7780E778DB254A6FF358E8","167","2026-07-01T02:13:35","intermediate_source_fix_or_audit_support"
"Noether_R396_LocalCodex_R395_P31p102_SourceFixes_20260701.zip","C:\Users\Floris\Documents\Papors\Chatnotes\CHat translates and clean\Noether Multilingual\Noether_R396_LocalCodex_R395_P31p102_SourceFixes_20260701.zip","150474936","1076EECCACE5B85AEA5EB889BD9859CE049B336B3A2F677A03239304580A2F93","186","2026-07-01T02:18:20","intermediate_source_fix_or_audit_support"
"Noether_R397_LocalCodex_R396_P31p103_SourceFixes_20260701.zip","C:\Users\Floris\Documents\Papors\Chatnotes\CHat translates and clean\Noether Multilingual\Noether_R397_LocalCodex_R396_P31p103_SourceFixes_20260701.zip","160599888","5A506B39DD11F3856B8EE99FED50743FD9AF3D420E426370B0314019C458640A","205","2026-07-01T02:22:06","intermediate_source_fix_or_audit_support"
"Noether_R398_LocalCodex_R397_P31p104_SourceFixes_20260701.zip","C:\Users\Floris\Documents\Papors\Chatnotes\CHat translates and clean\Noether Multilingual\Noether_R398_LocalCodex_R397_P31p104_SourceFixes_20260701.zip","165730461","4A324839D8895C9A0E017DAD365F3CB26F4501A3D5D4F75FB5A79B0C761A55A3","222","2026-07-01T02:25:29","intermediate_source_fix_or_audit_support"
"Noether_R399_LocalCodex_R398_P32p226_EllParameter_SourceFix_20260701.zip","C:\Users\Floris\Documents\Papors\Chatnotes\CHat translates and clean\Noether Multilingual\Noether_R399_LocalCodex_R398_P32p226_EllParameter_SourceFix_20260701.zip","36376062","103B651C1ABCDCB955E7D2E4397FEB85FD65501DE69EDDC5E92B5598B8951030","171","2026-07-01T02:35:01","intermediate_source_fix_or_audit_support"
"Noether_R400_LocalCodex_R399_P32p223_SplittingFieldSymbolFix_20260701.zip","C:\Users\Floris\Documents\Papors\Chatnotes\CHat translates and clean\Noether Multilingual\Noether_R400_LocalCodex_R399_P32p223_SplittingFieldSymbolFix_20260701.zip","47426112","6B48D7057D7382A76FC7C69D9231D038DA35CAEC248B0CEF0435BFA6BBA5CB52","186","2026-07-01T02:39:58","intermediate_source_fix_or_audit_support"
"Noether_R401_LocalCodex_R400_P32p224_228_NoPatchSourceAudit_20260701.zip","C:\Users\Floris\Documents\Papors\Chatnotes\CHat translates and clean\Noether Multilingual\Noether_R401_LocalCodex_R400_P32p224_228_NoPatchSourceAudit_20260701.zip","18285378","6850F75E94A32DEC0546D5DB70FF4EFFFEBC7E09FB78DC88E78C28DD1C1195D9","15","2026-07-01T02:44:52","no_patch_source_audit_or_survival_support"
"Noether_R402_LocalCodex_R401_P33p071_073_NoPatchSourceAudit_20260701.zip","C:\Users\Floris\Documents\Papors\Chatnotes\CHat translates and clean\Noether Multilingual\Noether_R402_LocalCodex_R401_P33p071_073_NoPatchSourceAudit_20260701.zip","87833852","E1282B4C75EAF3368FAA7A83336CA40E703E9738BDF31D91F25E932FF2E72E69","19","2026-07-01T02:52:38","no_patch_source_audit_or_survival_support"
"Noether_R403_LocalCodex_R402_P34p641_645_NoPatchSourceAudit_20260701.zip","C:\Users\Floris\Documents\Papors\Chatnotes\CHat translates and clean\Noether Multilingual\Noether_R403_LocalCodex_R402_P34p641_645_NoPatchSourceAudit_20260701.zip","11345394","B2862C34BC7A98FF1A8C1A2B84FC127BF004C0D3021351FFC94BFB9F43A06DB8","18","2026-07-01T02:56:23","no_patch_source_audit_or_survival_support"
"Noether_R404_LocalCodex_R403_P34p646_RingAxiomsDisplayFix_20260701.zip","C:\Users\Floris\Documents\Papors\Chatnotes\CHat translates and clean\Noether Multilingual\Noether_R404_LocalCodex_R403_P34p646_RingAxiomsDisplayFix_20260701.zip","4510111","AF54E7A45000130980297EF14FD032B81579D01B6A1A9093E21C4CF6D8ABCE6B","14","2026-07-01T02:59:57","intermediate_source_fix_or_audit_support"
"Noether_R405_LocalCodex_R404_P34p646_RechtsmodulFootnoteDisplayFix_20260701.zip","C:\Users\Floris\Documents\Papors\Chatnotes\CHat translates and clean\Noether Multilingual\Noether_R405_LocalCodex_R404_P34p646_RechtsmodulFootnoteDisplayFix_20260701.zip","5889520","50C60D9A05967C2DDE92599E2257E0A7EC71776AB2F9B7BA4EC0307A264A54F5","15","2026-07-01T03:03:30","intermediate_source_fix_or_audit_support"
"Noether_R406_LocalCodex_R405_P34p648_IsomorphismSymbolFix_20260701.zip","C:\Users\Floris\Documents\Papors\Chatnotes\CHat translates and clean\Noether Multilingual\Noether_R406_LocalCodex_R405_P34p648_IsomorphismSymbolFix_20260701.zip","7787896","20479533615D601E39144B4391C18BA78F1BDD3CEE0E28E266DF3D54F1889FE9","13","2026-07-01T03:11:06","intermediate_source_fix_or_audit_support"
"Noether_R407_LocalCodex_R405_P34p649_651_SourceFixes_20260701.zip","C:\Users\Floris\Documents\Papors\Chatnotes\CHat translates and clean\Noether Multilingual\Noether_R407_LocalCodex_R405_P34p649_651_SourceFixes_20260701.zip","9148426","7F650C52F0BFB474CAF3C5EC23F9D5E24FD6DCEDBDC2C262DFF10C707133FB4B","16","2026-07-01T03:18:22","intermediate_source_fix_or_audit_support"
"Noether_R408_LocalCodex_R407_P34p652_653_SourceFixes_20260701.zip","C:\Users\Floris\Documents\Papors\Chatnotes\CHat translates and clean\Noether Multilingual\Noether_R408_LocalCodex_R407_P34p652_653_SourceFixes_20260701.zip","8346876","F03B876FF7CDB7CE645D65EDE78765EC45B7FAA124A9E8F997B75740B58693A0","14","2026-07-01T03:25:07","intermediate_source_fix_or_audit_support"
"Noether_R409_LocalCodex_R408_P34p655_656_SourceFixes_20260701.zip","C:\Users\Floris\Documents\Papors\Chatnotes\CHat translates and clean\Noether Multilingual\Noether_R409_LocalCodex_R408_P34p655_656_SourceFixes_20260701.zip","5817230","A8A51AC936D516FD0E7BF3877E59E3DB26007CECEE39F29917B34A047D0FE833","12","2026-07-01T03:32:06","intermediate_source_fix_or_audit_support"
"Noether_R410_LocalCodex_R409_P34p658_SourceFixes_20260701.zip","C:\Users\Floris\Documents\Papors\Chatnotes\CHat translates and clean\Noether Multilingual\Noether_R410_LocalCodex_R409_P34p658_SourceFixes_20260701.zip","4489849","43AD1C67C6B515FCAF60B4348F8B609E292822D2BDC5C8091D34E2AE8257F8BE","14","2026-07-01T03:39:14","intermediate_source_fix_or_audit_support"
"Noether_R411_LocalCodex_R410_P34p660_SourceFixes_20260701.zip","C:\Users\Floris\Documents\Papors\Chatnotes\CHat translates and clean\Noether Multilingual\Noether_R411_LocalCodex_R410_P34p660_SourceFixes_20260701.zip","4965605","853167388498A687798B9247F03BD5F8B7328515C5BAC1071D83DF4E23008201","14","2026-07-01T03:43:19","intermediate_source_fix_or_audit_support"
"Noether_R412_LocalCodex_R411_P34p661_667_SourceAuditFix_20260701.zip","C:\Users\Floris\Documents\Papors\Chatnotes\CHat translates and clean\Noether Multilingual\Noether_R412_LocalCodex_R411_P34p661_667_SourceAuditFix_20260701.zip","11447801","E287EFE505C792F1FD34E6CDDC3266786125C0371267CA27210CAC48F176B0A5","21","2026-07-01T03:48:29","intermediate_source_fix_or_audit_support"
"Noether_R413_LocalCodex_R412_P34p668_677_SourceAuditFix_20260701.zip","C:\Users\Floris\Documents\Papors\Chatnotes\CHat translates and clean\Noether Multilingual\Noether_R413_LocalCodex_R412_P34p668_677_SourceAuditFix_20260701.zip","14990139","B08EE3360B32AD8570D5BCF6EF9254E7F62845360A1330B90CF438920F065E2F","23","2026-07-01T03:57:32","intermediate_source_fix_or_audit_support"
"Noether_R414_LocalCodex_R413_P34p678_680_SourceFixes_20260701.zip","C:\Users\Floris\Documents\Papors\Chatnotes\CHat translates and clean\Noether Multilingual\Noether_R414_LocalCodex_R413_P34p678_680_SourceFixes_20260701.zip","9365277","B24E83B188CFE9558734D4909E317936675F6D324496BDCC430D5C47A170E6B6","15","2026-07-01T04:01:21","intermediate_source_fix_or_audit_support"
"Noether_R415_LocalCodex_R414_P34p681_682_SourceFixes_20260701.zip","C:\Users\Floris\Documents\Papors\Chatnotes\CHat translates and clean\Noether Multilingual\Noether_R415_LocalCodex_R414_P34p681_682_SourceFixes_20260701.zip","8029819","AE540C3A4324F4E19628A023F91523EDFADB0363B6EB45AB70E8B4BB457B473A","16","2026-07-01T04:06:08","intermediate_source_fix_or_audit_support"
"Noether_R416_LocalCodex_R415_P34p683_684_SourceFixes_20260701.zip","C:\Users\Floris\Documents\Papors\Chatnotes\CHat translates and clean\Noether Multilingual\Noether_R416_LocalCodex_R415_P34p683_684_SourceFixes_20260701.zip","6146740","601FB64A50AB355E15D68A22A5887CBE708367185027365B59030CC78CE10DBE","14","2026-07-01T04:09:31","intermediate_source_fix_or_audit_support"
