"staged_relative_path","role","size_bytes","sha256","notes"
"01_best_source_masters/cayley_source_master_vol00-index-or-front_collectedmathema00cayluoft_jp2.zip","best_source_master","51430639","5922DCFED3CB803053CC198B3D014B81CF48DAD8857CA7CEC0A4B8D6FE4E4C51","selected best local UofT JP2 master for index/front/support volume; under 500MB."
"01_best_source_masters/cayley_source_master_vol01_collectedmathema01cayluoft_jp2.zip","best_source_master","171807031","23A0A59D90BDC94FE5AB2B97655F2A6C1581C8BE5F8E513D4F59DCDB95ED49C1","selected local UofT JP2 master for Vol. I; higher-res rich alternative not selected because file name suggests Sylvester/non-Cayley conflict."
"01_best_source_masters/cayley_source_master_vol02_collectedmathema02cayluoft_jp2.zip","best_source_master","188233568","6B2F6F237EBA79187C8DE2302C6ADB996F7EB5AE0A0E5B9E39555A15EBC142F9","selected local UofT JP2 master for Vol. II; source verdict explicitly verified JP2 master as real pixels, not derivative PDF."
"01_best_source_masters/cayley_source_master_vol03_collmathpapers03caylrich_jp2_part01of02.zip","best_source_master_chunk","492373706","9A3BC3CE6D67628BDA50CEA4113E3053D1176DF6A20A659F58D3E3DAB1CC39E2","selected high-resolution Cayley/Rich JP2 master for Vol. III; oversized, split into upload chunks."
"01_best_source_masters/cayley_source_master_vol03_collmathpapers03caylrich_jp2_part02of02.zip","best_source_master_chunk","451594931","ECE99ABFD28A009D7E2901D1D5727E19D4FC8F502172CCE158EB2F6FFE1B1F5B","selected high-resolution Cayley/Rich JP2 master for Vol. III; oversized, split into upload chunks."
"01_best_source_masters/cayley_source_master_vol04_collmathpapers04caylrich_jp2_part01of03.zip","best_source_master_chunk","492316497","1574A7ED452ED5C6E0972DD6680966AE1626C16A21B93CBA0B0029FA19814DD9","selected high-resolution Cayley/Rich JP2 master for Vol. IV; oversized, split into upload chunks."
"01_best_source_masters/cayley_source_master_vol04_collmathpapers04caylrich_jp2_part02of03.zip","best_source_master_chunk","492248639","C61DB279AD8AF82C0C2488D3B64E79EE8B6CD2FB9B3E4624909A7EC06820CF17","selected high-resolution Cayley/Rich JP2 master for Vol. IV; oversized, split into upload chunks."
"01_best_source_masters/cayley_source_master_vol04_collmathpapers04caylrich_jp2_part03of03.zip","best_source_master_chunk","44195196","395D5B1DD490F2EC652B5E8301B31AE235C361D86828A7F33DD45DBA431E3E6A","selected high-resolution Cayley/Rich JP2 master for Vol. IV; oversized, split into upload chunks."
"01_best_source_masters/cayley_source_master_vol05_collectedmathema05cayluoft_jp2.zip","best_source_master","202342835","20A7708AC8AB1BBA5E84C701A4CC65EDA5B3E92B238285250D7CF6AC138291AB","selected local UofT JP2 master for Vol. V."
"01_best_source_masters/cayley_source_master_vol06_collectedmathema06cayluoft_jp2.zip","best_source_master","203497830","74CBCBB255F2BB72DD46FEEB39EB659F4747426E56447BE6143F0A01DCFB9095","selected local UofT JP2 master for Vol. VI."
"01_best_source_masters/cayley_source_master_vol07_collectedmathema07cayluoft_jp2.zip","best_source_master","204725411","EB3C77B69000B19C61CA672C8AB5FB39BA3A6AC8B50870E276B80E40E4BBCCD6","selected local UofT JP2 master for Vol. VII."
"01_best_source_masters/cayley_source_master_vol08_collectedmathema08cayluoft_jp2.zip","best_source_master","195001809","4188C11ED78A566DB7C674795EB593E093EAF9095E6D2A51667DB252D37E954D","selected local UofT JP2 master for Vol. VIII."
"01_best_source_masters/cayley_source_master_vol09_collectedmathema09cayluoft_jp2.zip","best_source_master","190646837","6EB64E21F9D937F7C23F974EDDC43FD463EC30FFA579BCBF664AF834BD338FD1","selected local UofT JP2 master for Vol. IX."
"01_best_source_masters/cayley_source_master_vol10_collectedmathema10cayluoft_jp2.zip","best_source_master","176010576","E136664523FA8E7461BD5BB795E76E1F4411E28A0E6F46129F274AA71C8D911A","selected local UofT JP2 master for Vol. X."
"01_best_source_masters/cayley_source_master_vol11_collmathpapers11caylrich_jp2_part01of03.zip","best_source_master_chunk","492501104","14B13F850810C9DE349E75A508DBBA1477ECDCE1C4B213A9A36AEE428C762A87","selected high-resolution Cayley/Rich JP2 master for Vol. XI; oversized, split into upload chunks."
