"current_head","prior_source_head","source_table","zip_entry_path","route","r3_consumption_rule","source_use_label","head_refresh_note","carried_from_head","token_reset_recovery_note"
"c33e09ebe4527ded37b7fbf491d16350f12578cf","9bbcb11b3e68d29ab98d3dee20ebf27855aed936","R3_9BBCB11B_ZIP_SOURCE_BODY_WITNESS_ROUTING.csv","slavic-reference-lanes/arxiv-linguistic-samples/arxiv_samples_manifest.csv","R3 review","consume only as source witness after independent gate check; title/path-only evidence remains blocker","zip-source-corpus-routing","carried forward under 68C877C0; Romance/Non-Slavic branch material is adjacent context only and does not alter R3 gates","68c877c0aae311996fb7b99b7e58bf4276b18e59","token-reset/mutual-wake recovery; exact row carried forward from source-gated 68C packet under C33 current head; source-use/draft/non-canonical/review-only boundaries preserved"
"c33e09ebe4527ded37b7fbf491d16350f12578cf","9bbcb11b3e68d29ab98d3dee20ebf27855aed936","R3_9BBCB11B_ZIP_SOURCE_BODY_WITNESS_ROUTING.csv","slavic-reference-lanes/arxiv-linguistic-samples/arxiv_samples_quality_probe.csv","R3 review","consume only as source witness after independent gate check; title/path-only evidence remains blocker","zip-source-corpus-routing","carried forward under 68C877C0; Romance/Non-Slavic branch material is adjacent context only and does not alter R3 gates","68c877c0aae311996fb7b99b7e58bf4276b18e59","token-reset/mutual-wake recovery; exact row carried forward from source-gated 68C packet under C33 current head; source-use/draft/non-canonical/review-only boundaries preserved"
"c33e09ebe4527ded37b7fbf491d16350f12578cf","9bbcb11b3e68d29ab98d3dee20ebf27855aed936","R3_9BBCB11B_ZIP_SOURCE_BODY_WITNESS_ROUTING.csv","slavic-reference-lanes/arxiv-linguistic-samples/russian/1803.03938_finite_dimensional_commutative_algebras_ru/1803.03938_finite_dimensional_commutative_algebras_ru.arxiv-api.xml","R3 review","consume only as source witness after independent gate check; title/path-only evidence remains blocker","zip-source-corpus-routing","carried forward under 68C877C0; Romance/Non-Slavic branch material is adjacent context only and does not alter R3 gates","68c877c0aae311996fb7b99b7e58bf4276b18e59","token-reset/mutual-wake recovery; exact row carried forward from source-gated 68C packet under C33 current head; source-use/draft/non-canonical/review-only boundaries preserved"
"c33e09ebe4527ded37b7fbf491d16350f12578cf","9bbcb11b3e68d29ab98d3dee20ebf27855aed936","R3_9BBCB11B_ZIP_SOURCE_BODY_WITNESS_ROUTING.csv","slavic-reference-lanes/arxiv-linguistic-samples/russian/1803.03938_finite_dimensional_commutative_algebras_ru/1803.03938_finite_dimensional_commutative_algebras_ru.pdf","R3 review","consume only as source witness after independent gate check; title/path-only evidence remains blocker","zip-source-corpus-routing","carried forward under 68C877C0; Romance/Non-Slavic branch material is adjacent context only and does not alter R3 gates","68c877c0aae311996fb7b99b7e58bf4276b18e59","token-reset/mutual-wake recovery; exact row carried forward from source-gated 68C packet under C33 current head; source-use/draft/non-canonical/review-only boundaries preserved"
"c33e09ebe4527ded37b7fbf491d16350f12578cf","9bbcb11b3e68d29ab98d3dee20ebf27855aed936","R3_9BBCB11B_ZIP_SOURCE_BODY_WITNESS_ROUTING.csv","slavic-reference-lanes/arxiv-linguistic-samples/russian/1803.03938_finite_dimensional_commutative_algebras_ru/1803.03938_finite_dimensional_commutative_algebras_ru.source","R3 review","consume only as source witness after independent gate check; title/path-only evidence remains blocker","zip-source-corpus-routing","carried forward under 68C877C0; Romance/Non-Slavic branch material is adjacent context only and does not alter R3 gates","68c877c0aae311996fb7b99b7e58bf4276b18e59","token-reset/mutual-wake recovery; exact row carried forward from source-gated 68C packet under C33 current head; source-use/draft/non-canonical/review-only boundaries preserved"
"c33e09ebe4527ded37b7fbf491d16350f12578cf","9bbcb11b3e68d29ab98d3dee20ebf27855aed936","R3_9BBCB11B_ZIP_SOURCE_BODY_WITNESS_ROUTING.csv","slavic-reference-lanes/arxiv-linguistic-samples/russian/1803.03938_finite_dimensional_commutative_algebras_ru/source/source.decoded-utf8.tex","R3 review","consume only as source witness after independent gate check; title/path-only evidence remains blocker","zip-source-corpus-routing","carried forward under 68C877C0; Romance/Non-Slavic branch material is adjacent context only and does not alter R3 gates","68c877c0aae311996fb7b99b7e58bf4276b18e59","token-reset/mutual-wake recovery; exact row carried forward from source-gated 68C packet under C33 current head; source-use/draft/non-canonical/review-only boundaries preserved"
"c33e09ebe4527ded37b7fbf491d16350f12578cf","9bbcb11b3e68d29ab98d3dee20ebf27855aed936","R3_9BBCB11B_ZIP_SOURCE_BODY_WITNESS_ROUTING.csv","slavic-reference-lanes/arxiv-linguistic-samples/russian/1803.03938_finite_dimensional_commutative_algebras_ru/source/source.tex","R3 review","consume only as source witness after independent gate check; title/path-only evidence remains blocker","zip-source-corpus-routing","carried forward under 68C877C0; Romance/Non-Slavic branch material is adjacent context only and does not alter R3 gates","68c877c0aae311996fb7b99b7e58bf4276b18e59","token-reset/mutual-wake recovery; exact row carried forward from source-gated 68C packet under C33 current head; source-use/draft/non-canonical/review-only boundaries preserved"
"c33e09ebe4527ded37b7fbf491d16350f12578cf","9bbcb11b3e68d29ab98d3dee20ebf27855aed936","R3_9BBCB11B_ZIP_SOURCE_BODY_WITNESS_ROUTING.csv","slavic-reference-lanes/arxiv-linguistic-samples/russian/1803.03938_finite_dimensional_commutative_algebras_ru/source.decompressed","R3 review","consume only as source witness after independent gate check; title/path-only evidence remains blocker","zip-source-corpus-routing","carried forward under 68C877C0; Romance/Non-Slavic branch material is adjacent context only and does not alter R3 gates","68c877c0aae311996fb7b99b7e58bf4276b18e59","token-reset/mutual-wake recovery; exact row carried forward from source-gated 68C packet under C33 current head; source-use/draft/non-canonical/review-only boundaries preserved"
"c33e09ebe4527ded37b7fbf491d16350f12578cf","9bbcb11b3e68d29ab98d3dee20ebf27855aed936","R3_9BBCB11B_ZIP_SOURCE_BODY_WITNESS_ROUTING.csv","slavic-reference-lanes/arxiv-linguistic-samples/russian/1803.03938_finite_dimensional_commutative_algebras_ru/source_text_probe.txt","R3 review","consume only as source witness after independent gate check; title/path-only evidence remains blocker","zip-source-corpus-routing","carried forward under 68C877C0; Romance/Non-Slavic branch material is adjacent context only and does not alter R3 gates","68c877c0aae311996fb7b99b7e58bf4276b18e59","token-reset/mutual-wake recovery; exact row carried forward from source-gated 68C packet under C33 current head; source-use/draft/non-canonical/review-only boundaries preserved"
"c33e09ebe4527ded37b7fbf491d16350f12578cf","9bbcb11b3e68d29ab98d3dee20ebf27855aed936","R3_9BBCB11B_ZIP_SOURCE_BODY_WITNESS_ROUTING.csv","slavic-reference-lanes/arxiv-linguistic-samples/russian/1803.03938_finite_dimensional_commutative_algebras_ru/source_text_probe_decoded_utf8.txt","R3 review","consume only as source witness after independent gate check; title/path-only evidence remains blocker","zip-source-corpus-routing","carried forward under 68C877C0; Romance/Non-Slavic branch material is adjacent context only and does not alter R3 gates","68c877c0aae311996fb7b99b7e58bf4276b18e59","token-reset/mutual-wake recovery; exact row carried forward from source-gated 68C packet under C33 current head; source-use/draft/non-canonical/review-only boundaries preserved"
