"file","bytes","source_use_label","current_head","generated_utc"
"B3_UPLOADER_READY_SUMMARY.csv","1050","source-use/provenance/gap/generated-draft/noncanonical/not-native-reviewed where applicable","c33e09ebe4527ded37b7fbf491d16350f12578cf","20260706T142043Z"
"DURABLE_STATE_POINTERS.csv","1137","source-use/provenance/gap/generated-draft/noncanonical/not-native-reviewed where applicable","c33e09ebe4527ded37b7fbf491d16350f12578cf","20260706T142043Z"
"PACKAGE_VALIDATION.json","1295","source-use/provenance/gap/generated-draft/noncanonical/not-native-reviewed where applicable","c33e09ebe4527ded37b7fbf491d16350f12578cf","20260706T142043Z"
"R3_C33E09EB_BLOCKERS_ACTIVE_RECOVERY_ROWS.csv","1475155","source-use/provenance/gap/generated-draft/noncanonical/not-native-reviewed where applicable","c33e09ebe4527ded37b7fbf491d16350f12578cf","20260706T142043Z"
"R3_C33E09EB_CURRENT_HEAD_BLOCKERS_NEXT_ACTIONS.csv","580","source-use/provenance/gap/generated-draft/noncanonical/not-native-reviewed where applicable","c33e09ebe4527ded37b7fbf491d16350f12578cf","20260706T142043Z"
"R3_C33E09EB_FORMULA_INTERLINEAR_NOTES.csv","160892","source-use/provenance/gap/generated-draft/noncanonical/not-native-reviewed where applicable","c33e09ebe4527ded37b7fbf491d16350f12578cf","20260706T142043Z"
"R3_C33E09EB_REVIEW_ONLY_BOUNDARY_GUARDS.csv","1243","source-use/provenance/gap/generated-draft/noncanonical/not-native-reviewed where applicable","c33e09ebe4527ded37b7fbf491d16350f12578cf","20260706T142043Z"
"R3_C33E09EB_ROW_COUNT_LEDGER.csv","1896","source-use/provenance/gap/generated-draft/noncanonical/not-native-reviewed where applicable","c33e09ebe4527ded37b7fbf491d16350f12578cf","20260706T142043Z"
"R3_C33E09EB_SOURCE_GATED_MICRO_EVIDENCE_ROWS.csv","200641","source-use/provenance/gap/generated-draft/noncanonical/not-native-reviewed where applicable","c33e09ebe4527ded37b7fbf491d16350f12578cf","20260706T142043Z"
"R3_C33E09EB_SOURCE_USE_ADVERSE_LEDGER.csv","302012","source-use/provenance/gap/generated-draft/noncanonical/not-native-reviewed where applicable","c33e09ebe4527ded37b7fbf491d16350f12578cf","20260706T142043Z"
"R3_C33E09EB_SOURCE_WITNESS_INDEX_REHEADED.csv","2847113","source-use/provenance/gap/generated-draft/noncanonical/not-native-reviewed where applicable","c33e09ebe4527ded37b7fbf491d16350f12578cf","20260706T142043Z"
"R3_C33E09EB_TERM_ALTERNATIVES_SOURCE_GATED.csv","29033","source-use/provenance/gap/generated-draft/noncanonical/not-native-reviewed where applicable","c33e09ebe4527ded37b7fbf491d16350f12578cf","20260706T142043Z"
"README.md","1668","source-use/provenance/gap/generated-draft/noncanonical/not-native-reviewed where applicable","c33e09ebe4527ded37b7fbf491d16350f12578cf","20260706T142043Z"
