printed_page	authority_pdf_page	unit_id	formula_id	placement	french_tex	english_tex	cross_layer_tokens	authority_evidence	scan_comparison
65	82	p065.u01	p065.u01.m001	inline	x^4-2	x^4-2	IDENTICAL_EXCLUDING_TRANSLATED_PROSE	qa/source/p065_authority.png; full PDF 82; scope leaf 3; region_xyxy_fraction=(0.1, 0.33, 0.76, 0.76)	VISUALLY_CHECKED
65	82	p065.u01	p065.u01.m002	inline	x^2-2	x^2-2	IDENTICAL_EXCLUDING_TRANSLATED_PROSE	qa/source/p065_authority.png; full PDF 82; scope leaf 3; region_xyxy_fraction=(0.1, 0.33, 0.76, 0.76)	VISUALLY_CHECKED
65	82	p065.u01	p065.u01.m003	inline	\alpha x^4+\beta x^2+\gamma	\alpha x^4+\beta x^2+\gamma	IDENTICAL_EXCLUDING_TRANSLATED_PROSE	qa/source/p065_authority.png; full PDF 82; scope leaf 3; region_xyxy_fraction=(0.1, 0.33, 0.76, 0.76)	VISUALLY_CHECKED
66	83	p066.u01	p066.u01.m001	inline	x	x	IDENTICAL_EXCLUDING_TRANSLATED_PROSE	qa/source/p066_authority.png; full PDF 83; scope leaf 4; region_xyxy_fraction=(0.25, 0.16, 0.91, 0.2)	VISUALLY_CHECKED
66	83	p066.u01	p066.u01.m002	inline	x^4-A	x^4-A	IDENTICAL_EXCLUDING_TRANSLATED_PROSE	qa/source/p066_authority.png; full PDF 83; scope leaf 4; region_xyxy_fraction=(0.25, 0.16, 0.91, 0.2)	VISUALLY_CHECKED
66	83	p066.u01	p066.u01.m003	inline	B	B	IDENTICAL_EXCLUDING_TRANSLATED_PROSE	qa/source/p066_authority.png; full PDF 83; scope leaf 4; region_xyxy_fraction=(0.25, 0.16, 0.91, 0.2)	VISUALLY_CHECKED
66	83	p066.u01	p066.u01.m004	inline	A	A	IDENTICAL_EXCLUDING_TRANSLATED_PROSE	qa/source/p066_authority.png; full PDF 83; scope leaf 4; region_xyxy_fraction=(0.25, 0.16, 0.91, 0.2)	VISUALLY_CHECKED
66	83	p066.u01	p066.u01.m005	inline	B	B	IDENTICAL_EXCLUDING_TRANSLATED_PROSE	qa/source/p066_authority.png; full PDF 83; scope leaf 4; region_xyxy_fraction=(0.25, 0.16, 0.91, 0.2)	VISUALLY_CHECKED
66	83	p066.u02	p066.u02.m001	inline	A	A	IDENTICAL_EXCLUDING_TRANSLATED_PROSE	qa/source/p066_authority.png; full PDF 83; scope leaf 4; region_xyxy_fraction=(0.25, 0.2, 0.91, 0.33)	VISUALLY_CHECKED
66	83	p066.u02	p066.u02.m002	inline	B	B	IDENTICAL_EXCLUDING_TRANSLATED_PROSE	qa/source/p066_authority.png; full PDF 83; scope leaf 4; region_xyxy_fraction=(0.25, 0.2, 0.91, 0.33)	VISUALLY_CHECKED
66	83	p066.u02	p066.u02.m003	inline	B	B	IDENTICAL_EXCLUDING_TRANSLATED_PROSE	qa/source/p066_authority.png; full PDF 83; scope leaf 4; region_xyxy_fraction=(0.25, 0.2, 0.91, 0.33)	VISUALLY_CHECKED
66	83	p066.u02	p066.u02.m004	inline	x^4-A	x^4-A	IDENTICAL_EXCLUDING_TRANSLATED_PROSE	qa/source/p066_authority.png; full PDF 83; scope leaf 4; region_xyxy_fraction=(0.25, 0.2, 0.91, 0.33)	VISUALLY_CHECKED
66	83	p066.u02	p066.u02.m005	inline	B	B	IDENTICAL_EXCLUDING_TRANSLATED_PROSE	qa/source/p066_authority.png; full PDF 83; scope leaf 4; region_xyxy_fraction=(0.25, 0.2, 0.91, 0.33)	VISUALLY_CHECKED
66	83	p066.u02	p066.u02.m006	inline	x^4-A	x^4-A	IDENTICAL_EXCLUDING_TRANSLATED_PROSE	qa/source/p066_authority.png; full PDF 83; scope leaf 4; region_xyxy_fraction=(0.25, 0.2, 0.91, 0.33)	VISUALLY_CHECKED
66	83	p066.u02	p066.u02.m007	inline	B	B	IDENTICAL_EXCLUDING_TRANSLATED_PROSE	qa/source/p066_authority.png; full PDF 83; scope leaf 4; region_xyxy_fraction=(0.25, 0.2, 0.91, 0.33)	VISUALLY_CHECKED
66	83	p066.u02	p066.u02.m008	inline	B	B	IDENTICAL_EXCLUDING_TRANSLATED_PROSE	qa/source/p066_authority.png; full PDF 83; scope leaf 4; region_xyxy_fraction=(0.25, 0.2, 0.91, 0.33)	VISUALLY_CHECKED
66	83	p066.u02	p066.u02.m009	inline	x^4-A	x^4-A	IDENTICAL_EXCLUDING_TRANSLATED_PROSE	qa/source/p066_authority.png; full PDF 83; scope leaf 4; region_xyxy_fraction=(0.25, 0.2, 0.91, 0.33)	VISUALLY_CHECKED
