layer	reader	reader_sha256	pdf_page	printed_page	render	render_sha256	render_dpi	inspection	supplementary_review_sheet	math_glyphs_and_labels	clipping_and_overlap	page_note_alignment	observation	status
fr	readers/PAPER_IV_FR_PP065_086.pdf	901F5D90F5F96EB78B18C203C85B9726333C605E3CC5212B384C4ECE37EFA70B	1	65	qa/s02/visual/fr/page01_p065.png	4A1835E2DF9AD019D34DBA311D946F84DB566116D8696C529424F014D9715E2B	126	VISUAL_REVIEW_OF_CURRENT_RENDER_PAIR_SHEET_AND_EXACT_PIXEL_REGRESSION	qa/s02/visual/regression_sheets/fr_pp065_066.png	PASS	NONE_OBSERVED	PASS	All visible layout and page furniture retained. Current extracted text and full 126dpi raster are identical to accepted S01. This is a regression check, not a new independent cold source collation.	PASS
fr	readers/PAPER_IV_FR_PP065_086.pdf	901F5D90F5F96EB78B18C203C85B9726333C605E3CC5212B384C4ECE37EFA70B	2	66	qa/s02/visual/fr/page02_p066.png	D43BB2CAC5D9E01B4D5CA3B70DD6831743A0D614335554C19CB5227EDA2F30AE	126	VISUAL_REVIEW_OF_CURRENT_RENDER_PAIR_SHEET_AND_EXACT_PIXEL_REGRESSION	qa/s02/visual/regression_sheets/fr_pp065_066.png	PASS	NONE_OBSERVED	PASS	All visible layout and page furniture retained. Current extracted text and full 126dpi raster are identical to accepted S01. This is a regression check, not a new independent cold source collation.	PASS
fr	readers/PAPER_IV_FR_PP065_086.pdf	901F5D90F5F96EB78B18C203C85B9726333C605E3CC5212B384C4ECE37EFA70B	3	67	qa/s02/visual/fr/page03_p067.png	F7E15B977878F2DCE2EE78E267A55774BD6A7BA457CBCFDC7E73F09F03AF7851	126	VISUAL_REVIEW_OF_CURRENT_RENDER_PAIR_SHEET_AND_EXACT_PIXEL_REGRESSION	qa/s02/visual/regression_sheets/fr_pp067_068.png	PASS	NONE_OBSERVED	PASS	All visible layout and page furniture retained. Current extracted text and full 126dpi raster are identical to accepted S01. This is a regression check, not a new independent cold source collation.	PASS
fr	readers/PAPER_IV_FR_PP065_086.pdf	901F5D90F5F96EB78B18C203C85B9726333C605E3CC5212B384C4ECE37EFA70B	4	68	qa/s02/visual/fr/page04_p068.png	BC635DC1A251554C46F0C96EF8BBFCC55006E43179D929B175A0B6066104F1C1	126	VISUAL_REVIEW_OF_CURRENT_RENDER_PAIR_SHEET_AND_EXACT_PIXEL_REGRESSION	qa/s02/visual/regression_sheets/fr_pp067_068.png	PASS	NONE_OBSERVED	PASS	All visible layout and page furniture retained. Current extracted text and full 126dpi raster are identical to accepted S01. This is a regression check, not a new independent cold source collation.	PASS
fr	readers/PAPER_IV_FR_PP065_086.pdf	901F5D90F5F96EB78B18C203C85B9726333C605E3CC5212B384C4ECE37EFA70B	5	69	qa/s02/visual/fr/page05_p069.png	24FAE51D9144B89F9676CEF652CE1F118AE9392D91909201AFE84D1ED738701B	126	VISUAL_REVIEW_OF_CURRENT_RENDER_PAIR_SHEET_AND_EXACT_PIXEL_REGRESSION	qa/s02/visual/regression_sheets/fr_pp069_070.png	PASS	NONE_OBSERVED	PASS	All visible layout and page furniture retained. Current extracted text and full 126dpi raster are identical to accepted S01. This is a regression check, not a new independent cold source collation.	PASS
fr	readers/PAPER_IV_FR_PP065_086.pdf	901F5D90F5F96EB78B18C203C85B9726333C605E3CC5212B384C4ECE37EFA70B	6	70	qa/s02/visual/fr/page06_p070.png	75962FEE06E61984840FC690F4A8EA6A8EF95DA26600DB69153C4FE1B36F5E10	126	VISUAL_REVIEW_OF_CURRENT_RENDER_PAIR_SHEET_AND_EXACT_PIXEL_REGRESSION	qa/s02/visual/regression_sheets/fr_pp069_070.png	PASS	NONE_OBSERVED	PASS	All visible layout and page furniture retained. Current extracted text and full 126dpi raster are identical to accepted S01. This is a regression check, not a new independent cold source collation.	PASS
fr	readers/PAPER_IV_FR_PP065_086.pdf	901F5D90F5F96EB78B18C203C85B9726333C605E3CC5212B384C4ECE37EFA70B	7	71	qa/s02/visual/fr/page07_p071.png	4C90B84E567656C66F64DAB729500A21AE816527F656919D158FB10F33AB7FB2	126	VISUAL_REVIEW_OF_CURRENT_RENDER_PAIR_SHEET_AND_EXACT_PIXEL_REGRESSION	qa/s02/visual/regression_sheets/fr_pp071_072.png	PASS	NONE_OBSERVED	PASS	All visible layout and page furniture retained. Current extracted text and full 126dpi raster are identical to accepted S01. This is a regression check, not a new independent cold source collation.	PASS
fr	readers/PAPER_IV_FR_PP065_086.pdf	901F5D90F5F96EB78B18C203C85B9726333C605E3CC5212B384C4ECE37EFA70B	8	72	qa/s02/visual/fr/page08_p072.png	2A4D43415B817BDC65E622A6123A895E372202557E6A323FA967208F0512873F	126	VISUAL_REVIEW_OF_CURRENT_RENDER_PAIR_SHEET_AND_EXACT_PIXEL_REGRESSION	qa/s02/visual/regression_sheets/fr_pp071_072.png	PASS	NONE_OBSERVED	PASS	All visible layout and page furniture retained. Current extracted text and full 126dpi raster are identical to accepted S01. This is a regression check, not a new independent cold source collation.	PASS
fr	readers/PAPER_IV_FR_PP065_086.pdf	901F5D90F5F96EB78B18C203C85B9726333C605E3CC5212B384C4ECE37EFA70B	9	73	qa/s02/visual/fr/page09_p073.png	0258CDF19F8EC771920BB958922CC436DFA2F47BFBC134D2E8F401B264A5B220	126	VISUAL_REVIEW_OF_CURRENT_RENDER_PAIR_SHEET_AND_EXACT_PIXEL_REGRESSION	qa/s02/visual/regression_sheets/fr_pp073_074.png	PASS	NONE_OBSERVED	PASS	All visible layout and page furniture retained. Current extracted text and full 126dpi raster are identical to accepted S01. This is a regression check, not a new independent cold source collation.	PASS
fr	readers/PAPER_IV_FR_PP065_086.pdf	901F5D90F5F96EB78B18C203C85B9726333C605E3CC5212B384C4ECE37EFA70B	10	74	qa/s02/visual/fr/page10_p074.png	EF93D062DCB97FA25346111D223AEF5702F92C3736611BF69D7D36CC462C4821	126	VISUAL_REVIEW_OF_CURRENT_RENDER_PAIR_SHEET_AND_EXACT_PIXEL_REGRESSION	qa/s02/visual/regression_sheets/fr_pp073_074.png	PASS	NONE_OBSERVED	PASS	All visible layout and page furniture retained. Current extracted text and full 126dpi raster are identical to accepted S01. This is a regression check, not a new independent cold source collation.	PASS
