input_id,branch_head,remote_path,raw_url,blocker,next_action,source_body_status
212DFB-IN-027,212dfb1c7728f7c23274714434aa35d590e1aab7,interlanguage-sidecar/whole-corpus-authority-routing-continuation-20260706/INTERLANGUAGE_WHOLE_CORPUS_8F7D1CB_CONTINUATION_20260706/branch_inputs/010__interlanguage-sidecar__20260705__fable_chatgpt_interlingua_program_full__interlingua_program_20260704__DO_NOT_USE_LEDGER_20260704.json,https://raw.githubusercontent.com/KokunoYumeto/modern-latex-manuscripts/212dfb1c7728f7c23274714434aa35d590e1aab7/interlanguage-sidecar/whole-corpus-authority-routing-continuation-20260706/INTERLANGUAGE_WHOLE_CORPUS_8F7D1CB_CONTINUATION_20260706/branch_inputs/010__interlanguage-sidecar__20260705__fable_chatgpt_interlingua_program_full__interlingua_program_20260704__DO_NOT_USE_LEDGER_20260704.json,"OSError(22, 'Invalid argument')",retry raw download or ask B3 to package source/provenance body,access-blocked-or-missing
212DFB-IN-028,212dfb1c7728f7c23274714434aa35d590e1aab7,interlanguage-sidecar/whole-corpus-authority-routing-continuation-20260706/INTERLANGUAGE_WHOLE_CORPUS_8F7D1CB_CONTINUATION_20260706/branch_inputs/011__interlanguage-sidecar__20260705__fable_chatgpt_interlingua_program_full__interlingua_program_20260704__DO_NOT_USE_LEDGER_20260704.md,https://raw.githubusercontent.com/KokunoYumeto/modern-latex-manuscripts/212dfb1c7728f7c23274714434aa35d590e1aab7/interlanguage-sidecar/whole-corpus-authority-routing-continuation-20260706/INTERLANGUAGE_WHOLE_CORPUS_8F7D1CB_CONTINUATION_20260706/branch_inputs/011__interlanguage-sidecar__20260705__fable_chatgpt_interlingua_program_full__interlingua_program_20260704__DO_NOT_USE_LEDGER_20260704.md,"OSError(22, 'Invalid argument')",retry raw download or ask B3 to package source/provenance body,access-blocked-or-missing
212DFB-IN-029,212dfb1c7728f7c23274714434aa35d590e1aab7,interlanguage-sidecar/whole-corpus-authority-routing-continuation-20260706/INTERLANGUAGE_WHOLE_CORPUS_8F7D1CB_CONTINUATION_20260706/branch_inputs/012__interlanguage-sidecar__20260705__fable_chatgpt_interlingua_program_full__interlingua_program_20260704__user__made__flr__with__chat__web__stuff__WEIGHTED_INTELLIGIBILITY_SCORES_v3_20260704.json,https://raw.githubusercontent.com/KokunoYumeto/modern-latex-manuscripts/212dfb1c7728f7c23274714434aa35d590e1aab7/interlanguage-sidecar/whole-corpus-authority-routing-continuation-20260706/INTERLANGUAGE_WHOLE_CORPUS_8F7D1CB_CONTINUATION_20260706/branch_inputs/012__interlanguage-sidecar__20260705__fable_chatgpt_interlingua_program_full__interlingua_program_20260704__user__made__flr__with__chat__web__stuff__WEIGHTED_INTELLIGIBILITY_SCORES_v3_20260704.json,"OSError(22, 'Invalid argument')",retry raw download or ask B3 to package source/provenance body,access-blocked-or-missing
212DFB-IN-030,212dfb1c7728f7c23274714434aa35d590e1aab7,interlanguage-sidecar/whole-corpus-authority-routing-continuation-20260706/INTERLANGUAGE_WHOLE_CORPUS_8F7D1CB_CONTINUATION_20260706/branch_inputs/013__interlanguage-sidecar__20260705__fable_chatgpt_interlingua_program_full__interlingua_program_20260704__user__made__flr__with__chat__web__stuff__WEIGHTED_INTELLIGIBILITY_SCORES_v3_20260704.md,https://raw.githubusercontent.com/KokunoYumeto/modern-latex-manuscripts/212dfb1c7728f7c23274714434aa35d590e1aab7/interlanguage-sidecar/whole-corpus-authority-routing-continuation-20260706/INTERLANGUAGE_WHOLE_CORPUS_8F7D1CB_CONTINUATION_20260706/branch_inputs/013__interlanguage-sidecar__20260705__fable_chatgpt_interlingua_program_full__interlingua_program_20260704__user__made__flr__with__chat__web__stuff__WEIGHTED_INTELLIGIBILITY_SCORES_v3_20260704.md,"OSError(22, 'Invalid argument')",retry raw download or ask B3 to package source/provenance body,access-blocked-or-missing
212DFB-IN-031,212dfb1c7728f7c23274714434aa35d590e1aab7,interlanguage-sidecar/whole-corpus-authority-routing-continuation-20260706/INTERLANGUAGE_WHOLE_CORPUS_8F7D1CB_CONTINUATION_20260706/branch_inputs/014__interlanguage-sidecar__20260705__fable_chatgpt_interlingua_program_full__interlingua_program_20260704__user__made__flr__with__chat__web__stuff__enclosures__WEIGHTED_INTELLIGIBILITY_SCORES_v3_20260704.md,https://raw.githubusercontent.com/KokunoYumeto/modern-latex-manuscripts/212dfb1c7728f7c23274714434aa35d590e1aab7/interlanguage-sidecar/whole-corpus-authority-routing-continuation-20260706/INTERLANGUAGE_WHOLE_CORPUS_8F7D1CB_CONTINUATION_20260706/branch_inputs/014__interlanguage-sidecar__20260705__fable_chatgpt_interlingua_program_full__interlingua_program_20260704__user__made__flr__with__chat__web__stuff__enclosures__WEIGHTED_INTELLIGIBILITY_SCORES_v3_20260704.md,"OSError(22, 'Invalid argument')",retry raw download or ask B3 to package source/provenance body,access-blocked-or-missing
212DFB-IN-032,212dfb1c7728f7c23274714434aa35d590e1aab7,interlanguage-sidecar/whole-corpus-authority-routing-continuation-20260706/INTERLANGUAGE_WHOLE_CORPUS_8F7D1CB_CONTINUATION_20260706/branch_inputs/017__interlanguage-sidecar__20260706__claude_chatgpt_interlingua_program_full_provenance_dump__interlingua_program_20260704__DO_NOT_USE_LEDGER_20260704.json,https://raw.githubusercontent.com/KokunoYumeto/modern-latex-manuscripts/212dfb1c7728f7c23274714434aa35d590e1aab7/interlanguage-sidecar/whole-corpus-authority-routing-continuation-20260706/INTERLANGUAGE_WHOLE_CORPUS_8F7D1CB_CONTINUATION_20260706/branch_inputs/017__interlanguage-sidecar__20260706__claude_chatgpt_interlingua_program_full_provenance_dump__interlingua_program_20260704__DO_NOT_USE_LEDGER_20260704.json,"OSError(22, 'Invalid argument')",retry raw download or ask B3 to package source/provenance body,access-blocked-or-missing
212DFB-IN-033,212dfb1c7728f7c23274714434aa35d590e1aab7,interlanguage-sidecar/whole-corpus-authority-routing-continuation-20260706/INTERLANGUAGE_WHOLE_CORPUS_8F7D1CB_CONTINUATION_20260706/branch_inputs/018__interlanguage-sidecar__20260706__claude_chatgpt_interlingua_program_full_provenance_dump__interlingua_program_20260704__DO_NOT_USE_LEDGER_20260704.md,https://raw.githubusercontent.com/KokunoYumeto/modern-latex-manuscripts/212dfb1c7728f7c23274714434aa35d590e1aab7/interlanguage-sidecar/whole-corpus-authority-routing-continuation-20260706/INTERLANGUAGE_WHOLE_CORPUS_8F7D1CB_CONTINUATION_20260706/branch_inputs/018__interlanguage-sidecar__20260706__claude_chatgpt_interlingua_program_full_provenance_dump__interlingua_program_20260704__DO_NOT_USE_LEDGER_20260704.md,"OSError(22, 'Invalid argument')",retry raw download or ask B3 to package source/provenance body,access-blocked-or-missing
212DFB-IN-034,212dfb1c7728f7c23274714434aa35d590e1aab7,interlanguage-sidecar/whole-corpus-authority-routing-continuation-20260706/INTERLANGUAGE_WHOLE_CORPUS_8F7D1CB_CONTINUATION_20260706/branch_inputs/019__interlanguage-sidecar__20260706__claude_chatgpt_interlingua_program_full_provenance_dump__interlingua_program_20260704__INTERLINGUAL_MARKER_TABLE_v3_4_20260705.csv,https://raw.githubusercontent.com/KokunoYumeto/modern-latex-manuscripts/212dfb1c7728f7c23274714434aa35d590e1aab7/interlanguage-sidecar/whole-corpus-authority-routing-continuation-20260706/INTERLANGUAGE_WHOLE_CORPUS_8F7D1CB_CONTINUATION_20260706/branch_inputs/019__interlanguage-sidecar__20260706__claude_chatgpt_interlingua_program_full_provenance_dump__interlingua_program_20260704__INTERLINGUAL_MARKER_TABLE_v3_4_20260705.csv,"OSError(22, 'Invalid argument')",retry raw download or ask B3 to package source/provenance body,access-blocked-or-missing
212DFB-IN-035,212dfb1c7728f7c23274714434aa35d590e1aab7,interlanguage-sidecar/whole-corpus-authority-routing-continuation-20260706/INTERLANGUAGE_WHOLE_CORPUS_8F7D1CB_CONTINUATION_20260706/branch_inputs/020__interlanguage-sidecar__20260706__claude_chatgpt_interlingua_program_full_provenance_dump__interlingua_program_20260704__INTERLINGUAL_MARKER_TABLE_v3_4_20260705.json,https://raw.githubusercontent.com/KokunoYumeto/modern-latex-manuscripts/212dfb1c7728f7c23274714434aa35d590e1aab7/interlanguage-sidecar/whole-corpus-authority-routing-continuation-20260706/INTERLANGUAGE_WHOLE_CORPUS_8F7D1CB_CONTINUATION_20260706/branch_inputs/020__interlanguage-sidecar__20260706__claude_chatgpt_interlingua_program_full_provenance_dump__interlingua_program_20260704__INTERLINGUAL_MARKER_TABLE_v3_4_20260705.json,"OSError(22, 'Invalid argument')",retry raw download or ask B3 to package source/provenance body,access-blocked-or-missing
212DFB-IN-036,212dfb1c7728f7c23274714434aa35d590e1aab7,interlanguage-sidecar/whole-corpus-authority-routing-continuation-20260706/INTERLANGUAGE_WHOLE_CORPUS_8F7D1CB_CONTINUATION_20260706/branch_inputs/021__interlanguage-sidecar__20260706__claude_chatgpt_interlingua_program_full_provenance_dump__interlingua_program_20260704__NORMALIZATION_DECISIONS_R1_DRAFT_v1_20260705.json,https://raw.githubusercontent.com/KokunoYumeto/modern-latex-manuscripts/212dfb1c7728f7c23274714434aa35d590e1aab7/interlanguage-sidecar/whole-corpus-authority-routing-continuation-20260706/INTERLANGUAGE_WHOLE_CORPUS_8F7D1CB_CONTINUATION_20260706/branch_inputs/021__interlanguage-sidecar__20260706__claude_chatgpt_interlingua_program_full_provenance_dump__interlingua_program_20260704__NORMALIZATION_DECISIONS_R1_DRAFT_v1_20260705.json,"OSError(22, 'Invalid argument')",retry raw download or ask B3 to package source/provenance body,access-blocked-or-missing
212DFB-IN-037,212dfb1c7728f7c23274714434aa35d590e1aab7,interlanguage-sidecar/whole-corpus-authority-routing-continuation-20260706/INTERLANGUAGE_WHOLE_CORPUS_8F7D1CB_CONTINUATION_20260706/branch_inputs/022__interlanguage-sidecar__20260706__claude_chatgpt_interlingua_program_full_provenance_dump__interlingua_program_20260704__NORMALIZATION_DECISIONS_R1_DRAFT_v1_20260705.md,https://raw.githubusercontent.com/KokunoYumeto/modern-latex-manuscripts/212dfb1c7728f7c23274714434aa35d590e1aab7/interlanguage-sidecar/whole-corpus-authority-routing-continuation-20260706/INTERLANGUAGE_WHOLE_CORPUS_8F7D1CB_CONTINUATION_20260706/branch_inputs/022__interlanguage-sidecar__20260706__claude_chatgpt_interlingua_program_full_provenance_dump__interlingua_program_20260704__NORMALIZATION_DECISIONS_R1_DRAFT_v1_20260705.md,"OSError(22, 'Invalid argument')",retry raw download or ask B3 to package source/provenance body,access-blocked-or-missing
212DFB-IN-038,212dfb1c7728f7c23274714434aa35d590e1aab7,interlanguage-sidecar/whole-corpus-authority-routing-continuation-20260706/INTERLANGUAGE_WHOLE_CORPUS_8F7D1CB_CONTINUATION_20260706/branch_inputs/024__interlanguage-sidecar__20260706__claude_chatgpt_interlingua_program_full_provenance_dump__interlingua_program_20260704__user__made__flr__with__chat__web__stuff__WEIGHTED_INTELLIGIBILITY_SCORES_v3_20260704.json,https://raw.githubusercontent.com/KokunoYumeto/modern-latex-manuscripts/212dfb1c7728f7c23274714434aa35d590e1aab7/interlanguage-sidecar/whole-corpus-authority-routing-continuation-20260706/INTERLANGUAGE_WHOLE_CORPUS_8F7D1CB_CONTINUATION_20260706/branch_inputs/024__interlanguage-sidecar__20260706__claude_chatgpt_interlingua_program_full_provenance_dump__interlingua_program_20260704__user__made__flr__with__chat__web__stuff__WEIGHTED_INTELLIGIBILITY_SCORES_v3_20260704.json,"OSError(22, 'Invalid argument')",retry raw download or ask B3 to package source/provenance body,access-blocked-or-missing
212DFB-IN-039,212dfb1c7728f7c23274714434aa35d590e1aab7,interlanguage-sidecar/whole-corpus-authority-routing-continuation-20260706/INTERLANGUAGE_WHOLE_CORPUS_8F7D1CB_CONTINUATION_20260706/branch_inputs/025__interlanguage-sidecar__20260706__claude_chatgpt_interlingua_program_full_provenance_dump__interlingua_program_20260704__user__made__flr__with__chat__web__stuff__WEIGHTED_INTELLIGIBILITY_SCORES_v3_20260704.md,https://raw.githubusercontent.com/KokunoYumeto/modern-latex-manuscripts/212dfb1c7728f7c23274714434aa35d590e1aab7/interlanguage-sidecar/whole-corpus-authority-routing-continuation-20260706/INTERLANGUAGE_WHOLE_CORPUS_8F7D1CB_CONTINUATION_20260706/branch_inputs/025__interlanguage-sidecar__20260706__claude_chatgpt_interlingua_program_full_provenance_dump__interlingua_program_20260704__user__made__flr__with__chat__web__stuff__WEIGHTED_INTELLIGIBILITY_SCORES_v3_20260704.md,"OSError(22, 'Invalid argument')",retry raw download or ask B3 to package source/provenance body,access-blocked-or-missing
