relative_path,rule_id,occurrences,source_sha256,public_sha256,semantic_scope
CANON_BINDER_RECEIPT_20260804.md,PRIVATE_INTERLANGUAGE_ROOT,3,FEE66A3B9BFBFB095A9F3B7A26205D73D95C904AF0656FD62EA629768E214BE9,E27D82F01AD0F30B0CA2F4A04BD9433C2DBC1F356B5336DA2F8BADF797A94AF7,private path/operator token only; mathematical text unchanged
CANON_POINTER_UPDATE_v002_20260804.md,PRIVATE_INTERLANGUAGE_ROOT,5,D05B756081935BD1D479323F16AD88CE85154543785FDB415CAAAF5B8782CC30,271AE0914EBB873CA38F6FAC38F67C04D266302DABC8617C4E61108D7B79E56A,private path/operator token only; mathematical text unchanged
CHECKER_HANDOFF_U01_U03.md,PRIVATE_INTERLANGUAGE_ROOT,2,13DFF87491574C2E8A1AB0F15D9DDDF3445CAD27E7FE14EC67CDB259349D7D52,1788E56B8299689B3B2991A60713C1D7198DD3C455B73CCC10D2D54C878FDA1A,private path/operator token only; mathematical text unchanged
SOURCE_CUSTODY.md,PRIVATE_INTERLANGUAGE_ROOT,1,FA7D161A5B7E3D539CCC6EAAAFE09FB436BD3C75B06563E96AF223B8CB01BEA4,94EA1C8E062586C52778F64B8C85A39E6C2EC62BDA655E9D62DD7A83AD3D81E2,private path/operator token only; mathematical text unchanged
evidence/csv_artifact_validation/CSV_PROJECTIONS_ARTIFACT_TOOL_VALIDATION_REPORT.json,OPERATOR_NAME,3,5D058E8CF0CA1DA452D2FBE2283061F9971355462EA3ED6C7F5ADEFAC5A0A9D7,723BA4755E488274EECA71518EC99C1B69F87CA57D18780BAD081C9677CBDB17,private path/operator token only; mathematical text unchanged
evidence/difficulty_ledger/DIFFICULTY_LEDGER.csv,OPERATOR_NAME,1,39D295455DA354A844D143D23687911927DE73DB6AFDFBBB8E5C200C48A5FBF7,4727FBEA549220375363085B323CA13950098F155E5926BA949F15D991FB0DE9,private path/operator token only; mathematical text unchanged
evidence/difficulty_ledger/DIFFICULTY_LEDGER.jsonl,OPERATOR_NAME,1,4B725D15BA858889C07E543FF29C2F12B22E24D03A846282CB8BB1E1E0C28D1E,8DD31D648DA1B9BE756845ABAD21720F327E540406F2E7D69B4348E51833AB97,private path/operator token only; mathematical text unchanged
evidence/difficulty_ledger/initialize_difficulty_ledger.ps1,OPERATOR_NAME,1,D10D4E9A59F9FFFBF8B68B26B671276E4454094A0354D09E852076F6F43178B2,BFBCD69337DBB9D332CDC865CECC96F4DFE78096D53C28779C87AF57B6859952,private path/operator token only; mathematical text unchanged
evidence/structural_index/PRODUCER_STRUCTURAL_INDEX.csv,PRIVATE_INTERLANGUAGE_ROOT,90,7B5576B2E6C039F197AB5381A83B70B003D29D5A8F91CAD2A12F209FC1849969,9CB17276B34C4E4E208CEC374F8257B56DBEA5EE60ED2B06F39B6C1E7CAADF53,private path/operator token only; mathematical text unchanged
evidence/structural_index/PRODUCER_STRUCTURAL_INDEX.jsonl,OPERATOR_NAME,90,CAB2B7FF157B86AE9CD288A65FBF1B3F5149A19F540FB549A37B56761CCAF8F4,FFB9B26427955C02012EAC48AA25BAC8786435AB244C5F1BCA551DF9E6B4448F,private path/operator token only; mathematical text unchanged
evidence/structural_index/build_and_validate_structural_index.ps1,PRIVATE_INTERLANGUAGE_ROOT,1,C4DBC59A0378AFEA4C19407564293BD0AC51F850DB2C7B384CAAE757808E59DD,CD86E909DD0237FE0C166B1B0CA5A711ABC23AA9CAD52E2CBCD3DB24FADD1A4C,private path/operator token only; mathematical text unchanged
