"evidence_kind","origin_ledger","branch_visible_origin","route_or_language","url","status_or_label","next_action"
"web_visible_official_route","outputs/R6_8F7_PRIORITY_RECOVERY_LIVE_RETRY_20260706/live-retry/WEB_VISIBLE_OFFICIAL_ROUTE_EVIDENCE_20260706.csv","uploader-transfer/r6-8f7-priority-recovery-live-retry-20260706/R6_8F7_PRIORITY_RECOVERY_LIVE_RETRY_20260706/live-retry/WEB_VISIBLE_OFFICIAL_ROUTE_EVIDENCE_20260706.csv","Ecuador Kichwa CNIB","https://educacion.gob.ec/curriculos-nacionales-interculturales-bilingues/","official route evidence","use as source-start/provenance route only; capture exact body/path/hash/reuse signal before any support widening"
"web_visible_official_route","outputs/R6_8F7_PRIORITY_RECOVERY_LIVE_RETRY_20260706/live-retry/WEB_VISIBLE_OFFICIAL_ROUTE_EVIDENCE_20260706.csv","uploader-transfer/r6-8f7-priority-recovery-live-retry-20260706/R6_8F7_PRIORITY_RECOVERY_LIVE_RETRY_20260706/live-retry/WEB_VISIBLE_OFFICIAL_ROUTE_EVIDENCE_20260706.csv","Paraguay Guarani/PRODEPA","https://www.mec.gov.py/cms?ref=295084-programa-de-alfabetizacion-no-formal","official route evidence","use as source-start/provenance route only; capture exact body/path/hash/reuse signal before any support widening"
"web_visible_official_route","outputs/R6_8F7_PRIORITY_RECOVERY_LIVE_RETRY_20260706/live-retry/WEB_VISIBLE_OFFICIAL_ROUTE_EVIDENCE_20260706.csv","uploader-transfer/r6-8f7-priority-recovery-live-retry-20260706/R6_8F7_PRIORITY_RECOVERY_LIVE_RETRY_20260706/live-retry/WEB_VISIBLE_OFFICIAL_ROUTE_EVIDENCE_20260706.csv","Paraguay Guarani/PRODEPA","https://www.mec.gov.py/cms_v2/adjuntos/9825?1415802976=","official route evidence","use as source-start/provenance route only; capture exact body/path/hash/reuse signal before any support widening"
"web_visible_official_route","outputs/R6_8F7_PRIORITY_RECOVERY_LIVE_RETRY_20260706/live-retry/WEB_VISIBLE_OFFICIAL_ROUTE_EVIDENCE_20260706.csv","uploader-transfer/r6-8f7-priority-recovery-live-retry-20260706/R6_8F7_PRIORITY_RECOVERY_LIVE_RETRY_20260706/live-retry/WEB_VISIBLE_OFFICIAL_ROUTE_EVIDENCE_20260706.csv","Paraguay Guarani/PRODEPA","https://www.mec.gov.py/cms_v2/adjuntos/9823","official route evidence","use as source-start/provenance route only; capture exact body/path/hash/reuse signal before any support widening"
"local_http_retry","outputs/R6_8F7_PRIORITY_RECOVERY_LIVE_RETRY_20260706/live-retry/LOCAL_HTTP_HEAD_RETRY_RESULTS_20260706.csv","uploader-transfer/r6-8f7-priority-recovery-live-retry-20260706/R6_8F7_PRIORITY_RECOVERY_LIVE_RETRY_20260706/live-retry/LOCAL_HTTP_HEAD_RETRY_RESULTS_20260706.csv","Ecuador Kichwa CNIB","https://educacion.gob.ec/curriculos-nacionales-interculturales-bilingues/","ERR","treat HTTP result as recovery evidence only until local body/source-owner route is closed"
"local_http_retry","outputs/R6_8F7_PRIORITY_RECOVERY_LIVE_RETRY_20260706/live-retry/LOCAL_HTTP_HEAD_RETRY_RESULTS_20260706.csv","uploader-transfer/r6-8f7-priority-recovery-live-retry-20260706/R6_8F7_PRIORITY_RECOVERY_LIVE_RETRY_20260706/live-retry/LOCAL_HTTP_HEAD_RETRY_RESULTS_20260706.csv","Ecuador Kichwa CNIB","https://educacion.gob.ec/wp-content/uploads/downloads/2017/03/KICHWA_CNIB_2017.pdf","ERR","treat HTTP result as recovery evidence only until local body/source-owner route is closed"
"local_http_retry","outputs/R6_8F7_PRIORITY_RECOVERY_LIVE_RETRY_20260706/live-retry/LOCAL_HTTP_HEAD_RETRY_RESULTS_20260706.csv","uploader-transfer/r6-8f7-priority-recovery-live-retry-20260706/R6_8F7_PRIORITY_RECOVERY_LIVE_RETRY_20260706/live-retry/LOCAL_HTTP_HEAD_RETRY_RESULTS_20260706.csv","Paraguay Guarani/PRODEPA","https://www.mec.gov.py/cms?ref=295084-programa-de-alfabetizacion-no-formal","ERR","treat HTTP result as recovery evidence only until local body/source-owner route is closed"
"local_http_retry","outputs/R6_8F7_PRIORITY_RECOVERY_LIVE_RETRY_20260706/live-retry/LOCAL_HTTP_HEAD_RETRY_RESULTS_20260706.csv","uploader-transfer/r6-8f7-priority-recovery-live-retry-20260706/R6_8F7_PRIORITY_RECOVERY_LIVE_RETRY_20260706/live-retry/LOCAL_HTTP_HEAD_RETRY_RESULTS_20260706.csv","Paraguay Guarani/PRODEPA","https://www.mec.gov.py/cms_v2/adjuntos/9823","ERR","treat HTTP result as recovery evidence only until local body/source-owner route is closed"
"local_http_retry","outputs/R6_8F7_PRIORITY_RECOVERY_LIVE_RETRY_20260706/live-retry/LOCAL_HTTP_HEAD_RETRY_RESULTS_20260706.csv","uploader-transfer/r6-8f7-priority-recovery-live-retry-20260706/R6_8F7_PRIORITY_RECOVERY_LIVE_RETRY_20260706/live-retry/LOCAL_HTTP_HEAD_RETRY_RESULTS_20260706.csv","Paraguay Guarani/PRODEPA","https://www.mec.gov.py/cms_v2/adjuntos/9825?1415802976=","ERR","treat HTTP result as recovery evidence only until local body/source-owner route is closed"
"local_http_retry","outputs/R6_8F7_PRIORITY_RECOVERY_LIVE_RETRY_20260706/live-retry/LOCAL_HTTP_HEAD_RETRY_RESULTS_20260706.csv","uploader-transfer/r6-8f7-priority-recovery-live-retry-20260706/R6_8F7_PRIORITY_RECOVERY_LIVE_RETRY_20260706/live-retry/LOCAL_HTTP_HEAD_RETRY_RESULTS_20260706.csv","Paraguay Guarani/PRODEPA","https://www.mec.gov.py/cms_v2/adjuntos/7179","ERR","treat HTTP result as recovery evidence only until local body/source-owner route is closed"
