"row_id","source_ledger","branch_visible_origin","route_or_language","source_body_or_url","sha256_or_hash","source_use_label","branch_212df_decision"
"priority-witness-1","outputs/R6_8F7_PRIORITY_RECOVERY_LIVE_RETRY_20260706/source-witness-index/R6_PRIORITY_ROUTE_SOURCE_WITNESS_CARRY_FORWARD_20260706.csv","uploader-transfer/r6-8f7-priority-recovery-live-retry-20260706/R6_8F7_PRIORITY_RECOVERY_LIVE_RETRY_20260706/source-witness-index/R6_PRIORITY_ROUTE_SOURCE_WITNESS_CARRY_FORWARD_20260706.csv","","","ec725da07f65f30c02226cf97f8e375c29e2ef5a6a9970b0094badaa044e7a5a","public_source_archive_candidate_for_provenance_review_no_reuse_clearance","branch-visible live-retry upload confirms packaging visibility only; keep row source-gated or recovery-only as originally labeled"
"priority-witness-2","outputs/R6_8F7_PRIORITY_RECOVERY_LIVE_RETRY_20260706/source-witness-index/R6_PRIORITY_ROUTE_SOURCE_WITNESS_CARRY_FORWARD_20260706.csv","uploader-transfer/r6-8f7-priority-recovery-live-retry-20260706/R6_8F7_PRIORITY_RECOVERY_LIVE_RETRY_20260706/source-witness-index/R6_PRIORITY_ROUTE_SOURCE_WITNESS_CARRY_FORWARD_20260706.csv","","","649c98526f7979c8ae017730bb522365eea135e44da8af98d8e2999709650bdc","local_source_body_for_provenance_review_no_reuse_clearance","branch-visible live-retry upload confirms packaging visibility only; keep row source-gated or recovery-only as originally labeled"
"priority-witness-3","outputs/R6_8F7_PRIORITY_RECOVERY_LIVE_RETRY_20260706/source-witness-index/R6_PRIORITY_ROUTE_SOURCE_WITNESS_CARRY_FORWARD_20260706.csv","uploader-transfer/r6-8f7-priority-recovery-live-retry-20260706/R6_8F7_PRIORITY_RECOVERY_LIVE_RETRY_20260706/source-witness-index/R6_PRIORITY_ROUTE_SOURCE_WITNESS_CARRY_FORWARD_20260706.csv","","","2ec4e8c0e9fa78a62c01a5e76431941a3fe752346f1595dc26c354bd0f813e22","local_source_body_for_provenance_review_no_reuse_clearance","branch-visible live-retry upload confirms packaging visibility only; keep row source-gated or recovery-only as originally labeled"
"priority-witness-4","outputs/R6_8F7_PRIORITY_RECOVERY_LIVE_RETRY_20260706/source-witness-index/R6_PRIORITY_ROUTE_SOURCE_WITNESS_CARRY_FORWARD_20260706.csv","uploader-transfer/r6-8f7-priority-recovery-live-retry-20260706/R6_8F7_PRIORITY_RECOVERY_LIVE_RETRY_20260706/source-witness-index/R6_PRIORITY_ROUTE_SOURCE_WITNESS_CARRY_FORWARD_20260706.csv","","","b32e6dbb79d9eb78e49af78478b0704971d0b09eeadf7904c4c30fdb0206f4a2","local_source_body_for_provenance_review_no_reuse_clearance","branch-visible live-retry upload confirms packaging visibility only; keep row source-gated or recovery-only as originally labeled"
"priority-witness-5","outputs/R6_8F7_PRIORITY_RECOVERY_LIVE_RETRY_20260706/source-witness-index/R6_PRIORITY_ROUTE_SOURCE_WITNESS_CARRY_FORWARD_20260706.csv","uploader-transfer/r6-8f7-priority-recovery-live-retry-20260706/R6_8F7_PRIORITY_RECOVERY_LIVE_RETRY_20260706/source-witness-index/R6_PRIORITY_ROUTE_SOURCE_WITNESS_CARRY_FORWARD_20260706.csv","","","e60423506a27529b140f43bbaf327630dfc12daf2985ee53f8c26a2aeda85d27","local_source_body_for_provenance_review_no_reuse_clearance","branch-visible live-retry upload confirms packaging visibility only; keep row source-gated or recovery-only as originally labeled"
"priority-witness-6","outputs/R6_8F7_PRIORITY_RECOVERY_LIVE_RETRY_20260706/source-witness-index/R6_PRIORITY_ROUTE_SOURCE_WITNESS_CARRY_FORWARD_20260706.csv","uploader-transfer/r6-8f7-priority-recovery-live-retry-20260706/R6_8F7_PRIORITY_RECOVERY_LIVE_RETRY_20260706/source-witness-index/R6_PRIORITY_ROUTE_SOURCE_WITNESS_CARRY_FORWARD_20260706.csv","","","05e2428742f1b70189e69b15cfa48f7d553a42656dc589cbce571e57bb446a21","local_source_body_for_provenance_review_no_reuse_clearance","branch-visible live-retry upload confirms packaging visibility only; keep row source-gated or recovery-only as originally labeled"
"priority-witness-7","outputs/R6_8F7_PRIORITY_RECOVERY_LIVE_RETRY_20260706/source-witness-index/R6_PRIORITY_ROUTE_SOURCE_WITNESS_CARRY_FORWARD_20260706.csv","uploader-transfer/r6-8f7-priority-recovery-live-retry-20260706/R6_8F7_PRIORITY_RECOVERY_LIVE_RETRY_20260706/source-witness-index/R6_PRIORITY_ROUTE_SOURCE_WITNESS_CARRY_FORWARD_20260706.csv","","","34e8592f68d669158040dc025ba7e85c4af969cdb32b082db6ec36e8ce48785d","local_source_body_for_provenance_review_no_reuse_clearance","branch-visible live-retry upload confirms packaging visibility only; keep row source-gated or recovery-only as originally labeled"
"priority-witness-8","outputs/R6_8F7_PRIORITY_RECOVERY_LIVE_RETRY_20260706/source-witness-index/R6_PRIORITY_ROUTE_SOURCE_WITNESS_CARRY_FORWARD_20260706.csv","uploader-transfer/r6-8f7-priority-recovery-live-retry-20260706/R6_8F7_PRIORITY_RECOVERY_LIVE_RETRY_20260706/source-witness-index/R6_PRIORITY_ROUTE_SOURCE_WITNESS_CARRY_FORWARD_20260706.csv","","","6bf4f367f90237bd4b767dcfcd893b1f23ccbbed88cc75ab1633870f9b90376a","local_source_body_for_provenance_review_no_reuse_clearance","branch-visible live-retry upload confirms packaging visibility only; keep row source-gated or recovery-only as originally labeled"
"priority-witness-9","outputs/R6_8F7_PRIORITY_RECOVERY_LIVE_RETRY_20260706/source-witness-index/R6_PRIORITY_ROUTE_SOURCE_WITNESS_CARRY_FORWARD_20260706.csv","uploader-transfer/r6-8f7-priority-recovery-live-retry-20260706/R6_8F7_PRIORITY_RECOVERY_LIVE_RETRY_20260706/source-witness-index/R6_PRIORITY_ROUTE_SOURCE_WITNESS_CARRY_FORWARD_20260706.csv","","","ef972eaf0ea191e456da7d6598ff7306b6fc8b494e7cb6784c08ec7e1440199b","local_source_body_for_provenance_review_no_reuse_clearance","branch-visible live-retry upload confirms packaging visibility only; keep row source-gated or recovery-only as originally labeled"
"priority-witness-10","outputs/R6_8F7_PRIORITY_RECOVERY_LIVE_RETRY_20260706/source-witness-index/R6_PRIORITY_ROUTE_SOURCE_WITNESS_CARRY_FORWARD_20260706.csv","uploader-transfer/r6-8f7-priority-recovery-live-retry-20260706/R6_8F7_PRIORITY_RECOVERY_LIVE_RETRY_20260706/source-witness-index/R6_PRIORITY_ROUTE_SOURCE_WITNESS_CARRY_FORWARD_20260706.csv","","","7aabdbceec529a90f1268c78e9c89215353ee93b04492e80de8189eac917e270","local_source_body_for_provenance_review_no_reuse_clearance","branch-visible live-retry upload confirms packaging visibility only; keep row source-gated or recovery-only as originally labeled"
"priority-witness-11","outputs/R6_8F7_PRIORITY_RECOVERY_LIVE_RETRY_20260706/source-witness-index/R6_PRIORITY_ROUTE_SOURCE_WITNESS_CARRY_FORWARD_20260706.csv","uploader-transfer/r6-8f7-priority-recovery-live-retry-20260706/R6_8F7_PRIORITY_RECOVERY_LIVE_RETRY_20260706/source-witness-index/R6_PRIORITY_ROUTE_SOURCE_WITNESS_CARRY_FORWARD_20260706.csv","","","91fe69d3fed70762f334d3a5e850a062fbe542c16547c44b6f38da0de3683454","local_source_body_for_provenance_review_no_reuse_clearance","branch-visible live-retry upload confirms packaging visibility only; keep row source-gated or recovery-only as originally labeled"
"priority-witness-12","outputs/R6_8F7_PRIORITY_RECOVERY_LIVE_RETRY_20260706/source-witness-index/R6_PRIORITY_ROUTE_SOURCE_WITNESS_CARRY_FORWARD_20260706.csv","uploader-transfer/r6-8f7-priority-recovery-live-retry-20260706/R6_8F7_PRIORITY_RECOVERY_LIVE_RETRY_20260706/source-witness-index/R6_PRIORITY_ROUTE_SOURCE_WITNESS_CARRY_FORWARD_20260706.csv","","","237faf3704d9b106379c4bfe22286710438beb442a5dc0f100e54d4016b16cb8","local_source_body_for_provenance_review_no_reuse_clearance","branch-visible live-retry upload confirms packaging visibility only; keep row source-gated or recovery-only as originally labeled"
"priority-witness-13","outputs/R6_8F7_PRIORITY_RECOVERY_LIVE_RETRY_20260706/source-witness-index/R6_PRIORITY_ROUTE_SOURCE_WITNESS_CARRY_FORWARD_20260706.csv","uploader-transfer/r6-8f7-priority-recovery-live-retry-20260706/R6_8F7_PRIORITY_RECOVERY_LIVE_RETRY_20260706/source-witness-index/R6_PRIORITY_ROUTE_SOURCE_WITNESS_CARRY_FORWARD_20260706.csv","","","d51701b0f50029b5a756f03b77b3770976b294125c08f807dfa20bf62785a3b2","local_source_body_for_provenance_review_no_reuse_clearance","branch-visible live-retry upload confirms packaging visibility only; keep row source-gated or recovery-only as originally labeled"
"priority-witness-14","outputs/R6_8F7_PRIORITY_RECOVERY_LIVE_RETRY_20260706/source-witness-index/R6_PRIORITY_ROUTE_SOURCE_WITNESS_CARRY_FORWARD_20260706.csv","uploader-transfer/r6-8f7-priority-recovery-live-retry-20260706/R6_8F7_PRIORITY_RECOVERY_LIVE_RETRY_20260706/source-witness-index/R6_PRIORITY_ROUTE_SOURCE_WITNESS_CARRY_FORWARD_20260706.csv","","","a995def01d0ef1a7b17d2a2efc27e6be727acb3e81e66b515c44ffe81eafab9c","provenance_metadata_logbook_no_source_authority_claim","branch-visible live-retry upload confirms packaging visibility only; keep row source-gated or recovery-only as originally labeled"
"priority-witness-15","outputs/R6_8F7_PRIORITY_RECOVERY_LIVE_RETRY_20260706/source-witness-index/R6_PRIORITY_ROUTE_SOURCE_WITNESS_CARRY_FORWARD_20260706.csv","uploader-transfer/r6-8f7-priority-recovery-live-retry-20260706/R6_8F7_PRIORITY_RECOVERY_LIVE_RETRY_20260706/source-witness-index/R6_PRIORITY_ROUTE_SOURCE_WITNESS_CARRY_FORWARD_20260706.csv","","","71103d8c23676e3c11f3bd4471b19261b6d2cc0d2bb12c98a40f6908dd142b77","provenance_metadata_logbook_no_source_authority_claim","branch-visible live-retry upload confirms packaging visibility only; keep row source-gated or recovery-only as originally labeled"
"priority-witness-16","outputs/R6_8F7_PRIORITY_RECOVERY_LIVE_RETRY_20260706/source-witness-index/R6_PRIORITY_ROUTE_SOURCE_WITNESS_CARRY_FORWARD_20260706.csv","uploader-transfer/r6-8f7-priority-recovery-live-retry-20260706/R6_8F7_PRIORITY_RECOVERY_LIVE_RETRY_20260706/source-witness-index/R6_PRIORITY_ROUTE_SOURCE_WITNESS_CARRY_FORWARD_20260706.csv","","","3eb3ec1a3edde56c935d1f79f5628c015b36f346011440fb632e0b17cab29912","provenance_metadata_logbook_no_source_authority_claim","branch-visible live-retry upload confirms packaging visibility only; keep row source-gated or recovery-only as originally labeled"
"priority-witness-17","outputs/R6_8F7_PRIORITY_RECOVERY_LIVE_RETRY_20260706/source-witness-index/R6_PRIORITY_ROUTE_SOURCE_WITNESS_CARRY_FORWARD_20260706.csv","uploader-transfer/r6-8f7-priority-recovery-live-retry-20260706/R6_8F7_PRIORITY_RECOVERY_LIVE_RETRY_20260706/source-witness-index/R6_PRIORITY_ROUTE_SOURCE_WITNESS_CARRY_FORWARD_20260706.csv","","","61ebdbf68d30dd64da17d2bf53d9f4f859f13f361ddb683d0cb5c55f3591a7bc","provenance_metadata_logbook_no_source_authority_claim","branch-visible live-retry upload confirms packaging visibility only; keep row source-gated or recovery-only as originally labeled"
"priority-witness-18","outputs/R6_8F7_PRIORITY_RECOVERY_LIVE_RETRY_20260706/source-witness-index/R6_PRIORITY_ROUTE_SOURCE_WITNESS_CARRY_FORWARD_20260706.csv","uploader-transfer/r6-8f7-priority-recovery-live-retry-20260706/R6_8F7_PRIORITY_RECOVERY_LIVE_RETRY_20260706/source-witness-index/R6_PRIORITY_ROUTE_SOURCE_WITNESS_CARRY_FORWARD_20260706.csv","","","839d15ceb9f68a04c9d12b3520c3a31fcd29c1c626c9d13acbb701cafcaa7b80","provenance_metadata_logbook_no_source_authority_claim","branch-visible live-retry upload confirms packaging visibility only; keep row source-gated or recovery-only as originally labeled"
