"row_id","target_family","language_access_target","source_title","source_format","original_source_url","package_relative_path","sha256","source_use_label","license_or_access_signal","ethics_authority_note"
"R6-CR-P2-015","Creole/contact","Jamaican Creole / Jamaican Patois","Jamaica Early Childhood Curriculum Guide 4-5","application/pdf","https://moey.gov.jm/wp-content/uploads/2015/04/JECCG_Four-to-Five-Year-Old__final_intrnt.pdf","source-bodies\Creole_contact\Jamaican_Creole_Jamaican_Patois\R6-CR-P2-015__jamaica_early_childhood_curriculum_guide_4_5.pdf","649c98526f7979c8ae017730bb522365eea135e44da8af98d8e2999709650bdc","local_source_body_for_provenance_review_no_reuse_clearance","license/reuse pending; source-owner/reviewer return required","curriculum/context witness; exact Jamaican Creole STEM witness still pending; Use as Jamaican curriculum/STEM context; exact Jamaican Creole/Patois STEM wording remains pending."
"R6-CR-P2-016","Creole/contact","Jamaican Creole / Jamaican Patois","Jamaica current STEM project stakeholder plan","application/pdf","https://moey.gov.jm/wp-content/uploads/2025/06/SEP-Jamaica-Education-Project-P178595-16-JUN-2025.pdf","source-bodies\Creole_contact\Jamaican_Creole_Jamaican_Patois\R6-CR-P2-016__jamaica_education_project_sep_2025.pdf","2ec4e8c0e9fa78a62c01a5e76431941a3fe752346f1595dc26c354bd0f813e22","local_source_body_for_provenance_review_no_reuse_clearance","license/reuse pending; source-owner/reviewer return required","policy/context source; not term witness; Use as Jamaican curriculum/STEM context; exact Jamaican Creole/Patois STEM wording remains pending."
"R6-KR-SAR-001","R6 addendum route/body","Kreyol / Haitian Creole","MIT-Ayiti Matematik subject index","existing_strict_kreyol_math_html_route","https://mit-ayiti.net/matye/matematik/","source-bodies\Creole_contact\Kreyol_Haitian_Creole\R6-KR-SAR-001__mit_ayiti_matematik_index.html","b32e6dbb79d9eb78e49af78478b0704971d0b09eeadf7904c4c30fdb0206f4a2","local_source_body_for_provenance_review_no_reuse_clearance","public route reachable; reuse/license clearance not recorded; source-owner/reviewer return required before excerpt or corpus reuse","Kreyol remains a named creole/contact access language; do not infer pan-creole or French-register authority; source-owner or qualified Kreyol STEM reviewer route required"
"R6-KR-SAR-001","Creole/contact","Kreyol / Haitian Creole","MIT-Ayiti Matematik subject index","HTML local capture","https://mit-ayiti.net/matye/matematik/","source-bodies\Creole_contact\Kreyol_Haitian_Creole\R6-KR-SAR-001__mit_ayiti_matematik_index.html","b32e6dbb79d9eb78e49af78478b0704971d0b09eeadf7904c4c30fdb0206f4a2","local_source_body_for_provenance_review_no_reuse_clearance","license/reuse pending; link-only until source-owner or reviewer return","Can this MIT-Ayiti Matematik index be treated as an authoritative route for Kreyol STEM/math resource discovery?"
"R6-KR-SAR-002","Creole/contact","Kreyol / Haitian Creole","MIT-Ayiti math teaching article","HTML local capture","https://mit-ayiti.net/anseyman-matematik/","source-bodies\Creole_contact\Kreyol_Haitian_Creole\R6-KR-SAR-002__mit_ayiti_anseyman_matematik.html","e60423506a27529b140f43bbaf327630dfc12daf2985ee53f8c26a2aeda85d27","local_source_body_for_provenance_review_no_reuse_clearance","license/reuse pending; link-only until source-owner or reviewer return","Can this article be used as Kreyol classroom-register evidence for math teaching prose and resource framing?"
"R6-KR-SAR-002","R6 addendum route/body","Kreyol / Haitian Creole","MIT-Ayiti math teaching article","existing_strict_kreyol_math_html_route","https://mit-ayiti.net/anseyman-matematik/","source-bodies\Creole_contact\Kreyol_Haitian_Creole\R6-KR-SAR-002__mit_ayiti_anseyman_matematik.html","e60423506a27529b140f43bbaf327630dfc12daf2985ee53f8c26a2aeda85d27","local_source_body_for_provenance_review_no_reuse_clearance","public route reachable; reuse/license clearance not recorded; source-owner/reviewer return required before excerpt or corpus reuse","Kreyol remains a named creole/contact access language; do not infer pan-creole or French-register authority; source-owner or qualified Kreyol STEM reviewer route required"
"R6-KR-SAR-003","Creole/contact","Kreyol / Haitian Creole","Tiraj san remiz avek lod","HTML local capture","https://mit-ayiti.net/resous/tiraj-san-remiz-avek-lod/","source-bodies\Creole_contact\Kreyol_Haitian_Creole\R6-KR-SAR-003__mit_ayiti_tiraj_san_remiz_avek_lod.html","05e2428742f1b70189e69b15cfa48f7d553a42656dc589cbce571e57bb446a21","local_source_body_for_provenance_review_no_reuse_clearance","license/reuse pending; link-only until source-owner or reviewer return","Can this resource support Kreyol probability/combinatorics terminology and lesson-structure questions for a later numeracy packet?"
"R6-KR-SAR-003","R6 addendum route/body","Kreyol / Haitian Creole","Tiraj san remiz avek lod","existing_strict_kreyol_math_html_route","https://mit-ayiti.net/resous/tiraj-san-remiz-avek-lod/","source-bodies\Creole_contact\Kreyol_Haitian_Creole\R6-KR-SAR-003__mit_ayiti_tiraj_san_remiz_avek_lod.html","05e2428742f1b70189e69b15cfa48f7d553a42656dc589cbce571e57bb446a21","local_source_body_for_provenance_review_no_reuse_clearance","public route reachable; reuse/license clearance not recorded; source-owner/reviewer return required before excerpt or corpus reuse","Kreyol remains a named creole/contact access language; do not infer pan-creole or French-register authority; source-owner or qualified Kreyol STEM reviewer route required"
"R6-KR-SAR-004","Creole/contact","Kreyol / Haitian Creole","CAPTEH - Matematik k ap bouyi sou 3 woch dife","HTML local capture","https://mit-ayiti.net/resous/matematik-k-ap-bouyi-sou-3-woch-dife/","source-bodies\Creole_contact\Kreyol_Haitian_Creole\R6-KR-SAR-004__mit_ayiti_matematik_k_ap_bouyi_sou_3_woch_dife.html","34e8592f68d669158040dc025ba7e85c4af969cdb32b082db6ec36e8ce48785d","local_source_body_for_provenance_review_no_reuse_clearance","license/reuse pending; link-only until source-owner or reviewer return","Can this resource support Kreyol early-numeracy packet planning and symbol/proof-literacy bridge questions?"
"R6-KR-SAR-004","R6 addendum route/body","Kreyol / Haitian Creole","CAPTEH - Matematik k ap bouyi sou 3 woch dife","existing_strict_kreyol_math_html_route","https://mit-ayiti.net/resous/matematik-k-ap-bouyi-sou-3-woch-dife/","source-bodies\Creole_contact\Kreyol_Haitian_Creole\R6-KR-SAR-004__mit_ayiti_matematik_k_ap_bouyi_sou_3_woch_dife.html","34e8592f68d669158040dc025ba7e85c4af969cdb32b082db6ec36e8ce48785d","local_source_body_for_provenance_review_no_reuse_clearance","public route reachable; reuse/license clearance not recorded; source-owner/reviewer return required before excerpt or corpus reuse","Kreyol remains a named creole/contact access language; do not infer pan-creole or French-register authority; source-owner or qualified Kreyol STEM reviewer route required"
"R6-CR-P2-010","Creole/contact","Mauritian/Seychellois/Indian Ocean Creoles","Mauritius MIE curriculum page","text/html","https://mie.ac.mu/curriculum.html","source-bodies\Creole_contact\Mauritian_Seychellois_Indian_Ocean_Creoles\R6-CR-P2-010__mauritius_mie_curriculum.html","6bf4f367f90237bd4b767dcfcd893b1f23ccbbed88cc75ab1633870f9b90376a","local_source_body_for_provenance_review_no_reuse_clearance","license/reuse pending; source-owner/reviewer return required","official/OER locator; exact STEM witness pending; Use as MIE Kreol Morisien/Kreol Rodrige locator/context; extract exact textbook/practice-paper rows only after source-owner/reuse review."
"R6-CR-P2-010","R6 addendum route/body","Mauritian/Seychellois/Indian Ocean Creoles","Mauritius MIE curriculum page","existing_strict_mie_curriculum_or_context_route","https://mie.ac.mu/curriculum.html","source-bodies\Creole_contact\Mauritian_Seychellois_Indian_Ocean_Creoles\R6-CR-P2-010__mauritius_mie_curriculum.html","6bf4f367f90237bd4b767dcfcd893b1f23ccbbed88cc75ab1633870f9b90376a","local_source_body_for_provenance_review_no_reuse_clearance","public MIE route/capture; reuse/license clearance not recorded; source-owner/reviewer return required before body/excerpt use","Keep Mauritius, Rodrigues, Seychelles, and broader Indian Ocean creole rows separate; no pan-creole or French/English substitution; source-owner or qualified reviewer route required"
"R6-CR-P2-011","Creole/contact","Mauritian/Seychellois/Indian Ocean Creoles","MIE curriculum books page","text/html; charset=UTF-8","https://web.mie.ac.mu/curriculum_books/","source-bodies\Creole_contact\Mauritian_Seychellois_Indian_Ocean_Creoles\R6-CR-P2-011__mauritius_mie_curriculum_books.html","ef972eaf0ea191e456da7d6598ff7306b6fc8b494e7cb6784c08ec7e1440199b","local_source_body_for_provenance_review_no_reuse_clearance","license/reuse pending; source-owner/reviewer return required","official/OER locator; exact STEM witness pending; Use as MIE Kreol Morisien/Kreol Rodrige locator/context; extract exact textbook/practice-paper rows only after source-owner/reuse review."
"R6-CR-P2-011","R6 addendum route/body","Mauritian/Seychellois/Indian Ocean Creoles","MIE curriculum books page","existing_strict_mie_curriculum_or_context_route","https://web.mie.ac.mu/curriculum_books/","source-bodies\Creole_contact\Mauritian_Seychellois_Indian_Ocean_Creoles\R6-CR-P2-011__mauritius_mie_curriculum_books.html","ef972eaf0ea191e456da7d6598ff7306b6fc8b494e7cb6784c08ec7e1440199b","local_source_body_for_provenance_review_no_reuse_clearance","public MIE route/capture; reuse/license clearance not recorded; source-owner/reviewer return required before body/excerpt use","Keep Mauritius, Rodrigues, Seychelles, and broader Indian Ocean creole rows separate; no pan-creole or French/English substitution; source-owner or qualified reviewer route required"
"R6-CR-P2-012","Creole/contact","Mauritian/Seychellois/Indian Ocean Creoles","MIE FPLNS implementation guidelines","application/pdf","https://web.mie.ac.mu/wp-content/uploads/2025/01/Implementation-guidelines_abridged.pdf","source-bodies\Creole_contact\Mauritian_Seychellois_Indian_Ocean_Creoles\R6-CR-P2-012__mauritius_fplns_implementation_guidelines_abridged.pdf","7aabdbceec529a90f1268c78e9c89215353ee93b04492e80de8189eac917e270","local_source_body_for_provenance_review_no_reuse_clearance","license/reuse pending; source-owner/reviewer return required","policy/context source; not term witness; Use as MIE Kreol Morisien/Kreol Rodrige locator/context; extract exact textbook/practice-paper rows only after source-owner/reuse review."
"R6-CR-P2-012","R6 addendum route/body","Mauritian/Seychellois/Indian Ocean Creoles","MIE FPLNS implementation guidelines","existing_strict_mie_curriculum_or_context_route","https://web.mie.ac.mu/wp-content/uploads/2025/01/Implementation-guidelines_abridged.pdf","source-bodies\Creole_contact\Mauritian_Seychellois_Indian_Ocean_Creoles\R6-CR-P2-012__mauritius_fplns_implementation_guidelines_abridged.pdf","7aabdbceec529a90f1268c78e9c89215353ee93b04492e80de8189eac917e270","local_source_body_for_provenance_review_no_reuse_clearance","public MIE route/capture; reuse/license clearance not recorded; source-owner/reviewer return required before body/excerpt use","Keep Mauritius, Rodrigues, Seychelles, and broader Indian Ocean creole rows separate; no pan-creole or French/English substitution; source-owner or qualified reviewer route required"
"NIGPID-NERDC-EXISTING-001","R6 addendum route/body","Nigerian Pidgin / Nigeria English mathematics comparator","NERDC primary 4-6 mathematics curriculum","existing_strict_english_mathematics_comparator_capture","https://nerdc.gov.ng/content_manager/primary/pri4-6_maths.pdf","source-bodies\Creole_contact\Nigerian_Pidgin\R6-CR-P2-018__nigeria_nerdc_pri4_6_maths.pdf","91fe69d3fed70762f334d3a5e850a062fbe542c16547c44b6f38da0de3683454","local_source_body_for_provenance_review_no_reuse_clearance","public NERDC PDF route already captured in strict provenance table; reuse/license clearance not recorded; source-owner/reviewer return required before body/excerpt use","Keep Nigerian Pidgin separate from English curriculum comparators, Krio, Tok Pisin, and other creole/contact rows; English NERDC mathematics cannot supply Nigerian Pidgin terms or register authority"
"R6-CR-P2-018","Creole/contact","Nigerian Pidgin","NERDC primary 4-6 mathematics curriculum","application/pdf","https://nerdc.gov.ng/content_manager/primary/pri4-6_maths.pdf","source-bodies\Creole_contact\Nigerian_Pidgin\R6-CR-P2-018__nigeria_nerdc_pri4_6_maths.pdf","91fe69d3fed70762f334d3a5e850a062fbe542c16547c44b6f38da0de3683454","local_source_body_for_provenance_review_no_reuse_clearance","license/reuse pending; source-owner/reviewer return required","comparator curriculum source; not Pidgin witness; Use NERDC math as English comparator only and keep Nigerian Pidgin source row open."
"R6-CR-P2-008","Creole/contact","Papiamento/Papiamentu - Aruba","Aruba bilingual education policy note","application/pdf","https://www.ea.aw/pages/wp-content/uploads/t/taalbeleid/Pa-un-Ensenansa-Bilingual-na-Aruba-beleidsnota-1988.pdf","source-bodies\Creole_contact\Papiamento_Papiamentu_-_Aruba\R6-CR-P2-008__aruba_papiamento_bilingual_education_policy_1988.pdf","237faf3704d9b106379c4bfe22286710438beb442a5dc0f100e54d4016b16cb8","local_source_body_for_provenance_review_no_reuse_clearance","license/reuse pending; source-owner/reviewer return required","policy/context source; not term witness; Use as Papiamento education-policy context only; exact math/manual PDFs still require download resolution and reviewer return."
"R6-CR-P2-009","Creole/contact","Papiamento/Papiamentu - Aruba","Aruba integrated language policy stakeholder appendix","application/pdf","https://www.ea.aw/pages/wp-content/uploads/t/taalbeleid/Integraal-Taalbeleid-Bijlage-mei-2023.pdf","source-bodies\Creole_contact\Papiamento_Papiamentu_-_Aruba\R6-CR-P2-009__aruba_integraal_taalbeleid_bijlage_2023.pdf","d51701b0f50029b5a756f03b77b3770976b294125c08f807dfa20bf62785a3b2","local_source_body_for_provenance_review_no_reuse_clearance","license/reuse pending; source-owner/reviewer return required","policy/context source; not term witness; Use as Papiamento education-policy context only; exact math/manual PDFs still require download resolution and reviewer return."
"R6-CR-P2-013","Creole/contact","Sranan / Saramaccan / Ndyuka / Guyanese Creole","Suriname Vooruit met Taal multilingual source book","application/pdf","https://gov.sr/wp-content/uploads/2023/10/VOORUIT-MET-TAAL-Leerjr-8-Bronnenboek-Meertaligheid.pdf","source-bodies\Creole_contact\Sranan_Saramaccan_Ndyuka_Guyanese_Creole\R6-CR-P2-013__suriname_vooruit_met_taal_leerjr8_bronnenboek_meertaligheid.pdf","f6e0652b2c9ddf835e3c374fc67f1ed5f6c6c547b49ecb9119f6d799da0f6514","local_source_body_for_provenance_review_no_reuse_clearance","license/reuse pending; source-owner/reviewer return required","language/context witness; STEM exact witness still pending; Use as multilingual/Sranan context source; exact math/STEM witness still pending."
