"entry_type","package_role","package_priority","name","local_path","bytes","sha256","last_write_time_local","notes"
"file","core_witness_table","required","NOETHER_SLAVIC_TARGET_LANGUAGE_SOURCE_CANON_WITNESS_TABLE_20260704.csv","C:\Users\memo_\Documents\Codex\2026-07-04\noether-slavic-canonical-baseline\outputs\NOETHER_SLAVIC_TARGET_LANGUAGE_SOURCE_CANON_WITNESS_TABLE_20260704.csv","79994","10EEFB5639AE27774A73A1665F89D43C44173536544DBC34150E719123370335","2026-07-05T14:22:56.4776174+02:00","Main Slavic target-language source-canon witness table; source evidence only."
"file","core_witness_table","required","NOETHER_SLAVIC_TARGET_LANGUAGE_SOURCE_CANON_WITNESS_TABLE_20260704.json","C:\Users\memo_\Documents\Codex\2026-07-04\noether-slavic-canonical-baseline\outputs\NOETHER_SLAVIC_TARGET_LANGUAGE_SOURCE_CANON_WITNESS_TABLE_20260704.json","95299","590D2B7F7336722B3399A7FC28B69F0A2B08BECC9B0BF9E22AD7E20EE5EC3F73","2026-07-05T14:22:56.4853910+02:00","Main Slavic target-language source-canon witness table; source evidence only."
"file","core_witness_table","required","NOETHER_SLAVIC_TARGET_LANGUAGE_SOURCE_CANON_WITNESS_TABLE_20260704.md","C:\Users\memo_\Documents\Codex\2026-07-04\noether-slavic-canonical-baseline\outputs\NOETHER_SLAVIC_TARGET_LANGUAGE_SOURCE_CANON_WITNESS_TABLE_20260704.md","3832","5C252D8641E62E0451B6354D1F5C1ACA41280B5AC8E23EB6E0E67D1337504F94","2026-07-05T14:22:56.6370140+02:00","Main Slavic target-language source-canon witness table; source evidence only."
"file","durable_run_log","required","NOETHER_SLAVIC_CANONICAL_BASELINE_RUN_LOG_20260704.md","C:\Users\memo_\Documents\Codex\2026-07-04\noether-slavic-canonical-baseline\outputs\NOETHER_SLAVIC_CANONICAL_BASELINE_RUN_LOG_20260704.md","191612","57FAE9112A9FE7203E867A298FCBF1B92268237901AF0DBC311652116C109A69","2026-07-05T13:43:21.6681960+02:00","Durable lane log with source-canon decisions, blockers, hashes, and no-claim boundaries."
"file","source_canon_addendum","required","NOETHER_SLAVIC_SOURCE_CANON_ACCESS_BOUNDARY_AUDIT_20260704.csv","C:\Users\memo_\Documents\Codex\2026-07-04\noether-slavic-canonical-baseline\outputs\NOETHER_SLAVIC_SOURCE_CANON_ACCESS_BOUNDARY_AUDIT_20260704.csv","28218","81795349A097A7651B4CC086AA7516E38059F83FBB3FD4C91D8DEF2299FA4E0D","2026-07-05T14:23:13.9906758+02:00","Source-canon addendum linked from the main witness summary or run log."
"file","source_canon_addendum","required","NOETHER_SLAVIC_SOURCE_CANON_ACCESS_BOUNDARY_AUDIT_20260704.json","C:\Users\memo_\Documents\Codex\2026-07-04\noether-slavic-canonical-baseline\outputs\NOETHER_SLAVIC_SOURCE_CANON_ACCESS_BOUNDARY_AUDIT_20260704.json","38252","814E09A6BF7C01E13FAC0B617ADCA301BFE83ED1E18326EF1D85BD543C21C2BE","2026-07-05T14:23:13.9964387+02:00","Source-canon addendum linked from the main witness summary or run log."
"file","source_canon_addendum","required","NOETHER_SLAVIC_SOURCE_CANON_ACCESS_BOUNDARY_AUDIT_20260704.md","C:\Users\memo_\Documents\Codex\2026-07-04\noether-slavic-canonical-baseline\outputs\NOETHER_SLAVIC_SOURCE_CANON_ACCESS_BOUNDARY_AUDIT_20260704.md","11244","5AD0EA0524FC072015040DD4880C9B8736FD9DD7C378E206F9DBAF751E2574FE","2026-07-05T14:23:14.0360917+02:00","Source-canon addendum linked from the main witness summary or run log."
"file","source_canon_addendum","required","NOETHER_SLAVIC_SOURCE_CANON_ARXIV_FRONTIER_RECHECK_20260704.csv","C:\Users\memo_\Documents\Codex\2026-07-04\noether-slavic-canonical-baseline\outputs\NOETHER_SLAVIC_SOURCE_CANON_ARXIV_FRONTIER_RECHECK_20260704.csv","29078","C8267061DB34F6A8367E2CEC7CACA66B1678F4FBDEF608AF8D79775436D9F5A5","2026-07-04T23:08:37.1128281+02:00","Source-canon addendum linked from the main witness summary or run log."
"file","source_canon_addendum","required","NOETHER_SLAVIC_SOURCE_CANON_ARXIV_FRONTIER_RECHECK_20260704.json","C:\Users\memo_\Documents\Codex\2026-07-04\noether-slavic-canonical-baseline\outputs\NOETHER_SLAVIC_SOURCE_CANON_ARXIV_FRONTIER_RECHECK_20260704.json","39555","031FBE347827CA43B633AC1EA20F7E298A27FA9FCAFF8DB10E73AD497887CA7E","2026-07-04T23:08:37.1618103+02:00","Source-canon addendum linked from the main witness summary or run log."
"file","source_canon_addendum","required","NOETHER_SLAVIC_SOURCE_CANON_ARXIV_FRONTIER_RECHECK_20260704.md","C:\Users\memo_\Documents\Codex\2026-07-04\noether-slavic-canonical-baseline\outputs\NOETHER_SLAVIC_SOURCE_CANON_ARXIV_FRONTIER_RECHECK_20260704.md","3409","E98EC942474A299F8FA713B008F16D81F8416365410A3BD7152CC674DFA9B076","2026-07-04T23:08:37.4498086+02:00","Source-canon addendum linked from the main witness summary or run log."
"file","source_canon_addendum","required","NOETHER_SLAVIC_SOURCE_CANON_BLOCKER_DEEPENING_20260704.csv","C:\Users\memo_\Documents\Codex\2026-07-04\noether-slavic-canonical-baseline\outputs\NOETHER_SLAVIC_SOURCE_CANON_BLOCKER_DEEPENING_20260704.csv","3100","3E21230EB2434B942A3B80DE88FCE0B3F85DC27156A88750004ADD238C1E1D39","2026-07-04T19:28:52.7031014+02:00","Source-canon addendum linked from the main witness summary or run log."
