"comparison_id","evidence_class","authority_role","unit_id","object_type","source_locator","source_tex_lines","original_printed_pages","physical_source_pdf_pages","target_locator","parent_id","cross_references","critical_controls","decision","result","status","confidence","adverse_or_choice","rejected_alternative","record_revision","continuation_cursor"
"SGA2-VIII-C22-CMP-001","source_structure","corrected_french_tex_plus_direct_compiled_pdf","SGA2-VIII-C22-STM","heading_number_note_attachment","French lines2661-2664 physical79","2661-2664","89","79","Corollary2.2 heading and superscript note3","SGA2-VIII-C22","SGA2-VIII-C22-NDE3","visible 2.2 label and note3 attached to heading","automatic corollary numbering and marked footnote","pass","self_reviewed_structure_pass","high","candidate heading is unnumbered","manual unnumbered Corollary","1","French source line2670 after blank line2669"
"SGA2-VIII-C22-CMP-002","source_logic","corrected_french_tex_plus_direct_compiled_pdf","SGA2-VIII-C22-ARROW","implication_asymmetry","French line2664 physical79 note3","2664","89","79","editor note opening","SGA2-VIII-C22-NDE3","SGA2-VIII-C22-DUAL","c implies a tautological; converse a implies c proof-dependent","preserve both directions without inversion","pass","self_reviewed_logic_pass","high","none","call a implies c tautological","1","French source line2670 after blank line2669"
"SGA2-VIII-C22-CMP-003","source_formula_note","corrected_french_tex_plus_direct_compiled_pdf","SGA2-VIII-C22-RED","regular_affine_reduction","French line2664 physical79 note3","2664","89","79","middle of editor note","SGA2-VIII-C22-NDE3","SGA2-VIII-C22-DUAL","X covered by embeddable opens; X equals SpecA affine regular; F equals tildeM; M finite projective dimension","preserve every object decoration and hypothesis","pass","self_reviewed_formula_logic_pass","high","none","plain M without tilde or omit projective dimension","1","French source line2670 after blank line2669"
"SGA2-VIII-C22-CMP-004","source_logic_note","corrected_french_tex_plus_direct_compiled_pdf","SGA2-VIII-C22-DUAL","prime_label_chain","French line2664 physical79 note3","2664","89","79","end of editor note","SGA2-VIII-C22-NDE3","VIII.2.4","a and c equivalent to a-prime and c-prime; c-prime implies d; d implies a-prime","preserve every prime label arrow and reference","pass","self_reviewed_prime_logic_reference_pass","high","question d rendered as condition d","drop primes or simplify the implication chain","1","French source line2670 after blank line2669"
"SGA2-VIII-C22-CMP-005","source_logic","corrected_french_tex_plus_direct_compiled_pdf","SGA2-VIII-C22-STM","equivalence_opening","French line2663 physical79","2663","89","79","corollary opening sentence","SGA2-VIII-C22","SGA2-VIII-C22-CONDC","under preceding theorem hypotheses condition a is equivalent to condition c","retain theorem dependency and equivalence","pass","self_reviewed_logic_pass","high","none","state only one implication","1","French source line2670 after blank line2669"
"SGA2-VIII-C22-CMP-006","source_formula_logic","corrected_french_tex_plus_direct_compiled_pdf","SGA2-VIII-C22-CONDC","condition_c","French lines2665-2667 physical79","2665-2667","89","79","condition c list item","SGA2-VIII-C22","SGA2-VIII-C22-STM","for every x in U with c(x) equals1 H superscript i-minus1 of F_x equals0","preserve quantifier domain equality exponent stalk and zero","pass","self_reviewed_formula_logic_pass","high","none","change i-minus1 sign or omit c(x) qualifier","1","French source line2670 after blank line2669"
"SGA2-VIII-C22-CMP-007","comparison_delta","comparison_only_not_authority","SGA2-VIII-C22-CAND","candidate_note_and_layout","jcreinhold ii08 lines286-292 and731-736","2661-2668","89","79","comparison ledger only","SGA2-VIII-C22","SGA2-VIII-C22-STM;SGA2-VIII-C22-NDE3;SGA2-VIII-C22-CONDC","candidate note preserves broad logic but heading drops 2.2 and notation uses plain F","accept wording only after direct source check; reject layout and authority promotion","pass_as_comparison_only","comparison_completed_not_corroboration","high","beneficial prose is one LLM lineage","treat agreement as independent corroboration","1","French source line2670 after blank line2669"
"SGA2-VIII-C22-CMP-008","source_boundary_locator","corrected_french_tex_plus_direct_compiled_pdf","SGA2-VIII-C22-BOUND","boundary_and_page_marker","French lines2641 2661-2670 2685 and physical79","2641;2661-2670;2685","89-90","79","authority box and exact cursor","SGA2-VIII-C22","OUTBOUND:SGA2-VIII-C23","line2641 begins printed89; unit ends2668; next marker line2685 begins printed90","use printed89 physical79 running71 and cursor2670","pass","self_reviewed_boundary_locator_correction_pass","high","initial coordination input printed90 is superseded","retain printed90 or include Corollary2.3","2","French source line2670 after blank line2669"
"SGA2-VIII-C22-CMP-009","independent_source_structure","corrected_french_tex_plus_direct_compiled_pdf","SGA2-VIII-C22-IND-STM","heading_number_marker_label","French lines2661-2663 physical79 target aux extraction and render","2661-2663","89","79","Corollary2.2 heading marker3 and destination sourcecorollary.2.2","SGA2-VIII-C22","SGA2-VIII-C22-STM;SGA2-VIII-C22-NDE3","visible 2.2 marker3 before punctuation label VIII.2.2 theorem dependency and equivalence","retain current target structure unchanged","pass","independent_structure_pass","high","none","move marker after punctuation or lose destination","1","French source line2670 after blank line2669"
"SGA2-VIII-C22-CMP-010","independent_source_note_formula_logic","corrected_french_tex_plus_direct_compiled_pdf","SGA2-VIII-C22-IND-NOTE","complete_editor_note","French line2664 physical79","2664","89","79","complete marked editor note3","SGA2-VIII-C22","SGA2-VIII-C22-NDE3;SGA2-VIII-C22-ARROW;SGA2-VIII-C22-RED;SGA2-VIII-C22-DUAL;VIII.2.4","c implies a tautological converse proof-dependent open cover SpecA regular affine F equals tildeM finite projective dimension a-prime c-prime c-prime implies d implies a-prime below and following2.4","retain complete current target note unchanged","pass","independent_note_formula_logic_pass","high","none","summarize invert arrows omit decorations or references","1","French source line2670 after blank line2669"
"SGA2-VIII-C22-CMP-011","independent_editorial_normalization","corrected_french_tex_plus_direct_compiled_pdf","SGA2-VIII-C22-IND-NOTE","question_d_condition_d","French line2664 physical79 plus later French lines2733 and2759","2664;2733;2759","89","79","editor note prime-condition chain","SGA2-VIII-C22","SGA2-VIII-C22-DUAL;VIII.2.4","source says question d at line2664 but later source introduces and labels condition d and proves c-prime implies d implies a-prime","retain disclosed target condition d normalization","pass","independent_contextual_normalization_pass","high","transparent correction remains recorded","silently preserve question d or hide the source wording","2","French source line2670 after blank line2669"
"SGA2-VIII-C22-CMP-012","independent_source_formula_logic","corrected_french_tex_plus_direct_compiled_pdf","SGA2-VIII-C22-IND-FORM","condition_c","French lines2665-2668 physical79","2665-2668","89","79","condition c list item","SGA2-VIII-C22","SGA2-VIII-C22-CONDC;SGA2-VIII-C22-STM","every x in U c(x) equals1 H superscript i-minus1 calligraphic F stalk subscript x equals0","retain exact current target formula unchanged","pass","independent_formula_logic_pass","high","none","alter exponent quantifier domain calligraphic symbol subscript or zero","1","French source line2670 after blank line2669"
"SGA2-VIII-C22-CMP-013","independent_source_boundary","corrected_french_tex_plus_direct_compiled_pdf","SGA2-VIII-C22-IND-BOUND","boundary_page_marker_cursor","French lines2641 2661-2670 2685 physical79","2641;2661-2670;2685","89-90","79","authority box and exact cursor","SGA2-VIII-C22","SGA2-VIII-C22-BOUND;OUTBOUND:SGA2-VIII-C23","line2641 begins printed89 bounded text ends2668 blank2669 excluded Corollary2.3 starts2670 and line2685 begins printed90","retain printed89 physical79 running71 cursor2670","pass","independent_boundary_pass","high","none","use printed90 or include next corollary","1","French source line2670 after blank line2669"
