filename,bytes,sha256,disposition,reason
z112_overk.png,64516,E27868E7077ED477160F7D64F2F599D8DB67D758841C34792AD08EB31C55BD5E,excluded_exact_pixel_already_public,10x_SGA7I_SourceAudit_Opened_Targeted_Crops_20260730.zip
z112_overk2.png,70509,7B822463BCC5EF477F522865AC96BCB2B1499D968EA16D30344F88D1B89E9C3B,excluded_exact_pixel_already_public,10x_SGA7I_SourceAudit_Opened_Targeted_Crops_20260730.zip
z329_bottom.png,73079,918B20D0FA498EDF3626160F299491E3DF9EFD444C72C601CCD1588293AF9723,excluded_exact_pixel_already_public,10x_SGA7I_SourceAudit_Opened_Targeted_Crops_20260730.zip
idx535_hard.png,142960,7DB883C0992A25072CCCBF671EF40E8F2283A644EF7F541470D9CA4E6BE939D6,excluded_exact_pixel_already_public,10h_SGA7II_SourceAudit_Number12_HighDetail_Crops_20260731.zip
mine_p22.png,524749,5E43F84FD994DDFFFFE5A5AB775AC0479DEA988DB12C0BF1CB4ACA9B5F3B4CFD,excluded_target_reader_render,not source-scan evidence
mine_p87.png,374206,1026248B5F53DF25B0C376946EBC29EFD40102783A5E04E82A4D4B61EA067546,excluded_target_reader_render,not source-scan evidence
fac_idx1_300dpi_c0.0-0.42.png,363984,27653DC3EF5C6B70EDA45336E5626270C6AB6436A8966F289C9DC9ABE62A8540,routed_to_serre_fac_work,different work and publication line
fac_idx1_900dpi_c0.045-0.1.png,72787,4B19952B3C0C671DBBBD1F192FCC45B674705A9C8A6D6455D946A676A009D168,routed_to_serre_fac_work,different work and publication line
fac_idx3_600dpi_c0.05-0.32.png,85310,A4CC49638E32EAB7BAEA80CD5B47DC1B740C3909FB1DF950CFA04D4B3AF2C10F,routed_to_serre_fac_work,different work and publication line
fac_idx3_600dpi_c0.6-0.85.png,124363,78F4776092FD23C92B51C5BD00C0C600D2C05499A7AD1671340337A02BC1B491,routed_to_serre_fac_work,different work and publication line
