diff_id	prompt_id	authority_page	layer	before	after	reason	authority_evidence
D018-P28-001	P28	163	source_language	Theorem 3.9(ii) proof omitted	formal-completion diagram and D̂-flatness included	The authority page gives the exact diagram used for (ii).	P0163-A01; P0163-A02
D018-P28-002	P28	163	source_language	Theorem 3.10 scalar extension absent	H⁰(𝓜ₙ,ωᵏ)⊗ℚ(ζₙ)≃H⁰(𝓜ₙ⊗ℚ,ωᵏ)	The displayed assertion begins Theorem 3.10.	P0163-A03
D018-P28-003	P28	163	source_language	valuation not tied to component	νπ(fφ)=deg(fₙ) inf νπ(aᵢ)	The page closes with the component-order interpretation.	P0163-A04
D018-P28-004	P28	164	source_language	bounded denominators omitted	Corollary 3.11 retained	The first corollary is the page opening.	P0164-A01
D018-P28-005	P28	164	source_language	cusp equality omitted	νπ(fφ)=νπ(fgφ) under triangular reduction	Corollary 3.12 supplies the equality.	P0164-A02
D018-P28-006	P28	164	source_language	ν(π,g,φ) absent	first coefficients satisfy aᵢ≡0 (π) for ni<ν(π,g,φ)	Section 3.14 defines the vanishing order and coefficient range.	P0164-A04
D018-P28-007	P28	165	source_language	BSL average missing	projective-line average inequality included	Corollary 3.14 display starts on this page.	P0165-A01
D018-P28-008	P28	165	source_language	coefficient bound not stated	νp(fφ)=inf{νp(aᵢ):i≤k/12}	Corollary 3.15 is printed in full.	P0165-A02
D018-P28-009	P28	165	source_language	Γ₀(p) example omitted	two Tate cusp expansions introduced	Section 3.16–3.17 begins at the lower half of the page.	P0165-A03; P0165-A04
D018-P28-010	P28	166	source_language	second expansion collapsed	₂fφ(q)∈ℤ[[q¹ᐟᵖ]]⊗ℚ and ν₂ retained	The continuation from page 165 gives the second expansion.	P0166-A01
D018-P28-011	P28	166	source_language	involution w omitted	wwφ=pᵏφ and both Fourier identities included	Section 3.18 is a substantive transformation step.	P0166-A02; P0166-A03
D018-P28-012	P28	166	source_language	divisor components merged	div(φ)=D+ν₁N₁+ν₂N₂	Section 3.19 introduces the two components at the page edge.	P0166-A04; P0166-A05
D018-P28-013	P28	167	source_language	intersection vanishing absent	(N₁+N₂,N₁)=(N₁+N₂,N₂)=0	The regular-stack intersection calculation is explicit.	P0167-A01
D018-P28-014	P28	167	source_language	fractional degrees omitted	deg(D)=k(p+1)/24 and (N₂,N₁)=(p−1)/24	The degree computations drive Proposition 3.20.	P0167-A02
D018-P28-015	P28	167	source_language	Proposition 3.20 reduced to prose	two displayed identities retained	The proposition is the page's main mathematical conclusion.	P0167-A03; P0167-A04
D018-P28-016	P28	168	source_language	p-integrality consequence omitted	valuation of ₁f_{wφ} bounded below by −k/(p−1)	The page opens by completing the preceding estimate.	P0168-A01
D018-P28-017	P28	168	source_language	analytic Tate comparison absent	§§4.1–4.3 and complex uniformization included	The transcendental comparison starts on this page.	P0168-A02; P0168-A03
D018-P28-018	P28	168	source_language	4.4 algebraic/analytic link omitted	coherent restricted isomorphisms displayed	The final display gives the comparison with the algebraic Tate family.	P0168-A04; P0168-A05
