diff_id	prompt_id	authority_page	layer	before	after	reason	authority_evidence
D018-P10-001	P10	55	source_language	Soit Λ un anneau local complet	Soient Λ un anneau local complet	Retain the visible source-sic plural verb instead of normalizing the French.	Physical page 55, subsection 1.1 opening line; 300-dpi stream-055.png.
D018-P10-002	P10	56	source_language	dim Ext¹(Ω¹_{C_o}(e), 𝒪_{C_o}) = dim H^{1−i}(Ω¹_{C_o}(e))	dim Extⁱ(Ω¹_{C_o}(e), 𝒪_{C_o}) = dim H^{1−i}(Ω¹_{C_o}(e))	The duality identity has a variable exponent i, not the numeral 1.	Physical page 56, centered duality display beneath (I.2.2); 300-dpi stream-056.png and tight pixel crop.
D018-P10-003	P10	56	source_language	proreprésenté par une algèbre de séries formelles	proreprésenté par un algèbre de séries formelles	Retain the authority's visible article rather than silently correcting it.	Physical page 56, obstruction paragraph immediately below (1.3.2); 300-dpi stream-056.png.
D018-P10-004	P10	57	source_language	H⁰(C̃_o, π_* Ω_{C̃_o}(e)) ≃ H⁰(ℙ¹, Ω_{ℙ¹}(e)) = 0 (car deg_{ℙ¹}(e) = −1).	H⁰(C, π_* Ω_C(e)) ≃ H⁰(ℙ¹, Ω_{ℙ¹}(e)) = 0 (car deg_{ℙ¹}(e)) = −1).	Freeze the printed C/Ω_C and the extra closing parenthesis rather than conjecturally repairing the formula.	Physical page 57, first centered display; 300-dpi stream-057.png and 400-dpi tight crop.
D018-P10-005	P10	58	source_language	on identifie les 1-morphismei	on identifie les 1-morphismes	Reject an embedded-OCR terminal-i artifact; the authority pixels show final s.	Physical page 58, final two lines; 300-dpi stream-058.png and 400-dpi bottom crop.
D018-P10-006	P10	59	source_language	lim_i 𝒢(Spec(A_i)) → 𝒢(lim_i Spec(A_i))	lim→_i 𝒢(Spec(A_i)) → 𝒢(lim←_i Spec(A_i))	Restore the distinct direct- and inverse-limit arrows required by the printed Artin condition (1).	Physical page 59, centered display in condition (1); 300-dpi stream-059.png.
D018-P10-007	P10	59	source_language	condition (3) with the diagram omitted	commutative square Spec(k'_o) → Spec(k_o), vertical u and ξ_o, and Spec(R) ──ξ──→ 𝒢	The diagram carries labeled incidence information and requires both a textual transcription and authority fallback crop.	Physical page 59, lower-middle commutative square in condition (3); asset box P0059-A03 on stream-059.png.
D018-P10-008	P10	60	source_language	C_{Λ(k_o)} in both category occurrences	Ĉ_{Λ(k_o)} in both category occurrences	Restore the visible circumflex on the category symbol in both occurrences.	Physical page 60, paragraph defining Def(ξ_o); 300-dpi stream-060.png and 400-dpi middle crop.
D018-P10-009	P10	60	source_language	Aut(ξ'_o) → Aut(ξ_o)	Aut(ξ'_o) →̃ Aut(ξ_o)	Preserve the isomorphism mark printed above the arrow.	Physical page 60, condition (3'a); 300-dpi stream-060.png and 400-dpi middle crop.
D018-P10-010	P10	55	source_language	𝔐[1/n] and 𝔐 ⊗ ℤ[1/n]	𝔪[1/n] and 𝔪 ⊗ ℤ[1/n]	The authority uses the lowercase fraktur stack glyph, distinct from coarse-moduli M.	Physical page 55, notation items (e)--(f); 300-dpi stream-055.png and 400-dpi top crop.
D018-P10-011	P10	58	source_language	Construction de 𝔐_*; Lemme 2.1 for 𝔐	Construction de 𝔪_*; Lemme 2.1 for 𝔪	Restore the lowercase fraktur glyph in the section heading and lemma statement.	Physical page 58, Section 2 heading and Lemma 2.1; 300-dpi stream-058.png and 400-dpi middle crop.
D018-P10-012	P10	60	source_language	voir ([2], Thm. 3.9).	voir ([2]. Thm. 3.9).	The authority separates [2] and Thm. 3.9 with a period, not a comma.	Physical page 60, final line; 300-dpi stream-060.png and 400-dpi ultra-tight citation crop.
