diff_id	prompt_id	authority_page	layer	before	after	reason	authority_evidence
D018-P11-001	P11	61	source_language	f_n : Spec(ℤ) → 𝔪^*	f_n : Spec(ℤ[1/n]) → 𝔪^*	Restore the visibly printed localization in the domain of the standard-polygon morphism.	Physical page 61, opening centered display; 300-dpi stream-061.png and asset P0061-A01.
D018-P11-002	P11	61	source_language	α : (ℤ/n)^2 → C₁	φ : ℤ/n ↪ C₁	Reject the altered rank-two comparator and restore the authority's cyclic injection.	Physical page 61, condition (2), line beginning n convenable; 300-dpi stream-061.png.
D018-P11-003	P11	61	source_language	Isom((C₁/H₁,e),(C₂/H₂,e))	Isom((C₁/H₁,e)(C₂/H₂,e))	Retain the authority's visibly omitted comma in the final source-language Isom expression.	Physical page 61, final line; 300-dpi stream-061.png and asset P0061-A03.
D018-P11-004	P11	62	source_language	La seconde assertion de 2.5 résulte de II 1.15 et de 1.2(iv).	La seconde assertionde 2.5. résulte de II 1.15. et de 1.2.(iv).	Freeze the visible run-together word and punctuation rather than silently normalizing the source.	Physical page 62, proof-conclusion paragraph immediately above Remark 2.6; 300-dpi stream-062.png.
D018-P11-005	P11	62	source_language	𝔪^h_(n)[1/n] and 𝔪^h_1[1/n]	𝔪_(n)[1/n] and 𝔪_1[1/n]	Reject comparator-added h superscripts; the authority has none.	Physical page 62, final paragraph; 300-dpi stream-062.png and asset P0062-A02.
D018-P11-006	P11	63	source_language	pour p∤n	pour p∣n	The authority's vertical bar is divisibility, not non-divisibility.	Physical page 63, Chapter IV opening paragraph; 300-dpi stream-063.png and asset P0063-A01.
D018-P11-007	P11	63	source_language	on a 𝒪(nH_s̄) ample	on a H⁰(C_s̄, 𝒪(−nH_s̄)) = 0	Restore the initial negative-twist H⁰ vanishing that the comparator replaced.	Physical page 63, A. Existence after n > 0; 300-dpi stream-063.png and asset P0063-A03.
D018-P11-008	P11	63	source_language	G = ⊕_{n≥0} p_* 𝒪(nH)	G = ⊕_{n>0} p_* 𝒪(nH)	The displayed direct sum is visibly indexed by n>0.	Physical page 63, centered homogeneous-algebra display; 300-dpi stream-063.png.
D018-P11-009	P11	64	source_language	C̄ = Proj(Ḡ)	C̄ = Sph(Ḡ)	Retain the authority's homogeneous-spectrum notation rather than modernizing it.	Physical page 64, B. Unicité immediately before Proposition 1.3; 300-dpi stream-064.png.
D018-P11-010	P11	64	source_language	action diagram with top-left C^reg ×_S C	action diagram with top-left u⁻¹(C̄^reg) ×_S C	Restore the inverse-image domain required by the printed commutative square.	Physical page 64, Proposition 1.3(ii) commutative square; 300-dpi stream-064.png and asset P0064-A04.
D018-P11-011	P11	65	source_language	c(C)^reg →̃ C^reg	(C^reg)^o →̃ c(C)^reg	Restore both the authority arrow direction and the neutral-component superscript.	Physical page 65, formula (1.4.1); 300-dpi stream-065.png and asset P0065-A01.
D018-P11-012	P11	65	source_language	les points d'ordre n de C_η sont définis sur η̄	les points d'ordre n de C_η sont définis sur k(η)	Reject the comparator's barred-generic-point reading and follow the visible base field.	Physical page 65, Proposition 1.6(iii); 300-dpi stream-065.png and asset P0065-A03.
D018-P11-013	P11	66	source_language	de fibre spéciale lisse ou un n-gone	de fibre spéciale lissc ou un n-gone	Retain the visible source-sic terminal c rather than silently repairing it.	Physical page 66, opening continuation of Proposition 1.6(iii); 300-dpi stream-066.png and asset P0066-A01.
D018-P11-014	P11	66	source_language	+ : C₁,η ×_{S₁} C₁ → C₁	+ : S₁ ×_S C̃ → C̃	Restore the exact objects and base in the authority's local-trait display.	Physical page 66, centered display below the local inclusion S₁ ↪ C̃; 300-dpi stream-066.png and asset P0066-A03.
D018-P11-015	P11	66	source_language	(C̃_s)_n est de rang n	(C̃_s)_n est de rang n²	Restore the squared torsion rank printed in the closing paragraph.	Physical page 66, final paragraph of Proposition 1.6(iii); 300-dpi stream-066.png and asset P0066-A03.
