draft_row_id,current_branch_head,prior_branch_head,capture_id,source_scope,concept_anchor,candidate_page_numbers,draft_target_rendering,interlinear_scaffold,formula_neighboring_usage_note,source_context_note,capture_form_path,render_witness_path,source_use_label,source_gate_decision,branch_weight_delta,marginal_intelligibility_delta,accepted_translation_evidence,promotion_allowed,native_review_claimed,boundary_note
R9-212DFB1-DRAFT-INTERLINEAR-0001,212dfb1c7728f7c23274714434aa35d590e1aab7,c7fb7e644e04102b67cc5da379ba9d4226feaef8,R9-C7FB-CAPTURE-0001,AF05 South Sudan,algebra,2|1,[AF05 South Sudan generated-draft placeholder for algebra: exact source phrase/page not captured; do not use as accepted term],DE/EN algebra -> source phrase pending from candidate pages 2|1 -> formula neighbor pending -> reviewer/source-owner gate,candidate page signals identify where to inspect; no raw phrase captured in this row,source body and page-signal metadata support exact capture workflow only; phrase not yet verified,C:\Users\memo_\Documents\Codex\2026-07-04\noether-r9-africa-horn-west\outputs\R9_C7FB_SOURCE_WITNESS_CAPTURE_KIT_20260706\capture-forms\R9-C7FB-CAPTURE-0001_AF05_South_Sudan_algebra_capture_form.md,C:\Users\memo_\Documents\Codex\2026-07-04\noether-r9-africa-horn-west\outputs\R9_C7FB_SOURCE_WITNESS_CAPTURE_KIT_20260706\render-witnesses\R9-C7FB-CAPTURE-0001_AF05_South_Sudan_algebra_p002.png,generated-draft-non-canonical-source-gated-carry-forward,draft_noncanonical_exact_phrase_pending,0_until_exact_phrase_captured,0_no_bridge_claim,false,false,false,"source-use/recovery/generated-draft/non-canonical only; no native review, accepted terminology, approval, license clearance, gate promotion, source certification, final status, bridge/pilot, or translation completion"
R9-212DFB1-DRAFT-INTERLINEAR-0002,212dfb1c7728f7c23274714434aa35d590e1aab7,c7fb7e644e04102b67cc5da379ba9d4226feaef8,R9-C7FB-CAPTURE-0002,AF05 South Sudan,ring,2|1,[AF05 South Sudan generated-draft placeholder for ring: exact source phrase/page not captured; do not use as accepted term],DE/EN ring -> source phrase pending from candidate pages 2|1 -> formula neighbor pending -> reviewer/source-owner gate,candidate page signals identify where to inspect; no raw phrase captured in this row,source body and page-signal metadata support exact capture workflow only; phrase not yet verified,C:\Users\memo_\Documents\Codex\2026-07-04\noether-r9-africa-horn-west\outputs\R9_C7FB_SOURCE_WITNESS_CAPTURE_KIT_20260706\capture-forms\R9-C7FB-CAPTURE-0002_AF05_South_Sudan_ring_capture_form.md,C:\Users\memo_\Documents\Codex\2026-07-04\noether-r9-africa-horn-west\outputs\R9_C7FB_SOURCE_WITNESS_CAPTURE_KIT_20260706\render-witnesses\R9-C7FB-CAPTURE-0002_AF05_South_Sudan_ring_p002.png,generated-draft-non-canonical-source-gated-carry-forward,draft_noncanonical_exact_phrase_pending,0_until_exact_phrase_captured,0_no_bridge_claim,false,false,false,"source-use/recovery/generated-draft/non-canonical only; no native review, accepted terminology, approval, license clearance, gate promotion, source certification, final status, bridge/pilot, or translation completion"
R9-212DFB1-DRAFT-INTERLINEAR-0003,212dfb1c7728f7c23274714434aa35d590e1aab7,c7fb7e644e04102b67cc5da379ba9d4226feaef8,R9-C7FB-CAPTURE-0003,AF06 Omotic/Southern Non-Bantu,algebra,2|7|9,[AF06 Omotic/Southern Non-Bantu generated-draft placeholder for algebra: exact source phrase/page not captured; do not use as accepted term],DE/EN algebra -> source phrase pending from candidate pages 2|7|9 -> formula neighbor pending -> reviewer/source-owner gate,candidate page signals identify where to inspect; no raw phrase captured in this row,source body and page-signal metadata support exact capture workflow only; phrase not yet verified,C:\Users\memo_\Documents\Codex\2026-07-04\noether-r9-africa-horn-west\outputs\R9_C7FB_SOURCE_WITNESS_CAPTURE_KIT_20260706\capture-forms\R9-C7FB-CAPTURE-0003_AF06_Omotic_Southern_Non-Bantu_algebra_capture_form.md,C:\Users\memo_\Documents\Codex\2026-07-04\noether-r9-africa-horn-west\outputs\R9_C7FB_SOURCE_WITNESS_CAPTURE_KIT_20260706\render-witnesses\R9-C7FB-CAPTURE-0003_AF06_Omotic_Southern_Non_Bantu_algebra_p002.png,generated-draft-non-canonical-source-gated-carry-forward,draft_noncanonical_exact_phrase_pending,0_until_exact_phrase_captured,0_no_bridge_claim,false,false,false,"source-use/recovery/generated-draft/non-canonical only; no native review, accepted terminology, approval, license clearance, gate promotion, source certification, final status, bridge/pilot, or translation completion"
R9-212DFB1-DRAFT-INTERLINEAR-0004,212dfb1c7728f7c23274714434aa35d590e1aab7,c7fb7e644e04102b67cc5da379ba9d4226feaef8,R9-C7FB-CAPTURE-0004,AF06 Omotic/Southern Non-Bantu,ring,2|7|9,[AF06 Omotic/Southern Non-Bantu generated-draft placeholder for ring: exact source phrase/page not captured; do not use as accepted term],DE/EN ring -> source phrase pending from candidate pages 2|7|9 -> formula neighbor pending -> reviewer/source-owner gate,candidate page signals identify where to inspect; no raw phrase captured in this row,source body and page-signal metadata support exact capture workflow only; phrase not yet verified,C:\Users\memo_\Documents\Codex\2026-07-04\noether-r9-africa-horn-west\outputs\R9_C7FB_SOURCE_WITNESS_CAPTURE_KIT_20260706\capture-forms\R9-C7FB-CAPTURE-0004_AF06_Omotic_Southern_Non-Bantu_ring_capture_form.md,C:\Users\memo_\Documents\Codex\2026-07-04\noether-r9-africa-horn-west\outputs\R9_C7FB_SOURCE_WITNESS_CAPTURE_KIT_20260706\render-witnesses\R9-C7FB-CAPTURE-0004_AF06_Omotic_Southern_Non_Bantu_ring_p002.png,generated-draft-non-canonical-source-gated-carry-forward,draft_noncanonical_exact_phrase_pending,0_until_exact_phrase_captured,0_no_bridge_claim,false,false,false,"source-use/recovery/generated-draft/non-canonical only; no native review, accepted terminology, approval, license clearance, gate promotion, source certification, final status, bridge/pilot, or translation completion"
R9-212DFB1-DRAFT-INTERLINEAR-0005,212dfb1c7728f7c23274714434aa35d590e1aab7,c7fb7e644e04102b67cc5da379ba9d4226feaef8,R9-C7FB-CAPTURE-0005,Afar,algebra,9|10|12,[Afar generated-draft placeholder for algebra: exact source phrase/page not captured; do not use as accepted term],DE/EN algebra -> source phrase pending from candidate pages 9|10|12 -> formula neighbor pending -> reviewer/source-owner gate,candidate page signals identify where to inspect; no raw phrase captured in this row,source body and page-signal metadata support exact capture workflow only; phrase not yet verified,C:\Users\memo_\Documents\Codex\2026-07-04\noether-r9-africa-horn-west\outputs\R9_C7FB_SOURCE_WITNESS_CAPTURE_KIT_20260706\capture-forms\R9-C7FB-CAPTURE-0005_Afar_algebra_capture_form.md,C:\Users\memo_\Documents\Codex\2026-07-04\noether-r9-africa-horn-west\outputs\R9_C7FB_SOURCE_WITNESS_CAPTURE_KIT_20260706\render-witnesses\R9-C7FB-CAPTURE-0005_Afar_algebra_p009.png,generated-draft-non-canonical-source-gated-carry-forward,draft_noncanonical_exact_phrase_pending,0_until_exact_phrase_captured,0_no_bridge_claim,false,false,false,"source-use/recovery/generated-draft/non-canonical only; no native review, accepted terminology, approval, license clearance, gate promotion, source certification, final status, bridge/pilot, or translation completion"
R9-212DFB1-DRAFT-INTERLINEAR-0006,212dfb1c7728f7c23274714434aa35d590e1aab7,c7fb7e644e04102b67cc5da379ba9d4226feaef8,R9-C7FB-CAPTURE-0006,Afar,ring,9|10|12,[Afar generated-draft placeholder for ring: exact source phrase/page not captured; do not use as accepted term],DE/EN ring -> source phrase pending from candidate pages 9|10|12 -> formula neighbor pending -> reviewer/source-owner gate,candidate page signals identify where to inspect; no raw phrase captured in this row,source body and page-signal metadata support exact capture workflow only; phrase not yet verified,C:\Users\memo_\Documents\Codex\2026-07-04\noether-r9-africa-horn-west\outputs\R9_C7FB_SOURCE_WITNESS_CAPTURE_KIT_20260706\capture-forms\R9-C7FB-CAPTURE-0006_Afar_ring_capture_form.md,C:\Users\memo_\Documents\Codex\2026-07-04\noether-r9-africa-horn-west\outputs\R9_C7FB_SOURCE_WITNESS_CAPTURE_KIT_20260706\render-witnesses\R9-C7FB-CAPTURE-0006_Afar_ring_p009.png,generated-draft-non-canonical-source-gated-carry-forward,draft_noncanonical_exact_phrase_pending,0_until_exact_phrase_captured,0_no_bridge_claim,false,false,false,"source-use/recovery/generated-draft/non-canonical only; no native review, accepted terminology, approval, license clearance, gate promotion, source certification, final status, bridge/pilot, or translation completion"
R9-212DFB1-DRAFT-INTERLINEAR-0007,212dfb1c7728f7c23274714434aa35d590e1aab7,c7fb7e644e04102b67cc5da379ba9d4226feaef8,R9-C7FB-CAPTURE-0007,Oromo,algebra,5|4|10,[Oromo generated-draft placeholder for algebra: exact source phrase/page not captured; do not use as accepted term],DE/EN algebra -> source phrase pending from candidate pages 5|4|10 -> formula neighbor pending -> reviewer/source-owner gate,candidate page signals identify where to inspect; no raw phrase captured in this row,source body and page-signal metadata support exact capture workflow only; phrase not yet verified,C:\Users\memo_\Documents\Codex\2026-07-04\noether-r9-africa-horn-west\outputs\R9_C7FB_SOURCE_WITNESS_CAPTURE_KIT_20260706\capture-forms\R9-C7FB-CAPTURE-0007_Oromo_algebra_capture_form.md,C:\Users\memo_\Documents\Codex\2026-07-04\noether-r9-africa-horn-west\outputs\R9_C7FB_SOURCE_WITNESS_CAPTURE_KIT_20260706\render-witnesses\R9-C7FB-CAPTURE-0007_Oromo_algebra_p005.png,generated-draft-non-canonical-source-gated-carry-forward,draft_noncanonical_exact_phrase_pending,0_until_exact_phrase_captured,0_no_bridge_claim,false,false,false,"source-use/recovery/generated-draft/non-canonical only; no native review, accepted terminology, approval, license clearance, gate promotion, source certification, final status, bridge/pilot, or translation completion"
R9-212DFB1-DRAFT-INTERLINEAR-0008,212dfb1c7728f7c23274714434aa35d590e1aab7,c7fb7e644e04102b67cc5da379ba9d4226feaef8,R9-C7FB-CAPTURE-0008,Oromo,ring,5|4|10,[Oromo generated-draft placeholder for ring: exact source phrase/page not captured; do not use as accepted term],DE/EN ring -> source phrase pending from candidate pages 5|4|10 -> formula neighbor pending -> reviewer/source-owner gate,candidate page signals identify where to inspect; no raw phrase captured in this row,source body and page-signal metadata support exact capture workflow only; phrase not yet verified,C:\Users\memo_\Documents\Codex\2026-07-04\noether-r9-africa-horn-west\outputs\R9_C7FB_SOURCE_WITNESS_CAPTURE_KIT_20260706\capture-forms\R9-C7FB-CAPTURE-0008_Oromo_ring_capture_form.md,C:\Users\memo_\Documents\Codex\2026-07-04\noether-r9-africa-horn-west\outputs\R9_C7FB_SOURCE_WITNESS_CAPTURE_KIT_20260706\render-witnesses\R9-C7FB-CAPTURE-0008_Oromo_ring_p005.png,generated-draft-non-canonical-source-gated-carry-forward,draft_noncanonical_exact_phrase_pending,0_until_exact_phrase_captured,0_no_bridge_claim,false,false,false,"source-use/recovery/generated-draft/non-canonical only; no native review, accepted terminology, approval, license clearance, gate promotion, source certification, final status, bridge/pilot, or translation completion"
R9-212DFB1-DRAFT-INTERLINEAR-0009,212dfb1c7728f7c23274714434aa35d590e1aab7,c7fb7e644e04102b67cc5da379ba9d4226feaef8,R9-C7FB-CAPTURE-0009,Somali,algebra,4|5|7,[Somali generated-draft placeholder for algebra: exact source phrase/page not captured; do not use as accepted term],DE/EN algebra -> source phrase pending from candidate pages 4|5|7 -> formula neighbor pending -> reviewer/source-owner gate,candidate page signals identify where to inspect; no raw phrase captured in this row,source body and page-signal metadata support exact capture workflow only; phrase not yet verified,C:\Users\memo_\Documents\Codex\2026-07-04\noether-r9-africa-horn-west\outputs\R9_C7FB_SOURCE_WITNESS_CAPTURE_KIT_20260706\capture-forms\R9-C7FB-CAPTURE-0009_Somali_algebra_capture_form.md,C:\Users\memo_\Documents\Codex\2026-07-04\noether-r9-africa-horn-west\outputs\R9_C7FB_SOURCE_WITNESS_CAPTURE_KIT_20260706\render-witnesses\R9-C7FB-CAPTURE-0009_Somali_algebra_p004.png,generated-draft-non-canonical-source-gated-carry-forward,draft_noncanonical_exact_phrase_pending,0_until_exact_phrase_captured,0_no_bridge_claim,false,false,false,"source-use/recovery/generated-draft/non-canonical only; no native review, accepted terminology, approval, license clearance, gate promotion, source certification, final status, bridge/pilot, or translation completion"
R9-212DFB1-DRAFT-INTERLINEAR-0010,212dfb1c7728f7c23274714434aa35d590e1aab7,c7fb7e644e04102b67cc5da379ba9d4226feaef8,R9-C7FB-CAPTURE-0010,Somali,ring,4|5|7,[Somali generated-draft placeholder for ring: exact source phrase/page not captured; do not use as accepted term],DE/EN ring -> source phrase pending from candidate pages 4|5|7 -> formula neighbor pending -> reviewer/source-owner gate,candidate page signals identify where to inspect; no raw phrase captured in this row,source body and page-signal metadata support exact capture workflow only; phrase not yet verified,C:\Users\memo_\Documents\Codex\2026-07-04\noether-r9-africa-horn-west\outputs\R9_C7FB_SOURCE_WITNESS_CAPTURE_KIT_20260706\capture-forms\R9-C7FB-CAPTURE-0010_Somali_ring_capture_form.md,C:\Users\memo_\Documents\Codex\2026-07-04\noether-r9-africa-horn-west\outputs\R9_C7FB_SOURCE_WITNESS_CAPTURE_KIT_20260706\render-witnesses\R9-C7FB-CAPTURE-0010_Somali_ring_p004.png,generated-draft-non-canonical-source-gated-carry-forward,draft_noncanonical_exact_phrase_pending,0_until_exact_phrase_captured,0_no_bridge_claim,false,false,false,"source-use/recovery/generated-draft/non-canonical only; no native review, accepted terminology, approval, license clearance, gate promotion, source certification, final status, bridge/pilot, or translation completion"
