blocker_id,current_branch_head,prior_branch_head,blocker_class,source_scope,concept_or_row,evidence_id,source_body_or_route,status_or_route,searched_path_or_basis,next_action,source_use_label,source_gate_decision,branch_weight_delta,marginal_intelligibility_delta,accepted_translation_evidence,promotion_allowed,native_review_claimed,boundary_note
R9-212DFB1-BLOCKER-RECOVERY-0001,212dfb1c7728f7c23274714434aa35d590e1aab7,c7fb7e644e04102b67cc5da379ba9d4226feaef8,visual_ocr_unicode_verification_required,Amharic,algebra,R9-8F7D1CB-ATTEMPT-0007,C:\Users\memo_\Documents\Codex\2026-07-04\noether-r9-africa-horn-west\language-source-bodies\africa-horn-west\bodies\amharic\source-pdfs\R9-LSB-0001_001_amharic_math_g1_chapter_10_602a7818.pdf,text_extracted_but_ocr_unicode_adverse_requires_visual_verification,C:\Users\memo_\Documents\Codex\2026-07-04\noether-r9-africa-horn-west\language-source-bodies\africa-horn-west\bodies\amharic\source-pdfs\R9-LSB-0001_001_amharic_math_g1_chapter_10_602a7818.pdf,render/inspect candidate pages before phrase capture; keep OCR text untrusted,ready-capture-blocker-recovery,blocked_before_exact_phrase_capture,0_blocked_no_positive_witness_weight,0_no_bridge_claim,false,false,false,"source-use/recovery/generated-draft/non-canonical only; no native review, accepted terminology, approval, license clearance, gate promotion, source certification, final status, bridge/pilot, or translation completion"
R9-212DFB1-BLOCKER-RECOVERY-0002,212dfb1c7728f7c23274714434aa35d590e1aab7,c7fb7e644e04102b67cc5da379ba9d4226feaef8,visual_ocr_unicode_verification_required,Amharic,ring,R9-8F7D1CB-ATTEMPT-0008,C:\Users\memo_\Documents\Codex\2026-07-04\noether-r9-africa-horn-west\language-source-bodies\africa-horn-west\bodies\amharic\source-pdfs\R9-LSB-0001_001_amharic_math_g1_chapter_10_602a7818.pdf,text_extracted_but_ocr_unicode_adverse_requires_visual_verification,C:\Users\memo_\Documents\Codex\2026-07-04\noether-r9-africa-horn-west\language-source-bodies\africa-horn-west\bodies\amharic\source-pdfs\R9-LSB-0001_001_amharic_math_g1_chapter_10_602a7818.pdf,render/inspect candidate pages before phrase capture; keep OCR text untrusted,ready-capture-blocker-recovery,blocked_before_exact_phrase_capture,0_blocked_no_positive_witness_weight,0_no_bridge_claim,false,false,false,"source-use/recovery/generated-draft/non-canonical only; no native review, accepted terminology, approval, license clearance, gate promotion, source certification, final status, bridge/pilot, or translation completion"
R9-212DFB1-BLOCKER-RECOVERY-0003,212dfb1c7728f7c23274714434aa35d590e1aab7,c7fb7e644e04102b67cc5da379ba9d4226feaef8,invalid_pdf_header_source_body_recovery_required,Hausa,algebra,R9-8F7D1CB-ATTEMPT-0009,C:\Users\memo_\Documents\Codex\2026-07-04\noether-r9-africa-horn-west\language-source-bodies\africa-horn-west\bodies\hausa\source-archives\R9-HAUSA-GH-ARCHIVE-001_FazamMV23_HausaMath_4c35f0abeb88.zip,blocked_invalid_pdf_header,C:\Users\memo_\Documents\Codex\2026-07-04\noether-r9-africa-horn-west\language-source-bodies\africa-horn-west\bodies\hausa\source-archives\R9-HAUSA-GH-ARCHIVE-001_FazamMV23_HausaMath_4c35f0abeb88.zip,replace invalid body with valid PDF/source-owner return; do not capture phrase from this file,ready-capture-blocker-recovery,blocked_before_exact_phrase_capture,0_blocked_no_positive_witness_weight,0_no_bridge_claim,false,false,false,"source-use/recovery/generated-draft/non-canonical only; no native review, accepted terminology, approval, license clearance, gate promotion, source certification, final status, bridge/pilot, or translation completion"
R9-212DFB1-BLOCKER-RECOVERY-0004,212dfb1c7728f7c23274714434aa35d590e1aab7,c7fb7e644e04102b67cc5da379ba9d4226feaef8,invalid_pdf_header_source_body_recovery_required,Hausa,ring,R9-8F7D1CB-ATTEMPT-0010,C:\Users\memo_\Documents\Codex\2026-07-04\noether-r9-africa-horn-west\language-source-bodies\africa-horn-west\bodies\hausa\source-archives\R9-HAUSA-GH-ARCHIVE-001_FazamMV23_HausaMath_4c35f0abeb88.zip,blocked_invalid_pdf_header,C:\Users\memo_\Documents\Codex\2026-07-04\noether-r9-africa-horn-west\language-source-bodies\africa-horn-west\bodies\hausa\source-archives\R9-HAUSA-GH-ARCHIVE-001_FazamMV23_HausaMath_4c35f0abeb88.zip,replace invalid body with valid PDF/source-owner return; do not capture phrase from this file,ready-capture-blocker-recovery,blocked_before_exact_phrase_capture,0_blocked_no_positive_witness_weight,0_no_bridge_claim,false,false,false,"source-use/recovery/generated-draft/non-canonical only; no native review, accepted terminology, approval, license clearance, gate promotion, source certification, final status, bridge/pilot, or translation completion"
R9-212DFB1-BLOCKER-RECOVERY-0005,212dfb1c7728f7c23274714434aa35d590e1aab7,c7fb7e644e04102b67cc5da379ba9d4226feaef8,invalid_pdf_header_source_body_recovery_required,Igbo,algebra,R9-8F7D1CB-ATTEMPT-0011,C:\Users\memo_\Documents\Codex\2026-07-04\noether-r9-africa-horn-west\language-source-bodies\africa-horn-west\bodies\related-west-african\source-datasets\hf_masakhane_afrimgsm\.gitattributes,blocked_invalid_pdf_header,C:\Users\memo_\Documents\Codex\2026-07-04\noether-r9-africa-horn-west\language-source-bodies\africa-horn-west\bodies\related-west-african\source-datasets\hf_masakhane_afrimgsm\.gitattributes,replace invalid body with valid PDF/source-owner return; do not capture phrase from this file,ready-capture-blocker-recovery,blocked_before_exact_phrase_capture,0_blocked_no_positive_witness_weight,0_no_bridge_claim,false,false,false,"source-use/recovery/generated-draft/non-canonical only; no native review, accepted terminology, approval, license clearance, gate promotion, source certification, final status, bridge/pilot, or translation completion"
R9-212DFB1-BLOCKER-RECOVERY-0006,212dfb1c7728f7c23274714434aa35d590e1aab7,c7fb7e644e04102b67cc5da379ba9d4226feaef8,invalid_pdf_header_source_body_recovery_required,Igbo,ring,R9-8F7D1CB-ATTEMPT-0012,C:\Users\memo_\Documents\Codex\2026-07-04\noether-r9-africa-horn-west\language-source-bodies\africa-horn-west\bodies\related-west-african\source-datasets\hf_masakhane_afrimgsm\.gitattributes,blocked_invalid_pdf_header,C:\Users\memo_\Documents\Codex\2026-07-04\noether-r9-africa-horn-west\language-source-bodies\africa-horn-west\bodies\related-west-african\source-datasets\hf_masakhane_afrimgsm\.gitattributes,replace invalid body with valid PDF/source-owner return; do not capture phrase from this file,ready-capture-blocker-recovery,blocked_before_exact_phrase_capture,0_blocked_no_positive_witness_weight,0_no_bridge_claim,false,false,false,"source-use/recovery/generated-draft/non-canonical only; no native review, accepted terminology, approval, license clearance, gate promotion, source certification, final status, bridge/pilot, or translation completion"
R9-212DFB1-BLOCKER-RECOVERY-0007,212dfb1c7728f7c23274714434aa35d590e1aab7,c7fb7e644e04102b67cc5da379ba9d4226feaef8,invalid_pdf_header_source_body_recovery_required,Yoruba/Wolof/Twi/Fulfulde/Mandinka,algebra,R9-8F7D1CB-ATTEMPT-0019,C:\Users\memo_\Documents\Codex\2026-07-04\noether-r9-africa-horn-west\language-source-bodies\africa-horn-west\bodies\related-west-african\source-datasets\hf_masakhane_afrimgsm\.gitattributes,blocked_invalid_pdf_header,C:\Users\memo_\Documents\Codex\2026-07-04\noether-r9-africa-horn-west\language-source-bodies\africa-horn-west\bodies\related-west-african\source-datasets\hf_masakhane_afrimgsm\.gitattributes,replace invalid body with valid PDF/source-owner return; do not capture phrase from this file,ready-capture-blocker-recovery,blocked_before_exact_phrase_capture,0_blocked_no_positive_witness_weight,0_no_bridge_claim,false,false,false,"source-use/recovery/generated-draft/non-canonical only; no native review, accepted terminology, approval, license clearance, gate promotion, source certification, final status, bridge/pilot, or translation completion"
R9-212DFB1-BLOCKER-RECOVERY-0008,212dfb1c7728f7c23274714434aa35d590e1aab7,c7fb7e644e04102b67cc5da379ba9d4226feaef8,invalid_pdf_header_source_body_recovery_required,Yoruba/Wolof/Twi/Fulfulde/Mandinka,ring,R9-8F7D1CB-ATTEMPT-0020,C:\Users\memo_\Documents\Codex\2026-07-04\noether-r9-africa-horn-west\language-source-bodies\africa-horn-west\bodies\related-west-african\source-datasets\hf_masakhane_afrimgsm\.gitattributes,blocked_invalid_pdf_header,C:\Users\memo_\Documents\Codex\2026-07-04\noether-r9-africa-horn-west\language-source-bodies\africa-horn-west\bodies\related-west-african\source-datasets\hf_masakhane_afrimgsm\.gitattributes,replace invalid body with valid PDF/source-owner return; do not capture phrase from this file,ready-capture-blocker-recovery,blocked_before_exact_phrase_capture,0_blocked_no_positive_witness_weight,0_no_bridge_claim,false,false,false,"source-use/recovery/generated-draft/non-canonical only; no native review, accepted terminology, approval, license clearance, gate promotion, source certification, final status, bridge/pilot, or translation completion"
R9-212DFB1-BLOCKER-GAP-0001,212dfb1c7728f7c23274714434aa35d590e1aab7,c7fb7e644e04102b67cc5da379ba9d4226feaef8,remaining_source_body_source_witness_gap,Somali,R9-LSB-0174,R9-8F7D-GAPFOLLOW-0001,,not_admitted_source_body_missing_or_context_only,not_admitted_source_body_missing_or_context_only,Recovery attempt returned a small HTML/non-PDF payload despite PDF-looking route; locate alternate source body or source-owner/reviewer return.,source-witness-gap-recovery,blocked_or_recovery_until_source_body_witness_exists,0_blocked_no_positive_witness_weight,0_no_bridge_claim,false,false,false,"source-use/recovery/generated-draft/non-canonical only; no native review, accepted terminology, approval, license clearance, gate promotion, source certification, final status, bridge/pilot, or translation completion"
R9-212DFB1-BLOCKER-GAP-0002,212dfb1c7728f7c23274714434aa35d590e1aab7,c7fb7e644e04102b67cc5da379ba9d4226feaef8,remaining_source_body_source_witness_gap,Somali,R9-LSB-0175,R9-8F7D-GAPFOLLOW-0002,,not_admitted_source_body_missing_or_context_only,not_admitted_source_body_missing_or_context_only,Recovery attempt returned a small HTML/non-PDF payload despite PDF-looking route; locate alternate source body or source-owner/reviewer return.,source-witness-gap-recovery,blocked_or_recovery_until_source_body_witness_exists,0_blocked_no_positive_witness_weight,0_no_bridge_claim,false,false,false,"source-use/recovery/generated-draft/non-canonical only; no native review, accepted terminology, approval, license clearance, gate promotion, source certification, final status, bridge/pilot, or translation completion"
