"Status","Path","Root","Extension","CurrentSizeBytes","CurrentBlob","Category","IsTexFamily","IsPdf","IsArchive","IsSourceBodyish","IsGeneratedDraft","IsFableLedger","IsManifestSha"
"A","interlanguage-sidecar/rtl-persianate-arabic-exact-8f7-authority-replay-20260706/R3_EXACT_8F7_AUTHORITY_REPLAY_20260706T042150Z/AUTHORITY_8F7_FABLE_STANDARD_ROWS.csv","interlanguage-sidecar",".csv","11248","fd4e0395ac465ec6b54b20c1eed6849c65efaa46","fable_source_use_or_adverse_ledger","False","False","False","False","False","True","False"
"A","interlanguage-sidecar/rtl-persianate-arabic-exact-8f7-authority-replay-20260706/R3_EXACT_8F7_AUTHORITY_REPLAY_20260706T042150Z/AUTHORITY_8F7_R3_SOURCE_USE_GATE_ROWS.csv","interlanguage-sidecar",".csv","6641","3ab072c8e3670b612101cc5c32302bf0c1b5b721","fable_source_use_or_adverse_ledger","False","False","False","False","False","True","False"
"A","interlanguage-sidecar/rtl-persianate-arabic-exact-8f7-authority-replay-20260706/R3_EXACT_8F7_AUTHORITY_REPLAY_20260706T042150Z/B3_UPLOADER_READY_SUMMARY.csv","interlanguage-sidecar",".csv","542","4ee3767ffb8dcd827e8da11c269771a4eff329b3","blocker_recovery_or_uploader_route","False","False","False","False","False","False","False"
"A","interlanguage-sidecar/rtl-persianate-arabic-exact-8f7-authority-replay-20260706/R3_EXACT_8F7_AUTHORITY_REPLAY_20260706T042150Z/MANIFEST.csv","interlanguage-sidecar",".csv","3645","43cb708f64a0fc4c860179da7e2b26fce157545a","manifest_or_hash","False","False","False","False","False","False","True"
"A","interlanguage-sidecar/rtl-persianate-arabic-exact-8f7-authority-replay-20260706/R3_EXACT_8F7_AUTHORITY_REPLAY_20260706T042150Z/PACKAGE_VALIDATION.json","interlanguage-sidecar",".json","799","d7b1538e7a819034bf0427eae354e7df30b8b852","other_branch_artifact","False","False","False","False","False","False","False"
"A","interlanguage-sidecar/rtl-persianate-arabic-exact-8f7-authority-replay-20260706/R3_EXACT_8F7_AUTHORITY_REPLAY_20260706T042150Z/R3_EXACT_8F7_AUTHORITY_ALIGNED_PRETRANSLATION_INTERLINEAR_ROWS.csv","interlanguage-sidecar",".csv","142777","23b5861fc9d524148ebb6777731f52d70cea3ea1","draft_noncanonical_support","False","False","False","False","True","False","False"
"A","interlanguage-sidecar/rtl-persianate-arabic-exact-8f7-authority-replay-20260706/R3_EXACT_8F7_AUTHORITY_REPLAY_20260706T042150Z/R3_EXACT_8F7_BLOCKERS_GAPS_REVIEW_QUEUE.csv","interlanguage-sidecar",".csv","3590","cf19c6f62f00091cad38e723f1c61574b0d77e03","readme_logbook_heartbeat_queue","False","False","False","False","False","False","False"
"A","interlanguage-sidecar/rtl-persianate-arabic-exact-8f7-authority-replay-20260706/R3_EXACT_8F7_AUTHORITY_REPLAY_20260706T042150Z/R3_EXACT_8F7_FABLE_SOURCE_USE_NORMALIZATION_CHECKS.csv","interlanguage-sidecar",".csv","4264","54e527f074145800d7ed29a554939a1dbbac21d8","fable_source_use_or_adverse_ledger","False","False","False","False","False","True","False"
"A","interlanguage-sidecar/rtl-persianate-arabic-exact-8f7-authority-replay-20260706/R3_EXACT_8F7_AUTHORITY_REPLAY_20260706T042150Z/R3_EXACT_8F7_SOURCE_WITNESS_INDEX.csv","interlanguage-sidecar",".csv","13084","c620be86bd3eeb22b3ea71c9caeb6f7647c4a39b","source_body_or_witness","False","False","False","True","False","False","False"
"A","interlanguage-sidecar/rtl-persianate-arabic-exact-8f7-authority-replay-20260706/R3_EXACT_8F7_AUTHORITY_REPLAY_20260706T042150Z/SHA256SUMS.txt","interlanguage-sidecar",".txt","1227","609dbad0860037100d8062257769f61c01dfea02","manifest_or_hash","False","False","False","False","False","False","True"
"A","transfer-audits/old-b-r6-alignment-8f7-current-branch-audit-20260706/OLD_B_R6_ALIGNMENT_8F7_WAKE_CURRENT_BRANCH_AUDIT_20260706T062245/B3_R6_UPLOADER_READY_QUEUE.csv","transfer-audits",".csv","1015","da84b78f4d15c990a5fcc82c776b6b09f8633b5d","readme_logbook_heartbeat_queue","False","False","False","False","False","False","False"
"A","transfer-audits/old-b-r6-alignment-8f7-current-branch-audit-20260706/OLD_B_R6_ALIGNMENT_8F7_WAKE_CURRENT_BRANCH_AUDIT_20260706T062245/BRANCH_VISIBLE_R6_RELATED_PATHS_CURRENT.csv","transfer-audits",".csv","261708","3f5048b42e0d2d24805a794e6b666fb8c1c31dd9","blocker_recovery_or_uploader_route","False","False","False","False","False","False","False"
"A","transfer-audits/old-b-r6-alignment-8f7-current-branch-audit-20260706/OLD_B_R6_ALIGNMENT_8F7_WAKE_CURRENT_BRANCH_AUDIT_20260706T062245/BRANCH_VISIBLE_R6_RELATED_ROOT_COUNTS_CURRENT.csv","transfer-audits",".csv","698","eef0d956c088bd00b2c42f2d11a313fb29a8f21d","blocker_recovery_or_uploader_route","False","False","False","False","False","False","False"
"A","transfer-audits/old-b-r6-alignment-8f7-current-branch-audit-20260706/OLD_B_R6_ALIGNMENT_8F7_WAKE_CURRENT_BRANCH_AUDIT_20260706T062245/COMMIT_FRONTIER_8F7_TO_CURRENT.csv","transfer-audits",".csv","260","99f997e9df751e8b980a7888bfdb8970ddd62ae0","blocker_recovery_or_uploader_route","False","False","False","False","False","False","False"
"A","transfer-audits/old-b-r6-alignment-8f7-current-branch-audit-20260706/OLD_B_R6_ALIGNMENT_8F7_WAKE_CURRENT_BRANCH_AUDIT_20260706T062245/CREDENTIAL_PATTERN_SCAN.txt","transfer-audits",".txt","51","9c20813d439d695c9757120fda39d5a0e7f99de0","blocker_recovery_or_uploader_route","False","False","False","False","False","False","False"
"A","transfer-audits/old-b-r6-alignment-8f7-current-branch-audit-20260706/OLD_B_R6_ALIGNMENT_8F7_WAKE_CURRENT_BRANCH_AUDIT_20260706T062245/DELTA_8F7_TO_CURRENT_FILE_LEDGER.csv","transfer-audits",".csv","29067","34a622b0f5d41cdb5d7c8e0669b2e8e767175938","blocker_recovery_or_uploader_route","False","False","False","False","False","False","False"
"A","transfer-audits/old-b-r6-alignment-8f7-current-branch-audit-20260706/OLD_B_R6_ALIGNMENT_8F7_WAKE_CURRENT_BRANCH_AUDIT_20260706T062245/DELTA_8F7_TO_CURRENT_R6_PATHS.csv","transfer-audits",".csv","4398","92732161dd1a1de5fc495109a2aa3980e33de195","blocker_recovery_or_uploader_route","False","False","False","False","False","False","False"
"A","transfer-audits/old-b-r6-alignment-8f7-current-branch-audit-20260706/OLD_B_R6_ALIGNMENT_8F7_WAKE_CURRENT_BRANCH_AUDIT_20260706T062245/DELTA_8F7_TO_CURRENT_ROOT_COUNTS.csv","transfer-audits",".csv","235","0df5a124c7358c0f12202ecb6ce8564651125acd","blocker_recovery_or_uploader_route","False","False","False","False","False","False","False"
"A","transfer-audits/old-b-r6-alignment-8f7-current-branch-audit-20260706/OLD_B_R6_ALIGNMENT_8F7_WAKE_CURRENT_BRANCH_AUDIT_20260706T062245/LOCAL_R6_OUTPUT_CATEGORY_COUNTS.csv","transfer-audits",".csv","371","cd8f501ac90df079fef0b8f6dd4d4590c1dc8b67","blocker_recovery_or_uploader_route","False","False","False","False","False","False","False"
"A","transfer-audits/old-b-r6-alignment-8f7-current-branch-audit-20260706/OLD_B_R6_ALIGNMENT_8F7_WAKE_CURRENT_BRANCH_AUDIT_20260706T062245/LOCAL_R6_OUTPUT_EXTENSION_COUNTS.csv","transfer-audits",".csv","239","48e9306be8b90cacf01ae8bab0a8fa8fb4035927","blocker_recovery_or_uploader_route","False","False","False","False","False","False","False"
"A","transfer-audits/old-b-r6-alignment-8f7-current-branch-audit-20260706/OLD_B_R6_ALIGNMENT_8F7_WAKE_CURRENT_BRANCH_AUDIT_20260706T062245/LOCAL_R6_OUTPUT_INVENTORY_WITH_SHA256.csv","transfer-audits",".csv","207025","2b001426e8d6237b31526f6081b61b0a9de03b13","manifest_or_hash","False","False","False","False","False","False","True"
"A","transfer-audits/old-b-r6-alignment-8f7-current-branch-audit-20260706/OLD_B_R6_ALIGNMENT_8F7_WAKE_CURRENT_BRANCH_AUDIT_20260706T062245/LOCAL_R6_OUTPUT_LARGEST_FILES_TOP50.csv","transfer-audits",".csv","17107","b661a8c39b643c12d63821f8469d2d073c99e18b","blocker_recovery_or_uploader_route","False","False","False","False","False","False","False"
"A","transfer-audits/old-b-r6-alignment-8f7-current-branch-audit-20260706/OLD_B_R6_ALIGNMENT_8F7_WAKE_CURRENT_BRANCH_AUDIT_20260706T062245/MANIFEST.csv","transfer-audits",".csv","1663","af7fb8fa055f57927be122c7a51495c0d3765b34","manifest_or_hash","False","False","False","False","False","False","True"
"A","transfer-audits/old-b-r6-alignment-8f7-current-branch-audit-20260706/OLD_B_R6_ALIGNMENT_8F7_WAKE_CURRENT_BRANCH_AUDIT_20260706T062245/README.md","transfer-audits",".md","1714","bc975edfb84d59a44e1a904e72568ab99fcf4c3c","readme_logbook_heartbeat_queue","False","False","False","False","False","False","False"
"A","transfer-audits/old-b-r6-alignment-8f7-current-branch-audit-20260706/OLD_B_R6_ALIGNMENT_8F7_WAKE_CURRENT_BRANCH_AUDIT_20260706T062245/SHA256SUMS.txt","transfer-audits",".txt","1571","d2240252e56d1a6b59e36bf8b002019bdddf9da4","manifest_or_hash","False","False","False","False","False","False","True"
"A","transfer-audits/old-b-r6-alignment-8f7-current-branch-audit-20260706/OLD_B_R6_ALIGNMENT_8F7_WAKE_CURRENT_BRANCH_AUDIT_20260706T062245/SUMMARY.csv","transfer-audits",".csv","482","94d7e673a583838864e14c430632dec6f7353493","blocker_recovery_or_uploader_route","False","False","False","False","False","False","False"
"A","transfer-audits/old-b-r6-alignment-8f7-current-branch-audit-20260706/OLD_B_R6_ALIGNMENT_8F7_WAKE_CURRENT_BRANCH_AUDIT_20260706T062245/SUMMARY.json","transfer-audits",".json","533","4172249097db744d153c87b1f675fdda6caca630","blocker_recovery_or_uploader_route","False","False","False","False","False","False","False"
"A","transfer-audits/session12-20260705/B3_WHOLE_CORPUS_33B23_PACKAGE_QUEUE_20260706/B3_POST_96325DDA_R6_R3_OLDB_BATCH_ACTUAL_COMMITTED_FILES_MANIFEST_20260706.csv","transfer-audits",".csv","41400","21344d823e743c5e726338073b7379ac47bbe386","manifest_or_hash","False","False","False","False","False","False","True"
"A","transfer-audits/session12-20260705/B3_WHOLE_CORPUS_33B23_PACKAGE_QUEUE_20260706/B3_POST_96325DDA_R6_R3_OLDB_BATCH_ACTUAL_COMMITTED_FILES_SHA256SUMS_20260706.txt","transfer-audits",".txt","12223","3076fbc3ec1a6a3802e30f9f5631145c1d829b56","manifest_or_hash","False","False","False","False","False","False","True"
"A","transfer-audits/session12-20260705/B3_WHOLE_CORPUS_33B23_PACKAGE_QUEUE_20260706/B3_POST_96325DDA_R6_R3_OLDB_BATCH_UPLOAD_AUDIT_20260706.md","transfer-audits",".md","3019","fb656eda04d8cf7ee784b9b1498025b7989c7d9d","readme_logbook_heartbeat_queue","False","False","False","False","False","False","False"
"A","uploader-transfer/r6-interlanguage-authority-routing-8f7-integration-20260706/R6_INTERLANGUAGE_AUTHORITY_ROUTING_8F7_INTEGRATION_20260706.md","uploader-transfer",".md","1654","0f97ced2d162562818e4c8c7eb8c6331264b520f","blocker_recovery_or_uploader_route","False","False","False","False","False","False","False"
"A","uploader-transfer/r6-interlanguage-authority-routing-8f7-integration-20260706/R6_INTERLANGUAGE_AUTHORITY_ROUTING_8F7_INTEGRATION_20260706/b3/B3_ROUTE.csv","uploader-transfer",".csv","999","87cc354255bf82cfa51b455cd889330e8f9346ba","blocker_recovery_or_uploader_route","False","False","False","False","False","False","False"
"A","uploader-transfer/r6-interlanguage-authority-routing-8f7-integration-20260706/R6_INTERLANGUAGE_AUTHORITY_ROUTING_8F7_INTEGRATION_20260706/blockers/R6_AUTHORITY_ROUTE_BLOCKERS_AND_RECOVERY_POST_8F7.csv","uploader-transfer",".csv","45394","3802408fd47a95c526a66c8e07f3dc328ca044f2","blocker_recovery_or_uploader_route","False","False","False","False","False","False","False"
"A","uploader-transfer/r6-interlanguage-authority-routing-8f7-integration-20260706/R6_INTERLANGUAGE_AUTHORITY_ROUTING_8F7_INTEGRATION_20260706/blockers/R6_INSUFFICIENT_SCOPE_CARRY_FORWARD_POST_8F7.csv","uploader-transfer",".csv","40820","87f01802bd494b4faab5bb0181fd3019e4362452","blocker_recovery_or_uploader_route","False","False","False","False","False","False","False"
"A","uploader-transfer/r6-interlanguage-authority-routing-8f7-integration-20260706/R6_INTERLANGUAGE_AUTHORITY_ROUTING_8F7_INTEGRATION_20260706/ledgers/B3_R6_SNAPSHOT_CARRY_FORWARD_INDEX_POST_8F7.csv","uploader-transfer",".csv","11281","8c4e6e0306c021600ce0880df0543ac5d4f8b0b7","blocker_recovery_or_uploader_route","False","False","False","False","False","False","False"
"A","uploader-transfer/r6-interlanguage-authority-routing-8f7-integration-20260706/R6_INTERLANGUAGE_AUTHORITY_ROUTING_8F7_INTEGRATION_20260706/ledgers/INTERLANGUAGE_AUTHORITY_PACKAGE_MANIFEST_REFS.csv","uploader-transfer",".csv","19097","e5c438ea98da4c16d6eac42775fbed2024622d30","manifest_or_hash","False","False","False","False","False","False","True"
"A","uploader-transfer/r6-interlanguage-authority-routing-8f7-integration-20260706/R6_INTERLANGUAGE_AUTHORITY_ROUTING_8F7_INTEGRATION_20260706/ledgers/R6_8F7_SOURCE_USE_GATE_ROWS.csv","uploader-transfer",".csv","2672","5f225ebcfa84168b9818049b6af57c1c520980de","fable_source_use_or_adverse_ledger","False","False","False","False","False","True","False"
"A","uploader-transfer/r6-interlanguage-authority-routing-8f7-integration-20260706/R6_INTERLANGUAGE_AUTHORITY_ROUTING_8F7_INTEGRATION_20260706/ledgers/R6_FABLE_SOURCE_USE_ADVERSE_EVIDENCE_POST_8F7.csv","uploader-transfer",".csv","17949","893566b310c596e76a67347cd33230b92d37f028","fable_source_use_or_adverse_ledger","False","False","False","False","False","True","False"
"A","uploader-transfer/r6-interlanguage-authority-routing-8f7-integration-20260706/R6_INTERLANGUAGE_AUTHORITY_ROUTING_8F7_INTEGRATION_20260706/ledgers/R6_FABLE_STANDARD_AUTHORITY_APPLICATION_8F7.csv","uploader-transfer",".csv","2613","e8b692b4e01fb533077a9a9c31981ced0f8e01b4","fable_source_use_or_adverse_ledger","False","False","False","False","False","True","False"
"A","uploader-transfer/r6-interlanguage-authority-routing-8f7-integration-20260706/R6_INTERLANGUAGE_AUTHORITY_ROUTING_8F7_INTEGRATION_20260706/ledgers/R6_REVIEWER_ETHICS_AUTHORITY_BOUNDARY_ROWS_POST_8F7.csv","uploader-transfer",".csv","9472","5bffab54df9d5716e003fe2bf5d887d9797e6c4a","blocker_recovery_or_uploader_route","False","False","False","False","False","False","False"
"A","uploader-transfer/r6-interlanguage-authority-routing-8f7-integration-20260706/R6_INTERLANGUAGE_AUTHORITY_ROUTING_8F7_INTEGRATION_20260706/ledgers/R6_ROW_AUTHORITY_ROUTING_APPLICATION_8F7.csv","uploader-transfer",".csv","53797","d6af974087720874e754a58fc31ee75d8a8cdfd7","blocker_recovery_or_uploader_route","False","False","False","False","False","False","False"
"A","uploader-transfer/r6-interlanguage-authority-routing-8f7-integration-20260706/R6_INTERLANGUAGE_AUTHORITY_ROUTING_8F7_INTEGRATION_20260706/ledgers/R6_SOURCE_GATED_SCAFFOLD_AUTHORITY_CHECK_8F7.csv","uploader-transfer",".csv","10473","36435c10e0761421e6fc644a34f453545cf38b07","blocker_recovery_or_uploader_route","False","False","False","False","False","False","False"
"A","uploader-transfer/r6-interlanguage-authority-routing-8f7-integration-20260706/R6_INTERLANGUAGE_AUTHORITY_ROUTING_8F7_INTEGRATION_20260706/logs/LOGBOOK_EXCERPT_20260706.md","uploader-transfer",".md","1313","0934c2506335a0b65776fd0cd82bbfc11208500f","readme_logbook_heartbeat_queue","False","False","False","False","False","False","False"
"A","uploader-transfer/r6-interlanguage-authority-routing-8f7-integration-20260706/R6_INTERLANGUAGE_AUTHORITY_ROUTING_8F7_INTEGRATION_20260706/MANIFEST.csv","uploader-transfer",".csv","2586","aeb1f7ef9cd406bdfac2d0c4b5b24ef82c3b092c","manifest_or_hash","False","False","False","False","False","False","True"
"A","uploader-transfer/r6-interlanguage-authority-routing-8f7-integration-20260706/R6_INTERLANGUAGE_AUTHORITY_ROUTING_8F7_INTEGRATION_20260706/MANIFEST.json","uploader-transfer",".json","3974","af69e0ab8b6b0ce8f1dbe07167650408c53f6830","manifest_or_hash","False","False","False","False","False","False","True"
"A","uploader-transfer/r6-interlanguage-authority-routing-8f7-integration-20260706/R6_INTERLANGUAGE_AUTHORITY_ROUTING_8F7_INTEGRATION_20260706/README.md","uploader-transfer",".md","2379","79f87debe501858eab5f5e96373099860d89c6a4","readme_logbook_heartbeat_queue","False","False","False","False","False","False","False"
"A","uploader-transfer/r6-interlanguage-authority-routing-8f7-integration-20260706/R6_INTERLANGUAGE_AUTHORITY_ROUTING_8F7_INTEGRATION_20260706/SHA256SUMS.txt","uploader-transfer",".txt","2010","83804dfa99c790fa7d0ad8783f63f7bcae86f608","manifest_or_hash","False","False","False","False","False","False","True"
