"branch_path","bytes","sha256","source_use_label","note"
"uploader-transfer/r3-whole-corpus-postpush-b3-handoff-20260706/R3_WHOLE_CORPUS_POSTPUSH_B3_HANDOFF_20260706T031358Z/LOGBOOK_EXCERPT.md","423","10eeef32a59a3c122308b2f3790f14f9a75abe5b413c466227ed215e48b14194","R3 whole-corpus handoff file","Original handoff file included directly"
"uploader-transfer/r3-whole-corpus-postpush-b3-handoff-20260706/R3_WHOLE_CORPUS_POSTPUSH_B3_HANDOFF_20260706T031358Z/MANIFEST.csv","3895","28f41080b43b7cb5d503b46b1b62e47fe5f4783d9760b09dc7704ab22040f7b6","R3 whole-corpus handoff file","Original handoff file included directly"
"uploader-transfer/r3-whole-corpus-postpush-b3-handoff-20260706/R3_WHOLE_CORPUS_POSTPUSH_B3_HANDOFF_20260706T031358Z/PACKAGE_VALIDATION.json","988","90b16147e7c3d0da1d141a5ecdc43cf501c0b732658aa1a27b42726670207246","R3 whole-corpus handoff file","Original handoff file included directly"
"uploader-transfer/r3-whole-corpus-postpush-b3-handoff-20260706/R3_WHOLE_CORPUS_POSTPUSH_B3_HANDOFF_20260706T031358Z/PAYLOAD_ZIP_LEDGER.csv","4074","47244b1ae745919c4dce19fbe74fa9172dc7f5fbec8071e8d55df3dcb3a18132","R3 whole-corpus handoff file","Original handoff file included directly"
"uploader-transfer/r3-whole-corpus-postpush-b3-handoff-20260706/R3_WHOLE_CORPUS_POSTPUSH_B3_HANDOFF_20260706T031358Z/payload_zips/cycle2_source_canon_recovery_20260706.zip","12055918","677cdddc552dc0d48f65fa7626bf1d36c5bca59768c32bca78229b0281afb2c8","R3 whole-corpus handoff file","Original handoff file included directly"
"uploader-transfer/r3-whole-corpus-postpush-b3-handoff-20260706/R3_WHOLE_CORPUS_POSTPUSH_B3_HANDOFF_20260706T031358Z/payload_zips/cycle2_source_gated_draft_support_20260706.zip","27009","bd0f22871d83905e37417bb25ed5bf90811937e07677ef1d7d0b707b7c0b4a40","R3 whole-corpus handoff file","Original handoff file included directly"
"uploader-transfer/r3-whole-corpus-postpush-b3-handoff-20260706/R3_WHOLE_CORPUS_POSTPUSH_B3_HANDOFF_20260706T031358Z/payload_zips/fable_ledger_rtl_persianate_arabic_20260706.zip","28406","6b9db1fac08cb8b0e63624dc6d88c9e83cb44fdc69eef2982a33855e7286eb82","R3 whole-corpus handoff file","Original handoff file included directly"
"uploader-transfer/r3-whole-corpus-postpush-b3-handoff-20260706/R3_WHOLE_CORPUS_POSTPUSH_B3_HANDOFF_20260706T031358Z/payload_zips/pretranslation_support_rtl_persianate_arabic_20260706.zip","9513","ea51949824a297fb605fc9e6b59b9769685b373de53a2b503ce37cb21ac69d16","R3 whole-corpus handoff file","Original handoff file included directly"
"uploader-transfer/r3-whole-corpus-postpush-b3-handoff-20260706/R3_WHOLE_CORPUS_POSTPUSH_B3_HANDOFF_20260706T031358Z/payload_zips/r3_postpush_source_gated_pretranslation_20260706T031015Z.zip","29144","1c9a4bad56fbc86a2b36c3315907044cd4c19dd674d0fe76ead6abf8dcce20f4","R3 whole-corpus handoff file","Original handoff file included directly"
"uploader-transfer/r3-whole-corpus-postpush-b3-handoff-20260706/R3_WHOLE_CORPUS_POSTPUSH_B3_HANDOFF_20260706T031358Z/payload_zips/r3_ur_ota_source_body_recovery_cycle3_20260706.zip","11504341","773d0e42b649f6732829dfd419fb895af4404abbfe4176c3e04bfa67211b64bb","R3 whole-corpus handoff file","Original handoff file included directly"
"uploader-transfer/r3-whole-corpus-postpush-b3-handoff-20260706/R3_WHOLE_CORPUS_POSTPUSH_B3_HANDOFF_20260706T031358Z/README.md","971","6aa6348af0406e1b59002bee3cc7966ab4f7375295dad98d4c0a5f7c686c13f2","R3 whole-corpus handoff file","Original handoff file included directly"
"uploader-transfer/r3-whole-corpus-postpush-b3-handoff-20260706/R3_WHOLE_CORPUS_POSTPUSH_B3_HANDOFF_20260706T031358Z/SHA256SUMS.txt","2914","93c30cc0dafcfda84571857dd8f32272268ca2cee742ffeffc5700ddaad5ae6b","R3 whole-corpus handoff file","Original handoff file included directly"
"uploader-transfer/r3-whole-corpus-postpush-b3-handoff-20260706/R3_WHOLE_CORPUS_POSTPUSH_B3_HANDOFF_20260706T031358Z/ZIP_LISTABILITY.csv","3893","a3aa0e4ae4d456d9533d01462e58cd4bbabbd615a2b540c8aeb4e5e8753f62ea","R3 whole-corpus handoff file","Original handoff file included directly"
"uploader-transfer/r3-whole-corpus-postpush-b3-handoff-20260706/R3_WHOLE_CORPUS_POSTPUSH_B3_HANDOFF_20260706T031358Z/payload_zips/rtl_source_bodies_session06_20260706.zip.parts/rtl_source_bodies_session06_20260706.zip.part001","48000000","2f9259df56bec127645dfec485456cc4369dc295712e356256dbf82bd972a32c","split literal-source-bodies payload","GitHub-size split part for rtl_source_bodies_session06_20260706.zip"
"uploader-transfer/r3-whole-corpus-postpush-b3-handoff-20260706/R3_WHOLE_CORPUS_POSTPUSH_B3_HANDOFF_20260706T031358Z/payload_zips/rtl_source_bodies_session06_20260706.zip.parts/rtl_source_bodies_session06_20260706.zip.part002","48000000","d3e970f7e499295d70f71e0a71c36471194295b035899245e12492279c6fa193","split literal-source-bodies payload","GitHub-size split part for rtl_source_bodies_session06_20260706.zip"
"uploader-transfer/r3-whole-corpus-postpush-b3-handoff-20260706/R3_WHOLE_CORPUS_POSTPUSH_B3_HANDOFF_20260706T031358Z/payload_zips/rtl_source_bodies_session06_20260706.zip.parts/rtl_source_bodies_session06_20260706.zip.part003","48000000","29311c809d15ab269621b4990d526d2c016fef507b041df4a5a2db374a13ed28","split literal-source-bodies payload","GitHub-size split part for rtl_source_bodies_session06_20260706.zip"
"uploader-transfer/r3-whole-corpus-postpush-b3-handoff-20260706/R3_WHOLE_CORPUS_POSTPUSH_B3_HANDOFF_20260706T031358Z/payload_zips/rtl_source_bodies_session06_20260706.zip.parts/rtl_source_bodies_session06_20260706.zip.part004","48000000","408f5d1015a5f22f28477792e6f92deef48c19ae0535f4c503059744339a5d7d","split literal-source-bodies payload","GitHub-size split part for rtl_source_bodies_session06_20260706.zip"
"uploader-transfer/r3-whole-corpus-postpush-b3-handoff-20260706/R3_WHOLE_CORPUS_POSTPUSH_B3_HANDOFF_20260706T031358Z/payload_zips/rtl_source_bodies_session06_20260706.zip.parts/rtl_source_bodies_session06_20260706.zip.part005","48000000","2ff588b4c01990ebdc795a6f43e64251cc106562005b65c6a4723dcb7244e122","split literal-source-bodies payload","GitHub-size split part for rtl_source_bodies_session06_20260706.zip"
"uploader-transfer/r3-whole-corpus-postpush-b3-handoff-20260706/R3_WHOLE_CORPUS_POSTPUSH_B3_HANDOFF_20260706T031358Z/payload_zips/rtl_source_bodies_session06_20260706.zip.parts/rtl_source_bodies_session06_20260706.zip.part006","48000000","66099bbff75ffbf0a17046b5dbed41adcbd827f7385567897bd661619ea12770","split literal-source-bodies payload","GitHub-size split part for rtl_source_bodies_session06_20260706.zip"
"uploader-transfer/r3-whole-corpus-postpush-b3-handoff-20260706/R3_WHOLE_CORPUS_POSTPUSH_B3_HANDOFF_20260706T031358Z/payload_zips/rtl_source_bodies_session06_20260706.zip.parts/rtl_source_bodies_session06_20260706.zip.part007","19961845","53c77f73427119d4f751d1a97d2619a51438af1d6cc8c2386827f4ad770c2eed","split literal-source-bodies payload","GitHub-size split part for rtl_source_bodies_session06_20260706.zip"
"transfer-audits/session12-20260705/B3_WHOLE_CORPUS_33B23_PACKAGE_QUEUE_20260706/B3_WHOLE_CORPUS_33B23_PACKAGE_QUEUE_AUDIT_20260706.md","2454","cb6e1fd3bc0994b6d20fff40f666da7abab4f9ae6ea5b48f6b7f1cb6b4fd1c0f","B3 upload audit/control","B3 generated audit or split-control file"
"transfer-audits/session12-20260705/B3_WHOLE_CORPUS_33B23_PACKAGE_QUEUE_20260706/README_R3_RTL_SOURCE_BODIES_SESSION06_ZIP_SPLIT_20260706.md","443","7141b9cc023ef3b75c3e292621da9f0476ad3a482c9fa7bc2a33bcc921a43832","B3 upload audit/control","B3 generated audit or split-control file"
"transfer-audits/session12-20260705/B3_WHOLE_CORPUS_33B23_PACKAGE_QUEUE_20260706/R3_RTL_SOURCE_BODIES_SESSION06_ZIP_SPLIT_PARTS_20260706.csv","3387","74e6c4f401732484fda8653c336ef9f67b7273e3d71d65ab07c77275204afc5a","B3 upload audit/control","B3 generated audit or split-control file"
"transfer-audits/session12-20260705/B3_WHOLE_CORPUS_33B23_PACKAGE_QUEUE_20260706/R3_RTL_SOURCE_BODIES_SESSION06_ZIP_SPLIT_SHA256SUMS_20260706.txt","2044","cac8b5dcfeabe684ae03367a8bfea81e4cf75688922d9821903173b1a7c52975","B3 upload audit/control","B3 generated audit or split-control file"
"transfer-audits/session12-20260705/B3_WHOLE_CORPUS_33B23_PACKAGE_QUEUE_20260706/R3_WHOLE_CORPUS_HANDOFF_ZIP_LISTABILITY_B3_20260706.csv","666","5f534b41cc7b8f2667ab9d6c9ac6c876db7c566547623e21822d586693adcd57","B3 upload audit/control","B3 generated audit or split-control file"
