"source_root","source_rel","source_path","destination_path","bytes","sha256"
"C:\Users\memo_\Documents\Codex\2026-07-04\noether-non-slavic-core-lane\outputs\NON_SLAVIC_CORE_54C8925B_R3_CJK_CURRENT_HEAD_ROUTE_20260706","B3_HANDOFF_SENT_54C8925B_R3_CJK.md","C:\Users\memo_\Documents\Codex\2026-07-04\noether-non-slavic-core-lane\outputs\NON_SLAVIC_CORE_54C8925B_R3_CJK_CURRENT_HEAD_ROUTE_20260706\B3_HANDOFF_SENT_54C8925B_R3_CJK.md","coordination/non-slavic-core-54c8925b-r3-cjk-current-head-route-20260706/NON_SLAVIC_CORE_54C8925B_R3_CJK_CURRENT_HEAD_ROUTE_20260706/B3_HANDOFF_SENT_54C8925B_R3_CJK.md","1270","CD1F0C9BC6D557A24BCD6248A531EA43AB4E9BFAE4BF912550F6CA0E6D53D8A8"
"C:\Users\memo_\Documents\Codex\2026-07-04\noether-non-slavic-core-lane\outputs\NON_SLAVIC_CORE_54C8925B_R3_CJK_CURRENT_HEAD_ROUTE_20260706","B3_UPLOADER_READY_SUMMARY.csv","C:\Users\memo_\Documents\Codex\2026-07-04\noether-non-slavic-core-lane\outputs\NON_SLAVIC_CORE_54C8925B_R3_CJK_CURRENT_HEAD_ROUTE_20260706\B3_UPLOADER_READY_SUMMARY.csv","coordination/non-slavic-core-54c8925b-r3-cjk-current-head-route-20260706/NON_SLAVIC_CORE_54C8925B_R3_CJK_CURRENT_HEAD_ROUTE_20260706/B3_UPLOADER_READY_SUMMARY.csv","800","96FD64E9D69DB3D997DA6C9996088D1F6427AB7209953BC64BD28A5DD0D0C77E"
"C:\Users\memo_\Documents\Codex\2026-07-04\noether-non-slavic-core-lane\outputs\NON_SLAVIC_CORE_54C8925B_R3_CJK_CURRENT_HEAD_ROUTE_20260706","BLOCKER_RECOVERY_ROWS_54C.csv","C:\Users\memo_\Documents\Codex\2026-07-04\noether-non-slavic-core-lane\outputs\NON_SLAVIC_CORE_54C8925B_R3_CJK_CURRENT_HEAD_ROUTE_20260706\BLOCKER_RECOVERY_ROWS_54C.csv","coordination/non-slavic-core-54c8925b-r3-cjk-current-head-route-20260706/NON_SLAVIC_CORE_54C8925B_R3_CJK_CURRENT_HEAD_ROUTE_20260706/BLOCKER_RECOVERY_ROWS_54C.csv","973","58CF79B897278235FEE9C3D6330400E572806ED24C86F4672212FF41C3DB1BB3"
"C:\Users\memo_\Documents\Codex\2026-07-04\noether-non-slavic-core-lane\outputs\NON_SLAVIC_CORE_54C8925B_R3_CJK_CURRENT_HEAD_ROUTE_20260706","BRANCH_COMPARE_ED22_TO_54C.csv","C:\Users\memo_\Documents\Codex\2026-07-04\noether-non-slavic-core-lane\outputs\NON_SLAVIC_CORE_54C8925B_R3_CJK_CURRENT_HEAD_ROUTE_20260706\BRANCH_COMPARE_ED22_TO_54C.csv","coordination/non-slavic-core-54c8925b-r3-cjk-current-head-route-20260706/NON_SLAVIC_CORE_54C8925B_R3_CJK_CURRENT_HEAD_ROUTE_20260706/BRANCH_COMPARE_ED22_TO_54C.csv","60197","9B0B7565F87CE1496FF011B56909ECB365B26BD864227A98D7BA0C70CA7BED63"
"C:\Users\memo_\Documents\Codex\2026-07-04\noether-non-slavic-core-lane\outputs\NON_SLAVIC_CORE_54C8925B_R3_CJK_CURRENT_HEAD_ROUTE_20260706","DELTA_COMMITS_ED22_TO_54C.csv","C:\Users\memo_\Documents\Codex\2026-07-04\noether-non-slavic-core-lane\outputs\NON_SLAVIC_CORE_54C8925B_R3_CJK_CURRENT_HEAD_ROUTE_20260706\DELTA_COMMITS_ED22_TO_54C.csv","coordination/non-slavic-core-54c8925b-r3-cjk-current-head-route-20260706/NON_SLAVIC_CORE_54C8925B_R3_CJK_CURRENT_HEAD_ROUTE_20260706/DELTA_COMMITS_ED22_TO_54C.csv","153","1A56A12402D8A1A753E1E38DEF5D699EB5E44D3B11D10A004CC6B06271F290FD"
"C:\Users\memo_\Documents\Codex\2026-07-04\noether-non-slavic-core-lane\outputs\NON_SLAVIC_CORE_54C8925B_R3_CJK_CURRENT_HEAD_ROUTE_20260706","MANIFEST.csv","C:\Users\memo_\Documents\Codex\2026-07-04\noether-non-slavic-core-lane\outputs\NON_SLAVIC_CORE_54C8925B_R3_CJK_CURRENT_HEAD_ROUTE_20260706\MANIFEST.csv","coordination/non-slavic-core-54c8925b-r3-cjk-current-head-route-20260706/NON_SLAVIC_CORE_54C8925B_R3_CJK_CURRENT_HEAD_ROUTE_20260706/MANIFEST.csv","923","4282C68C7CC1EED6A5F592E5FC4AE3E4BA12DDCF24C7AFD7E4EF298193C050D3"
"C:\Users\memo_\Documents\Codex\2026-07-04\noether-non-slavic-core-lane\outputs\NON_SLAVIC_CORE_54C8925B_R3_CJK_CURRENT_HEAD_ROUTE_20260706","PARENT_PACKET_ROUTE_ROWS_54C.csv","C:\Users\memo_\Documents\Codex\2026-07-04\noether-non-slavic-core-lane\outputs\NON_SLAVIC_CORE_54C8925B_R3_CJK_CURRENT_HEAD_ROUTE_20260706\PARENT_PACKET_ROUTE_ROWS_54C.csv","coordination/non-slavic-core-54c8925b-r3-cjk-current-head-route-20260706/NON_SLAVIC_CORE_54C8925B_R3_CJK_CURRENT_HEAD_ROUTE_20260706/PARENT_PACKET_ROUTE_ROWS_54C.csv","13250","BAA5C762D7A74299F4E75D4A50E6FA44941DEBA0E4AFE6B206682988890ECA74"
"C:\Users\memo_\Documents\Codex\2026-07-04\noether-non-slavic-core-lane\outputs\NON_SLAVIC_CORE_54C8925B_R3_CJK_CURRENT_HEAD_ROUTE_20260706","README.md","C:\Users\memo_\Documents\Codex\2026-07-04\noether-non-slavic-core-lane\outputs\NON_SLAVIC_CORE_54C8925B_R3_CJK_CURRENT_HEAD_ROUTE_20260706\README.md","coordination/non-slavic-core-54c8925b-r3-cjk-current-head-route-20260706/NON_SLAVIC_CORE_54C8925B_R3_CJK_CURRENT_HEAD_ROUTE_20260706/README.md","1087","CB578CCA9B3A31844940F8D849290109299EFBE0DB23D2FB2929C3B014BEB5F9"
"C:\Users\memo_\Documents\Codex\2026-07-04\noether-non-slavic-core-lane\outputs\NON_SLAVIC_CORE_54C8925B_R3_CJK_CURRENT_HEAD_ROUTE_20260706","SHA256SUMS.txt","C:\Users\memo_\Documents\Codex\2026-07-04\noether-non-slavic-core-lane\outputs\NON_SLAVIC_CORE_54C8925B_R3_CJK_CURRENT_HEAD_ROUTE_20260706\SHA256SUMS.txt","coordination/non-slavic-core-54c8925b-r3-cjk-current-head-route-20260706/NON_SLAVIC_CORE_54C8925B_R3_CJK_CURRENT_HEAD_ROUTE_20260706/SHA256SUMS.txt","935","CD80A5CCEAA746C1C62A168FDD44DD3F14D15C513DE910C0A81957EA87DF6FDF"
"C:\Users\memo_\Documents\Codex\2026-07-04\noether-non-slavic-core-lane\outputs\NON_SLAVIC_CORE_54C8925B_R3_CJK_CURRENT_HEAD_ROUTE_20260706","SOURCE_GATE_CURRENT_HEAD_STATUS_54C.csv","C:\Users\memo_\Documents\Codex\2026-07-04\noether-non-slavic-core-lane\outputs\NON_SLAVIC_CORE_54C8925B_R3_CJK_CURRENT_HEAD_ROUTE_20260706\SOURCE_GATE_CURRENT_HEAD_STATUS_54C.csv","coordination/non-slavic-core-54c8925b-r3-cjk-current-head-route-20260706/NON_SLAVIC_CORE_54C8925B_R3_CJK_CURRENT_HEAD_ROUTE_20260706/SOURCE_GATE_CURRENT_HEAD_STATUS_54C.csv","768","FE56EBF3620A0E1CF509BE4CF176EE14913047DAF3420CEB1823D5473C392B82"
