"root","file","expected","actual","status","note"
"NON_SLAVIC_CORE_E88470EA_CURRENT_HEAD_BRANCH_ADVANCE_QUEUE","B3_UPLOADER_READY_SUMMARY.csv","CB6CC4C918EFBFC5DBB5E1B2AAE7EBB68BB8D6871CEFFE573659920785DC8953","CB6CC4C918EFBFC5DBB5E1B2AAE7EBB68BB8D6871CEFFE573659920785DC8953","ok",""
"NON_SLAVIC_CORE_E88470EA_CURRENT_HEAD_BRANCH_ADVANCE_QUEUE","BLOCKER_RECOVERY_B3_QUEUE_E88470EA.csv","8154D09A92830E7B25F5C5719EA2B61EFFAF86CE1F89DC54E19A5AB5F7F5FF31","8154D09A92830E7B25F5C5719EA2B61EFFAF86CE1F89DC54E19A5AB5F7F5FF31","ok",""
"NON_SLAVIC_CORE_E88470EA_CURRENT_HEAD_BRANCH_ADVANCE_QUEUE","BRANCH_8E491924_TO_E88470EA_COMPARE.csv","B042FC3CCF941E7302BE2C35110F44AFE01E735DF915E07A09B5DAB493D9DA47","B042FC3CCF941E7302BE2C35110F44AFE01E735DF915E07A09B5DAB493D9DA47","ok",""
"NON_SLAVIC_CORE_E88470EA_CURRENT_HEAD_BRANCH_ADVANCE_QUEUE","CHILD_LANE_OUTPUT_MAP_E88470EA.csv","63244DC7228EC88CA9526F369F23975B90E4A7FE9EEE16C9828173E102B4C809","63244DC7228EC88CA9526F369F23975B90E4A7FE9EEE16C9828173E102B4C809","ok",""
"NON_SLAVIC_CORE_E88470EA_CURRENT_HEAD_BRANCH_ADVANCE_QUEUE","DRAFT_PRETRANSLATION_INTERLINEAR_E88470EA.csv","CA97C296403D50B5DE0DEF63C3AC35AE142164BB3E37CC4D5E51FAC7667D3C1D","CA97C296403D50B5DE0DEF63C3AC35AE142164BB3E37CC4D5E51FAC7667D3C1D","ok",""
"NON_SLAVIC_CORE_E88470EA_CURRENT_HEAD_BRANCH_ADVANCE_QUEUE","README.md","FE51234DE8F6EEC4C675A01D4DA8BAF613161A999F0ADC6865459866EC3C0805","FE51234DE8F6EEC4C675A01D4DA8BAF613161A999F0ADC6865459866EC3C0805","ok",""
"NON_SLAVIC_CORE_E88470EA_CURRENT_HEAD_BRANCH_ADVANCE_QUEUE","SOURCE_BODY_WITNESS_QUEUE_E88470EA.csv","4C76158466C0DC5B35A55577C8A2E9629F935FB34BB69EBB8A1A5EF6035F36DC","4C76158466C0DC5B35A55577C8A2E9629F935FB34BB69EBB8A1A5EF6035F36DC","ok",""
"NON_SLAVIC_CORE_E88470EA_CURRENT_HEAD_BRANCH_ADVANCE_QUEUE","SOURCE_CONTEXT_NOTES_E88470EA.csv","E8F601E723787FC2287E43A88A9FB0669568C32BD0158FB9305D38619AFFD459","E8F601E723787FC2287E43A88A9FB0669568C32BD0158FB9305D38619AFFD459","ok",""
"NON_SLAVIC_CORE_E88470EA_CURRENT_HEAD_BRANCH_ADVANCE_QUEUE","SOURCE_USE_ADVERSE_LEDGER_E88470EA.csv","2F5C7638C39A60CE5FB3AE2668ECA49217B44BC59B1CC583695017078718EA1B","2F5C7638C39A60CE5FB3AE2668ECA49217B44BC59B1CC583695017078718EA1B","ok",""
"NON_SLAVIC_CORE_E88470EA_CURRENT_HEAD_BRANCH_ADVANCE_QUEUE","SUMMARY.json","48D58CBA29C0B9474CAFE719855C0DA04898F0620C9BC0ECEB6D718C59C9D6A1","48D58CBA29C0B9474CAFE719855C0DA04898F0620C9BC0ECEB6D718C59C9D6A1","ok",""
"NON_SLAVIC_CORE_E88470EA_CURRENT_HEAD_BRANCH_ADVANCE_QUEUE","TERM_ALTERNATIVES_FORMULA_NOTES_E88470EA.csv","4E98519677853B655BFC57B26B8939E1D0F95623CD0AE20461C2A64EB419A2E1","4E98519677853B655BFC57B26B8939E1D0F95623CD0AE20461C2A64EB419A2E1","ok",""
"ROMANCE_E88470EA_CURRENT_HEAD_DELTA","ACTIVE_SESSION_STATE.md","31387A0B511D1275EC20AB0C9B53C8A803F00208A372818A8309B9B0C069878C","31387A0B511D1275EC20AB0C9B53C8A803F00208A372818A8309B9B0C069878C","ok",""
"ROMANCE_E88470EA_CURRENT_HEAD_DELTA","ADVERSE_EVIDENCE_DONOTUSE_LEDGER_E88470EA_20260706.csv","5F68A9A688052C6A011FEEC5E46F7FE143C627742E1CA74AD32EFF60B8FABA17","5F68A9A688052C6A011FEEC5E46F7FE143C627742E1CA74AD32EFF60B8FABA17","ok",""
"ROMANCE_E88470EA_CURRENT_HEAD_DELTA","B3_UPLOADER_READY_SUMMARY_E88470EA_20260706.csv","AC477658238273FA43B9A9168B810CF4788A61D0895046D835F3A4621E78EAC4","AC477658238273FA43B9A9168B810CF4788A61D0895046D835F3A4621E78EAC4","ok",""
"ROMANCE_E88470EA_CURRENT_HEAD_DELTA","BLOCKER_RECOVERY_ROWS_E88470EA_20260706.csv","9D7A11C67A21BEC728BB91CFEB2A80D2E469F5522C9D42A70AA6C3BB049DE638","9D7A11C67A21BEC728BB91CFEB2A80D2E469F5522C9D42A70AA6C3BB049DE638","ok",""
"ROMANCE_E88470EA_CURRENT_HEAD_DELTA","BRANCH_DELTA_FILE_INDEX_E88470EA_20260706.csv","6549EE1019B04ECC25C48E1EA6A2F125DF855610B2A79E51AFEBBE5074B76876","6549EE1019B04ECC25C48E1EA6A2F125DF855610B2A79E51AFEBBE5074B76876","ok",""
"ROMANCE_E88470EA_CURRENT_HEAD_DELTA","BRANCH_E88470EA_COMMIT_CHAIN_20260706.csv","609EA5E8731FF745ED0D2DA528343321230254A696A638B09B10E2D9326EFFF6","609EA5E8731FF745ED0D2DA528343321230254A696A638B09B10E2D9326EFFF6","ok",""
"ROMANCE_E88470EA_CURRENT_HEAD_DELTA","CURRENT_HEAD_COMPARISON_NOTE_E88470EA_20260706.csv","18400EC508A29FA7055B2E2CB1B717F9170C3761D997DA39426D56BBD0F753B7","18400EC508A29FA7055B2E2CB1B717F9170C3761D997DA39426D56BBD0F753B7","ok",""
"ROMANCE_E88470EA_CURRENT_HEAD_DELTA","HEARTBEAT_20260705.md","79F678A115A4ACED441DB7B889BE39533B8ABF35CD2043034388C0CDF2777CC4","79F678A115A4ACED441DB7B889BE39533B8ABF35CD2043034388C0CDF2777CC4","ok",""
"ROMANCE_E88470EA_CURRENT_HEAD_DELTA","MANIFEST.csv","4B34FD1B1E03B7E2D60A071860EE973F37BA3B261B39AC977EBC7F94FD67131C","4B34FD1B1E03B7E2D60A071860EE973F37BA3B261B39AC977EBC7F94FD67131C","ok",""
"ROMANCE_E88470EA_CURRENT_HEAD_DELTA","MANIFEST.json","129A60F09F8BC55C79F8D9A899625A4FE23D8C25543EE255912EAE37068A0D98","129A60F09F8BC55C79F8D9A899625A4FE23D8C25543EE255912EAE37068A0D98","ok",""
"ROMANCE_E88470EA_CURRENT_HEAD_DELTA","README.md","706E3BAD0B0603A30C58B41216EE3B6E08E79A48748302E8196A2AEDA3B9C831","706E3BAD0B0603A30C58B41216EE3B6E08E79A48748302E8196A2AEDA3B9C831","ok",""
"ROMANCE_E88470EA_CURRENT_HEAD_DELTA","ROMANCE_AUTHORITY_METHOD_ROWS_E88470EA_20260706.csv","E3B0C44298FC1C149AFBF4C8996FB92427AE41E4649B934CA495991B7852B855","E3B0C44298FC1C149AFBF4C8996FB92427AE41E4649B934CA495991B7852B855","ok",""
"ROMANCE_E88470EA_CURRENT_HEAD_DELTA","ROMANCE_BRANCH_WEIGHT_SOURCE_USE_LEDGER_E88470EA_20260706.csv","3428CEC6333C946EAD2F1725B915F1A1C6973DABAD58923207BEE61E26CBB07A","3428CEC6333C946EAD2F1725B915F1A1C6973DABAD58923207BEE61E26CBB07A","ok",""
"ROMANCE_E88470EA_CURRENT_HEAD_DELTA","ROMANCE_CONTENT_HITS_E88470EA_20260706.csv","E3B0C44298FC1C149AFBF4C8996FB92427AE41E4649B934CA495991B7852B855","E3B0C44298FC1C149AFBF4C8996FB92427AE41E4649B934CA495991B7852B855","ok",""
"ROMANCE_E88470EA_CURRENT_HEAD_DELTA","ROMANCE_E88470EA_CURRENT_HEAD_DELTA_SUMMARY_20260706.json","0A570D84E3F46CE85EDA9523895A8101D50D9CAF9721DD8D7042DD2D62AEA531","0A570D84E3F46CE85EDA9523895A8101D50D9CAF9721DD8D7042DD2D62AEA531","ok",""
"ROMANCE_E88470EA_CURRENT_HEAD_DELTA","ROW_ZIP_SOURCE_SUPPORT_E88470EA_20260706.csv","3476E3FC0EE3CF3202711C52DDE116AF46CA82F2B4E5C9350D8242B6A6EA2579","3476E3FC0EE3CF3202711C52DDE116AF46CA82F2B4E5C9350D8242B6A6EA2579","ok",""
"ROMANCE_E88470EA_CURRENT_HEAD_DELTA","SELECTED_SOURCE_BODY_HASHES_CARRIED_E88470EA_20260706.csv","4162D8F6ED0D01249654E35B7C4980A34AE8A0351C0405252A23B558A446F023","4162D8F6ED0D01249654E35B7C4980A34AE8A0351C0405252A23B558A446F023","ok",""
"ROMANCE_E88470EA_CURRENT_HEAD_DELTA","SESSION_LOGBOOK_20260706.md","373ABD2DDB91974371E21C21BB2726BC34DBFC024A6ED9023436D7AF9B60810D","373ABD2DDB91974371E21C21BB2726BC34DBFC024A6ED9023436D7AF9B60810D","ok",""
"ROMANCE_E88470EA_CURRENT_HEAD_DELTA","SOURCE_CORPUS_ARCHIVE_VERIFICATION_CARRIED_E88470EA_20260706.csv","F5BA9D340A6AA2B523D5CA61D7D9630CE53EE71430D307B23A1A37D04B796973","F5BA9D340A6AA2B523D5CA61D7D9630CE53EE71430D307B23A1A37D04B796973","ok",""
"ROMANCE_E88470EA_CURRENT_HEAD_DELTA","TERM_EVIDENCE_SNIPPETS_CARRIED_E88470EA_20260706.csv","3B3F3A7C31F6ABD5B3B2192B3279722D2F01EA84BBC738F59A724197573D14B1","3B3F3A7C31F6ABD5B3B2192B3279722D2F01EA84BBC738F59A724197573D14B1","ok",""
"R3_595CFB4B_8E_BRANCH_VISIBILITY_BOUNDARY","B3_UPLOADER_READY_SUMMARY.csv","5C4F396221C866433D0B48CE4DCC64F26AE4F3FDD66459D3F2F9CA425995E009","5C4F396221C866433D0B48CE4DCC64F26AE4F3FDD66459D3F2F9CA425995E009","ok",""
"R3_595CFB4B_8E_BRANCH_VISIBILITY_BOUNDARY","PACKAGE_VALIDATION.json","1583C7FF0E1F286786C0CE22C9DE046A1D251D28EA672CF29954504FE51F6CED","1583C7FF0E1F286786C0CE22C9DE046A1D251D28EA672CF29954504FE51F6CED","ok",""
