"Packet","RelativePath","ExpectedSHA256","ActualSHA256","Status"
"Old-B AC6F4EB authority packet B3 handoff","AUTHORITY_PACKET_EXTENSION_COUNTS.csv","B75B64D7FA4E3C8876009A55E848349B3DAB5979E6BF9D4EEB3E1D4CE890569F","B75B64D7FA4E3C8876009A55E848349B3DAB5979E6BF9D4EEB3E1D4CE890569F","ok"
"Old-B AC6F4EB authority packet B3 handoff","AUTHORITY_PACKET_FILE_MANIFEST.csv","1CB6E448610F7C7309E21E167E0EA5D786C1835FF21294EAF479C88EC07CA6CD","1CB6E448610F7C7309E21E167E0EA5D786C1835FF21294EAF479C88EC07CA6CD","ok"
"Old-B AC6F4EB authority packet B3 handoff","AUTHORITY_PACKET_ROOTS_SUMMARY.csv","4490056B16B4F02B251E6D5112AEC91B7E57FEF666C0DA6A68ED656A0BFC95FB","4490056B16B4F02B251E6D5112AEC91B7E57FEF666C0DA6A68ED656A0BFC95FB","ok"
"Old-B AC6F4EB authority packet B3 handoff","B3_ROUTE_NOTE.csv","DAC8C0DB418CAADDA4791E694C8D46FD9DEE5F6F4FEB081CCA664650DB3F2266","DAC8C0DB418CAADDA4791E694C8D46FD9DEE5F6F4FEB081CCA664650DB3F2266","ok"
"Old-B AC6F4EB authority packet B3 handoff","CHECKOUT_AND_BRANCH_STATE.csv","E5D025998B26B22DB5D426E213243FA421DA74095A785784F18BCB19F9FF8BEB","E5D025998B26B22DB5D426E213243FA421DA74095A785784F18BCB19F9FF8BEB","ok"
"Old-B AC6F4EB authority packet B3 handoff","CREDENTIAL_PATTERN_SCAN.csv","E156767F784AD56F247B1B790AD73152CB87FE8EE8F7C55ECA89AA943332ED36","E156767F784AD56F247B1B790AD73152CB87FE8EE8F7C55ECA89AA943332ED36","ok"
"Old-B AC6F4EB authority packet B3 handoff","HEARTBEAT_LOGBOOK_EXCERPT_20260706.md","02F29B6E2F242BCF619BB30A410F067D29B96F260B96430F610792D0B1FD95A3","02F29B6E2F242BCF619BB30A410F067D29B96F260B96430F610792D0B1FD95A3","ok"
"Old-B AC6F4EB authority packet B3 handoff","LARGE_FILE_RISKS_GE50MB.csv","42F5AA490A54F65BCF04CF9BCEBBB1E781CF8D4D969613912C70F7D8FC4B39B8","42F5AA490A54F65BCF04CF9BCEBBB1E781CF8D4D969613912C70F7D8FC4B39B8","ok"
"Old-B AC6F4EB authority packet B3 handoff","MANIFEST.csv","8ED3C6DCC551F8DD352A3B50983A2188FDFCC380D409C071211CC55799E98C68","8ED3C6DCC551F8DD352A3B50983A2188FDFCC380D409C071211CC55799E98C68","ok"
"Old-B AC6F4EB authority packet B3 handoff","README.md","041A5779B7C59B862DCDBFB688D01722424AA5E5EEA43267AA023B1A8670CD2F","041A5779B7C59B862DCDBFB688D01722424AA5E5EEA43267AA023B1A8670CD2F","ok"
"Old-B AC6F4EB authority packet B3 handoff","SOURCE_USE_PROVENANCE_GAP_STAGING.csv","C1BD96C60C779E80EA369F10D46A31491184F65673C273BDAA602AADA3C6595A","C1BD96C60C779E80EA369F10D46A31491184F65673C273BDAA602AADA3C6595A","ok"
"Old-B AC6F4EB authority packet B3 handoff","SUMMARY.json","4D89DE3234F323C90C9E30C402E226EC8283AE6B2C67587D5D3EBE80399C100C","4D89DE3234F323C90C9E30C402E226EC8283AE6B2C67587D5D3EBE80399C100C","ok"
"Old-B AC6F4EB authority packet B3 handoff","ZIP_LISTABILITY.csv","82E52C709063AF9174B9DCA782356A83A683279F421014F32DEB4ABA65D64FE9","82E52C709063AF9174B9DCA782356A83A683279F421014F32DEB4ABA65D64FE9","ok"
"Old-B 8BE81510 branch advance delta audit","BRANCH_HEAD_DELTA_COUNTS.csv","88A7E77C6917519E805EAC7AAA8B34FDFB2C1AD0F381A886C497F6E985457C8C","88A7E77C6917519E805EAC7AAA8B34FDFB2C1AD0F381A886C497F6E985457C8C","ok"
"Old-B 8BE81510 branch advance delta audit","BRANCH_HEAD_DELTA_PATHS.csv","A3BD86244DB4B252D39D2092E59550D81A8F035D8B7EB9D708CD3A492F5A402B","A3BD86244DB4B252D39D2092E59550D81A8F035D8B7EB9D708CD3A492F5A402B","ok"
"Old-B 8BE81510 branch advance delta audit","BRANCH_HEAD_TREE_COUNTS.csv","DB23C260155889FD0AAF708D9BBE1F0CE8B865AA9471FAFC4525C1CFD12C1603","DB23C260155889FD0AAF708D9BBE1F0CE8B865AA9471FAFC4525C1CFD12C1603","ok"
"Old-B 8BE81510 branch advance delta audit","DELTA_PATH_CLASS_COUNTS.csv","AF8921EF08BB84A749FCBFCB17E2DA8685CE6A45918F34A3541D13455D5A9D3C","AF8921EF08BB84A749FCBFCB17E2DA8685CE6A45918F34A3541D13455D5A9D3C","ok"
"Old-B 8BE81510 branch advance delta audit","LOCAL_REF_OBSERVATIONS.csv","F733756B7ED915AD1476B76A11089B19B297F69D327D641AE08A5890055D455E","F733756B7ED915AD1476B76A11089B19B297F69D327D641AE08A5890055D455E","ok"
"Old-B 8BE81510 branch advance delta audit","MANIFEST.csv","F313FCC8B4AB48339AB553575000FB83F7B2A03AA7CC08847D9C5D3341BCECEA","F313FCC8B4AB48339AB553575000FB83F7B2A03AA7CC08847D9C5D3341BCECEA","ok"
"Old-B 8BE81510 branch advance delta audit","README.md","3F9983D539A8AAFCDF757170C50284789C4BED6DD552031A80E72DF25DE95607","3F9983D539A8AAFCDF757170C50284789C4BED6DD552031A80E72DF25DE95607","ok"
"Old-B 8BE81510 branch advance delta audit","SUMMARY.json","91E7F10097AD285B50D58DC0E039FF587D1270F685AE94DBAC8E40B0491285B3","91E7F10097AD285B50D58DC0E039FF587D1270F685AE94DBAC8E40B0491285B3","ok"
"Old-B 9D7DB086 current-head delta audit","BRANCH_HEAD_DELTA_COUNTS.csv","9A416E03AA64E44DC875932DADF20FBD50E17BADD2F1E7FDA70EC70C695D11DD","9A416E03AA64E44DC875932DADF20FBD50E17BADD2F1E7FDA70EC70C695D11DD","ok"
"Old-B 9D7DB086 current-head delta audit","BRANCH_HEAD_DELTA_PATHS.csv","F1FF195B951E6629491D389B1AD1CC2C06AFCAA67230E64594C075D4C3AA3711","F1FF195B951E6629491D389B1AD1CC2C06AFCAA67230E64594C075D4C3AA3711","ok"
"Old-B 9D7DB086 current-head delta audit","BRANCH_HEAD_TREE_COUNTS.csv","955B1A5B1188C412D0BC114CB7ECA892D2A6D03797F0CAB6658C54B9962481EE","955B1A5B1188C412D0BC114CB7ECA892D2A6D03797F0CAB6658C54B9962481EE","ok"
"Old-B 9D7DB086 current-head delta audit","DELTA_PATH_CLASS_COUNTS.csv","C1C875FB398185AFFC24C561181788C581959298EE8C134EF3726AE56EE13203","C1C875FB398185AFFC24C561181788C581959298EE8C134EF3726AE56EE13203","ok"
"Old-B 9D7DB086 current-head delta audit","LOCAL_REF_OBSERVATIONS.csv","6E4D081FB780EF0B741A8807C1D00F1D0C5C46F2CFB388EFFA11E3E2F1F8CE1B","6E4D081FB780EF0B741A8807C1D00F1D0C5C46F2CFB388EFFA11E3E2F1F8CE1B","ok"
"Old-B 9D7DB086 current-head delta audit","MANIFEST.csv","B3FEF26F05E818E506283E960E5429F78E36FEB40644EBA24E8527EDD24CD56B","B3FEF26F05E818E506283E960E5429F78E36FEB40644EBA24E8527EDD24CD56B","ok"
"Old-B 9D7DB086 current-head delta audit","README.md","BCA65CFC78E9445BC5935DD7CF9BDCFA1DECDF5D305EA46CDE19244914145BA2","BCA65CFC78E9445BC5935DD7CF9BDCFA1DECDF5D305EA46CDE19244914145BA2","ok"
"Old-B 9D7DB086 current-head delta audit","SUMMARY.json","FAF040EDBB9B2C219E9861119DECD9BD06BE5734A948466F803177535508DF7F","FAF040EDBB9B2C219E9861119DECD9BD06BE5734A948466F803177535508DF7F","ok"
