"source_root","source_rel","source_path","destination_path","bytes","sha256"
"C:\Users\memo_\Documents\Codex\2026-07-04\noether-r6-indigenous-creole-sign\outputs\R6_54C8925B_CURRENT_HEAD_SOURCE_START_CONTINUATION_20260706","b3/B3_ROUTE.csv","C:\Users\memo_\Documents\Codex\2026-07-04\noether-r6-indigenous-creole-sign\outputs\R6_54C8925B_CURRENT_HEAD_SOURCE_START_CONTINUATION_20260706\b3\B3_ROUTE.csv","uploader-transfer/r6-54c8925b-current-head-source-start-continuation-20260706/R6_54C8925B_CURRENT_HEAD_SOURCE_START_CONTINUATION_20260706/b3/B3_ROUTE.csv","785","4FFE8C1F76DD3BFEACAF073636143C536975C9ABFD461DF24656A11508BD9489"
"C:\Users\memo_\Documents\Codex\2026-07-04\noether-r6-indigenous-creole-sign\outputs\R6_54C8925B_CURRENT_HEAD_SOURCE_START_CONTINUATION_20260706","blockers/R6_54C8925B_EXACT_BLOCKERS_AND_NEXT_ACTIONS.csv","C:\Users\memo_\Documents\Codex\2026-07-04\noether-r6-indigenous-creole-sign\outputs\R6_54C8925B_CURRENT_HEAD_SOURCE_START_CONTINUATION_20260706\blockers\R6_54C8925B_EXACT_BLOCKERS_AND_NEXT_ACTIONS.csv","uploader-transfer/r6-54c8925b-current-head-source-start-continuation-20260706/R6_54C8925B_CURRENT_HEAD_SOURCE_START_CONTINUATION_20260706/blockers/R6_54C8925B_EXACT_BLOCKERS_AND_NEXT_ACTIONS.csv","1159","8EF15B9FD489E202347DEC787A458AB0B13A3E857A2D54C111C95C38AA4EEABD"
"C:\Users\memo_\Documents\Codex\2026-07-04\noether-r6-indigenous-creole-sign\outputs\R6_54C8925B_CURRENT_HEAD_SOURCE_START_CONTINUATION_20260706","branch-current/R6_54C8925B_BRANCH_CHECK_AND_VISIBLE_INPUTS.csv","C:\Users\memo_\Documents\Codex\2026-07-04\noether-r6-indigenous-creole-sign\outputs\R6_54C8925B_CURRENT_HEAD_SOURCE_START_CONTINUATION_20260706\branch-current\R6_54C8925B_BRANCH_CHECK_AND_VISIBLE_INPUTS.csv","uploader-transfer/r6-54c8925b-current-head-source-start-continuation-20260706/R6_54C8925B_CURRENT_HEAD_SOURCE_START_CONTINUATION_20260706/branch-current/R6_54C8925B_BRANCH_CHECK_AND_VISIBLE_INPUTS.csv","527","61E22B94C8AA3B7631E2BC8CE8496280931C866192876F0248A435412067F867"
"C:\Users\memo_\Documents\Codex\2026-07-04\noether-r6-indigenous-creole-sign\outputs\R6_54C8925B_CURRENT_HEAD_SOURCE_START_CONTINUATION_20260706","branch-current/R6_54C8925B_LOCAL_HEAD_NAMED_FILE_HITS.csv","C:\Users\memo_\Documents\Codex\2026-07-04\noether-r6-indigenous-creole-sign\outputs\R6_54C8925B_CURRENT_HEAD_SOURCE_START_CONTINUATION_20260706\branch-current\R6_54C8925B_LOCAL_HEAD_NAMED_FILE_HITS.csv","uploader-transfer/r6-54c8925b-current-head-source-start-continuation-20260706/R6_54C8925B_CURRENT_HEAD_SOURCE_START_CONTINUATION_20260706/branch-current/R6_54C8925B_LOCAL_HEAD_NAMED_FILE_HITS.csv","2","7EB70257593DA06F682A3DDDA54A9D260D4FC514F645237F5CA74B08F8DA61A6"
"C:\Users\memo_\Documents\Codex\2026-07-04\noether-r6-indigenous-creole-sign\outputs\R6_54C8925B_CURRENT_HEAD_SOURCE_START_CONTINUATION_20260706","ethics/R6_54C8925B_ETHICS_AUTHORITY_CONTINUATION_MAP.csv","C:\Users\memo_\Documents\Codex\2026-07-04\noether-r6-indigenous-creole-sign\outputs\R6_54C8925B_CURRENT_HEAD_SOURCE_START_CONTINUATION_20260706\ethics\R6_54C8925B_ETHICS_AUTHORITY_CONTINUATION_MAP.csv","uploader-transfer/r6-54c8925b-current-head-source-start-continuation-20260706/R6_54C8925B_CURRENT_HEAD_SOURCE_START_CONTINUATION_20260706/ethics/R6_54C8925B_ETHICS_AUTHORITY_CONTINUATION_MAP.csv","1123","BDEE0267E0E0D12E9309CB8E20E67C759E82AB30133D959C28F446B2A88C2284"
"C:\Users\memo_\Documents\Codex\2026-07-04\noether-r6-indigenous-creole-sign\outputs\R6_54C8925B_CURRENT_HEAD_SOURCE_START_CONTINUATION_20260706","fable/R6_54C8925B_SOURCE_USE_ADVERSE_EVIDENCE_LEDGER.csv","C:\Users\memo_\Documents\Codex\2026-07-04\noether-r6-indigenous-creole-sign\outputs\R6_54C8925B_CURRENT_HEAD_SOURCE_START_CONTINUATION_20260706\fable\R6_54C8925B_SOURCE_USE_ADVERSE_EVIDENCE_LEDGER.csv","uploader-transfer/r6-54c8925b-current-head-source-start-continuation-20260706/R6_54C8925B_CURRENT_HEAD_SOURCE_START_CONTINUATION_20260706/fable/R6_54C8925B_SOURCE_USE_ADVERSE_EVIDENCE_LEDGER.csv","701","7F89D0EF81DFAE7837F4281A9659A746F08917C07CDDA538DE7E7F171B4621B5"
"C:\Users\memo_\Documents\Codex\2026-07-04\noether-r6-indigenous-creole-sign\outputs\R6_54C8925B_CURRENT_HEAD_SOURCE_START_CONTINUATION_20260706","input-verification/R6_54C8925B_PRIOR_PACKAGE_SHA_VERIFY.csv","C:\Users\memo_\Documents\Codex\2026-07-04\noether-r6-indigenous-creole-sign\outputs\R6_54C8925B_CURRENT_HEAD_SOURCE_START_CONTINUATION_20260706\input-verification\R6_54C8925B_PRIOR_PACKAGE_SHA_VERIFY.csv","uploader-transfer/r6-54c8925b-current-head-source-start-continuation-20260706/R6_54C8925B_CURRENT_HEAD_SOURCE_START_CONTINUATION_20260706/input-verification/R6_54C8925B_PRIOR_PACKAGE_SHA_VERIFY.csv","3867","3B4308E73DB910A13FC6B2BD15A23845B68943047A9482C0FB636D3C20E8F801"
"C:\Users\memo_\Documents\Codex\2026-07-04\noether-r6-indigenous-creole-sign\outputs\R6_54C8925B_CURRENT_HEAD_SOURCE_START_CONTINUATION_20260706","logs/LOGBOOK_EXCERPT_20260706.md","C:\Users\memo_\Documents\Codex\2026-07-04\noether-r6-indigenous-creole-sign\outputs\R6_54C8925B_CURRENT_HEAD_SOURCE_START_CONTINUATION_20260706\logs\LOGBOOK_EXCERPT_20260706.md","uploader-transfer/r6-54c8925b-current-head-source-start-continuation-20260706/R6_54C8925B_CURRENT_HEAD_SOURCE_START_CONTINUATION_20260706/logs/LOGBOOK_EXCERPT_20260706.md","1002","FD60E8E949C8DEA0E0FB3E3DBFD1E8BD813D193F3B285265583ACCC8A8541B6B"
"C:\Users\memo_\Documents\Codex\2026-07-04\noether-r6-indigenous-creole-sign\outputs\R6_54C8925B_CURRENT_HEAD_SOURCE_START_CONTINUATION_20260706","MANIFEST.csv","C:\Users\memo_\Documents\Codex\2026-07-04\noether-r6-indigenous-creole-sign\outputs\R6_54C8925B_CURRENT_HEAD_SOURCE_START_CONTINUATION_20260706\MANIFEST.csv","uploader-transfer/r6-54c8925b-current-head-source-start-continuation-20260706/R6_54C8925B_CURRENT_HEAD_SOURCE_START_CONTINUATION_20260706/MANIFEST.csv","2166","F8311F301C7A16B9CA678305C8CA61985F0312A4814AC94FABE0C99BBEDF737D"
"C:\Users\memo_\Documents\Codex\2026-07-04\noether-r6-indigenous-creole-sign\outputs\R6_54C8925B_CURRENT_HEAD_SOURCE_START_CONTINUATION_20260706","mutual-watch/R6_54C8925B_MUTUAL_WATCH_OBSERVATION.csv","C:\Users\memo_\Documents\Codex\2026-07-04\noether-r6-indigenous-creole-sign\outputs\R6_54C8925B_CURRENT_HEAD_SOURCE_START_CONTINUATION_20260706\mutual-watch\R6_54C8925B_MUTUAL_WATCH_OBSERVATION.csv","uploader-transfer/r6-54c8925b-current-head-source-start-continuation-20260706/R6_54C8925B_CURRENT_HEAD_SOURCE_START_CONTINUATION_20260706/mutual-watch/R6_54C8925B_MUTUAL_WATCH_OBSERVATION.csv","468","1ABFB75010F499C5C9F72F8B2B73BAC2F38AE304A42ADD72B0411ED7B2526E5A"
"C:\Users\memo_\Documents\Codex\2026-07-04\noether-r6-indigenous-creole-sign\outputs\R6_54C8925B_CURRENT_HEAD_SOURCE_START_CONTINUATION_20260706","R6_54C8925B_CURRENT_HEAD_SOURCE_START_CONTINUATION_COUNTS.csv","C:\Users\memo_\Documents\Codex\2026-07-04\noether-r6-indigenous-creole-sign\outputs\R6_54C8925B_CURRENT_HEAD_SOURCE_START_CONTINUATION_20260706\R6_54C8925B_CURRENT_HEAD_SOURCE_START_CONTINUATION_COUNTS.csv","uploader-transfer/r6-54c8925b-current-head-source-start-continuation-20260706/R6_54C8925B_CURRENT_HEAD_SOURCE_START_CONTINUATION_20260706/R6_54C8925B_CURRENT_HEAD_SOURCE_START_CONTINUATION_COUNTS.csv","803","C060ABDB964F9353C4F8A9BD7CA644A03E0FC825A36913B739D2594C16944291"
"C:\Users\memo_\Documents\Codex\2026-07-04\noether-r6-indigenous-creole-sign\outputs\R6_54C8925B_CURRENT_HEAD_SOURCE_START_CONTINUATION_20260706","README.md","C:\Users\memo_\Documents\Codex\2026-07-04\noether-r6-indigenous-creole-sign\outputs\R6_54C8925B_CURRENT_HEAD_SOURCE_START_CONTINUATION_20260706\README.md","uploader-transfer/r6-54c8925b-current-head-source-start-continuation-20260706/R6_54C8925B_CURRENT_HEAD_SOURCE_START_CONTINUATION_20260706/README.md","1341","676C1C8F5494237FDE94B1F8D700B218AD0B5302234E06918D19A0AF99CAE750"
