"source_root","source_rel","destination_path","bytes","sha256"
"C:\Users\memo_\Documents\Codex\2026-07-04\noether-r3-arabic-persianate-linear-algebra\outputs\R3_FAA2C330_FIVE_HOUR_TOKEN_RESET_RECOVERY_AUDIT_20260706\R3_FAA2C330_FIVE_HOUR_TOKEN_RESET_RECOVERY_AUDIT_20260706_20260706T151115Z","B3_UPLOADER_READY_SUMMARY.csv","interlanguage-sidecar/rtl-persianate-arabic-faa2c330-five-hour-token-reset-recovery-audit-20260706/R3_FAA2C330_FIVE_HOUR_TOKEN_RESET_RECOVERY_AUDIT_20260706_20260706T151115Z/B3_UPLOADER_READY_SUMMARY.csv","558","F6C086F4685470FA1BE285FDFA4E9829B5B3BFF73306137CCF00FD652D9DD0FB"
"C:\Users\memo_\Documents\Codex\2026-07-04\noether-r3-arabic-persianate-linear-algebra\outputs\R3_FAA2C330_FIVE_HOUR_TOKEN_RESET_RECOVERY_AUDIT_20260706\R3_FAA2C330_FIVE_HOUR_TOKEN_RESET_RECOVERY_AUDIT_20260706_20260706T151115Z","DURABLE_STATE_POINTERS.csv","interlanguage-sidecar/rtl-persianate-arabic-faa2c330-five-hour-token-reset-recovery-audit-20260706/R3_FAA2C330_FIVE_HOUR_TOKEN_RESET_RECOVERY_AUDIT_20260706_20260706T151115Z/DURABLE_STATE_POINTERS.csv","1137","C92D18629B17CCF5D01020F69E8A373B96F50F4D4E88E7B7A79E7D14BCCB12CB"
"C:\Users\memo_\Documents\Codex\2026-07-04\noether-r3-arabic-persianate-linear-algebra\outputs\R3_FAA2C330_FIVE_HOUR_TOKEN_RESET_RECOVERY_AUDIT_20260706\R3_FAA2C330_FIVE_HOUR_TOKEN_RESET_RECOVERY_AUDIT_20260706_20260706T151115Z","MANIFEST.csv","interlanguage-sidecar/rtl-persianate-arabic-faa2c330-five-hour-token-reset-recovery-audit-20260706/R3_FAA2C330_FIVE_HOUR_TOKEN_RESET_RECOVERY_AUDIT_20260706_20260706T151115Z/MANIFEST.csv","2332","E575ED2081172E9D5F1CC0E74A07F6D45E3AE8726A2BB2B68DB294BD7A9402FB"
"C:\Users\memo_\Documents\Codex\2026-07-04\noether-r3-arabic-persianate-linear-algebra\outputs\R3_FAA2C330_FIVE_HOUR_TOKEN_RESET_RECOVERY_AUDIT_20260706\R3_FAA2C330_FIVE_HOUR_TOKEN_RESET_RECOVERY_AUDIT_20260706_20260706T151115Z","PACKAGE_VALIDATION.json","interlanguage-sidecar/rtl-persianate-arabic-faa2c330-five-hour-token-reset-recovery-audit-20260706/R3_FAA2C330_FIVE_HOUR_TOKEN_RESET_RECOVERY_AUDIT_20260706_20260706T151115Z/PACKAGE_VALIDATION.json","732","DFABC9E3EE9ABEB5E5F7843F575226DC5D7B89BAEB3DD20F588ECFA0A2B3B57D"
"C:\Users\memo_\Documents\Codex\2026-07-04\noether-r3-arabic-persianate-linear-algebra\outputs\R3_FAA2C330_FIVE_HOUR_TOKEN_RESET_RECOVERY_AUDIT_20260706\R3_FAA2C330_FIVE_HOUR_TOKEN_RESET_RECOVERY_AUDIT_20260706_20260706T151115Z","R3_FAA2C330_BRANCH_AND_PACKET_VERIFICATION.csv","interlanguage-sidecar/rtl-persianate-arabic-faa2c330-five-hour-token-reset-recovery-audit-20260706/R3_FAA2C330_FIVE_HOUR_TOKEN_RESET_RECOVERY_AUDIT_20260706_20260706T151115Z/R3_FAA2C330_BRANCH_AND_PACKET_VERIFICATION.csv","889","66A9192B5474B7715DAC3AC53CD2868FA34CA64D7CA2FF1AB00323078D6A3A0D"
"C:\Users\memo_\Documents\Codex\2026-07-04\noether-r3-arabic-persianate-linear-algebra\outputs\R3_FAA2C330_FIVE_HOUR_TOKEN_RESET_RECOVERY_AUDIT_20260706\R3_FAA2C330_FIVE_HOUR_TOKEN_RESET_RECOVERY_AUDIT_20260706_20260706T151115Z","R3_FAA2C330_BRANCH_VISIBILITY_AND_LOCAL_ONLY_LEDGER_COPY.csv","interlanguage-sidecar/rtl-persianate-arabic-faa2c330-five-hour-token-reset-recovery-audit-20260706/R3_FAA2C330_FIVE_HOUR_TOKEN_RESET_RECOVERY_AUDIT_20260706_20260706T151115Z/R3_FAA2C330_BRANCH_VISIBILITY_AND_LOCAL_ONLY_LEDGER_COPY.csv","1047","DEAC125FA1F446581D7CA14CE3A291B0B43FF81C816DF7DEF65E19F45D55B751"
"C:\Users\memo_\Documents\Codex\2026-07-04\noether-r3-arabic-persianate-linear-algebra\outputs\R3_FAA2C330_FIVE_HOUR_TOKEN_RESET_RECOVERY_AUDIT_20260706\R3_FAA2C330_FIVE_HOUR_TOKEN_RESET_RECOVERY_AUDIT_20260706_20260706T151115Z","R3_FAA2C330_CURRENT_HEAD_BLOCKERS_NEXT_ACTIONS_COPY.csv","interlanguage-sidecar/rtl-persianate-arabic-faa2c330-five-hour-token-reset-recovery-audit-20260706/R3_FAA2C330_FIVE_HOUR_TOKEN_RESET_RECOVERY_AUDIT_20260706_20260706T151115Z/R3_FAA2C330_CURRENT_HEAD_BLOCKERS_NEXT_ACTIONS_COPY.csv","1091","4F10946CFDDD248427DFE487370BFC1E1C87D58A95E13E91524735340B3291BD"
"C:\Users\memo_\Documents\Codex\2026-07-04\noether-r3-arabic-persianate-linear-algebra\outputs\R3_FAA2C330_FIVE_HOUR_TOKEN_RESET_RECOVERY_AUDIT_20260706\R3_FAA2C330_FIVE_HOUR_TOKEN_RESET_RECOVERY_AUDIT_20260706_20260706T151115Z","R3_FAA2C330_EXACT_SOURCE_ROW_TABLE_POINTERS.csv","interlanguage-sidecar/rtl-persianate-arabic-faa2c330-five-hour-token-reset-recovery-audit-20260706/R3_FAA2C330_FIVE_HOUR_TOKEN_RESET_RECOVERY_AUDIT_20260706_20260706T151115Z/R3_FAA2C330_EXACT_SOURCE_ROW_TABLE_POINTERS.csv","6024","E9B6E5DE67FC0620E7EF792EA4A16155D4AF4C16E96494537CFBE3E877F1AB27"
"C:\Users\memo_\Documents\Codex\2026-07-04\noether-r3-arabic-persianate-linear-algebra\outputs\R3_FAA2C330_FIVE_HOUR_TOKEN_RESET_RECOVERY_AUDIT_20260706\R3_FAA2C330_FIVE_HOUR_TOKEN_RESET_RECOVERY_AUDIT_20260706_20260706T151115Z","R3_FAA2C330_RECENT_MUTUAL_WAKE_RELAYS.csv","interlanguage-sidecar/rtl-persianate-arabic-faa2c330-five-hour-token-reset-recovery-audit-20260706/R3_FAA2C330_FIVE_HOUR_TOKEN_RESET_RECOVERY_AUDIT_20260706_20260706T151115Z/R3_FAA2C330_RECENT_MUTUAL_WAKE_RELAYS.csv","562","0EA2D4E57B16DF23266EE3377B607BE616C3200CBFE68BC64E7F52128E5483D4"
"C:\Users\memo_\Documents\Codex\2026-07-04\noether-r3-arabic-persianate-linear-algebra\outputs\R3_FAA2C330_FIVE_HOUR_TOKEN_RESET_RECOVERY_AUDIT_20260706\R3_FAA2C330_FIVE_HOUR_TOKEN_RESET_RECOVERY_AUDIT_20260706_20260706T151115Z","R3_FAA2C330_RECOVERY_SEARCHES_AND_NEXT_ACTIONS.csv","interlanguage-sidecar/rtl-persianate-arabic-faa2c330-five-hour-token-reset-recovery-audit-20260706/R3_FAA2C330_FIVE_HOUR_TOKEN_RESET_RECOVERY_AUDIT_20260706_20260706T151115Z/R3_FAA2C330_RECOVERY_SEARCHES_AND_NEXT_ACTIONS.csv","876","49B85330117D29FAE09315748713263106D03BDAAD37D7C7B5DCD606C1E24257"
