"label","source","dest","bytes","sha256"
"non_slavic_8e_dcb2_branch_visibility_confirmation","C:\Users\memo_\Documents\Codex\2026-07-04\noether-non-slavic-core-lane\outputs\NON_SLAVIC_CORE_8E839C49_DCB2_BRANCH_VISIBILITY_CONFIRMATION_20260706\B3_HANDOFF_SENT_8E839C49.md","coordination/non-slavic-core-8e839c49-dcb2-branch-visibility-confirmation-20260706/NON_SLAVIC_CORE_8E839C49_DCB2_BRANCH_VISIBILITY_CONFIRMATION_20260706/B3_HANDOFF_SENT_8E839C49.md","1081","8C8865C140D65F09404EAD83D06EDB9CC8074051192F1D2E5687C1BE1344F112"
"non_slavic_8e_dcb2_branch_visibility_confirmation","C:\Users\memo_\Documents\Codex\2026-07-04\noether-non-slavic-core-lane\outputs\NON_SLAVIC_CORE_8E839C49_DCB2_BRANCH_VISIBILITY_CONFIRMATION_20260706\BLOCKER_RECOVERY_ROWS_8E.csv","coordination/non-slavic-core-8e839c49-dcb2-branch-visibility-confirmation-20260706/NON_SLAVIC_CORE_8E839C49_DCB2_BRANCH_VISIBILITY_CONFIRMATION_20260706/BLOCKER_RECOVERY_ROWS_8E.csv","852","3F7375AAD9FCC9204963FE1A068BDFA14F6EC5B68FC331E0F9C8E165BEC89119"
"non_slavic_8e_dcb2_branch_visibility_confirmation","C:\Users\memo_\Documents\Codex\2026-07-04\noether-non-slavic-core-lane\outputs\NON_SLAVIC_CORE_8E839C49_DCB2_BRANCH_VISIBILITY_CONFIRMATION_20260706\BRANCH_COMPARE_DCB2_TO_8E.csv","coordination/non-slavic-core-8e839c49-dcb2-branch-visibility-confirmation-20260706/NON_SLAVIC_CORE_8E839C49_DCB2_BRANCH_VISIBILITY_CONFIRMATION_20260706/BRANCH_COMPARE_DCB2_TO_8E.csv","15836","2307534C28116BB462EAEB9CAB4D61FCE4C2DBF798B51E05A4A7D5AAAC3B4673"
"non_slavic_8e_dcb2_branch_visibility_confirmation","C:\Users\memo_\Documents\Codex\2026-07-04\noether-non-slavic-core-lane\outputs\NON_SLAVIC_CORE_8E839C49_DCB2_BRANCH_VISIBILITY_CONFIRMATION_20260706\DELTA_COMMITS_DCB2_TO_8E.csv","coordination/non-slavic-core-8e839c49-dcb2-branch-visibility-confirmation-20260706/NON_SLAVIC_CORE_8E839C49_DCB2_BRANCH_VISIBILITY_CONFIRMATION_20260706/DELTA_COMMITS_DCB2_TO_8E.csv","152","B1C63DB8583DFF25E4F041749D0205D93C78AEC7CC84C17C6378EB6C5E1ECFA2"
"non_slavic_8e_dcb2_branch_visibility_confirmation","C:\Users\memo_\Documents\Codex\2026-07-04\noether-non-slavic-core-lane\outputs\NON_SLAVIC_CORE_8E839C49_DCB2_BRANCH_VISIBILITY_CONFIRMATION_20260706\MANIFEST.csv","coordination/non-slavic-core-8e839c49-dcb2-branch-visibility-confirmation-20260706/NON_SLAVIC_CORE_8E839C49_DCB2_BRANCH_VISIBILITY_CONFIRMATION_20260706/MANIFEST.csv","777","0B427E17F2C49A33CDE231EE0E67FAEB9B862875D97B90BFDDDEBCA0F13E9BF8"
"non_slavic_8e_dcb2_branch_visibility_confirmation","C:\Users\memo_\Documents\Codex\2026-07-04\noether-non-slavic-core-lane\outputs\NON_SLAVIC_CORE_8E839C49_DCB2_BRANCH_VISIBILITY_CONFIRMATION_20260706\README.md","coordination/non-slavic-core-8e839c49-dcb2-branch-visibility-confirmation-20260706/NON_SLAVIC_CORE_8E839C49_DCB2_BRANCH_VISIBILITY_CONFIRMATION_20260706/README.md","886","6DD02B947865A4E374CD0FED0740C5356B340D50918B77CDD2C677550866B669"
"non_slavic_8e_dcb2_branch_visibility_confirmation","C:\Users\memo_\Documents\Codex\2026-07-04\noether-non-slavic-core-lane\outputs\NON_SLAVIC_CORE_8E839C49_DCB2_BRANCH_VISIBILITY_CONFIRMATION_20260706\ROUTED_PACKET_STATUS_8E.csv","coordination/non-slavic-core-8e839c49-dcb2-branch-visibility-confirmation-20260706/NON_SLAVIC_CORE_8E839C49_DCB2_BRANCH_VISIBILITY_CONFIRMATION_20260706/ROUTED_PACKET_STATUS_8E.csv","735","237CDA95ACAEAF8D701E70C6B2E4CE26AD6239F1BDDA1B6E8DAC0B75FAEDD6A8"
"non_slavic_8e_dcb2_branch_visibility_confirmation","C:\Users\memo_\Documents\Codex\2026-07-04\noether-non-slavic-core-lane\outputs\NON_SLAVIC_CORE_8E839C49_DCB2_BRANCH_VISIBILITY_CONFIRMATION_20260706\SHA256SUMS.txt","coordination/non-slavic-core-8e839c49-dcb2-branch-visibility-confirmation-20260706/NON_SLAVIC_CORE_8E839C49_DCB2_BRANCH_VISIBILITY_CONFIRMATION_20260706/SHA256SUMS.txt","810","8C40C45340104B922ACA1B244BF64121381B89B1B64EE57051F3E4752CC60290"
"non_slavic_8e_dcb2_branch_visibility_confirmation","C:\Users\memo_\Documents\Codex\2026-07-04\noether-non-slavic-core-lane\outputs\NON_SLAVIC_CORE_8E839C49_DCB2_BRANCH_VISIBILITY_CONFIRMATION_20260706\SIBLING_WAKE_LEDGER_8E.csv","coordination/non-slavic-core-8e839c49-dcb2-branch-visibility-confirmation-20260706/NON_SLAVIC_CORE_8E839C49_DCB2_BRANCH_VISIBILITY_CONFIRMATION_20260706/SIBLING_WAKE_LEDGER_8E.csv","1401","591C1E99C513513A69E4B4A3CA0C00632FA00C9FD25F4DEDA1A4273C7B4F818B"
"non_slavic_8e_dcb2_branch_visibility_confirmation","C:\Users\memo_\Documents\Codex\2026-07-04\noether-non-slavic-core-lane\outputs\NON_SLAVIC_CORE_8E839C49_DCB2_BRANCH_VISIBILITY_CONFIRMATION_20260706\SUMMARY.json","coordination/non-slavic-core-8e839c49-dcb2-branch-visibility-confirmation-20260706/NON_SLAVIC_CORE_8E839C49_DCB2_BRANCH_VISIBILITY_CONFIRMATION_20260706/SUMMARY.json","833","F7D9AF74064A2E40B26BCA466BEBBB405B65C39CE4C998D23E4C483DF0F9585A"
"r3_8e839c49_54c_source_use_gap_audit","C:\Users\memo_\Documents\Codex\2026-07-04\noether-r3-arabic-persianate-linear-algebra\outputs\R3_8E839C49_54C_BRANCH_ADVANCE_SOURCE_USE_GAP_AUDIT_20260706\R3_8E839C49_54C_BRANCH_ADVANCE_SOURCE_USE_GAP_AUDIT_20260706_20260706T164339Z\B3_UPLOADER_READY_SUMMARY.csv","interlanguage-sidecar/rtl-persianate-arabic-8e839c49-54c-branch-advance-source-use-gap-audit-20260706/R3_8E839C49_54C_BRANCH_ADVANCE_SOURCE_USE_GAP_AUDIT_20260706_20260706T164339Z/B3_UPLOADER_READY_SUMMARY.csv","954","3D4B08751FA366E75C4A7D5303A0220DF213D1AEC1DA5EEE163AE3EBB1B7F55A"
"r3_8e839c49_54c_source_use_gap_audit","C:\Users\memo_\Documents\Codex\2026-07-04\noether-r3-arabic-persianate-linear-algebra\outputs\R3_8E839C49_54C_BRANCH_ADVANCE_SOURCE_USE_GAP_AUDIT_20260706\R3_8E839C49_54C_BRANCH_ADVANCE_SOURCE_USE_GAP_AUDIT_20260706_20260706T164339Z\DURABLE_STATE_POINTERS.csv","interlanguage-sidecar/rtl-persianate-arabic-8e839c49-54c-branch-advance-source-use-gap-audit-20260706/R3_8E839C49_54C_BRANCH_ADVANCE_SOURCE_USE_GAP_AUDIT_20260706_20260706T164339Z/DURABLE_STATE_POINTERS.csv","1756","6BE180623D0DA59F707EBB59F8BA054D35ABD039C14C2EB3B87CE2F03DC94473"
"r3_8e839c49_54c_source_use_gap_audit","C:\Users\memo_\Documents\Codex\2026-07-04\noether-r3-arabic-persianate-linear-algebra\outputs\R3_8E839C49_54C_BRANCH_ADVANCE_SOURCE_USE_GAP_AUDIT_20260706\R3_8E839C49_54C_BRANCH_ADVANCE_SOURCE_USE_GAP_AUDIT_20260706_20260706T164339Z\MANIFEST.csv","interlanguage-sidecar/rtl-persianate-arabic-8e839c49-54c-branch-advance-source-use-gap-audit-20260706/R3_8E839C49_54C_BRANCH_ADVANCE_SOURCE_USE_GAP_AUDIT_20260706_20260706T164339Z/MANIFEST.csv","1700","6057CC02DE57C14355395D542873784BD7CCDB468B7541EADEBC5B977149CE60"
"r3_8e839c49_54c_source_use_gap_audit","C:\Users\memo_\Documents\Codex\2026-07-04\noether-r3-arabic-persianate-linear-algebra\outputs\R3_8E839C49_54C_BRANCH_ADVANCE_SOURCE_USE_GAP_AUDIT_20260706\R3_8E839C49_54C_BRANCH_ADVANCE_SOURCE_USE_GAP_AUDIT_20260706_20260706T164339Z\PACKAGE_VALIDATION.json","interlanguage-sidecar/rtl-persianate-arabic-8e839c49-54c-branch-advance-source-use-gap-audit-20260706/R3_8E839C49_54C_BRANCH_ADVANCE_SOURCE_USE_GAP_AUDIT_20260706_20260706T164339Z/PACKAGE_VALIDATION.json","836","A49F322D013D925371697D0F06F0006CEF124108D9D9FC2A612A9032FF863416"
"r3_8e839c49_54c_source_use_gap_audit","C:\Users\memo_\Documents\Codex\2026-07-04\noether-r3-arabic-persianate-linear-algebra\outputs\R3_8E839C49_54C_BRANCH_ADVANCE_SOURCE_USE_GAP_AUDIT_20260706\R3_8E839C49_54C_BRANCH_ADVANCE_SOURCE_USE_GAP_AUDIT_20260706_20260706T164339Z\R3_8E839C49_BRANCH_DELTA_FROM_54C8925B.csv","interlanguage-sidecar/rtl-persianate-arabic-8e839c49-54c-branch-advance-source-use-gap-audit-20260706/R3_8E839C49_54C_BRANCH_ADVANCE_SOURCE_USE_GAP_AUDIT_20260706_20260706T164339Z/R3_8E839C49_BRANCH_DELTA_FROM_54C8925B.csv","36273","6DE6AC0CD00ADFDF8C323044E71864D49BBC988796A1CDE7CF212E2FE3C05248"
"r3_8e839c49_54c_source_use_gap_audit","C:\Users\memo_\Documents\Codex\2026-07-04\noether-r3-arabic-persianate-linear-algebra\outputs\R3_8E839C49_54C_BRANCH_ADVANCE_SOURCE_USE_GAP_AUDIT_20260706\R3_8E839C49_54C_BRANCH_ADVANCE_SOURCE_USE_GAP_AUDIT_20260706_20260706T164339Z\R3_8E839C49_BRANCH_VISIBLE_R3_PACKET_LEDGER.csv","interlanguage-sidecar/rtl-persianate-arabic-8e839c49-54c-branch-advance-source-use-gap-audit-20260706/R3_8E839C49_54C_BRANCH_ADVANCE_SOURCE_USE_GAP_AUDIT_20260706_20260706T164339Z/R3_8E839C49_BRANCH_VISIBLE_R3_PACKET_LEDGER.csv","65985","26A088743BD12FC751FD4DB451AF0331AFE7583236E54ACAE61494C03B60FE15"
"r3_8e839c49_54c_source_use_gap_audit","C:\Users\memo_\Documents\Codex\2026-07-04\noether-r3-arabic-persianate-linear-algebra\outputs\R3_8E839C49_54C_BRANCH_ADVANCE_SOURCE_USE_GAP_AUDIT_20260706\R3_8E839C49_54C_BRANCH_ADVANCE_SOURCE_USE_GAP_AUDIT_20260706_20260706T164339Z\R3_8E839C49_DELTA_COMMITS_FROM_54C8925B.csv","interlanguage-sidecar/rtl-persianate-arabic-8e839c49-54c-branch-advance-source-use-gap-audit-20260706/R3_8E839C49_54C_BRANCH_ADVANCE_SOURCE_USE_GAP_AUDIT_20260706_20260706T164339Z/R3_8E839C49_DELTA_COMMITS_FROM_54C8925B.csv","1388","A44A9FF3C0D343C0A739219289372FC6F14247788CF783F7522B818F17AF0F94"
"r3_8e839c49_54c_source_use_gap_audit","C:\Users\memo_\Documents\Codex\2026-07-04\noether-r3-arabic-persianate-linear-algebra\outputs\R3_8E839C49_54C_BRANCH_ADVANCE_SOURCE_USE_GAP_AUDIT_20260706\R3_8E839C49_54C_BRANCH_ADVANCE_SOURCE_USE_GAP_AUDIT_20260706_20260706T164339Z\R3_8E839C49_EXACT_BLOCKERS_AND_RECOVERY_ROWS.csv","interlanguage-sidecar/rtl-persianate-arabic-8e839c49-54c-branch-advance-source-use-gap-audit-20260706/R3_8E839C49_54C_BRANCH_ADVANCE_SOURCE_USE_GAP_AUDIT_20260706_20260706T164339Z/R3_8E839C49_EXACT_BLOCKERS_AND_RECOVERY_ROWS.csv","1656","F402FF51F7ECFAC0F357F31F46D8C78B6FD18949F814B1277AD6B047E2C5F5E2"
"r3_8e839c49_54c_source_use_gap_audit","C:\Users\memo_\Documents\Codex\2026-07-04\noether-r3-arabic-persianate-linear-algebra\outputs\R3_8E839C49_54C_BRANCH_ADVANCE_SOURCE_USE_GAP_AUDIT_20260706\R3_8E839C49_54C_BRANCH_ADVANCE_SOURCE_USE_GAP_AUDIT_20260706_20260706T164339Z\R3_8E839C49_MUTUAL_WAKE_LEDGER.csv","interlanguage-sidecar/rtl-persianate-arabic-8e839c49-54c-branch-advance-source-use-gap-audit-20260706/R3_8E839C49_54C_BRANCH_ADVANCE_SOURCE_USE_GAP_AUDIT_20260706_20260706T164339Z/R3_8E839C49_MUTUAL_WAKE_LEDGER.csv","3586","E1380509D4E659203AEAADB81B611F63652BF282BB83BBD5B2F2523A46675CD5"
"r3_8e839c49_54c_source_use_gap_audit","C:\Users\memo_\Documents\Codex\2026-07-04\noether-r3-arabic-persianate-linear-algebra\outputs\R3_8E839C49_54C_BRANCH_ADVANCE_SOURCE_USE_GAP_AUDIT_20260706\R3_8E839C49_54C_BRANCH_ADVANCE_SOURCE_USE_GAP_AUDIT_20260706_20260706T164339Z\R3_8E839C49_PACKET_SUMMARY_COUNTS.csv","interlanguage-sidecar/rtl-persianate-arabic-8e839c49-54c-branch-advance-source-use-gap-audit-20260706/R3_8E839C49_54C_BRANCH_ADVANCE_SOURCE_USE_GAP_AUDIT_20260706_20260706T164339Z/R3_8E839C49_PACKET_SUMMARY_COUNTS.csv","975","C39A30D88FC15099D6EE6D61644791590F779B79CE4D0103FBD3AD86542E4489"
