"root","local_path","repo_path","bytes","sha256","kind"
"R6_732B5139_CURRENT_HEAD_SOURCE_START_CONTINUATION","C:\Users\memo_\Documents\Codex\2026-07-04\noether-r6-indigenous-creole-sign\outputs\R6_732B5139_CURRENT_HEAD_SOURCE_START_CONTINUATION_20260706\MANIFEST.csv","uploader-transfer/r6-732b5139-current-head-source-start-continuation-20260706/R6_732B5139_CURRENT_HEAD_SOURCE_START_CONTINUATION_20260706/MANIFEST.csv","2166","91b1bd0d056bb86bba58c98c05093070bbc9024e71fbbfd122b99c2dc0abb967","packet"
"R6_732B5139_CURRENT_HEAD_SOURCE_START_CONTINUATION","C:\Users\memo_\Documents\Codex\2026-07-04\noether-r6-indigenous-creole-sign\outputs\R6_732B5139_CURRENT_HEAD_SOURCE_START_CONTINUATION_20260706\R6_732B5139_CURRENT_HEAD_SOURCE_START_CONTINUATION_COUNTS.csv","uploader-transfer/r6-732b5139-current-head-source-start-continuation-20260706/R6_732B5139_CURRENT_HEAD_SOURCE_START_CONTINUATION_20260706/R6_732B5139_CURRENT_HEAD_SOURCE_START_CONTINUATION_COUNTS.csv","803","103270b82e634b6589362c75e7fc7604cfba86424cba4d38538902dad67da2f6","packet"
"R6_732B5139_CURRENT_HEAD_SOURCE_START_CONTINUATION","C:\Users\memo_\Documents\Codex\2026-07-04\noether-r6-indigenous-creole-sign\outputs\R6_732B5139_CURRENT_HEAD_SOURCE_START_CONTINUATION_20260706\README.md","uploader-transfer/r6-732b5139-current-head-source-start-continuation-20260706/R6_732B5139_CURRENT_HEAD_SOURCE_START_CONTINUATION_20260706/README.md","1341","8e126f66463b2deed62f4c43f5f2eda3e9e0dd4e89ad605366e3a508579db03b","packet"
"R6_732B5139_CURRENT_HEAD_SOURCE_START_CONTINUATION","C:\Users\memo_\Documents\Codex\2026-07-04\noether-r6-indigenous-creole-sign\outputs\R6_732B5139_CURRENT_HEAD_SOURCE_START_CONTINUATION_20260706\SHA256SUMS.txt","uploader-transfer/r6-732b5139-current-head-source-start-continuation-20260706/R6_732B5139_CURRENT_HEAD_SOURCE_START_CONTINUATION_20260706/SHA256SUMS.txt","1658","e9a34479a5232cf0a5f5e7370d4f5610c8236cc9ab07867b76f8a09a3145735a","packet"
"R6_732B5139_CURRENT_HEAD_SOURCE_START_CONTINUATION","C:\Users\memo_\Documents\Codex\2026-07-04\noether-r6-indigenous-creole-sign\outputs\R6_732B5139_CURRENT_HEAD_SOURCE_START_CONTINUATION_20260706\b3\B3_ROUTE.csv","uploader-transfer/r6-732b5139-current-head-source-start-continuation-20260706/R6_732B5139_CURRENT_HEAD_SOURCE_START_CONTINUATION_20260706/b3/B3_ROUTE.csv","785","de149dcf685f057da462193d5821643b70f2c7df06821c598efde0fee3bd2d21","packet"
"R6_732B5139_CURRENT_HEAD_SOURCE_START_CONTINUATION","C:\Users\memo_\Documents\Codex\2026-07-04\noether-r6-indigenous-creole-sign\outputs\R6_732B5139_CURRENT_HEAD_SOURCE_START_CONTINUATION_20260706\blockers\R6_732B5139_EXACT_BLOCKERS_AND_NEXT_ACTIONS.csv","uploader-transfer/r6-732b5139-current-head-source-start-continuation-20260706/R6_732B5139_CURRENT_HEAD_SOURCE_START_CONTINUATION_20260706/blockers/R6_732B5139_EXACT_BLOCKERS_AND_NEXT_ACTIONS.csv","1159","51929441d7502f6894f1d290c71612f1dbc455cfac7ff6ca5f4f3708ce30a158","packet"
"R6_732B5139_CURRENT_HEAD_SOURCE_START_CONTINUATION","C:\Users\memo_\Documents\Codex\2026-07-04\noether-r6-indigenous-creole-sign\outputs\R6_732B5139_CURRENT_HEAD_SOURCE_START_CONTINUATION_20260706\branch-current\R6_732B5139_BRANCH_CHECK_AND_VISIBLE_INPUTS.csv","uploader-transfer/r6-732b5139-current-head-source-start-continuation-20260706/R6_732B5139_CURRENT_HEAD_SOURCE_START_CONTINUATION_20260706/branch-current/R6_732B5139_BRANCH_CHECK_AND_VISIBLE_INPUTS.csv","527","f25f74b3652711a18783d8f3983e9c09d4fe3423f59ff2037e2c122a5cbfd483","packet"
"R6_732B5139_CURRENT_HEAD_SOURCE_START_CONTINUATION","C:\Users\memo_\Documents\Codex\2026-07-04\noether-r6-indigenous-creole-sign\outputs\R6_732B5139_CURRENT_HEAD_SOURCE_START_CONTINUATION_20260706\branch-current\R6_732B5139_LOCAL_HEAD_NAMED_FILE_HITS.csv","uploader-transfer/r6-732b5139-current-head-source-start-continuation-20260706/R6_732B5139_CURRENT_HEAD_SOURCE_START_CONTINUATION_20260706/branch-current/R6_732B5139_LOCAL_HEAD_NAMED_FILE_HITS.csv","2","7eb70257593da06f682a3ddda54a9d260d4fc514f645237f5ca74b08f8da61a6","packet"
"R6_732B5139_CURRENT_HEAD_SOURCE_START_CONTINUATION","C:\Users\memo_\Documents\Codex\2026-07-04\noether-r6-indigenous-creole-sign\outputs\R6_732B5139_CURRENT_HEAD_SOURCE_START_CONTINUATION_20260706\ethics\R6_732B5139_ETHICS_AUTHORITY_CONTINUATION_MAP.csv","uploader-transfer/r6-732b5139-current-head-source-start-continuation-20260706/R6_732B5139_CURRENT_HEAD_SOURCE_START_CONTINUATION_20260706/ethics/R6_732B5139_ETHICS_AUTHORITY_CONTINUATION_MAP.csv","1123","0dfc7b8fff107cb3328d7039815a0be1428ee97b39ae2421a382582d976e3844","packet"
"R6_732B5139_CURRENT_HEAD_SOURCE_START_CONTINUATION","C:\Users\memo_\Documents\Codex\2026-07-04\noether-r6-indigenous-creole-sign\outputs\R6_732B5139_CURRENT_HEAD_SOURCE_START_CONTINUATION_20260706\fable\R6_732B5139_SOURCE_USE_ADVERSE_EVIDENCE_LEDGER.csv","uploader-transfer/r6-732b5139-current-head-source-start-continuation-20260706/R6_732B5139_CURRENT_HEAD_SOURCE_START_CONTINUATION_20260706/fable/R6_732B5139_SOURCE_USE_ADVERSE_EVIDENCE_LEDGER.csv","701","2a8036b9aacb9c5f1a40c9f217de38bcf93ca9ffed9cada0f8c146f1bcb2a0c5","packet"
