"root","file","expected","actual","status","note"
"R3_8E491924_CURRENT_HEAD_SOURCE_GATED_CONTINUATION","B3_UPLOADER_READY_SUMMARY.csv","F1721F31ECAD382AEDAE180DD1C7C59D808807156DBB9AD895221511CCDC9687","F1721F31ECAD382AEDAE180DD1C7C59D808807156DBB9AD895221511CCDC9687","ok",""
"R3_8E491924_CURRENT_HEAD_SOURCE_GATED_CONTINUATION","PACKAGE_VALIDATION.json","4A00475F660428DAB38B998A5CA7088089784A79A641FC27A9B891A497E9CBC9","4A00475F660428DAB38B998A5CA7088089784A79A641FC27A9B891A497E9CBC9","ok",""
"R3_8E491924_CURRENT_HEAD_SOURCE_GATED_CONTINUATION","R3_8E491924_BLOCKERS_ACTIVE_RECOVERY_REFRESH.csv","62728660C39F07C4316F63B9D0FB40F1741EF231B4DC901B0E08EDE943554342","62728660C39F07C4316F63B9D0FB40F1741EF231B4DC901B0E08EDE943554342","ok",""
"R3_8E491924_CURRENT_HEAD_SOURCE_GATED_CONTINUATION","R3_8E491924_BRANCH_DELTA.csv","90766420D5C0D24562EEAAFE2ACA68A447AD444A13A88DDC41A91D76AB9A1917","90766420D5C0D24562EEAAFE2ACA68A447AD444A13A88DDC41A91D76AB9A1917","ok",""
"R3_8E491924_CURRENT_HEAD_SOURCE_GATED_CONTINUATION","R3_8E491924_FORMULA_INTERLINEAR_NOTES_REFRESH.csv","21F69995AFB58B335FB48FC3931B2D78612C845D2B291496F881D2B3746E0FE6","21F69995AFB58B335FB48FC3931B2D78612C845D2B291496F881D2B3746E0FE6","ok",""
"R3_8E491924_CURRENT_HEAD_SOURCE_GATED_CONTINUATION","R3_8E491924_LANGUAGE_BOUNDARY_GUARDS.csv","43AC9199154F28A0B4D6C852C0F718D0BC6BE2429BB7A729D5591DBAB979FD29","43AC9199154F28A0B4D6C852C0F718D0BC6BE2429BB7A729D5591DBAB979FD29","ok",""
"R3_8E491924_CURRENT_HEAD_SOURCE_GATED_CONTINUATION","R3_8E491924_SOURCE_BODY_STATUS.csv","E988A9D4B148C82E96D4A1C8BC45C2FDFB9F6E06D45D8360E6738E11CCB438EC","E988A9D4B148C82E96D4A1C8BC45C2FDFB9F6E06D45D8360E6738E11CCB438EC","ok",""
"R3_8E491924_CURRENT_HEAD_SOURCE_GATED_CONTINUATION","R3_8E491924_SOURCE_GATED_MICRO_EVIDENCE_REFRESH.csv","660362A37FF9FBFAF6219839ED3E823BCBD91AEC7470A44A8601AA3E8CF5EF2D","660362A37FF9FBFAF6219839ED3E823BCBD91AEC7470A44A8601AA3E8CF5EF2D","ok",""
"R3_8E491924_CURRENT_HEAD_SOURCE_GATED_CONTINUATION","R3_8E491924_SOURCE_USE_ADVERSE_LEDGER_REFRESH.csv","CF4EBFB1AF07DB6C71BEBF6391916D1BC1D7482617E8E2A82D01E7C43BB46721","CF4EBFB1AF07DB6C71BEBF6391916D1BC1D7482617E8E2A82D01E7C43BB46721","ok",""
"R3_8E491924_CURRENT_HEAD_SOURCE_GATED_CONTINUATION","R3_8E491924_SOURCE_WITNESS_INDEX_CARRYFORWARD.csv","3EF3D7B7A2F39C6009B119C4E2878DCBFDE9E865572FE32A835940935F473B98","3EF3D7B7A2F39C6009B119C4E2878DCBFDE9E865572FE32A835940935F473B98","ok",""
"R3_8E491924_CURRENT_HEAD_SOURCE_GATED_CONTINUATION","R3_8E491924_TERM_ALTERNATIVES_SOURCE_GATED.csv","CD66D8174ABC12BEC133A723856DBE4C8E95E9A63F6867426EC2B182000D1062","CD66D8174ABC12BEC133A723856DBE4C8E95E9A63F6867426EC2B182000D1062","ok",""
"R3_8E491924_CURRENT_HEAD_SOURCE_GATED_CONTINUATION","README.md","4B31D9F11DC2A689C3FBDD6C09119E53001BA3D437BA53CC2E40926C9865CB29","4B31D9F11DC2A689C3FBDD6C09119E53001BA3D437BA53CC2E40926C9865CB29","ok",""
"R3_8E491924_CURRENT_HEAD_SOURCE_GATED_CONTINUATION","MANIFEST.csv","A90C46E7B1A9F3EB32DEE67E3FE7FD1D441539EBFEE16BDF6852705C2A2D9B8A","A90C46E7B1A9F3EB32DEE67E3FE7FD1D441539EBFEE16BDF6852705C2A2D9B8A","ok",""
