"packet","relative_path","exists","expected_sha256","actual_sha256","ok"
"R3_68C877C0_ROMANCE_BRANCH_BOUNDARY_SOURCE_GATED_REFRESH","B3_UPLOADER_READY_SUMMARY.csv","True","26663C4BE20CBCA4C8FC8B8A32049F4DEA520CCF467661B8462850A6059E6476","26663C4BE20CBCA4C8FC8B8A32049F4DEA520CCF467661B8462850A6059E6476","True"
"R3_68C877C0_ROMANCE_BRANCH_BOUNDARY_SOURCE_GATED_REFRESH","PACKAGE_VALIDATION.json","True","DC7809817E56CE669BBB2B38F025CA1A06CF2E61426F12F1AB76F6CB4D94AC10","DC7809817E56CE669BBB2B38F025CA1A06CF2E61426F12F1AB76F6CB4D94AC10","True"
"R3_68C877C0_ROMANCE_BRANCH_BOUNDARY_SOURCE_GATED_REFRESH","R3_68C877C0_595_PACKET_VISIBILITY.csv","True","D2BB78BFE051E9BD3611FF9A21462C46960FF0D1FF8996890EBCE51386B9B292","D2BB78BFE051E9BD3611FF9A21462C46960FF0D1FF8996890EBCE51386B9B292","True"
"R3_68C877C0_ROMANCE_BRANCH_BOUNDARY_SOURCE_GATED_REFRESH","R3_68C877C0_ADVERSE_BOUNDARY_LEDGER.csv","True","847C49969017BA11B7E3B99554F3587433A270EB3D9DFD38F3AF9BF0A178C641","847C49969017BA11B7E3B99554F3587433A270EB3D9DFD38F3AF9BF0A178C641","True"
"R3_68C877C0_ROMANCE_BRANCH_BOUNDARY_SOURCE_GATED_REFRESH","R3_68C877C0_BLOCKERS_ACTIVE_RECOVERY_REFRESH.csv","True","72DFDFB8DA42A69F69D23A255F613E0C560F2907FB22268C996AD99034F78642","72DFDFB8DA42A69F69D23A255F613E0C560F2907FB22268C996AD99034F78642","True"
"R3_68C877C0_ROMANCE_BRANCH_BOUNDARY_SOURCE_GATED_REFRESH","R3_68C877C0_BRANCH_DELTA.csv","True","724678B126AA7AF4492F7AD1F5696F87163AB8DDDF6EA2A85C23FBEB6FB72D0C","724678B126AA7AF4492F7AD1F5696F87163AB8DDDF6EA2A85C23FBEB6FB72D0C","True"
"R3_68C877C0_ROMANCE_BRANCH_BOUNDARY_SOURCE_GATED_REFRESH","R3_68C877C0_FORMULA_INTERLINEAR_NOTES_REFRESH.csv","True","3F1116375B1ED0A33ED9C88C13740C62FA86DAC3344B77155C504AD7FD3369DB","3F1116375B1ED0A33ED9C88C13740C62FA86DAC3344B77155C504AD7FD3369DB","True"
"R3_68C877C0_ROMANCE_BRANCH_BOUNDARY_SOURCE_GATED_REFRESH","R3_68C877C0_LANGUAGE_BOUNDARY_GUARDS.csv","True","69EE4DA69D22BB05DB5DC9E44EEA8B2C8AAF60E9C54343E89A98C3D69BD4008B","69EE4DA69D22BB05DB5DC9E44EEA8B2C8AAF60E9C54343E89A98C3D69BD4008B","True"
"R3_68C877C0_ROMANCE_BRANCH_BOUNDARY_SOURCE_GATED_REFRESH","R3_68C877C0_SOURCE_GATED_MICRO_EVIDENCE_REFRESH.csv","True","1D13CF54DCDB9BB163A35314FB8088D3635FE1D7D5FC96D72A4A53BA80E77A60","1D13CF54DCDB9BB163A35314FB8088D3635FE1D7D5FC96D72A4A53BA80E77A60","True"
"R3_68C877C0_ROMANCE_BRANCH_BOUNDARY_SOURCE_GATED_REFRESH","R3_68C877C0_SOURCE_USE_ADVERSE_LEDGER_REFRESH.csv","True","53B288CE1F6CC466D3035D3FDDD3F0B37B5D48DBEE36841E495D9D4287A0ACEF","53B288CE1F6CC466D3035D3FDDD3F0B37B5D48DBEE36841E495D9D4287A0ACEF","True"
"R3_68C877C0_ROMANCE_BRANCH_BOUNDARY_SOURCE_GATED_REFRESH","R3_68C877C0_SOURCE_WITNESS_INDEX_REFRESH.csv","True","291B9732E8E88C897B44F21D25C986E7DA8FD08DAF2335212E8ADC52D8F487A3","291B9732E8E88C897B44F21D25C986E7DA8FD08DAF2335212E8ADC52D8F487A3","True"
"R3_68C877C0_ROMANCE_BRANCH_BOUNDARY_SOURCE_GATED_REFRESH","R3_68C877C0_TERM_ALTERNATIVES_SOURCE_GATED.csv","True","F0DBB37CD8BBEFB46DB0EC335EABA91EC89ACD8C23164A749F7D5244722D56A5","F0DBB37CD8BBEFB46DB0EC335EABA91EC89ACD8C23164A749F7D5244722D56A5","True"
"R3_68C877C0_ROMANCE_BRANCH_BOUNDARY_SOURCE_GATED_REFRESH","README.md","True","0697DE724396C5E1AC0FA594D450EFDD9346B6544DB14198F283DDF44207A850","0697DE724396C5E1AC0FA594D450EFDD9346B6544DB14198F283DDF44207A850","True"
"R3_68C877C0_ROMANCE_BRANCH_BOUNDARY_SOURCE_GATED_REFRESH","MANIFEST.csv","True","3726488B01D0F73D457F109E880FF628B9D95115B10F8A28458C339A956A1621","3726488B01D0F73D457F109E880FF628B9D95115B10F8A28458C339A956A1621","True"
"R6_68C877C0_CURRENT_HEAD_SOURCE_START_CONTINUATION","b3/B3_ROUTE.csv","True","52A75F4AC0E99905B683C9262A4B21A71D266A83AE3483ACAE42309D24C4696A","52A75F4AC0E99905B683C9262A4B21A71D266A83AE3483ACAE42309D24C4696A","True"
