"zip_entry","extension","category","compressed_bytes","uncompressed_bytes","is_directory","is_tex_family","is_pdf","is_archive_like","mentions_slavic","mentions_interslavic","mentions_russian","mentions_ukrainian","mentions_french","mentions_spanish","mentions_japanese","mentions_chinese","mentions_korean","mentions_arabic","mentions_persian","mentions_tajik","mentions_turkic","mentions_noether","mentions_gauss","mentions_sga","mentions_zenodo"
"modern-latex-manuscripts-extract-20260609-174659/","","other","0","0","True","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False"
"tools/","","tools","0","0","True","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False"
"tools/.wget-hsts",".wget-hsts","tools","243","347","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False"
"tools/wget.exe",".exe","tools","2308468","5037400","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False"
"modern-latex-manuscripts-extract-20260609-173651/","","other","0","0","True","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False"
"modern-latex-manuscripts-extract-20260609-173537/","","other","0","0","True","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False"
"slavic-reference-lanes/","","slavic-reference-lanes","0","0","True","False","False","False","True","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False"
"slavic-reference-lanes/arxiv-linguistic-samples/","","slavic-reference-lanes","0","0","True","False","False","False","True","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False"
"slavic-reference-lanes/arxiv-linguistic-samples/arxiv_samples_manifest.csv",".csv","slavic-reference-lanes","560","2521","False","False","False","False","True","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False"
"slavic-reference-lanes/arxiv-linguistic-samples/arxiv_samples_quality_probe.csv",".csv","slavic-reference-lanes","376","1108","False","False","False","False","True","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False"
"slavic-reference-lanes/arxiv-linguistic-samples/russian/","","slavic-reference-lanes","0","0","True","False","False","False","True","False","True","False","False","False","False","False","False","False","False","False","False","False","False","False","False"
"slavic-reference-lanes/arxiv-linguistic-samples/russian/1803.03938_finite_dimensional_commutative_algebras_ru/","","slavic-reference-lanes","0","0","True","False","False","False","True","False","True","False","False","False","False","False","False","False","False","False","False","False","False","False","False"
"slavic-reference-lanes/arxiv-linguistic-samples/russian/1803.03938_finite_dimensional_commutative_algebras_ru/1803.03938_finite_dimensional_commutative_algebras_ru.arxiv-api.xml",".xml","slavic-reference-lanes","698","1592","False","False","False","False","True","False","True","False","False","False","False","False","False","False","False","False","False","False","False","False","False"
"slavic-reference-lanes/arxiv-linguistic-samples/russian/1803.03938_finite_dimensional_commutative_algebras_ru/1803.03938_finite_dimensional_commutative_algebras_ru.pdf",".pdf","slavic-reference-lanes","184770","214652","False","False","True","False","True","False","True","False","False","False","False","False","False","False","False","False","False","False","False","False","False"
"slavic-reference-lanes/arxiv-linguistic-samples/russian/1803.03938_finite_dimensional_commutative_algebras_ru/1803.03938_finite_dimensional_commutative_algebras_ru.source",".source","slavic-reference-lanes","16597","16587","False","False","False","False","True","False","True","False","False","False","False","False","False","False","False","False","False","False","False","False","False"
"slavic-reference-lanes/arxiv-linguistic-samples/russian/1803.03938_finite_dimensional_commutative_algebras_ru/source/","","slavic-reference-lanes","0","0","True","False","False","False","True","False","True","False","False","False","False","False","False","False","False","False","False","False","False","False","False"
"slavic-reference-lanes/arxiv-linguistic-samples/russian/1803.03938_finite_dimensional_commutative_algebras_ru/source/source.decoded-utf8.tex",".tex","slavic-reference-lanes","17890","78239","False","True","False","False","True","False","True","False","False","False","False","False","False","False","False","False","False","False","False","False","False"
"slavic-reference-lanes/arxiv-linguistic-samples/russian/1803.03938_finite_dimensional_commutative_algebras_ru/source/source.tex",".tex","slavic-reference-lanes","16595","60795","False","True","False","False","True","False","True","False","False","False","False","False","False","False","False","False","False","False","False","False","False"
"slavic-reference-lanes/arxiv-linguistic-samples/russian/1803.03938_finite_dimensional_commutative_algebras_ru/source.decompressed",".decompressed","slavic-reference-lanes","16595","60795","False","False","False","False","True","False","True","False","False","False","False","False","False","False","False","False","False","False","False","False","False"
"slavic-reference-lanes/arxiv-linguistic-samples/russian/1803.03938_finite_dimensional_commutative_algebras_ru/source_text_probe.txt",".txt","slavic-reference-lanes","3553","20065","False","False","False","False","True","False","True","False","False","False","False","False","False","False","False","False","False","False","False","False","False"
"slavic-reference-lanes/arxiv-linguistic-samples/russian/1803.03938_finite_dimensional_commutative_algebras_ru/source_text_probe_decoded_utf8.txt",".txt","slavic-reference-lanes","5206","16245","False","False","False","False","True","False","True","False","False","False","False","False","False","False","False","False","False","False","False","False","False"
"slavic-reference-lanes/arxiv-linguistic-samples/russian/2001.00317_wild_automorphism_free_novikov_algebra_ru/","","slavic-reference-lanes","0","0","True","False","False","False","True","False","True","False","False","False","False","False","False","False","False","False","False","False","False","False","False"
"slavic-reference-lanes/arxiv-linguistic-samples/russian/2001.00317_wild_automorphism_free_novikov_algebra_ru/2001.00317_wild_automorphism_free_novikov_algebra_ru.arxiv-api.xml",".xml","slavic-reference-lanes","823","1794","False","False","False","False","True","False","True","False","False","False","False","False","False","False","False","False","False","False","False","False","False"
"slavic-reference-lanes/arxiv-linguistic-samples/russian/2001.00317_wild_automorphism_free_novikov_algebra_ru/2001.00317_wild_automorphism_free_novikov_algebra_ru.pdf",".pdf","slavic-reference-lanes","168072","209386","False","False","True","False","True","False","True","False","False","False","False","False","False","False","False","False","False","False","False","False","False"
"slavic-reference-lanes/arxiv-linguistic-samples/russian/2001.00317_wild_automorphism_free_novikov_algebra_ru/2001.00317_wild_automorphism_free_novikov_algebra_ru.source",".source","slavic-reference-lanes","8663","8658","False","False","False","False","True","False","True","False","False","False","False","False","False","False","False","False","False","False","False","False","False"
"slavic-reference-lanes/arxiv-linguistic-samples/russian/2001.00317_wild_automorphism_free_novikov_algebra_ru/source/","","slavic-reference-lanes","0","0","True","False","False","False","True","False","True","False","False","False","False","False","False","False","False","False","False","False","False","False","False"
"slavic-reference-lanes/arxiv-linguistic-samples/russian/2001.00317_wild_automorphism_free_novikov_algebra_ru/source/source.decoded-utf8.tex",".tex","slavic-reference-lanes","9318","34590","False","True","False","False","True","False","True","False","False","False","False","False","False","False","False","False","False","False","False","False","False"
"slavic-reference-lanes/arxiv-linguistic-samples/russian/2001.00317_wild_automorphism_free_novikov_algebra_ru/source/source.tex",".tex","slavic-reference-lanes","8635","25675","False","True","False","False","True","False","True","False","False","False","False","False","False","False","False","False","False","False","False","False","False"
"slavic-reference-lanes/arxiv-linguistic-samples/russian/2001.00317_wild_automorphism_free_novikov_algebra_ru/source.decompressed",".decompressed","slavic-reference-lanes","8635","25675","False","False","False","False","True","False","True","False","False","False","False","False","False","False","False","False","False","False","False","False","False"
"slavic-reference-lanes/arxiv-linguistic-samples/russian/2001.00317_wild_automorphism_free_novikov_algebra_ru/source_text_probe_decoded_utf8.txt",".txt","slavic-reference-lanes","5216","17325","False","False","False","False","True","False","True","False","False","False","False","False","False","False","False","False","False","False","False","False","False"
"slavic-reference-lanes/arxiv-linguistic-samples/russian/2002.02745_lie_algebras_locally_nilpotent_derivations_ru/","","slavic-reference-lanes","0","0","True","False","False","False","True","False","True","False","False","False","False","False","False","False","False","False","False","False","False","False","False"
"slavic-reference-lanes/arxiv-linguistic-samples/russian/2002.02745_lie_algebras_locally_nilpotent_derivations_ru/2002.02745_lie_algebras_locally_nilpotent_derivations_ru.arxiv-api.xml",".xml","slavic-reference-lanes","902","2219","False","False","False","False","True","False","True","False","False","False","False","False","False","False","False","False","False","False","False","False","False"
"slavic-reference-lanes/arxiv-linguistic-samples/russian/2002.02745_lie_algebras_locally_nilpotent_derivations_ru/2002.02745_lie_algebras_locally_nilpotent_derivations_ru.pdf",".pdf","slavic-reference-lanes","116071","138134","False","False","True","False","True","False","True","False","False","False","False","False","False","False","False","False","False","False","False","False","False"
