"label","dest_path","source_path","bytes","sha256"
"R3_0D148231_1233_CURRENT_HEAD_SOURCE_GATED_BOUNDARY","interlanguage-sidecar/rtl-persianate-arabic-0d148231-1233-current-head-source-gated-boundary-20260706/R3_0D148231_1233_CURRENT_HEAD_SOURCE_GATED_BOUNDARY_20260706_20260706T144535Z/B3_UPLOADER_READY_SUMMARY.csv","C:\Users\memo_\Documents\Codex\2026-07-04\noether-r3-arabic-persianate-linear-algebra\outputs\R3_0D148231_1233_CURRENT_HEAD_SOURCE_GATED_BOUNDARY_20260706\R3_0D148231_1233_CURRENT_HEAD_SOURCE_GATED_BOUNDARY_20260706_20260706T144535Z\B3_UPLOADER_READY_SUMMARY.csv","1035","3EA5E4D359C52CB4AF0FEE04ED474D8DE723029B0B32F34B0A5D7F00190B0AB8"
"R3_0D148231_1233_CURRENT_HEAD_SOURCE_GATED_BOUNDARY","interlanguage-sidecar/rtl-persianate-arabic-0d148231-1233-current-head-source-gated-boundary-20260706/R3_0D148231_1233_CURRENT_HEAD_SOURCE_GATED_BOUNDARY_20260706_20260706T144535Z/DURABLE_STATE_POINTERS.csv","C:\Users\memo_\Documents\Codex\2026-07-04\noether-r3-arabic-persianate-linear-algebra\outputs\R3_0D148231_1233_CURRENT_HEAD_SOURCE_GATED_BOUNDARY_20260706\R3_0D148231_1233_CURRENT_HEAD_SOURCE_GATED_BOUNDARY_20260706_20260706T144535Z\DURABLE_STATE_POINTERS.csv","1137","DC4D4E133867E6261710A04040DA97A5536BCD3684FCD319CCB231A96C275E65"
"R3_0D148231_1233_CURRENT_HEAD_SOURCE_GATED_BOUNDARY","interlanguage-sidecar/rtl-persianate-arabic-0d148231-1233-current-head-source-gated-boundary-20260706/R3_0D148231_1233_CURRENT_HEAD_SOURCE_GATED_BOUNDARY_20260706_20260706T144535Z/MANIFEST.csv","C:\Users\memo_\Documents\Codex\2026-07-04\noether-r3-arabic-persianate-linear-algebra\outputs\R3_0D148231_1233_CURRENT_HEAD_SOURCE_GATED_BOUNDARY_20260706\R3_0D148231_1233_CURRENT_HEAD_SOURCE_GATED_BOUNDARY_20260706_20260706T144535Z\MANIFEST.csv","3155","BD4DE6EBCC4F9EEF24593A5D5F75B2B770970BF754D567D9B2690A0237037049"
"R3_0D148231_1233_CURRENT_HEAD_SOURCE_GATED_BOUNDARY","interlanguage-sidecar/rtl-persianate-arabic-0d148231-1233-current-head-source-gated-boundary-20260706/R3_0D148231_1233_CURRENT_HEAD_SOURCE_GATED_BOUNDARY_20260706_20260706T144535Z/PACKAGE_VALIDATION.json","C:\Users\memo_\Documents\Codex\2026-07-04\noether-r3-arabic-persianate-linear-algebra\outputs\R3_0D148231_1233_CURRENT_HEAD_SOURCE_GATED_BOUNDARY_20260706\R3_0D148231_1233_CURRENT_HEAD_SOURCE_GATED_BOUNDARY_20260706_20260706T144535Z\PACKAGE_VALIDATION.json","1318","3A2C01ED4FD71C9D9C3944538DF24A33FEAF8BDF231A6DD22480173B446A085C"
"R3_0D148231_1233_CURRENT_HEAD_SOURCE_GATED_BOUNDARY","interlanguage-sidecar/rtl-persianate-arabic-0d148231-1233-current-head-source-gated-boundary-20260706/R3_0D148231_1233_CURRENT_HEAD_SOURCE_GATED_BOUNDARY_20260706_20260706T144535Z/R3_0D148231_BLOCKERS_ACTIVE_RECOVERY_ROWS.csv","C:\Users\memo_\Documents\Codex\2026-07-04\noether-r3-arabic-persianate-linear-algebra\outputs\R3_0D148231_1233_CURRENT_HEAD_SOURCE_GATED_BOUNDARY_20260706\R3_0D148231_1233_CURRENT_HEAD_SOURCE_GATED_BOUNDARY_20260706_20260706T144535Z\R3_0D148231_BLOCKERS_ACTIVE_RECOVERY_ROWS.csv","1678640","547AA1633121264D579948C023CB8E9D9005C33653E62DBEBACE0CA0E6336F1A"
"R3_0D148231_1233_CURRENT_HEAD_SOURCE_GATED_BOUNDARY","interlanguage-sidecar/rtl-persianate-arabic-0d148231-1233-current-head-source-gated-boundary-20260706/R3_0D148231_1233_CURRENT_HEAD_SOURCE_GATED_BOUNDARY_20260706_20260706T144535Z/R3_0D148231_BRANCH_DELTA_FROM_1233.csv","C:\Users\memo_\Documents\Codex\2026-07-04\noether-r3-arabic-persianate-linear-algebra\outputs\R3_0D148231_1233_CURRENT_HEAD_SOURCE_GATED_BOUNDARY_20260706\R3_0D148231_1233_CURRENT_HEAD_SOURCE_GATED_BOUNDARY_20260706_20260706T144535Z\R3_0D148231_BRANCH_DELTA_FROM_1233.csv","17210","6AEB9626AE357B45C54AE253288C26D0497DD788ECE04484025EA6C8893C0378"
"R3_0D148231_1233_CURRENT_HEAD_SOURCE_GATED_BOUNDARY","interlanguage-sidecar/rtl-persianate-arabic-0d148231-1233-current-head-source-gated-boundary-20260706/R3_0D148231_1233_CURRENT_HEAD_SOURCE_GATED_BOUNDARY_20260706_20260706T144535Z/R3_0D148231_BRANCH_VISIBILITY_AND_LOCAL_ONLY_LEDGER.csv","C:\Users\memo_\Documents\Codex\2026-07-04\noether-r3-arabic-persianate-linear-algebra\outputs\R3_0D148231_1233_CURRENT_HEAD_SOURCE_GATED_BOUNDARY_20260706\R3_0D148231_1233_CURRENT_HEAD_SOURCE_GATED_BOUNDARY_20260706_20260706T144535Z\R3_0D148231_BRANCH_VISIBILITY_AND_LOCAL_ONLY_LEDGER.csv","979","03F194C02A21018DFBEF039E00FD0039230D8C50BB76A7A98173C2D7F5CFD8D5"
"R3_0D148231_1233_CURRENT_HEAD_SOURCE_GATED_BOUNDARY","interlanguage-sidecar/rtl-persianate-arabic-0d148231-1233-current-head-source-gated-boundary-20260706/R3_0D148231_1233_CURRENT_HEAD_SOURCE_GATED_BOUNDARY_20260706_20260706T144535Z/R3_0D148231_CURRENT_HEAD_BLOCKERS_NEXT_ACTIONS.csv","C:\Users\memo_\Documents\Codex\2026-07-04\noether-r3-arabic-persianate-linear-algebra\outputs\R3_0D148231_1233_CURRENT_HEAD_SOURCE_GATED_BOUNDARY_20260706\R3_0D148231_1233_CURRENT_HEAD_SOURCE_GATED_BOUNDARY_20260706_20260706T144535Z\R3_0D148231_CURRENT_HEAD_BLOCKERS_NEXT_ACTIONS.csv","1067","91E9BF74F2A4463A437354B78949EFFC25478B01CA4A0B2A10866C35602E2328"
"R3_0D148231_1233_CURRENT_HEAD_SOURCE_GATED_BOUNDARY","interlanguage-sidecar/rtl-persianate-arabic-0d148231-1233-current-head-source-gated-boundary-20260706/R3_0D148231_1233_CURRENT_HEAD_SOURCE_GATED_BOUNDARY_20260706_20260706T144535Z/R3_0D148231_FORMULA_INTERLINEAR_NOTES.csv","C:\Users\memo_\Documents\Codex\2026-07-04\noether-r3-arabic-persianate-linear-algebra\outputs\R3_0D148231_1233_CURRENT_HEAD_SOURCE_GATED_BOUNDARY_20260706\R3_0D148231_1233_CURRENT_HEAD_SOURCE_GATED_BOUNDARY_20260706_20260706T144535Z\R3_0D148231_FORMULA_INTERLINEAR_NOTES.csv","186969","549B1D4D3FD9A3A6729F592432B7FF27EC131F9885D8D9235F66302318BB4585"
"R3_0D148231_1233_CURRENT_HEAD_SOURCE_GATED_BOUNDARY","interlanguage-sidecar/rtl-persianate-arabic-0d148231-1233-current-head-source-gated-boundary-20260706/R3_0D148231_1233_CURRENT_HEAD_SOURCE_GATED_BOUNDARY_20260706_20260706T144535Z/R3_0D148231_REVIEW_ONLY_BOUNDARY_GUARDS.csv","C:\Users\memo_\Documents\Codex\2026-07-04\noether-r3-arabic-persianate-linear-algebra\outputs\R3_0D148231_1233_CURRENT_HEAD_SOURCE_GATED_BOUNDARY_20260706\R3_0D148231_1233_CURRENT_HEAD_SOURCE_GATED_BOUNDARY_20260706_20260706T144535Z\R3_0D148231_REVIEW_ONLY_BOUNDARY_GUARDS.csv","2606","FAFEE313273A918B741506CE0C22AF9AEF1ACB9835BD1FFE144F118E87DD929B"
