"Label","Source","Dest","Bytes","SHA256","Note"
"Interlanguage AC6F4E Arabic authority support","C:\Users\memo_\Documents\Codex\2026-07-04\noether-interlanguage-method-authority\outputs\INTERLANGUAGE_FABLE_AC6F4E_ARABIC_AUTHORITY_SUPPORT_20260706\ACTIVE_SESSION_STATE.md","interlanguage-sidecar/interlanguage-ac6f4e-arabic-authority-support-20260706/INTERLANGUAGE_FABLE_AC6F4E_ARABIC_AUTHORITY_SUPPORT_20260706/ACTIVE_SESSION_STATE.md","807","30A9FC06A6A25216568D4B51AFCFAC271DED24943FFCB61DE6896C32BCE224C8","Arabic authority support input; method/source-use routing support"
"Interlanguage AC6F4E Arabic authority support","C:\Users\memo_\Documents\Codex\2026-07-04\noether-interlanguage-method-authority\outputs\INTERLANGUAGE_FABLE_AC6F4E_ARABIC_AUTHORITY_SUPPORT_20260706\ARABIC_AC6F4E_SIBLING_WAKE_DISPATCH_LOG.csv","interlanguage-sidecar/interlanguage-ac6f4e-arabic-authority-support-20260706/INTERLANGUAGE_FABLE_AC6F4E_ARABIC_AUTHORITY_SUPPORT_20260706/ARABIC_AC6F4E_SIBLING_WAKE_DISPATCH_LOG.csv","3467","F2F749AD16346704FB4010627111A0BDA38A69B7B30ECE75487C62A21CABADCD","Arabic authority support input; method/source-use routing support"
"Interlanguage AC6F4E Arabic authority support","C:\Users\memo_\Documents\Codex\2026-07-04\noether-interlanguage-method-authority\outputs\INTERLANGUAGE_FABLE_AC6F4E_ARABIC_AUTHORITY_SUPPORT_20260706\ARABIC_AC6F4E_SIBLING_WAKE_DISPATCH_LOG.json","interlanguage-sidecar/interlanguage-ac6f4e-arabic-authority-support-20260706/INTERLANGUAGE_FABLE_AC6F4E_ARABIC_AUTHORITY_SUPPORT_20260706/ARABIC_AC6F4E_SIBLING_WAKE_DISPATCH_LOG.json","4488","1B549CF6D297C8A1BE65B1CD41CC596CFFA0312DCEB9B265851DEC516BF72CAF","Arabic authority support input; method/source-use routing support"
"Interlanguage AC6F4E Arabic authority support","C:\Users\memo_\Documents\Codex\2026-07-04\noether-interlanguage-method-authority\outputs\INTERLANGUAGE_FABLE_AC6F4E_ARABIC_AUTHORITY_SUPPORT_20260706\ARABIC_ADVERSE_DO_NOT_USE_APPLICATION_QUEUE_AC6F4E.csv","interlanguage-sidecar/interlanguage-ac6f4e-arabic-authority-support-20260706/INTERLANGUAGE_FABLE_AC6F4E_ARABIC_AUTHORITY_SUPPORT_20260706/ARABIC_ADVERSE_DO_NOT_USE_APPLICATION_QUEUE_AC6F4E.csv","150133","4E2DE741F48AB8A5E45FB2F8A5ED8C50E1D01F0C29D2A4F08EBF0CC199D65BF6","Arabic authority support input; method/source-use routing support"
"Interlanguage AC6F4E Arabic authority support","C:\Users\memo_\Documents\Codex\2026-07-04\noether-interlanguage-method-authority\outputs\INTERLANGUAGE_FABLE_AC6F4E_ARABIC_AUTHORITY_SUPPORT_20260706\ARABIC_ADVERSE_DO_NOT_USE_APPLICATION_QUEUE_AC6F4E.json","interlanguage-sidecar/interlanguage-ac6f4e-arabic-authority-support-20260706/INTERLANGUAGE_FABLE_AC6F4E_ARABIC_AUTHORITY_SUPPORT_20260706/ARABIC_ADVERSE_DO_NOT_USE_APPLICATION_QUEUE_AC6F4E.json","189465","CE752BDA750A6F8EB4B1BC5616A80CE9D3C0745FFA895B0EA05663EACC4AC4FC","Arabic authority support input; method/source-use routing support"
"Interlanguage AC6F4E Arabic authority support","C:\Users\memo_\Documents\Codex\2026-07-04\noether-interlanguage-method-authority\outputs\INTERLANGUAGE_FABLE_AC6F4E_ARABIC_AUTHORITY_SUPPORT_20260706\ARABIC_BLOCKER_RECOVERY_ROWS_AC6F4E.csv","interlanguage-sidecar/interlanguage-ac6f4e-arabic-authority-support-20260706/INTERLANGUAGE_FABLE_AC6F4E_ARABIC_AUTHORITY_SUPPORT_20260706/ARABIC_BLOCKER_RECOVERY_ROWS_AC6F4E.csv","52912","5C4F6AB12248106748A8FCB9CC4ED4B205AF81A92CCE824B5D03FD9BEAC79ABA","Arabic authority support input; method/source-use routing support"
"Interlanguage AC6F4E Arabic authority support","C:\Users\memo_\Documents\Codex\2026-07-04\noether-interlanguage-method-authority\outputs\INTERLANGUAGE_FABLE_AC6F4E_ARABIC_AUTHORITY_SUPPORT_20260706\ARABIC_BLOCKER_RECOVERY_ROWS_AC6F4E.json","interlanguage-sidecar/interlanguage-ac6f4e-arabic-authority-support-20260706/INTERLANGUAGE_FABLE_AC6F4E_ARABIC_AUTHORITY_SUPPORT_20260706/ARABIC_BLOCKER_RECOVERY_ROWS_AC6F4E.json","70570","A5452808E177D2E0BABCD97CA2668F56EF92C6415262A8F8313A54498F260281","Arabic authority support input; method/source-use routing support"
"Interlanguage AC6F4E Arabic authority support","C:\Users\memo_\Documents\Codex\2026-07-04\noether-interlanguage-method-authority\outputs\INTERLANGUAGE_FABLE_AC6F4E_ARABIC_AUTHORITY_SUPPORT_20260706\ARABIC_ENFORCEMENT_MAPPING_AC6F4E.csv","interlanguage-sidecar/interlanguage-ac6f4e-arabic-authority-support-20260706/INTERLANGUAGE_FABLE_AC6F4E_ARABIC_AUTHORITY_SUPPORT_20260706/ARABIC_ENFORCEMENT_MAPPING_AC6F4E.csv","996","8BFA8E36CAFAA93874130C47397E62A39E6E6CB62309E30877AA881FF831B7C3","Arabic authority support input; method/source-use routing support"
"Interlanguage AC6F4E Arabic authority support","C:\Users\memo_\Documents\Codex\2026-07-04\noether-interlanguage-method-authority\outputs\INTERLANGUAGE_FABLE_AC6F4E_ARABIC_AUTHORITY_SUPPORT_20260706\ARABIC_ENFORCEMENT_MAPPING_AC6F4E.json","interlanguage-sidecar/interlanguage-ac6f4e-arabic-authority-support-20260706/INTERLANGUAGE_FABLE_AC6F4E_ARABIC_AUTHORITY_SUPPORT_20260706/ARABIC_ENFORCEMENT_MAPPING_AC6F4E.json","1136","F67B05BCDDE9133854DA7ABA1FE550B4D22CDB7BE085C2D3039D38B1BA9E7FC0","Arabic authority support input; method/source-use routing support"
"Interlanguage AC6F4E Arabic authority support","C:\Users\memo_\Documents\Codex\2026-07-04\noether-interlanguage-method-authority\outputs\INTERLANGUAGE_FABLE_AC6F4E_ARABIC_AUTHORITY_SUPPORT_20260706\ARABIC_FABLE_CATEGORY_APPLICATION_QUEUE_AC6F4E.csv","interlanguage-sidecar/interlanguage-ac6f4e-arabic-authority-support-20260706/INTERLANGUAGE_FABLE_AC6F4E_ARABIC_AUTHORITY_SUPPORT_20260706/ARABIC_FABLE_CATEGORY_APPLICATION_QUEUE_AC6F4E.csv","5373","7B260C3A54913A700AF7F5E886D83CED366F532534817DE91E3706146E576B6E","Arabic authority support input; method/source-use routing support"
"Interlanguage AC6F4E Arabic authority support","C:\Users\memo_\Documents\Codex\2026-07-04\noether-interlanguage-method-authority\outputs\INTERLANGUAGE_FABLE_AC6F4E_ARABIC_AUTHORITY_SUPPORT_20260706\ARABIC_FABLE_CATEGORY_APPLICATION_QUEUE_AC6F4E.json","interlanguage-sidecar/interlanguage-ac6f4e-arabic-authority-support-20260706/INTERLANGUAGE_FABLE_AC6F4E_ARABIC_AUTHORITY_SUPPORT_20260706/ARABIC_FABLE_CATEGORY_APPLICATION_QUEUE_AC6F4E.json","7219","1F9BBE589827E6757007AED2982C7AFF5C234990A5E0E5E7AFA83D1FAE73CE84","Arabic authority support input; method/source-use routing support"
"Interlanguage AC6F4E Arabic authority support","C:\Users\memo_\Documents\Codex\2026-07-04\noether-interlanguage-method-authority\outputs\INTERLANGUAGE_FABLE_AC6F4E_ARABIC_AUTHORITY_SUPPORT_20260706\ARABIC_SOURCE_BACKED_INTERLINEAR_SCAFFOLD_QUEUE_AC6F4E.csv","interlanguage-sidecar/interlanguage-ac6f4e-arabic-authority-support-20260706/INTERLANGUAGE_FABLE_AC6F4E_ARABIC_AUTHORITY_SUPPORT_20260706/ARABIC_SOURCE_BACKED_INTERLINEAR_SCAFFOLD_QUEUE_AC6F4E.csv","923248","E596D885B649FA7EA060E21F0FA46B710560BED738A55C5045B3DE10C6C0FE3B","Arabic authority support input; method/source-use routing support"
"Interlanguage AC6F4E Arabic authority support","C:\Users\memo_\Documents\Codex\2026-07-04\noether-interlanguage-method-authority\outputs\INTERLANGUAGE_FABLE_AC6F4E_ARABIC_AUTHORITY_SUPPORT_20260706\ARABIC_SOURCE_BACKED_INTERLINEAR_SCAFFOLD_QUEUE_AC6F4E.json","interlanguage-sidecar/interlanguage-ac6f4e-arabic-authority-support-20260706/INTERLANGUAGE_FABLE_AC6F4E_ARABIC_AUTHORITY_SUPPORT_20260706/ARABIC_SOURCE_BACKED_INTERLINEAR_SCAFFOLD_QUEUE_AC6F4E.json","1376800","11E28D72274E78A321D8219730C44DEC9E5D1E99C3CC17DE5499A775B436774A","Arabic authority support input; method/source-use routing support"
"Interlanguage AC6F4E Arabic authority support","C:\Users\memo_\Documents\Codex\2026-07-04\noether-interlanguage-method-authority\outputs\INTERLANGUAGE_FABLE_AC6F4E_ARABIC_AUTHORITY_SUPPORT_20260706\ARABIC_SOURCE_USE_PROVENANCE_COUNTS_AC6F4E.csv","interlanguage-sidecar/interlanguage-ac6f4e-arabic-authority-support-20260706/INTERLANGUAGE_FABLE_AC6F4E_ARABIC_AUTHORITY_SUPPORT_20260706/ARABIC_SOURCE_USE_PROVENANCE_COUNTS_AC6F4E.csv","11629","36B9887B27A8D44F52C67FB53E021B07AACC8BC325F08F2C219CECBA554F578B","Arabic authority support input; method/source-use routing support"
