"Label","Source","Dest","Bytes","SHA256","Note"
"Interlanguage Fable 212dfb enforcement gap audit","C:\Users\memo_\Documents\Codex\2026-07-04\noether-interlanguage-method-authority\outputs\INTERLANGUAGE_FABLE_212DFB_ENFORCEMENT_GAP_AUDIT_20260706\ACTIVE_SESSION_STATE.md","interlanguage-sidecar/interlanguage-fable-212dfb-enforcement-gap-audit-20260706/INTERLANGUAGE_FABLE_212DFB_ENFORCEMENT_GAP_AUDIT_20260706/ACTIVE_SESSION_STATE.md","1037","28B8ECFA0CE88B9E0A4D5FEC00F3E7C30D80100818B3D0A8D9FA6561D7F4FDB9","authority/Fable enforcement input used as method/source-use routing support"
"Interlanguage Fable 212dfb enforcement gap audit","C:\Users\memo_\Documents\Codex\2026-07-04\noether-interlanguage-method-authority\outputs\INTERLANGUAGE_FABLE_212DFB_ENFORCEMENT_GAP_AUDIT_20260706\B3_UPLOADER_READY_SUMMARY_212DFB_GAP_AUDIT.md","interlanguage-sidecar/interlanguage-fable-212dfb-enforcement-gap-audit-20260706/INTERLANGUAGE_FABLE_212DFB_ENFORCEMENT_GAP_AUDIT_20260706/B3_UPLOADER_READY_SUMMARY_212DFB_GAP_AUDIT.md","1256","0464E79C3433EB2FF9C55422961CB08AACC64AE8DE0A4100CC3E3FEFBA51C848","authority/Fable enforcement input used as method/source-use routing support"
"Interlanguage Fable 212dfb enforcement gap audit","C:\Users\memo_\Documents\Codex\2026-07-04\noether-interlanguage-method-authority\outputs\INTERLANGUAGE_FABLE_212DFB_ENFORCEMENT_GAP_AUDIT_20260706\BLOCKER_RECOVERY_REQUIREMENTS_212DFB.csv","interlanguage-sidecar/interlanguage-fable-212dfb-enforcement-gap-audit-20260706/INTERLANGUAGE_FABLE_212DFB_ENFORCEMENT_GAP_AUDIT_20260706/BLOCKER_RECOVERY_REQUIREMENTS_212DFB.csv","16315","D0E63470F7210DFD7AEDDDBB67BB22DF5503D001EA7FB5C1A7C7112A97046760","authority/Fable enforcement input used as method/source-use routing support"
"Interlanguage Fable 212dfb enforcement gap audit","C:\Users\memo_\Documents\Codex\2026-07-04\noether-interlanguage-method-authority\outputs\INTERLANGUAGE_FABLE_212DFB_ENFORCEMENT_GAP_AUDIT_20260706\BLOCKER_RECOVERY_REQUIREMENTS_212DFB.json","interlanguage-sidecar/interlanguage-fable-212dfb-enforcement-gap-audit-20260706/INTERLANGUAGE_FABLE_212DFB_ENFORCEMENT_GAP_AUDIT_20260706/BLOCKER_RECOVERY_REQUIREMENTS_212DFB.json","21061","55C00DB78ACEBBE677A98EDF2D2BE2D50C08069F4C3FBEB491ADBC6A5BAF3C96","authority/Fable enforcement input used as method/source-use routing support"
"Interlanguage Fable 212dfb enforcement gap audit","C:\Users\memo_\Documents\Codex\2026-07-04\noether-interlanguage-method-authority\outputs\INTERLANGUAGE_FABLE_212DFB_ENFORCEMENT_GAP_AUDIT_20260706\BRANCH_212DFB_REMOTE_VERIFICATION.csv","interlanguage-sidecar/interlanguage-fable-212dfb-enforcement-gap-audit-20260706/INTERLANGUAGE_FABLE_212DFB_ENFORCEMENT_GAP_AUDIT_20260706/BRANCH_212DFB_REMOTE_VERIFICATION.csv","322","B3C27B7F63AB379680BED6C7D4C15450C37099D2A660F1664BC16B9F999D2623","authority/Fable enforcement input used as method/source-use routing support"
"Interlanguage Fable 212dfb enforcement gap audit","C:\Users\memo_\Documents\Codex\2026-07-04\noether-interlanguage-method-authority\outputs\INTERLANGUAGE_FABLE_212DFB_ENFORCEMENT_GAP_AUDIT_20260706\BRANCH_212DFB_REMOTE_VERIFICATION.json","interlanguage-sidecar/interlanguage-fable-212dfb-enforcement-gap-audit-20260706/INTERLANGUAGE_FABLE_212DFB_ENFORCEMENT_GAP_AUDIT_20260706/BRANCH_212DFB_REMOTE_VERIFICATION.json","412","2E9060E835CAF9DA7AAB25906DADE572E73527DEF74BCB287013072DD34AD4DE","authority/Fable enforcement input used as method/source-use routing support"
"Interlanguage Fable 212dfb enforcement gap audit","C:\Users\memo_\Documents\Codex\2026-07-04\noether-interlanguage-method-authority\outputs\INTERLANGUAGE_FABLE_212DFB_ENFORCEMENT_GAP_AUDIT_20260706\EXACT_ARTIFACT_GAPS_212DFB.csv","interlanguage-sidecar/interlanguage-fable-212dfb-enforcement-gap-audit-20260706/INTERLANGUAGE_FABLE_212DFB_ENFORCEMENT_GAP_AUDIT_20260706/EXACT_ARTIFACT_GAPS_212DFB.csv","49091","72CEA9B5FD306F384D21E0CB60E2E0CAA8EFDE92CCC199D3E05A99E2BD24A538","authority/Fable enforcement input used as method/source-use routing support"
"Interlanguage Fable 212dfb enforcement gap audit","C:\Users\memo_\Documents\Codex\2026-07-04\noether-interlanguage-method-authority\outputs\INTERLANGUAGE_FABLE_212DFB_ENFORCEMENT_GAP_AUDIT_20260706\EXACT_ARTIFACT_GAPS_212DFB.json","interlanguage-sidecar/interlanguage-fable-212dfb-enforcement-gap-audit-20260706/INTERLANGUAGE_FABLE_212DFB_ENFORCEMENT_GAP_AUDIT_20260706/EXACT_ARTIFACT_GAPS_212DFB.json","66355","AF42BCEAD8F618EE2CA4C6B1245B40EF2F3C6AC42816264551B528D6AF3F9C21","authority/Fable enforcement input used as method/source-use routing support"
"Interlanguage Fable 212dfb enforcement gap audit","C:\Users\memo_\Documents\Codex\2026-07-04\noether-interlanguage-method-authority\outputs\INTERLANGUAGE_FABLE_212DFB_ENFORCEMENT_GAP_AUDIT_20260706\FABLE_REQUIREMENT_SURFACE_COVERAGE_212DFB.csv","interlanguage-sidecar/interlanguage-fable-212dfb-enforcement-gap-audit-20260706/INTERLANGUAGE_FABLE_212DFB_ENFORCEMENT_GAP_AUDIT_20260706/FABLE_REQUIREMENT_SURFACE_COVERAGE_212DFB.csv","3100","0DE15181A54345D28270A565C30D2F6548C374F0C62AF65DBC7C7C3A5DA9C0B7","authority/Fable enforcement input used as method/source-use routing support"
"Interlanguage Fable 212dfb enforcement gap audit","C:\Users\memo_\Documents\Codex\2026-07-04\noether-interlanguage-method-authority\outputs\INTERLANGUAGE_FABLE_212DFB_ENFORCEMENT_GAP_AUDIT_20260706\FABLE_REQUIREMENT_SURFACE_COVERAGE_212DFB.json","interlanguage-sidecar/interlanguage-fable-212dfb-enforcement-gap-audit-20260706/INTERLANGUAGE_FABLE_212DFB_ENFORCEMENT_GAP_AUDIT_20260706/FABLE_REQUIREMENT_SURFACE_COVERAGE_212DFB.json","5624","C3ED502FF0017707EC950BDB29C27E6681904DEF937E9C372EB4F46374B88729","authority/Fable enforcement input used as method/source-use routing support"
