"packet","sha_path","resolved_path","expected_sha256","actual_sha256","status"
"R3_FAA2C330_FIVE_HOUR_TOKEN_RESET_RECOVERY_AUDIT_20260706_20260706T151115Z","B3_UPLOADER_READY_SUMMARY.csv","C:\Users\memo_\Documents\Codex\2026-07-04\noether-r3-arabic-persianate-linear-algebra\outputs\R3_FAA2C330_FIVE_HOUR_TOKEN_RESET_RECOVERY_AUDIT_20260706\R3_FAA2C330_FIVE_HOUR_TOKEN_RESET_RECOVERY_AUDIT_20260706_20260706T151115Z\B3_UPLOADER_READY_SUMMARY.csv","F6C086F4685470FA1BE285FDFA4E9829B5B3BFF73306137CCF00FD652D9DD0FB","F6C086F4685470FA1BE285FDFA4E9829B5B3BFF73306137CCF00FD652D9DD0FB","ok"
"R3_FAA2C330_FIVE_HOUR_TOKEN_RESET_RECOVERY_AUDIT_20260706_20260706T151115Z","DURABLE_STATE_POINTERS.csv","C:\Users\memo_\Documents\Codex\2026-07-04\noether-r3-arabic-persianate-linear-algebra\outputs\R3_FAA2C330_FIVE_HOUR_TOKEN_RESET_RECOVERY_AUDIT_20260706\R3_FAA2C330_FIVE_HOUR_TOKEN_RESET_RECOVERY_AUDIT_20260706_20260706T151115Z\DURABLE_STATE_POINTERS.csv","C92D18629B17CCF5D01020F69E8A373B96F50F4D4E88E7B7A79E7D14BCCB12CB","C92D18629B17CCF5D01020F69E8A373B96F50F4D4E88E7B7A79E7D14BCCB12CB","ok"
"R3_FAA2C330_FIVE_HOUR_TOKEN_RESET_RECOVERY_AUDIT_20260706_20260706T151115Z","MANIFEST.csv","C:\Users\memo_\Documents\Codex\2026-07-04\noether-r3-arabic-persianate-linear-algebra\outputs\R3_FAA2C330_FIVE_HOUR_TOKEN_RESET_RECOVERY_AUDIT_20260706\R3_FAA2C330_FIVE_HOUR_TOKEN_RESET_RECOVERY_AUDIT_20260706_20260706T151115Z\MANIFEST.csv","E575ED2081172E9D5F1CC0E74A07F6D45E3AE8726A2BB2B68DB294BD7A9402FB","E575ED2081172E9D5F1CC0E74A07F6D45E3AE8726A2BB2B68DB294BD7A9402FB","ok"
"R3_FAA2C330_FIVE_HOUR_TOKEN_RESET_RECOVERY_AUDIT_20260706_20260706T151115Z","PACKAGE_VALIDATION.json","C:\Users\memo_\Documents\Codex\2026-07-04\noether-r3-arabic-persianate-linear-algebra\outputs\R3_FAA2C330_FIVE_HOUR_TOKEN_RESET_RECOVERY_AUDIT_20260706\R3_FAA2C330_FIVE_HOUR_TOKEN_RESET_RECOVERY_AUDIT_20260706_20260706T151115Z\PACKAGE_VALIDATION.json","DFABC9E3EE9ABEB5E5F7843F575226DC5D7B89BAEB3DD20F588ECFA0A2B3B57D","DFABC9E3EE9ABEB5E5F7843F575226DC5D7B89BAEB3DD20F588ECFA0A2B3B57D","ok"
"R3_FAA2C330_FIVE_HOUR_TOKEN_RESET_RECOVERY_AUDIT_20260706_20260706T151115Z","R3_FAA2C330_BRANCH_AND_PACKET_VERIFICATION.csv","C:\Users\memo_\Documents\Codex\2026-07-04\noether-r3-arabic-persianate-linear-algebra\outputs\R3_FAA2C330_FIVE_HOUR_TOKEN_RESET_RECOVERY_AUDIT_20260706\R3_FAA2C330_FIVE_HOUR_TOKEN_RESET_RECOVERY_AUDIT_20260706_20260706T151115Z\R3_FAA2C330_BRANCH_AND_PACKET_VERIFICATION.csv","66A9192B5474B7715DAC3AC53CD2868FA34CA64D7CA2FF1AB00323078D6A3A0D","66A9192B5474B7715DAC3AC53CD2868FA34CA64D7CA2FF1AB00323078D6A3A0D","ok"
"R3_FAA2C330_FIVE_HOUR_TOKEN_RESET_RECOVERY_AUDIT_20260706_20260706T151115Z","R3_FAA2C330_BRANCH_VISIBILITY_AND_LOCAL_ONLY_LEDGER_COPY.csv","C:\Users\memo_\Documents\Codex\2026-07-04\noether-r3-arabic-persianate-linear-algebra\outputs\R3_FAA2C330_FIVE_HOUR_TOKEN_RESET_RECOVERY_AUDIT_20260706\R3_FAA2C330_FIVE_HOUR_TOKEN_RESET_RECOVERY_AUDIT_20260706_20260706T151115Z\R3_FAA2C330_BRANCH_VISIBILITY_AND_LOCAL_ONLY_LEDGER_COPY.csv","DEAC125FA1F446581D7CA14CE3A291B0B43FF81C816DF7DEF65E19F45D55B751","DEAC125FA1F446581D7CA14CE3A291B0B43FF81C816DF7DEF65E19F45D55B751","ok"
"R3_FAA2C330_FIVE_HOUR_TOKEN_RESET_RECOVERY_AUDIT_20260706_20260706T151115Z","R3_FAA2C330_CURRENT_HEAD_BLOCKERS_NEXT_ACTIONS_COPY.csv","C:\Users\memo_\Documents\Codex\2026-07-04\noether-r3-arabic-persianate-linear-algebra\outputs\R3_FAA2C330_FIVE_HOUR_TOKEN_RESET_RECOVERY_AUDIT_20260706\R3_FAA2C330_FIVE_HOUR_TOKEN_RESET_RECOVERY_AUDIT_20260706_20260706T151115Z\R3_FAA2C330_CURRENT_HEAD_BLOCKERS_NEXT_ACTIONS_COPY.csv","4F10946CFDDD248427DFE487370BFC1E1C87D58A95E13E91524735340B3291BD","4F10946CFDDD248427DFE487370BFC1E1C87D58A95E13E91524735340B3291BD","ok"
"R3_FAA2C330_FIVE_HOUR_TOKEN_RESET_RECOVERY_AUDIT_20260706_20260706T151115Z","R3_FAA2C330_EXACT_SOURCE_ROW_TABLE_POINTERS.csv","C:\Users\memo_\Documents\Codex\2026-07-04\noether-r3-arabic-persianate-linear-algebra\outputs\R3_FAA2C330_FIVE_HOUR_TOKEN_RESET_RECOVERY_AUDIT_20260706\R3_FAA2C330_FIVE_HOUR_TOKEN_RESET_RECOVERY_AUDIT_20260706_20260706T151115Z\R3_FAA2C330_EXACT_SOURCE_ROW_TABLE_POINTERS.csv","E9B6E5DE67FC0620E7EF792EA4A16155D4AF4C16E96494537CFBE3E877F1AB27","E9B6E5DE67FC0620E7EF792EA4A16155D4AF4C16E96494537CFBE3E877F1AB27","ok"
"R3_FAA2C330_FIVE_HOUR_TOKEN_RESET_RECOVERY_AUDIT_20260706_20260706T151115Z","R3_FAA2C330_RECENT_MUTUAL_WAKE_RELAYS.csv","C:\Users\memo_\Documents\Codex\2026-07-04\noether-r3-arabic-persianate-linear-algebra\outputs\R3_FAA2C330_FIVE_HOUR_TOKEN_RESET_RECOVERY_AUDIT_20260706\R3_FAA2C330_FIVE_HOUR_TOKEN_RESET_RECOVERY_AUDIT_20260706_20260706T151115Z\R3_FAA2C330_RECENT_MUTUAL_WAKE_RELAYS.csv","0EA2D4E57B16DF23266EE3377B607BE616C3200CBFE68BC64E7F52128E5483D4","0EA2D4E57B16DF23266EE3377B607BE616C3200CBFE68BC64E7F52128E5483D4","ok"
"R3_FAA2C330_FIVE_HOUR_TOKEN_RESET_RECOVERY_AUDIT_20260706_20260706T151115Z","R3_FAA2C330_RECOVERY_SEARCHES_AND_NEXT_ACTIONS.csv","C:\Users\memo_\Documents\Codex\2026-07-04\noether-r3-arabic-persianate-linear-algebra\outputs\R3_FAA2C330_FIVE_HOUR_TOKEN_RESET_RECOVERY_AUDIT_20260706\R3_FAA2C330_FIVE_HOUR_TOKEN_RESET_RECOVERY_AUDIT_20260706_20260706T151115Z\R3_FAA2C330_RECOVERY_SEARCHES_AND_NEXT_ACTIONS.csv","49B85330117D29FAE09315748713263106D03BDAAD37D7C7B5DCD606C1E24257","49B85330117D29FAE09315748713263106D03BDAAD37D7C7B5DCD606C1E24257","ok"
"R3_FAA2C330_FIVE_HOUR_TOKEN_RESET_RECOVERY_AUDIT_20260706_20260706T151115Z","R3_FAA2C330_REVIEW_ONLY_BOUNDARY_GUARDS_COPY.csv","C:\Users\memo_\Documents\Codex\2026-07-04\noether-r3-arabic-persianate-linear-algebra\outputs\R3_FAA2C330_FIVE_HOUR_TOKEN_RESET_RECOVERY_AUDIT_20260706\R3_FAA2C330_FIVE_HOUR_TOKEN_RESET_RECOVERY_AUDIT_20260706_20260706T151115Z\R3_FAA2C330_REVIEW_ONLY_BOUNDARY_GUARDS_COPY.csv","27BF5ADBB94B7115EEE69CBE9317A4A02A00E8D49D202DEF0B975D2EFB636546","27BF5ADBB94B7115EEE69CBE9317A4A02A00E8D49D202DEF0B975D2EFB636546","ok"
"R3_FAA2C330_FIVE_HOUR_TOKEN_RESET_RECOVERY_AUDIT_20260706_20260706T151115Z","README.md","C:\Users\memo_\Documents\Codex\2026-07-04\noether-r3-arabic-persianate-linear-algebra\outputs\R3_FAA2C330_FIVE_HOUR_TOKEN_RESET_RECOVERY_AUDIT_20260706\R3_FAA2C330_FIVE_HOUR_TOKEN_RESET_RECOVERY_AUDIT_20260706_20260706T151115Z\README.md","E5A6833F9760940821A9CE5CB9B022CE49AA6F78F830EC59C46498595F03BE57","E5A6833F9760940821A9CE5CB9B022CE49AA6F78F830EC59C46498595F03BE57","ok"
"NON_SLAVIC_CORE_FAA2C330_PACKAGE_R2_MUTUAL_WAKE_ROUTE_20260706","B3_HANDOFF_SENT_FAA2C330_PACKAGE_R2.md","C:\Users\memo_\Documents\Codex\2026-07-04\noether-non-slavic-core-lane\outputs\NON_SLAVIC_CORE_FAA2C330_PACKAGE_R2_MUTUAL_WAKE_ROUTE_20260706\B3_HANDOFF_SENT_FAA2C330_PACKAGE_R2.md","5679D5A3FA81402EBAA0EACFEA4672257FCA6043C4FD87440E397323C61BF963","5679D5A3FA81402EBAA0EACFEA4672257FCA6043C4FD87440E397323C61BF963","ok"
"NON_SLAVIC_CORE_FAA2C330_PACKAGE_R2_MUTUAL_WAKE_ROUTE_20260706","B3_UPLOADER_READY_SUMMARY.csv","C:\Users\memo_\Documents\Codex\2026-07-04\noether-non-slavic-core-lane\outputs\NON_SLAVIC_CORE_FAA2C330_PACKAGE_R2_MUTUAL_WAKE_ROUTE_20260706\B3_UPLOADER_READY_SUMMARY.csv","A4175119C10459C3DE47BF09824DA62EEA832EB516CDEEE9CEC238A369FED9EC","A4175119C10459C3DE47BF09824DA62EEA832EB516CDEEE9CEC238A369FED9EC","ok"
"NON_SLAVIC_CORE_FAA2C330_PACKAGE_R2_MUTUAL_WAKE_ROUTE_20260706","BLOCKER_RECOVERY_ROWS_FAA2C330_PACKAGE_R2.csv","C:\Users\memo_\Documents\Codex\2026-07-04\noether-non-slavic-core-lane\outputs\NON_SLAVIC_CORE_FAA2C330_PACKAGE_R2_MUTUAL_WAKE_ROUTE_20260706\BLOCKER_RECOVERY_ROWS_FAA2C330_PACKAGE_R2.csv","1379D4709E89B858986A781AD4B18BF883A02A693ED7C56165FDB278A6832B9B","1379D4709E89B858986A781AD4B18BF883A02A693ED7C56165FDB278A6832B9B","ok"
